w
0.052296289379296895
0.09371535237713757
0.11333703602039488
0.11668434057881974
0.10998686904130883
0.09804730274640895
0.08410216657735325
0.07013557188164371
0.05724277665996794
0.04593339775687194
0.03635550650625277
0.028450201707717213
0.022052794941457815
0.01695582201766422
0.012946057915831607
0.009824534321306205
0.007415884664397022
0.005571296728957761
0.004167873853516209
0.0031061765466413043
0.002307022103114632
0.0017081646506771505
0.001261188241874419
0.0009287671509985199
0.0006823422521291784
0.000500203933240419
0.00036594273414478805
0.0002672171198481283
0.0001947860071898996
0.00014175713960827354
0.0001030082867389394
7.47448606082305e-5
5.416397159746813e-5
3.92007427011928e-5
2.8337683128873883e-5
2.046207087046235e-5
1.4759668355655046e-5
1.063579179545752e-5
7.656879395343411e-6
5.507358702222838e-6
3.957890562104368e-6
2.8420449937244018e-6
2.0392078409386526e-6
1.4620791713702786e-6
1.0475471464191962e-6
7.500376069689527e-7
5.366756459860795e-7
3.83770810543541e-7
2.742674572232719e-7
1.9589769392433973e-7
1.3984497469140256e-7
9.977830630598012e-8
7.115506336935272e-8
5.071823366663147e-8
3.613423099232399e-8
2.5732218867522818e-8
1.8316661903051857e-8
1.3032648422392789e-8
9.269206045694047e-9
6.589945637434674e-9
4.6833455847672314e-9
3.3271395806337448e-9
2.3628240562636924e-9
1.6774213236297253e-9
1.1904413031726377e-9
8.44565411403025e-10
5.989937623370698e-10
4.2469686107407507e-10
3.010283560030435e-10
2.1330992445157213e-10
1.5111012129346938e-10
1.0701835547773109e-10
7.577195059920571e-11
5.3634872673426996e-11
3.795575402647959e-11
2.6853595834227433e-11
1.8994352238079423e-11
1.343217662729668e-11
9.496656267137357e-12
6.712741408257948e-12
4.743909035011932e-12
3.3518324535202263e-12
2.3677724201681863e-12
1.672289394639176e-12
1.1808609886003764e-12
8.336887577080089e-13
5.8847612089333e-13
4.1531279324197865e-13
2.9305228437568274e-13
2.067473556339797e-13
1.458349183490603e-13
1.0285168029142338e-13
7.252556464475077e-14
5.113310972422954e-14
3.6045089232748313e-14
2.540529391711944e-14
1.790349936241169e-14
1.2615037060890646e-14
8.887453095125426e-15
6.260449843893064e-15
