"Mean","Lower","Upper","CRPS","t","variable","simulation","TrueValue"
0.690126874813079,0.207977301191904,1.17227644843425,NA,58,"R","Random walk",0.740303004888021
0.673709904558038,0.193719629620647,1.15370017949543,NA,59,"R","Random walk",0.629911413056697
0.664425090713732,0.187204201401013,1.14164598002645,NA,60,"R","Random walk",0.66478464188997
0.665038615964011,0.184630042789322,1.1454471891387,NA,61,"R","Random walk",0.599627547992097
0.678678269199376,0.188957534849306,1.16839900354945,NA,62,"R","Random walk",0.623908199446909
0.703050922032811,0.196594961455019,1.2095068826106,NA,63,"R","Random walk",0.6598634125902
0.73604031242953,0.201144532330877,1.27093609252818,NA,64,"R","Random walk",0.717115543950159
0.775355430407051,0.205127886844053,1.34558297397005,NA,65,"R","Random walk",0.925592364770454
0.818256484817033,0.21544361783415,1.42106935179992,NA,66,"R","Random walk",0.987107738116638
0.861366981566287,0.238205832135007,1.48452813099757,NA,67,"R","Random walk",1.02435827657331
0.900603027533283,0.265090920627499,1.53611513443907,NA,68,"R","Random walk",0.873799137534769
0.931265700630757,0.283101440490195,1.57942996077132,NA,69,"R","Random walk",0.909444023549459
0.953562988314376,0.290247462606079,1.61687851402267,NA,70,"R","Random walk",0.976222168201091
0.968880528174804,0.288578945871148,1.64918211047846,NA,71,"R","Random walk",0.996468476611257
0.978907244814738,0.288685130051902,1.66912935957757,NA,72,"R","Random walk",1.09900209489661
0.985505247388016,0.291839787665539,1.67917070711049,NA,73,"R","Random walk",0.943010942561359
0.990610603497856,0.292646361987503,1.68857484500821,NA,74,"R","Random walk",0.976883460044748
0.9961731238477,0.292485257883863,1.69986098981154,NA,75,"R","Random walk",0.961959830272741
1.00413848398575,0.29660035353915,1.71167661443235,NA,76,"R","Random walk",1.0091507222337
1.01647342788849,0.300810485914248,1.73213636986274,NA,77,"R","Random walk",0.935757419047802
1.03523464655809,0.30491775616706,1.76555153694913,NA,78,"R","Random walk",0.913152537129962
1.059545469159,0.309131612163557,1.80995932615444,NA,79,"R","Random walk",1.04529031057593
1.08820172457674,0.314720087529743,1.86168336162374,NA,80,"R","Random walk",1.01211333437453
1.1199095019811,0.32267646639171,1.91714253757048,NA,81,"R","Random walk",1.19935431101699
1.15326312555219,0.325943886353878,1.9805823647505,NA,82,"R","Random walk",1.38549521020649
1.18674091508639,0.344198994369898,2.02928283580288,NA,83,"R","Random walk",1.09715233869553
1.21871672775092,0.376096196784571,2.06133725871728,NA,84,"R","Random walk",1.0743656787913
1.24748476487907,0.394624602394266,2.10034492736387,NA,85,"R","Random walk",1.02816103456437
1.27129499904135,0.411110883015453,2.13147911506725,NA,86,"R","Random walk",1.16846520553051
1.28839740079049,0.425430537454935,2.15136426412604,NA,87,"R","Random walk",1.11991873158349
1.29709525022427,0.434861664893738,2.15932883555481,NA,88,"R","Random walk",1.23624808384336
1.29580995800941,0.438514424307979,2.15310549171084,NA,89,"R","Random walk",1.20476686479896
1.28316292897748,0.42944062803108,2.13688522992388,NA,90,"R","Random walk",1.32892576555317
1.25807334070246,0.408184453574439,2.10796222783048,NA,91,"R","Random walk",1.16025228126673
1.22038516245606,0.371849777206174,2.06892054770595,NA,92,"R","Random walk",1.16722749201144
1.17738349051236,0.322256441991183,2.03251053903354,NA,93,"R","Random walk",1.10382527773161
1.13558629081875,0.276331671737305,1.9948409099002,NA,94,"R","Random walk",1.06947027708051
1.10064316635135,0.236308111702935,1.96497822099977,NA,95,"R","Random walk",1.23422323504758
1.07754561859123,0.216011022430849,1.93908021475161,NA,96,"R","Random walk",1.13784316826739
1.071085342985,0.211426515041403,1.9307441709286,NA,97,"R","Random walk",1.038436717091
1.08654622350697,0.160398123900871,2.01269432311307,NA,98,"R","Random walk",1.14171462316315
