eta,p,movingaverage,model
0.519,9.126311547628108e-10,Raw,EpiFilter
0.5199999999999999,8.161966565154638e-10,Raw,EpiFilter
0.521,7.299119463548566e-10,Raw,EpiFilter
0.522,6.527140630115104e-10,Raw,EpiFilter
0.523,5.836506795460564e-10,Raw,EpiFilter
0.524,5.218686756683843e-10,Raw,EpiFilter
0.5249999999999999,4.666038795122729e-10,Raw,EpiFilter
0.526,4.171718605527778e-10,Raw,EpiFilter
0.527,3.7295966713825845e-10,Raw,EpiFilter
0.528,3.3341841277091657e-10,Raw,EpiFilter
0.5289999999999999,2.9805662486518446e-10,Raw,EpiFilter
0.5299999999999999,2.664342783743686e-10,Raw,EpiFilter
0.531,2.381574444667626e-10,Raw,EpiFilter
0.532,2.1287349147617008e-10,Raw,EpiFilter
0.533,1.9026678166962434e-10,Raw,EpiFilter
0.5339999999999999,1.7005481308738135e-10,Raw,EpiFilter
0.535,1.5198476083963287e-10,Raw,EpiFilter
0.536,1.3583037687146512e-10,Raw,EpiFilter
0.537,1.2138921136362293e-10,Raw,EpiFilter
0.538,1.0848012268431187e-10,Raw,EpiFilter
0.5389999999999999,9.694104617375783e-11,Raw,EpiFilter
0.54,8.662699507288093e-11,Raw,EpiFilter
0.541,7.740826963301257e-11,Raw,EpiFilter
0.542,6.91688528922379e-11,Raw,EpiFilter
0.543,6.180497380814022e-11,Raw,EpiFilter
0.5439999999999999,5.5223820414239164e-11,Raw,EpiFilter
0.545,4.934238744743284e-11,Raw,EpiFilter
0.546,4.408644449205396e-11,Raw,EpiFilter
0.547,3.9389612121457005e-11,Raw,EpiFilter
0.5479999999999999,3.5192534808365646e-11,Raw,EpiFilter
0.5489999999999999,3.144214053188996e-11,Raw,EpiFilter
0.55,2.8090978051515496e-11,Raw,EpiFilter
0.551,2.5096623749323573e-11,Raw,EpiFilter
0.552,2.2421150780805294e-11,Raw,EpiFilter
0.5529999999999999,2.0030654027200775e-11,Raw,EpiFilter
0.5539999999999999,1.7894825015839477e-11,Raw,EpiFilter
0.555,1.598657158165327e-11,Raw,EpiFilter
0.556,1.4281677585326127e-11,Raw,EpiFilter
0.557,1.2758498491076378e-11,Raw,EpiFilter
0.5579999999999999,1.1397689044229481e-11,Raw,EpiFilter
0.5589999999999999,1.0181959680033292e-11,Raw,EpiFilter
0.56,9.095858646833839e-12,Raw,EpiFilter
0.561,8.125577141603084e-12,Raw,EpiFilter
0.562,7.258775037899761e-12,Raw,EpiFilter
0.563,6.4844250396865934e-12,Raw,EpiFilter
0.564,5.792673320890382e-12,Raw,EpiFilter
0.5650000000000001,5.174714913947738e-12,Raw,EpiFilter
0.5660000000000001,4.622682292466827e-12,Raw,EpiFilter
0.567,4.1295457563854755e-12,Raw,EpiFilter
0.568,3.689024373927638e-12,Raw,EpiFilter
0.569,3.295506365635339e-12,Raw,EpiFilter
0.5700000000000001,2.9439779328181777e-12,Raw,EpiFilter
0.5710000000000001,2.629959637812521e-12,Raw,EpiFilter
0.572,2.3494495372546396e-12,Raw,EpiFilter
0.573,2.0988723539001478e-12,Raw,EpiFilter
0.574,1.875034047555178e-12,Raw,EpiFilter
0.5750000000000001,1.6750812134068859e-12,Raw,EpiFilter
0.5760000000000001,1.4964647961149096e-12,Raw,EpiFilter
0.577,1.3369076621996247e-12,Raw,EpiFilter
0.578,1.1943756215064204e-12,Raw,EpiFilter
0.579,1.0670515318267885e-12,Raw,EpiFilter
0.5800000000000001,9.533121593962478e-13,Raw,EpiFilter
0.581,8.517075026737082e-13,Raw,EpiFilter
0.582,7.6094231773814e-13,Raw,EpiFilter
0.583,6.798596113606056e-13,Raw,EpiFilter
0.584,6.074258926028658e-13,Raw,EpiFilter
0.5850000000000001,5.427179959604868e-13,Raw,EpiFilter
0.586,4.849113088870148e-13,Raw,EpiFilter
0.587,4.3326925428636487e-13,Raw,EpiFilter
0.588,3.8713389440585963e-13,Raw,EpiFilter
0.589,3.45917536751551e-13,Raw,EpiFilter
0.5900000000000001,3.0909523532006833e-13,Raw,EpiFilter
0.591,2.761980917880583e-13,Raw,EpiFilter
0.592,2.468072714292966e-13,Raw,EpiFilter
0.593,2.2054865759213395e-13,Raw,EpiFilter
0.594,1.9708807668030667e-13,Raw,EpiFilter
0.5950000000000001,1.7612703280489357e-13,Raw,EpiFilter
0.596,1.5739889776872178e-13,Raw,EpiFilter
0.597,1.406655078120583e-13,Raw,EpiFilter
0.598,1.2571412373451917e-13,Raw,EpiFilter
0.5990000000000001,1.1235471561930753e-13,Raw,EpiFilter
0.6,1.0041753752472513e-13,Raw,EpiFilter
0.601,8.975096119317576e-14,Raw,EpiFilter
0.602,8.021954113152497e-14,Raw,EpiFilter
0.603,7.170228636169989e-14,Raw,EpiFilter
0.6040000000000001,6.409111677523361e-14,Raw,EpiFilter
0.605,5.72894843807292e-14,Raw,EpiFilter
0.606,5.1211141832757045e-14,Raw,EpiFilter
0.607,4.577904251452753e-14,Raw,EpiFilter
0.608,4.092435812033107e-14,Raw,EpiFilter
0.6090000000000001,3.6585601188185756e-14,Raw,EpiFilter
0.61,3.270784136969575e-14,Raw,EpiFilter
0.611,2.924200542367964e-14,Raw,EpiFilter
0.612,2.6144251987429108e-14,Raw,EpiFilter
0.613,2.3375413136896362e-14,Raw,EpiFilter
0.6140000000000001,2.0900495598697865e-14,Raw,EpiFilter
0.615,1.8688235240278357e-14,Raw,EpiFilter
0.616,1.671069914526213e-14,Raw,EpiFilter
0.617,1.494293018892623e-14,Raw,EpiFilter
0.618,1.3362629572556858e-14,Raw,EpiFilter
0.619,1.1949873260563925e-14,Raw,EpiFilter
0.62,1.0686858697333392e-14,Raw,EpiFilter
0.621,9.557678568728123e-15,Raw,EpiFilter
0.622,8.548118718100346e-15,Raw,EpiFilter
0.623,7.645477636198873e-15,Raw,EpiFilter
0.624,6.838405219828623e-15,Raw,EpiFilter
0.625,6.116758740562094e-15,Raw,EpiFilter
0.626,5.4714741850181286e-15,Raw,EpiFilter
0.627,4.894451324487938e-15,Raw,EpiFilter
0.628,4.378451047402252e-15,Raw,EpiFilter
0.629,3.917003644812576e-15,Raw,EpiFilter
0.63,3.5043268790246347e-15,Raw,EpiFilter
0.631,3.135252790647702e-15,Raw,EpiFilter
0.632,2.805162310866102e-15,Raw,EpiFilter
0.633,2.509926845625744e-15,Raw,EpiFilter
0.634,2.2458560872899655e-15,Raw,EpiFilter
0.635,2.009651389043206e-15,Raw,EpiFilter
0.636,1.798364108255762e-15,Raw,EpiFilter
0.637,1.6093583885041299e-15,Raw,EpiFilter
0.6379999999999999,1.4402779065667852e-15,Raw,EpiFilter
0.639,1.289016161373908e-15,Raw,EpiFilter
0.64,1.1536899270154442e-15,Raw,EpiFilter
0.641,1.0326155323243452e-15,Raw,EpiFilter
0.642,9.242876655729774e-16,Raw,EpiFilter
0.6429999999999999,8.273604350141585e-16,Raw,EpiFilter
0.644,7.406304447603998e-16,Raw,EpiFilter
0.645,6.630216711672073e-16,Raw,EpiFilter
0.646,5.935719478190194e-16,Raw,EpiFilter
0.647,5.314208877025142e-16,Raw,EpiFilter
0.6479999999999999,4.757990894481784e-16,Raw,EpiFilter
0.649,4.2601849085389114e-16,Raw,EpiFilter
0.65,3.8146374750724964e-16,Raw,EpiFilter
0.651,3.4158452735255e-16,Raw,EpiFilter
0.6519999999999999,3.058886236865735e-16,Raw,EpiFilter
0.6529999999999999,2.739357994810822e-16,Raw,EpiFilter
0.654,2.453322852005489e-16,Raw,EpiFilter
0.655,2.1972586059237348e-16,Raw,EpiFilter
0.656,1.968014583334526e-16,Raw,EpiFilter
0.6569999999999999,1.76277234036154e-16,Raw,EpiFilter
0.658,1.5790105303266772e-16,Raw,EpiFilter
0.659,1.4144734963264534e-16,Raw,EpiFilter
0.66,1.2671431927713375e-16,Raw,EpiFilter
0.661,1.1352140821618947e-16,Raw,EpiFilter
0.6619999999999999,1.0170706911114199e-16,Raw,EpiFilter
0.663,9.112675432258231e-17,Raw,EpiFilter
0.664,8.165112164903513e-17,Raw,EpiFilter
0.665,7.316442997048916e-17,Raw,EpiFilter
0.666,6.55631046446174e-17,Raw,EpiFilter
0.6669999999999999,5.875445464933035e-17,Raw,EpiFilter
0.668,5.2655525378968625e-17,Raw,EpiFilter
0.669,4.7192072712364455e-17,Raw,EpiFilter
0.67,4.229764549834212e-17,Raw,EpiFilter
0.6709999999999999,3.791276497178093e-17,Raw,EpiFilter
0.6719999999999999,3.398419083123568e-17,Raw,EpiFilter
0.673,3.046426480163723e-17,Raw,EpiFilter
0.674,2.7310323478508845e-17,Raw,EpiFilter
0.675,2.448417312109317e-17,Raw,EpiFilter
0.6759999999999999,2.195161984010509e-17,Raw,EpiFilter
0.6769999999999999,1.9682049320766445e-17,Raw,EpiFilter
0.678,1.7648050843467996e-17,Raw,EpiFilter
0.679,1.5825080919363402e-17,Raw,EpiFilter
0.68,1.419116235458976e-17,Raw,EpiFilter
0.6809999999999999,1.272661500071511e-17,Raw,EpiFilter
0.6819999999999999,1.1413814844813903e-17,Raw,EpiFilter
0.683,1.0236978447748488e-17,Raw,EpiFilter
0.684,9.181970055063399e-18,Raw,EpiFilter
0.685,8.236128988805466e-18,Raw,EpiFilter
0.6859999999999999,7.38811518121292e-18,Raw,EpiFilter
0.6869999999999999,6.627770937490863e-18,Raw,EpiFilter
0.6880000000000001,5.945997217373954e-18,Raw,EpiFilter
0.6890000000000001,5.334642905632374e-18,Raw,EpiFilter
0.69,4.786405703637794e-18,Raw,EpiFilter
0.691,4.294743418343516e-18,Raw,EpiFilter
0.692,3.853794554480515e-18,Raw,EpiFilter
0.6930000000000001,3.4583072310850324e-18,Raw,EpiFilter
0.6940000000000001,3.1035755468905137e-18,Raw,EpiFilter
0.695,2.78538261148567e-18,Raw,EpiFilter
0.696,2.4999495416044307e-18,Raw,EpiFilter
0.697,2.2438897959423613e-18,Raw,EpiFilter
0.6980000000000001,2.0141682877927977e-18,Raw,EpiFilter
0.6990000000000001,1.8080647739360154e-18,Raw,EpiFilter
0.7,1.6231410710474544e-18,Raw,EpiFilter
0.701,1.4572116980739933e-18,Raw,EpiFilter
0.702,1.3083175853494686e-18,Raw,EpiFilter
0.7030000000000001,1.1747025289761772e-18,Raw,EpiFilter
0.7040000000000001,1.054792102808966e-18,Raw,EpiFilter
0.705,9.471747706489082e-19,Raw,EpiFilter
0.706,8.505849682600195e-19,Raw,EpiFilter
0.707,7.638879490608869e-19,Raw,EpiFilter
0.7080000000000001,6.860662089681874e-19,Raw,EpiFilter
0.709,6.162073252557757e-19,Raw,EpiFilter
0.71,5.534930616068573e-19,Raw,EpiFilter
0.711,4.97189607052337e-19,Raw,EpiFilter
0.712,4.466388303551009e-19,Raw,EpiFilter
0.7130000000000001,4.012504438230935e-19,Raw,EpiFilter
0.714,3.604949816280246e-19,Raw,EpiFilter
0.715,3.23897507662128e-19,Raw,EpiFilter
0.716,2.9103197685270676e-19,Raw,EpiFilter
0.717,2.6151618181796447e-19,Raw,EpiFilter
0.7180000000000001,2.3500722387433205e-19,Raw,EpiFilter
0.719,2.1119745378250836e-19,Raw,EpiFilter
0.72,1.898108333271484e-19,Raw,EpiFilter
0.721,1.7059967393690062e-19,Raw,EpiFilter
0.7220000000000001,1.533417131240428e-19,Raw,EpiFilter
0.7230000000000001,1.3783749361663329e-19,Raw,EpiFilter
0.724,1.2390801372631087e-19,Raw,EpiFilter
0.725,1.1139262077014466e-19,Raw,EpiFilter
0.726,1.0014712230819771e-19,Raw,EpiFilter
0.7270000000000001,9.004209258817072e-20,Raw,EpiFilter
0.728,8.096135394195213e-20,Raw,EpiFilter
0.729,7.28006149914777e-20,Raw,EpiFilter
0.73,6.546624940684573e-20,Raw,EpiFilter
0.731,5.887420065393854e-20,Raw,EpiFilter
0.7320000000000001,5.294899968182683e-20,Raw,EpiFilter
0.733,4.7622883857807953e-20,Raw,EpiFilter
0.734,4.283500667245924e-20,Raw,EpiFilter
0.735,3.853072882614719e-20,Raw,EpiFilter
0.736,3.4660982282833383e-20,Raw,EpiFilter
0.7370000000000001,3.118169975048205e-20,Raw,EpiFilter
0.738,2.805330282972779e-20,Raw,EpiFilter
0.739,2.5240242773181367e-20,Raw,EpiFilter
0.74,2.2710588425921284e-20,Raw,EpiFilter
0.741,2.0435656479869208e-20,Raw,EpiFilter
0.742,1.8389679679236618e-20,Raw,EpiFilter
0.743,1.6549509065630424e-20,Raw,EpiFilter
0.744,1.4894346756169148e-20,Raw,EpiFilter
0.745,1.3405506110640853e-20,Raw,EpiFilter
0.746,1.2066196468879253e-20,Raw,EpiFilter
0.747,1.0861329930628989e-20,Raw,EpiFilter
0.748,9.777347911436122e-21,Raw,EpiFilter
0.749,8.802065441909343e-21,Raw,EpiFilter
0.75,7.924531387779827e-21,Raw,EpiFilter
0.751,7.134902955622313e-21,Raw,EpiFilter
0.752,6.424333018433077e-21,Raw,EpiFilter
0.753,5.784868945616346e-21,Raw,EpiFilter
0.754,5.2093617579074915e-21,Raw,EpiFilter
0.755,4.6913845489497374e-21,Raw,EpiFilter
0.756,4.225159224308833e-21,Raw,EpiFilter
0.757,3.80549070619841e-21,Raw,EpiFilter
0.758,3.427707839918696e-21,Raw,EpiFilter
0.759,3.087610316429116e-21,Raw,EpiFilter
0.76,2.78142099590012e-21,Raw,EpiFilter
0.7609999999999999,2.5057430803297616e-21,Raw,EpiFilter
0.762,2.2575216398516854e-21,Raw,EpiFilter
0.763,2.034009048266918e-21,Raw,EpiFilter
0.764,1.8327339288304442e-21,Raw,EpiFilter
0.765,1.6514732522564435e-21,Raw,EpiFilter
0.7659999999999999,1.4882272655833654e-21,Raw,EpiFilter
0.767,1.3411969633929085e-21,Raw,EpiFilter
0.768,1.2087638424754008e-21,Raw,EpiFilter
0.769,1.0894717074547577e-21,Raw,EpiFilter
0.77,9.820103186896589e-22,Raw,EpiFilter
0.7709999999999999,8.85200695088033e-22,Raw,EpiFilter
0.772,7.979819035959957e-22,Raw,EpiFilter
0.773,7.193991843219654e-22,Raw,EpiFilter
0.774,6.485932756460675e-22,Raw,EpiFilter
0.775,5.847908175169773e-22,Raw,EpiFilter
0.7759999999999999,5.27295723548026e-22,Raw,EpiFilter
0.777,4.754814236732282e-22,Raw,EpiFilter
0.778,4.287838891246959e-22,Raw,EpiFilter
0.779,3.8669536048812335e-22,Raw,EpiFilter
0.7799999999999999,3.487587076376822e-22,Raw,EpiFilter
0.7809999999999999,3.145623576067734e-22,Raw,EpiFilter
0.782,2.8373573294789597e-22,Raw,EpiFilter
0.783,2.5594514896710785e-22,Raw,EpiFilter
0.784,2.3089012346386176e-22,Raw,EpiFilter
0.7849999999999999,2.0830005731359139e-22,Raw,EpiFilter
0.786,1.879312484544983e-22,Raw,EpiFilter
0.787,1.6956420564110962e-22,Raw,EpiFilter
0.788,1.5300123172895515e-22,Raw,EpiFilter
0.789,1.3806424932672068e-22,Raw,EpiFilter
0.7899999999999999,1.2459284439380895e-22,Raw,EpiFilter
0.791,1.1244250584027773e-22,Raw,EpiFilter
0.792,1.0148304139924633e-22,Raw,EpiFilter
0.793,9.159715204221648e-23,Raw,EpiFilter
0.794,8.267914899471177e-23,Raw,EpiFilter
0.7949999999999999,7.463379902331658e-23,Raw,EpiFilter
0.796,6.737528510913477e-23,Raw,EpiFilter
0.797,6.082627092472558e-23,Raw,EpiFilter
0.798,5.491705869825284e-23,Raw,EpiFilter
0.7989999999999999,4.9584831099506155e-23,Raw,EpiFilter
0.7999999999999999,4.4772968725415184e-23,Raw,EpiFilter
0.801,4.043043561111349e-23,Raw,EpiFilter
0.802,3.6511225954436986e-23,Raw,EpiFilter
0.803,3.2973865927998533e-23,Raw,EpiFilter
0.8039999999999999,2.9780965067683307e-23,Raw,EpiFilter
0.8049999999999999,2.689881228086446e-23,Raw,EpiFilter
0.806,2.429701201591864e-23,Raw,EpiFilter
0.807,2.1948156581191987e-23,Raw,EpiFilter
0.808,1.982753100508095e-23,Raw,EpiFilter
0.8089999999999999,1.791284719023415e-23,Raw,EpiFilter
0.8099999999999999,1.6184004440594456e-23,Raw,EpiFilter
0.811,1.4622873732452498e-23,Raw,EpiFilter
0.812,1.3213103364256605e-23,Raw,EpiFilter
0.813,1.1939943856420848e-23,Raw,EpiFilter
0.814,1.0790090185271039e-23,Raw,EpiFilter
0.815,9.75153962714151e-24,Raw,EpiFilter
0.8160000000000001,8.813463660549643e-24,Raw,EpiFilter
0.8170000000000001,7.966092529628613e-24,Raw,EpiFilter
0.818,7.200611211401624e-24,Raw,EpiFilter
0.819,6.509065654936583e-24,Raw,EpiFilter
0.82,5.884278273263816e-24,Raw,EpiFilter
0.8210000000000001,5.3197717705639015e-24,Raw,EpiFilter
0.8220000000000001,4.809700478618207e-24,Raw,EpiFilter
0.823,4.348788458617329e-24,Raw,EpiFilter
0.824,3.932273698494682e-24,Raw,EpiFilter
0.825,3.5558578027563726e-24,Raw,EpiFilter
0.8260000000000001,3.2156606314501563e-24,Raw,EpiFilter
0.8270000000000001,2.9081793991334574e-24,Raw,EpiFilter
0.828,2.6302517931826247e-24,Raw,EpiFilter
0.829,2.37902271456504e-24,Raw,EpiFilter
0.83,2.1519142835237857e-24,Raw,EpiFilter
0.8310000000000001,1.946598788150816e-24,Raw,EpiFilter
0.832,1.7609742856859215e-24,Raw,EpiFilter
0.833,1.5931425951542866e-24,Raw,EpiFilter
0.834,1.4413894458141177e-24,Raw,EpiFilter
0.835,1.304166569208816e-24,Raw,EpiFilter
0.8360000000000001,1.1800755436143352e-24,Raw,EpiFilter
0.837,1.0678532185417172e-24,Raw,EpiFilter
0.838,9.663585640254129e-25,Raw,EpiFilter
0.839,8.745608047264145e-25,Raw,EpiFilter
0.84,7.915287127182204e-25,Raw,EpiFilter
0.8410000000000001,7.164209452596176e-25,Raw,EpiFilter
0.842,6.484773250545824e-25,Raw,EpiFilter
0.843,5.870109706292355e-25,Raw,EpiFilter
0.844,5.31401193528466e-25,Raw,EpiFilter
0.8450000000000001,4.810870872501269e-25,Raw,EpiFilter
0.8460000000000001,4.355617402123464e-25,Raw,EpiFilter
0.847,3.943670117209932e-25,Raw,EpiFilter
0.848,3.570888158859868e-25,Raw,EpiFilter
0.849,3.2335286385977477e-25,Raw,EpiFilter
0.8500000000000001,2.9282081963485004e-25,Raw,EpiFilter
0.851,2.651868290304308e-25,Raw,EpiFilter
0.852,2.4017438546600264e-25,Raw,EpiFilter
0.853,2.1753349967476767e-25,Raw,EpiFilter
0.854,1.9703814374242212e-25,Raw,EpiFilter
0.8550000000000001,1.7848394274764253e-25,Raw,EpiFilter
0.856,1.6168608990059415e-25,Raw,EpiFilter
0.857,1.4647746343100818e-25,Raw,EpiFilter
0.858,1.327069256088986e-25,Raw,EpiFilter
0.859,1.2023778619036257e-25,Raw,EpiFilter
0.8600000000000001,1.089464143196362e-25,Raw,EpiFilter
0.861,9.872098446913056e-26,Raw,EpiFilter
0.862,8.946034341156838e-26,Raw,EpiFilter
0.863,8.107298648539281e-26,Raw,EpiFilter
0.864,7.347613255633796e-26,Raw,EpiFilter
0.8650000000000001,6.65948881143514e-26,Raw,EpiFilter
0.866,6.036149187355663e-26,Raw,EpiFilter
0.867,5.471463208238956e-26,Raw,EpiFilter
0.868,4.95988295120261e-26,Raw,EpiFilter
0.869,4.4963879771349917e-26,Raw,EpiFilter
0.87,4.0764349216347556e-26,Raw,EpiFilter
0.871,3.69591192776052e-26,Raw,EpiFilter
0.872,3.3510974531259943e-26,Raw,EpiFilter
0.873,3.0386230294071136e-26,Raw,EpiFilter
0.874,2.7554395930423886e-26,Raw,EpiFilter
0.875,2.4987870430035817e-26,Raw,EpiFilter
0.876,2.2661667147278675e-26,Raw,EpiFilter
0.877,2.0553164894964473e-26,Raw,EpiFilter
0.878,1.864188285646891e-26,Raw,EpiFilter
0.879,1.69092770254296e-26,Raw,EpiFilter
0.88,1.53385561037157e-26,Raw,EpiFilter
0.881,1.3914514988523072e-26,Raw,EpiFilter
0.882,1.2623384159203373e-26,Raw,EpiFilter
0.883,1.1452693438442414e-26,Raw,EpiFilter
0.8839999999999999,1.0391148748535846e-26,Raw,EpiFilter
0.885,9.428520617329685e-27,Raw,EpiFilter
0.886,8.555543307692731e-27,Raw,EpiFilter
0.887,7.763823553401123e-27,Raw,EpiFilter
0.888,7.045757981694828e-27,Raw,EpiFilter
0.8889999999999999,6.394458391685298e-27,Raw,EpiFilter
0.89,5.8036841374499435e-27,Raw,EpiFilter
0.891,5.267780936716302e-27,Raw,EpiFilter
0.892,4.781625491624774e-27,Raw,EpiFilter
0.893,4.340575366547192e-27,Raw,EpiFilter
0.8939999999999999,3.940423621510283e-27,Raw,EpiFilter
0.895,3.577357747626499e-27,Raw,EpiFilter
0.896,3.247922494578176e-27,Raw,EpiFilter
0.897,2.9489862193343722e-27,Raw,EpiFilter
0.898,2.6777104209061085e-27,Raw,EpiFilter
0.8989999999999999,2.4315221578993415e-27,Raw,EpiFilter
0.9,2.2080890747473932e-27,Raw,EpiFilter
0.901,2.0052967885805606e-27,Raw,EpiFilter
0.902,1.8212284125191446e-27,Raw,EpiFilter
0.9029999999999999,1.6541460124710672e-27,Raw,EpiFilter
0.9039999999999999,1.5024738139512742e-27,Raw,EpiFilter
0.905,1.3647829929204601e-27,Raw,EpiFilter
0.906,1.239777900470104e-27,Raw,EpiFilter
0.907,1.1262835854696514e-27,Raw,EpiFilter
0.9079999999999999,1.0232344922794299e-27,Raw,EpiFilter
0.909,9.296642222752947e-28,Raw,EpiFilter
0.91,8.446962585601726e-28,Raw,EpiFilter
0.911,7.675355627760478e-28,Raw,EpiFilter
0.912,6.974609616057201e-28,Raw,EpiFilter
0.9129999999999999,6.338182483674273e-28,Raw,EpiFilter
0.914,5.760139322001266e-28,Raw,EpiFilter
0.915,5.235095737260971e-28,Raw,EpiFilter
0.916,4.75816651894337e-28,Raw,EpiFilter
0.917,4.324919119251096e-28,Raw,EpiFilter
0.9179999999999999,3.9313314904241015e-28,Raw,EpiFilter
0.919,3.5737538695991482e-28,Raw,EpiFilter
0.92,3.248874139669645e-28,Raw,EpiFilter
0.921,2.9536864298643096e-28,Raw,EpiFilter
0.9219999999999999,2.685462651434664e-28,Raw,EpiFilter
0.9229999999999999,2.4417266927136837e-28,Raw,EpiFilter
0.924,2.2202310237657352e-28,Raw,EpiFilter
0.925,2.0189354845364207e-28,Raw,EpiFilter
0.926,1.835988051587051e-28,Raw,EpiFilter
0.9269999999999999,1.6697073979697315e-28,Raw,EpiFilter
0.9279999999999999,1.5185670781796315e-28,Raw,EpiFilter
0.929,1.3811811859707866e-28,Raw,EpiFilter
0.93,1.256291347192979e-28,Raw,EpiFilter
0.931,1.1427549227011128e-28,Raw,EpiFilter
0.9319999999999999,1.0395343082127398e-28,Raw,EpiFilter
0.9329999999999999,9.456872285732375e-29,Raw,EpiFilter
0.934,8.603579335444065e-29,Raw,EpiFilter
0.935,7.827692109426078e-29,Raw,EpiFilter
0.936,7.122151408585309e-29,Raw,EpiFilter
0.9369999999999999,6.480545218321443e-29,Raw,EpiFilter
0.938,5.897049063618934e-29,Raw,EpiFilter
0.9390000000000001,5.36637188958386e-29,Raw,EpiFilter
0.9400000000000001,4.8837069530423934e-29,Raw,EpiFilter
0.941,4.444687258745678e-29,Raw,EpiFilter
0.942,4.045345117481566e-29,Raw,EpiFilter
0.943,3.68207544285049e-29,Raw,EpiFilter
0.9440000000000001,3.351602439266879e-29,Raw,EpiFilter
0.9450000000000001,3.050949366299803e-29,Raw,EpiFilter
0.946,2.777411093717111e-29,Raw,EpiFilter
0.947,2.5285291883665876e-29,Raw,EpiFilter
0.948,2.3020692981017144e-29,Raw,EpiFilter
0.9490000000000001,2.0960006198575304e-29,Raw,EpiFilter
0.9500000000000001,1.9084772588384982e-29,Raw,EpiFilter
0.951,1.7378213037191576e-29,Raw,EpiFilter
0.952,1.582507459078277e-29,Raw,EpiFilter
0.953,1.4411490910336232e-29,Raw,EpiFilter
0.9540000000000001,1.3124855554524894e-29,Raw,EpiFilter
0.9550000000000001,1.1953706902523253e-29,Raw,EpiFilter
0.956,1.0887623642717458e-29,Raw,EpiFilter
0.957,9.917129852322655e-30,Raw,EpiFilter
0.958,9.033608782964048e-30,Raw,EpiFilter
0.9590000000000001,8.229224549660673e-30,Raw,EpiFilter
0.96,7.496850994972564e-30,Raw,EpiFilter
0.961,6.830007067391125e-30,Raw,EpiFilter
0.962,6.222798114433767e-30,Raw,EpiFilter
0.963,5.669862546216058e-30,Raw,EpiFilter
0.9640000000000001,5.16632337562265e-30,Raw,EpiFilter
0.965,4.707744187018109e-30,Raw,EpiFilter
0.966,4.290089126530533e-30,Raw,EpiFilter
0.967,3.909686544813698e-30,Raw,EpiFilter
0.968,3.563195957063234e-30,Raw,EpiFilter
0.9690000000000001,3.2475780160469324e-30,Raw,EpiFilter
0.97,2.960067221983863e-30,Raw,EpiFilter
0.971,2.698147118497947e-30,Raw,EpiFilter
0.972,2.4595277469843648e-30,Raw,EpiFilter
0.9730000000000001,2.242125152711973e-30,Raw,EpiFilter
0.974,2.044042754986533e-30,Raw,EpiFilter
0.975,1.8635544108794522e-30,Raw,EpiFilter
0.976,1.6990890178425626e-30,Raw,EpiFilter
0.977,1.5492165146126996e-30,Raw,EpiFilter
0.9780000000000001,1.412635152757961e-30,Raw,EpiFilter
0.979,1.2881599229558653e-30,Raw,EpiFilter
0.98,1.1747120306754177e-30,Raw,EpiFilter
0.981,1.0713093256447782e-30,Raw,EpiFilter
0.982,9.770575981862655e-31,Raw,EpiFilter
0.9830000000000001,8.911426635147351e-31,Raw,EpiFilter
0.984,8.128231622802414e-31,Raw,EpiFilter
0.985,7.414240122078713e-31,Raw,EpiFilter
0.986,6.763304516493089e-31,Raw,EpiFilter
0.987,6.169826212683865e-31,Raw,EpiFilter
0.9880000000000001,5.6287063497162974e-31,Raw,EpiFilter
0.989,5.135300956982848e-31,Raw,EpiFilter
0.99,4.685380156966833e-31,Raw,EpiFilter
0.991,4.2750910461941045e-31,Raw,EpiFilter
0.992,3.9009239209486605e-31,Raw,EpiFilter
0.993,3.5596815448667933e-31,Raw,EpiFilter
0.994,3.2484511829521254e-31,Raw,EpiFilter
0.995,2.9645791517167324e-31,Raw,EpiFilter
0.996,2.705647657890684e-31,Raw,EpiFilter
0.997,2.4694537188091966e-31,Raw,EpiFilter
0.998,2.2539899764233642e-31,Raw,EpiFilter
0.999,2.0574272339272113e-31,Raw,EpiFilter
1.0,1.8780985595415014e-31,Raw,EpiFilter
0.001,0.0,5-day,EpiFilter
0.002,0.0,5-day,EpiFilter
0.003,0.0,5-day,EpiFilter
0.004,1.1028596844031001e-288,5-day,EpiFilter
0.005,1.7514076760040024e-249,5-day,EpiFilter
0.006,4.742770730658768e-221,5-day,EpiFilter
0.007,3.336013160044266e-199,5-day,EpiFilter
0.008,8.23956532524243e-182,5-day,EpiFilter
0.009,1.206649442413663e-167,5-day,EpiFilter
0.01,7.272331121446059e-156,5-day,EpiFilter
0.011,7.163430920569749e-146,5-day,EpiFilter
0.012,3.102941001559582e-137,5-day,EpiFilter
0.013,1.2084826591487797e-129,5-day,EpiFilter
0.014,7.12506801193794e-123,5-day,EpiFilter
0.015,9.327183806046735e-117,5-day,EpiFilter
0.016,3.602444830788182e-111,5-day,EpiFilter
0.017,5.080832312525343e-106,5-day,EpiFilter
0.018000000000000002,3.075883253907658e-101,5-day,EpiFilter
0.019,9.047532701479677e-97,5-day,EpiFilter
0.02,1.4235566026395361e-92,5-day,EpiFilter
0.021,1.2921167974492088e-88,5-day,EpiFilter
0.022000000000000002,7.184660346047256e-85,5-day,EpiFilter
0.023,2.5688039442705365e-81,5-day,EpiFilter
0.024,6.14443576775823e-78,5-day,EpiFilter
