eta,peta,simulation,model,fit
0.8497744360902256,2.12581530236906e-37,Random walk,EpiFilter,SI Uncertainty
0.8522781954887217,1.7968959415460009e-37,Random walk,EpiFilter,SI Uncertainty
0.8547819548872181,1.519588036754364e-37,Random walk,EpiFilter,SI Uncertainty
0.8572857142857142,1.2856800887020351e-37,Random walk,EpiFilter,SI Uncertainty
0.8597894736842105,1.0882850749811094e-37,Random walk,EpiFilter,SI Uncertainty
0.8622932330827067,9.216239106836342e-38,Random walk,EpiFilter,SI Uncertainty
0.864796992481203,7.808447866918033e-38,Random walk,EpiFilter,SI Uncertainty
0.8673007518796992,6.618723623991933e-38,Random walk,EpiFilter,SI Uncertainty
0.8698045112781955,5.612818140459604e-38,Random walk,EpiFilter,SI Uncertainty
0.8723082706766917,4.761935877877953e-38,Random walk,EpiFilter,SI Uncertainty
0.8748120300751879,4.041854088699424e-38,Random walk,EpiFilter,SI Uncertainty
0.8773157894736842,3.4321868019890353e-38,Random walk,EpiFilter,SI Uncertainty
0.8798195488721805,2.915768860492355e-38,Random walk,EpiFilter,SI Uncertainty
0.8823233082706766,2.4781401686784997e-38,Random walk,EpiFilter,SI Uncertainty
0.884827067669173,2.107113633064632e-38,Random walk,EpiFilter,SI Uncertainty
0.8873308270676691,1.792413034565968e-38,Random walk,EpiFilter,SI Uncertainty
0.8898345864661654,1.525369364476837e-38,Random walk,EpiFilter,SI Uncertainty
0.8923383458646617,1.298666060953439e-38,Random walk,EpiFilter,SI Uncertainty
0.8948421052631579,1.1061251674987719e-38,Random walk,EpiFilter,SI Uncertainty
0.8973458646616541,9.425277536549458e-39,Random walk,EpiFilter,SI Uncertainty
0.8998496240601503,8.034630360444529e-39,Random walk,EpiFilter,SI Uncertainty
0.9023533834586466,6.85201552510607e-39,Random walk,EpiFilter,SI Uncertainty
0.9048571428571429,5.845885043818422e-39,Random walk,EpiFilter,SI Uncertainty
0.907360902255639,4.9895401752771944e-39,Random walk,EpiFilter,SI Uncertainty
0.9098646616541354,4.2603760316954024e-39,Random walk,EpiFilter,SI Uncertainty
0.9123684210526315,3.6392454206864295e-39,Random walk,EpiFilter,SI Uncertainty
0.9148721804511278,3.109922853651113e-39,Random walk,EpiFilter,SI Uncertainty
0.917375939849624,2.658652742160443e-39,Random walk,EpiFilter,SI Uncertainty
0.9198796992481203,2.273768385643303e-39,Random walk,EpiFilter,SI Uncertainty
0.9223834586466165,1.945370513138617e-39,Random walk,EpiFilter,SI Uncertainty
0.9248872180451128,1.6650559486996397e-39,Random walk,EpiFilter,SI Uncertainty
0.927390977443609,1.4256884826490713e-39,Random walk,EpiFilter,SI Uncertainty
0.9298947368421052,1.2212052978151027e-39,Random walk,EpiFilter,SI Uncertainty
0.9323984962406014,1.0464533614447228e-39,Random walk,EpiFilter,SI Uncertainty
0.9349022556390978,8.970510834942678e-40,Random walk,EpiFilter,SI Uncertainty
0.9374060150375939,7.692712884560358e-40,Random walk,EpiFilter,SI Uncertainty
0.9399097744360903,6.599421742659024e-40,Random walk,EpiFilter,SI Uncertainty
0.9424135338345864,5.663634576881945e-40,Random walk,EpiFilter,SI Uncertainty
0.9449172932330827,4.8623534724991825e-40,Random walk,EpiFilter,SI Uncertainty
0.9474210526315789,4.175983559236028e-40,Random walk,EpiFilter,SI Uncertainty
0.9499248120300752,3.5878227775599186e-40,Random walk,EpiFilter,SI Uncertainty
0.9524285714285714,3.083629150437472e-40,Random walk,EpiFilter,SI Uncertainty
0.9549323308270676,2.6512536345466707e-40,Random walk,EpiFilter,SI Uncertainty
0.9574360902255639,2.2803284835529033e-40,Random walk,EpiFilter,SI Uncertainty
0.9599398496240602,1.9620026213702925e-40,Random walk,EpiFilter,SI Uncertainty
0.9624436090225563,1.6887168421887637e-40,Random walk,EpiFilter,SI Uncertainty
0.9649473684210527,1.4540127657055357e-40,Random walk,EpiFilter,SI Uncertainty
0.9674511278195488,1.2523704134471974e-40,Random walk,EpiFilter,SI Uncertainty
0.9699548872180451,1.0790700629606449e-40,Random walk,EpiFilter,SI Uncertainty
0.9724586466165412,9.300747041436138e-41,Random walk,EpiFilter,SI Uncertainty
0.9749624060150376,8.019299856057101e-41,Random walk,EpiFilter,SI Uncertainty
0.9774661654135338,6.916790150755177e-41,Random walk,EpiFilter,SI Uncertainty
0.97996992481203,5.967897801929038e-41,Random walk,EpiFilter,SI Uncertainty
0.9824736842105263,5.150932962043044e-41,Random walk,EpiFilter,SI Uncertainty
0.9849774436090225,4.4473087478175553e-41,Random walk,EpiFilter,SI Uncertainty
0.9874812030075187,3.841091516179184e-41,Random walk,EpiFilter,SI Uncertainty
0.9899849624060151,3.3186171652928903e-41,Random walk,EpiFilter,SI Uncertainty
0.9924887218045112,2.8681636429661567e-41,Random walk,EpiFilter,SI Uncertainty
0.9949924812030075,2.4796713231502153e-41,Random walk,EpiFilter,SI Uncertainty
0.9974962406015037,2.1445041642411758e-41,Random walk,EpiFilter,SI Uncertainty
1.0,1.8552456251901967e-41,Random walk,EpiFilter,SI Uncertainty
0.001,4.331083921910331e-145,Random walk,EpiFilter,No Uncertainty
0.0035037593984962407,6.620953841894203e-145,Random walk,EpiFilter,No Uncertainty
0.006007518796992481,2.1823769444018266e-112,Random walk,EpiFilter,No Uncertainty
0.008511278195488721,1.8709157770974236e-74,Random walk,EpiFilter,No Uncertainty
0.011015037593984962,3.189995839318588e-52,Random walk,EpiFilter,No Uncertainty
0.013518796992481203,2.172084315004302e-40,Random walk,EpiFilter,No Uncertainty
0.01602255639097744,3.157897257894484e-33,Random walk,EpiFilter,No Uncertainty
0.018526315789473682,3.3083594176140274e-28,Random walk,EpiFilter,No Uncertainty
0.021030075187969923,2.242161458319758e-24,Random walk,EpiFilter,No Uncertainty
0.023533834586466164,2.577520549044351e-21,Random walk,EpiFilter,No Uncertainty
0.026037593984962405,8.452950191631076e-19,Random walk,EpiFilter,No Uncertainty
0.028541353383458645,1.0898369329623144e-16,Random walk,EpiFilter,No Uncertainty
0.031045112781954886,6.8337915871939136e-15,Random walk,EpiFilter,No Uncertainty
0.03354887218045113,2.416106169277146e-13,Random walk,EpiFilter,No Uncertainty
0.036052631578947364,5.358891313731749e-12,Random walk,EpiFilter,No Uncertainty
0.03855639097744361,8.074883392916265e-11,Random walk,EpiFilter,No Uncertainty
0.041060150375939845,8.787805600476149e-10,Random walk,EpiFilter,No Uncertainty
0.04356390977443609,7.248214523589925e-9,Random walk,EpiFilter,No Uncertainty
0.04606766917293233,4.7097009172023234e-8,Random walk,EpiFilter,No Uncertainty
0.04857142857142857,2.488221634206588e-7,Random walk,EpiFilter,No Uncertainty
0.05107518796992481,1.0971698540733011e-6,Random walk,EpiFilter,No Uncertainty
0.05357894736842105,4.127141434286923e-6,Random walk,EpiFilter,No Uncertainty
0.05608270676691729,1.349082999517081e-5,Random walk,EpiFilter,No Uncertainty
0.058586466165413534,3.892859358605125e-5,Random walk,EpiFilter,No Uncertainty
0.06109022556390977,0.00010050478801050446,Random walk,EpiFilter,No Uncertainty
0.06359398496240601,0.00023487121360692782,Random walk,EpiFilter,No Uncertainty
0.06609774436090225,0.0005018328375568263,Random walk,EpiFilter,No Uncertainty
0.0686015037593985,0.0009889362146510024,Random walk,EpiFilter,No Uncertainty
0.07110526315789473,0.0018112212932671378,Random walk,EpiFilter,No Uncertainty
0.07360902255639097,0.003103670028582434,Random walk,EpiFilter,No Uncertainty
0.07611278195488722,0.005005408303272766,Random walk,EpiFilter,No Uncertainty
0.07861654135338346,0.0076370329949490895,Random walk,EpiFilter,No Uncertainty
0.08112030075187969,0.011074802302992279,Random walk,EpiFilter,No Uncertainty
0.08362406015037593,0.015326999649037502,Random walk,EpiFilter,No Uncertainty
0.08612781954887218,0.020317962147878097,Random walk,EpiFilter,No Uncertainty
0.08863157894736842,0.02588393704649369,Random walk,EpiFilter,No Uncertainty
0.09113533834586465,0.03178247957727425,Random walk,EpiFilter,No Uncertainty
0.0936390977443609,0.03771424961340533,Random walk,EpiFilter,No Uncertainty
0.09614285714285714,0.043353579422739916,Random walk,EpiFilter,No Uncertainty
0.09864661654135337,0.04838265949391702,Random walk,EpiFilter,No Uncertainty
0.10115037593984962,0.052523879812606776,Random walk,EpiFilter,No Uncertainty
0.10365413533834586,0.05556567928346976,Random walk,EpiFilter,No Uncertainty
0.1061578947368421,0.057378849493309854,Random walk,EpiFilter,No Uncertainty
0.10866165413533833,0.05792214996968677,Random walk,EpiFilter,No Uncertainty
0.11116541353383458,0.057237883911033655,Random walk,EpiFilter,No Uncertainty
0.11366917293233082,0.05543944022905122,Random walk,EpiFilter,No Uncertainty
0.11617293233082707,0.05269357556792499,Random walk,EpiFilter,No Uncertainty
0.1186766917293233,0.04920038756248758,Random walk,EpiFilter,No Uncertainty
0.12118045112781954,0.04517362840255346,Random walk,EpiFilter,No Uncertainty
0.12368421052631579,0.040823394240222535,Random walk,EpiFilter,No Uncertainty
0.12618796992481202,0.03634247803207317,Random walk,EpiFilter,No Uncertainty
0.12869172932330827,0.03189694071269437,Random walk,EpiFilter,No Uncertainty
0.1311954887218045,0.027620841725087008,Random walk,EpiFilter,No Uncertainty
0.13369924812030073,0.023614628614767864,Random walk,EpiFilter,No Uncertainty
0.136203007518797,0.019946427314957722,Random walk,EpiFilter,No Uncertainty
0.13870676691729322,0.01665537984224439,Random walk,EpiFilter,No Uncertainty
0.14121052631578945,0.013756207010530016,Random walk,EpiFilter,No Uncertainty
0.1437142857142857,0.011244287450491207,Random walk,EpiFilter,No Uncertainty
0.14621804511278194,0.009100700512320951,Random walk,EpiFilter,No Uncertainty
0.1487218045112782,0.007296847120354433,Random walk,EpiFilter,No Uncertainty
0.15122556390977443,0.005798416617628996,Random walk,EpiFilter,No Uncertainty
0.15372932330827066,0.0045685957729995055,Random walk,EpiFilter,No Uncertainty
0.15623308270676692,0.003570512941522425,Random walk,EpiFilter,No Uncertainty
0.15873684210526315,0.002768976090792351,Random walk,EpiFilter,No Uncertainty
0.16124060150375938,0.00213160182717934,Random walk,EpiFilter,No Uncertainty
0.16374436090225564,0.001629449235475523,Random walk,EpiFilter,No Uncertainty
0.16624812030075187,0.001237273257529071,Random walk,EpiFilter,No Uncertainty
0.1687518796992481,0.0009335029894621814,Random walk,EpiFilter,No Uncertainty
0.17125563909774436,0.0007000352433696345,Random walk,EpiFilter,No Uncertainty
0.17375939849624059,0.0005219164611897747,Random walk,EpiFilter,No Uncertainty
0.17626315789473684,0.0003869689772216543,Random walk,EpiFilter,No Uncertainty
0.17876691729323307,0.0002854021731336693,Random walk,EpiFilter,No Uncertainty
0.1812706766917293,0.00020943600687508098,Random walk,EpiFilter,No Uncertainty
0.18377443609022556,0.00015295395934422306,Random walk,EpiFilter,No Uncertainty
0.1862781954887218,0.0001111945275737304,Random walk,EpiFilter,No Uncertainty
0.18878195488721802,8.048470516468344e-5,Random walk,EpiFilter,No Uncertainty
0.19128571428571428,5.801504788898155e-5,Random walk,EpiFilter,No Uncertainty
0.1937894736842105,4.165352840590702e-5,Random walk,EpiFilter,No Uncertainty
0.19629323308270677,2.979407200012532e-5,Random walk,EpiFilter,No Uncertainty
0.198796992481203,2.1235120351587243e-5,Random walk,EpiFilter,No Uncertainty
0.20130075187969923,1.5083537980884317e-5,Random walk,EpiFilter,No Uncertainty
0.2038045112781955,1.067946039611203e-5,Random walk,EpiFilter,No Uncertainty
0.20630827067669172,7.538140660155023e-6,Random walk,EpiFilter,No Uncertainty
0.20881203007518795,5.305382167337422e-6,Random walk,EpiFilter,No Uncertainty
0.2113157894736842,3.723684219864874e-6,Random walk,EpiFilter,No Uncertainty
0.21381954887218044,2.606733634088699e-6,Random walk,EpiFilter,No Uncertainty
0.21632330827067667,1.8203286572938404e-6,Random walk,EpiFilter,No Uncertainty
0.21882706766917293,1.2682121093822666e-6,Random walk,EpiFilter,No Uncertainty
0.22133082706766916,8.816181511739598e-7,Random walk,EpiFilter,No Uncertainty
0.2238345864661654,6.116054961750062e-7,Random walk,EpiFilter,No Uncertainty
0.22633834586466164,4.234657934291726e-7,Random walk,EpiFilter,No Uncertainty
0.22884210526315787,2.9266683952067407e-7,Random walk,EpiFilter,No Uncertainty
0.23134586466165413,2.0192374461173397e-7,Random walk,EpiFilter,No Uncertainty
0.23384962406015036,1.3909413701383627e-7,Random walk,EpiFilter,No Uncertainty
0.2363533834586466,9.567206656584632e-8,Random walk,EpiFilter,No Uncertainty
0.23885714285714285,6.571465840712854e-8,Random walk,EpiFilter,No Uncertainty
0.24136090225563908,4.5080070280971754e-8,Random walk,EpiFilter,No Uncertainty
0.2438646616541353,3.088838838091504e-8,Random walk,EpiFilter,No Uncertainty
0.24636842105263157,2.1141512251803663e-8,Random walk,EpiFilter,No Uncertainty
0.2488721804511278,1.4455979573870394e-8,Random walk,EpiFilter,No Uncertainty
0.25137593984962403,9.875725461858476e-9,Random walk,EpiFilter,No Uncertainty
0.25387969924812026,6.74122238080593e-9,Random walk,EpiFilter,No Uncertainty
0.25638345864661655,4.598259621715607e-9,Random walk,EpiFilter,No Uncertainty
0.2588872180451128,3.1345084274158584e-9,Random walk,EpiFilter,No Uncertainty
0.261390977443609,2.1355088967972976e-9,Random walk,EpiFilter,No Uncertainty
0.26389473684210524,1.454196721793094e-9,Random walk,EpiFilter,No Uncertainty
0.26639849624060147,9.89845965295797e-10,Random walk,EpiFilter,No Uncertainty
0.26890225563909775,6.735450247724024e-10,Random walk,EpiFilter,No Uncertainty
0.271406015037594,4.58195845686824e-10,Random walk,EpiFilter,No Uncertainty
0.2739097744360902,3.1163855930197745e-10,Random walk,EpiFilter,No Uncertainty
0.27641353383458644,2.1193168553447313e-10,Random walk,EpiFilter,No Uncertainty
0.2789172932330827,1.4411644215601783e-10,Random walk,EpiFilter,No Uncertainty
0.2814210526315789,9.80012322109579e-11,Random walk,EpiFilter,No Uncertainty
0.2839248120300752,6.664637178461431e-11,Random walk,EpiFilter,No Uncertainty
0.2864285714285714,4.532880416572809e-11,Random walk,EpiFilter,No Uncertainty
0.28893233082706765,3.0835415792452924e-11,Random walk,EpiFilter,No Uncertainty
0.2914360902255639,2.09810591891709e-11,Random walk,EpiFilter,No Uncertainty
0.2939398496240601,1.4280077720227889e-11,Random walk,EpiFilter,No Uncertainty
0.2964436090225564,9.722592283520065e-12,Random walk,EpiFilter,No Uncertainty
0.29894736842105263,6.6222257500341165e-12,Random walk,EpiFilter,No Uncertainty
0.30145112781954886,4.512504614639465e-12,Random walk,EpiFilter,No Uncertainty
0.3039548872180451,3.0764069723824307e-12,Random walk,EpiFilter,No Uncertainty
0.3064586466165413,2.098468123557352e-12,Random walk,EpiFilter,No Uncertainty
0.30896240601503755,1.4322300545037943e-12,Random walk,EpiFilter,No Uncertainty
0.31146616541353384,9.781235580988556e-13,Random walk,EpiFilter,No Uncertainty
0.31396992481203007,6.684412897955581e-13,Random walk,EpiFilter,No Uncertainty
0.3164736842105263,4.571291317397473e-13,Random walk,EpiFilter,No Uncertainty
0.3189774436090225,3.128509461934656e-13,Random walk,EpiFilter,No Uncertainty
0.32148120300751876,2.1427685438926011e-13,Random walk,EpiFilter,No Uncertainty
0.32398496240601504,1.4688179070460225e-13,Random walk,EpiFilter,No Uncertainty
0.3264887218045113,1.0076986693101134e-13,Random walk,EpiFilter,No Uncertainty
0.3289924812030075,6.919552491354766e-14,Random walk,EpiFilter,No Uncertainty
0.33149624060150373,4.755804012608083e-14,Random walk,EpiFilter,No Uncertainty
0.33399999999999996,3.271764183955457e-14,Random walk,EpiFilter,No Uncertainty
0.33650375939849625,2.2530203056157507e-14,Random walk,EpiFilter,No Uncertainty
0.3390075187969925,1.5530510630146308e-14,Random walk,EpiFilter,No Uncertainty
0.3415112781954887,1.0716570613137317e-14,Random walk,EpiFilter,No Uncertainty
0.34401503759398494,7.402643698069666e-15,Random walk,EpiFilter,No Uncertainty
0.34651879699248117,5.119054581958774e-15,Random walk,EpiFilter,No Uncertainty
0.3490225563909774,3.543847910994172e-15,Random walk,EpiFilter,No Uncertainty
0.3515263157894737,2.456138400431807e-15,Random walk,EpiFilter,No Uncertainty
0.3540300751879699,1.7042473702154767e-15,Random walk,EpiFilter,No Uncertainty
0.35653383458646615,1.1839234410844486e-15,Random walk,EpiFilter,No Uncertainty
0.3590375939849624,8.234448487527029e-16,Random walk,EpiFilter,No Uncertainty
0.3615413533834586,5.734210417681141e-16,Random walk,EpiFilter,No Uncertainty
0.3640451127819549,3.9980556340709734e-16,Random walk,EpiFilter,No Uncertainty
0.3665488721804511,2.7910500678905654e-16,Random walk,EpiFilter,No Uncertainty
0.36905263157894735,1.9509094049471228e-16,Random walk,EpiFilter,No Uncertainty
0.3715563909774436,1.365412801984343e-16,Random walk,EpiFilter,No Uncertainty
0.3740601503759398,9.568735939189069e-17,Random walk,EpiFilter,No Uncertainty
0.37656390977443605,6.714518502461909e-17,Random walk,EpiFilter,No Uncertainty
0.37906766917293233,4.717919264518657e-17,Random walk,EpiFilter,No Uncertainty
0.38157142857142856,3.319454595471709e-17,Random walk,EpiFilter,No Uncertainty
0.3840751879699248,2.338667577203885e-17,Random walk,EpiFilter,No Uncertainty
0.386578947368421,1.6499105485896028e-17,Random walk,EpiFilter,No Uncertainty
0.38908270676691725,1.1655924741885904e-17,Random walk,EpiFilter,No Uncertainty
0.39158646616541354,8.245774983103134e-18,Random walk,EpiFilter,No Uncertainty
0.39409022556390977,5.841418325970003e-18,Random walk,EpiFilter,No Uncertainty
0.396593984962406,4.143912776136452e-18,Random walk,EpiFilter,No Uncertainty
0.39909774436090223,2.943821455149598e-18,Random walk,EpiFilter,No Uncertainty
0.40160150375939846,2.094226788425653e-18,Random walk,EpiFilter,No Uncertainty
0.4041052631578947,1.4919349554119147e-18,Random walk,EpiFilter,No Uncertainty
0.406609022556391,1.0643691842871277e-18,Random walk,EpiFilter,No Uncertainty
0.4091127819548872,7.60418993315003e-19,Random walk,EpiFilter,No Uncertainty
0.41161654135338344,5.440435567937707e-19,Random walk,EpiFilter,No Uncertainty
0.41412030075187967,3.897947556307614e-19,Random walk,EpiFilter,No Uncertainty
0.4166240601503759,2.796798902364108e-19,Random walk,EpiFilter,No Uncertainty
0.4191278195488722,2.0096041445907424e-19,Random walk,EpiFilter,No Uncertainty
0.4216315789473684,1.446054655530541e-19,Random walk,EpiFilter,No Uncertainty
0.42413533834586464,1.0420402329214846e-19,Random walk,EpiFilter,No Uncertainty
0.4266390977443609,7.519869953504594e-20,Random walk,EpiFilter,No Uncertainty
0.4291428571428571,5.434536577630519e-20,Random walk,EpiFilter,No Uncertainty
0.43164661654135333,3.933155684676452e-20,Random walk,EpiFilter,No Uncertainty
0.4341503759398496,2.850664476500768e-20,Random walk,EpiFilter,No Uncertainty
0.43665413533834585,2.069079373195857e-20,Random walk,EpiFilter,No Uncertainty
0.4391578947368421,1.5039515522864504e-20,Random walk,EpiFilter,No Uncertainty
0.4416616541353383,1.0947516120601464e-20,Random walk,EpiFilter,No Uncertainty
0.44416541353383454,7.980344515166073e-21,Random walk,EpiFilter,No Uncertainty
0.4466691729323308,5.825739820270363e-21,Random walk,EpiFilter,No Uncertainty
0.44917293233082706,4.258953316723072e-21,Random walk,EpiFilter,No Uncertainty
0.4516766917293233,3.117998043717396e-21,Random walk,EpiFilter,No Uncertainty
0.4541804511278195,2.2859600754379087e-21,Random walk,EpiFilter,No Uncertainty
0.45668421052631575,1.6783395930528597e-21,Random walk,EpiFilter,No Uncertainty
0.459187969924812,1.233979270238367e-21,Random walk,EpiFilter,No Uncertainty
0.46169172932330826,9.085545852726863e-22,Random walk,EpiFilter,No Uncertainty
0.4641954887218045,6.698962088977219e-22,Random walk,EpiFilter,No Uncertainty
0.4666992481203007,4.94624291390991e-22,Random walk,EpiFilter,No Uncertainty
0.46920300751879696,3.6572342232425207e-22,Random walk,EpiFilter,No Uncertainty
0.4717067669172932,2.7079298578140923e-22,Random walk,EpiFilter,No Uncertainty
0.47421052631578947,2.0078309432929168e-22,Random walk,EpiFilter,No Uncertainty
0.4767142857142857,1.4908010038450623e-22,Random walk,EpiFilter,No Uncertainty
0.47921804511278193,1.1084411261216563e-22,Random walk,EpiFilter,No Uncertainty
0.48172180451127816,8.252842257879808e-23,Random walk,EpiFilter,No Uncertainty
0.4842255639097744,6.153041967900907e-23,Random walk,EpiFilter,No Uncertainty
0.4867293233082706,4.5937675684665257e-23,Random walk,EpiFilter,No Uncertainty
0.4892330827067669,3.4343004128323924e-23,Random walk,EpiFilter,No Uncertainty
0.49173684210526314,2.570957651366838e-23,Random walk,EpiFilter,No Uncertainty
0.49424060150375937,1.9272414578059476e-23,Random walk,EpiFilter,No Uncertainty
0.4967443609022556,1.4466352101582936e-23,Random walk,EpiFilter,No Uncertainty
0.49924812030075183,1.0873283293113523e-23,Random walk,EpiFilter,No Uncertainty
0.5017518796992481,8.183482676611947e-24,Random walk,EpiFilter,No Uncertainty
0.5042556390977444,6.1672051653291484e-24,Random walk,EpiFilter,No Uncertainty
0.5067593984962405,4.653806446423635e-24,Random walk,EpiFilter,No Uncertainty
0.5092631578947369,3.516371990066034e-24,Random walk,EpiFilter,No Uncertainty
0.5117669172932331,2.6603864340263633e-24,Random walk,EpiFilter,No Uncertainty
0.5142706766917293,2.0153703257345855e-24,Random walk,EpiFilter,No Uncertainty
0.5167744360902256,1.5286990209171015e-24,Random walk,EpiFilter,No Uncertainty
0.5192781954887218,1.1610284054493325e-24,Random walk,EpiFilter,No Uncertainty
0.521781954887218,8.82905334122522e-25,Random walk,EpiFilter,No Uncertainty
0.5242857142857144,6.722526976242126e-25,Random walk,EpiFilter,No Uncertainty
0.5267894736842105,5.1250102564438885e-25,Random walk,EpiFilter,No Uncertainty
0.5292932330827068,3.911986324315457e-25,Random walk,EpiFilter,No Uncertainty
0.5317969924812029,2.9897641597740205e-25,Random walk,EpiFilter,No Uncertainty
0.5343007518796993,2.2877583086375552e-25,Random walk,EpiFilter,No Uncertainty
0.5368045112781955,1.7527239961058183e-25,Random walk,EpiFilter,No Uncertainty
0.5393082706766917,1.3444469344566385e-25,Random walk,EpiFilter,No Uncertainty
0.541812030075188,1.0325167041752046e-25,Random walk,EpiFilter,No Uncertainty
0.5443157894736842,7.939082810727284e-26,Random walk,EpiFilter,No Uncertainty
0.5468195488721804,6.111670445153157e-26,Random walk,EpiFilter,No Uncertainty
0.5493233082706768,4.7104499433562826e-26,Random walk,EpiFilter,No Uncertainty
0.5518270676691729,3.63474743593728e-26,Random walk,EpiFilter,No Uncertainty
0.5543308270676692,2.807966826960077e-26,Random walk,EpiFilter,No Uncertainty
0.5568345864661653,2.1717613438952622e-26,Random walk,EpiFilter,No Uncertainty
0.5593383458646617,1.6816326020152886e-26,Random walk,EpiFilter,No Uncertainty
0.5618421052631578,1.303603547379284e-26,Random walk,EpiFilter,No Uncertainty
0.5643458646616542,1.011700223875896e-26,Random walk,EpiFilter,No Uncertainty
0.5668496240601504,7.860434624413046e-27,Random walk,EpiFilter,No Uncertainty
0.5693533834586466,6.114010531679617e-27,Random walk,EpiFilter,No Uncertainty
0.5718571428571428,4.760879889602393e-27,Random walk,EpiFilter,No Uncertainty
0.5743609022556391,3.711301218690266e-27,Random walk,EpiFilter,No Uncertainty
0.5768646616541353,2.8962739856525798e-27,Random walk,EpiFilter,No Uncertainty
0.5793684210526316,2.2626848716850847e-27,Random walk,EpiFilter,No Uncertainty
0.5818721804511278,1.769603759489095e-27,Random walk,EpiFilter,No Uncertainty
0.5843759398496241,1.3854538660590121e-27,Random walk,EpiFilter,No Uncertainty
0.5868796992481202,1.0858472634458694e-27,Random walk,EpiFilter,No Uncertainty
0.5893834586466166,8.51927462540034e-28,Random walk,EpiFilter,No Uncertainty
0.5918872180451128,6.690988462709834e-28,Random walk,EpiFilter,No Uncertainty
0.594390977443609,5.260515718720781e-28,Random walk,EpiFilter,No Uncertainty
0.5968947368421053,4.140124007014388e-28,Random walk,EpiFilter,No Uncertainty
0.5993984962406015,3.261684740943493e-28,Random walk,EpiFilter,No Uncertainty
0.6019022556390977,2.572236250150524e-28,Random walk,EpiFilter,No Uncertainty
0.6044060150375941,2.030563693679786e-28,Random walk,EpiFilter,No Uncertainty
0.6069097744360902,1.6045598997867853e-28,Random walk,EpiFilter,No Uncertainty
0.6094135338345865,1.2691866307713521e-28,Random walk,EpiFilter,No Uncertainty
0.6119172932330826,1.0048979911277761e-28,Random walk,EpiFilter,No Uncertainty
0.614421052631579,7.964199266747676e-29,Random walk,EpiFilter,No Uncertainty
0.6169248120300752,6.318043920642973e-29,Random walk,EpiFilter,No Uncertainty
0.6194285714285714,5.01695606665475e-29,Random walk,EpiFilter,No Uncertainty
0.6219323308270677,3.987602495266052e-29,Random walk,EpiFilter,No Uncertainty
0.6244360902255639,3.172445079085956e-29,Random walk,EpiFilter,No Uncertainty
0.6269398496240601,2.526293852889608e-29,Random walk,EpiFilter,No Uncertainty
0.6294436090225564,2.0136219880173357e-29,Random walk,EpiFilter,No Uncertainty
0.6319473684210526,1.606472138758333e-29,Random walk,EpiFilter,No Uncertainty
0.6344511278195489,1.2828222717177395e-29,Random walk,EpiFilter,No Uncertainty
0.636954887218045,1.0253088649826795e-29,Random walk,EpiFilter,No Uncertainty
0.6394586466165414,8.202283367619954e-30,Random walk,EpiFilter,No Uncertainty
0.6419624060150375,6.56755305460782e-30,Random walk,EpiFilter,No Uncertainty
0.6444661654135339,5.263299999089847e-30,Random walk,EpiFilter,No Uncertainty
0.6469699248120301,4.2217775369077475e-30,Random walk,EpiFilter,No Uncertainty
0.6494736842105263,3.389317408795438e-30,Random walk,EpiFilter,No Uncertainty
0.6519774436090225,2.7233648724102135e-30,Random walk,EpiFilter,No Uncertainty
0.6544812030075188,2.1901464075251757e-30,Random walk,EpiFilter,No Uncertainty
0.656984962406015,1.7628333119435196e-30,Random walk,EpiFilter,No Uncertainty
0.6594887218045113,1.4200943973279148e-30,Random walk,EpiFilter,No Uncertainty
0.6619924812030075,1.1449542806261975e-30,Random walk,EpiFilter,No Uncertainty
0.6644962406015038,9.238919131234967e-31,Random walk,EpiFilter,No Uncertainty
0.6669999999999999,7.461281435616642e-31,Random walk,EpiFilter,No Uncertainty
0.6695037593984963,6.030621630242016e-31,Random walk,EpiFilter,No Uncertainty
0.6720075187969925,4.878253158503517e-31,Random walk,EpiFilter,No Uncertainty
0.6745112781954887,3.94927516765557e-31,Random walk,EpiFilter,No Uncertainty
0.677015037593985,3.199768041088584e-31,Random walk,EpiFilter,No Uncertainty
0.6795187969924812,2.594567046196759e-31,Random walk,EpiFilter,No Uncertainty
0.6820225563909774,2.10549337160047e-31,Random walk,EpiFilter,No Uncertainty
0.6845263157894736,1.70994735997925e-31,Random walk,EpiFilter,No Uncertainty
0.6870300751879699,1.3897888079469234e-31,Random walk,EpiFilter,No Uncertainty
0.6895338345864662,1.1304449873356363e-31,Random walk,EpiFilter,No Uncertainty
0.6920375939849623,9.201994679666735e-32,Random walk,EpiFilter,No Uncertainty
0.6945413533834587,7.496246134289691e-32,Random walk,EpiFilter,No Uncertainty
0.6970451127819548,6.111283438168871e-32,Random walk,EpiFilter,No Uncertainty
0.6995488721804511,4.985918554121246e-32,Random walk,EpiFilter,No Uncertainty
0.7020526315789474,4.0707980367719924e-32,Random walk,EpiFilter,No Uncertainty
0.7045563909774436,3.3260826456889755e-32,Random walk,EpiFilter,No Uncertainty
0.7070601503759398,2.719588035684678e-32,Random walk,EpiFilter,No Uncertainty
0.7095639097744361,2.225293696110989e-32,Random walk,EpiFilter,No Uncertainty
0.7120676691729323,1.8221462417274822e-32,Random walk,EpiFilter,No Uncertainty
0.7145714285714286,1.4930981788413158e-32,Random walk,EpiFilter,No Uncertainty
