eta,peta,simulation,model,fit
0.49173684210526314,8.185273742145636e-24,Random walk,EpiFilter,SI Uncertainty
0.49424060150375937,6.1234235836667325e-24,Random walk,EpiFilter,SI Uncertainty
0.4967443609022556,4.5871809903819225e-24,Random walk,EpiFilter,SI Uncertainty
0.49924812030075183,3.4410011077788335e-24,Random walk,EpiFilter,SI Uncertainty
0.5017518796992481,2.5846869492462956e-24,Random walk,EpiFilter,SI Uncertainty
0.5042556390977444,1.944070824575134e-24,Random walk,EpiFilter,SI Uncertainty
0.5067593984962405,1.4641782937857451e-24,Random walk,EpiFilter,SI Uncertainty
0.5092631578947369,1.104206527832145e-24,Random walk,EpiFilter,SI Uncertainty
0.5117669172932331,8.338305471502629e-25,Random walk,EpiFilter,SI Uncertainty
0.5142706766917293,6.304825707168195e-25,Random walk,EpiFilter,SI Uncertainty
0.5167744360902256,4.773454417784207e-25,Random walk,EpiFilter,SI Uncertainty
0.5192781954887218,3.61870745248122e-25,Random walk,EpiFilter,SI Uncertainty
0.521781954887218,2.7468297019400136e-25,Random walk,EpiFilter,SI Uncertainty
0.5242857142857144,2.0876808196980865e-25,Random walk,EpiFilter,SI Uncertainty
0.5267894736842105,1.5887190173365185e-25,Random walk,EpiFilter,SI Uncertainty
0.5292932330827068,1.2105346222065676e-25,Random walk,EpiFilter,SI Uncertainty
0.5317969924812029,9.235298739903731e-26,Random walk,EpiFilter,SI Uncertainty
0.5343007518796993,7.054476051423117e-26,Random walk,EpiFilter,SI Uncertainty
0.5368045112781955,5.395294017046575e-26,Random walk,EpiFilter,SI Uncertainty
0.5393082706766917,4.131411487214416e-26,Random walk,EpiFilter,SI Uncertainty
0.541812030075188,3.1674604965156054e-26,Random walk,EpiFilter,SI Uncertainty
0.5443157894736842,2.4313630229075502e-26,Random walk,EpiFilter,SI Uncertainty
0.5468195488721804,1.868575604883682e-26,Random walk,EpiFilter,SI Uncertainty
0.5493233082706768,1.437772672892582e-26,Random walk,EpiFilter,SI Uncertainty
0.5518270676691729,1.1076049074219766e-26,Random walk,EpiFilter,SI Uncertainty
0.5543308270676692,8.542618754655079e-27,Random walk,EpiFilter,SI Uncertainty
0.5568345864661653,6.596371339433595e-27,Random walk,EpiFilter,SI Uncertainty
0.5593383458646617,5.099451859393671e-27,Random walk,EpiFilter,SI Uncertainty
0.5618421052631578,3.946777454929529e-27,Random walk,EpiFilter,SI Uncertainty
0.5643458646616542,3.058151102751179e-27,Random walk,EpiFilter,SI Uncertainty
0.5668496240601504,2.37229569667204e-27,Random walk,EpiFilter,SI Uncertainty
0.5693533834586466,1.8423354471837566e-27,Random walk,EpiFilter,SI Uncertainty
0.5718571428571428,1.4323693992021306e-27,Random walk,EpiFilter,SI Uncertainty
0.5743609022556391,1.1148700272603097e-27,Random walk,EpiFilter,SI Uncertainty
0.5768646616541353,8.68705905191838e-28,Random walk,EpiFilter,SI Uncertainty
0.5793684210526316,6.776369738090385e-28,Random walk,EpiFilter,SI Uncertainty
0.5818721804511278,5.291681178275103e-28,Random walk,EpiFilter,SI Uncertainty
0.5843759398496241,4.136747196147795e-28,Random walk,EpiFilter,SI Uncertainty
0.5868796992481202,3.237348986629672e-28,Random walk,EpiFilter,SI Uncertainty
0.5893834586466166,2.536190011046149e-28,Random walk,EpiFilter,SI Uncertainty
0.5918872180451128,1.9889886521178994e-28,Random walk,EpiFilter,SI Uncertainty
0.594390977443609,1.5614842339161022e-28,Random walk,EpiFilter,SI Uncertainty
0.5968947368421053,1.2271403288214103e-28,Random walk,EpiFilter,SI Uncertainty
0.5993984962406015,9.653809922342983e-29,Random walk,EpiFilter,SI Uncertainty
0.6019022556390977,7.602347638714735e-29,Random walk,EpiFilter,SI Uncertainty
0.6044060150375941,5.992910168131424e-29,Random walk,EpiFilter,SI Uncertainty
0.6069097744360902,4.7289582862020154e-29,Random walk,EpiFilter,SI Uncertainty
0.6094135338345865,3.735317305759812e-29,Random walk,EpiFilter,SI Uncertainty
0.6119172932330826,2.953387721285369e-29,Random walk,EpiFilter,SI Uncertainty
0.614421052631579,2.337443077127063e-29,Random walk,EpiFilter,SI Uncertainty
0.6169248120300752,1.8517652054038032e-29,Random walk,EpiFilter,SI Uncertainty
0.6194285714285714,1.4684250893734204e-29,Random walk,EpiFilter,SI Uncertainty
0.6219323308270677,1.1655620443705936e-29,Random walk,EpiFilter,SI Uncertainty
0.6244360902255639,9.260479254071623e-30,Random walk,EpiFilter,SI Uncertainty
0.6269398496240601,7.364491394168042e-30,Random walk,EpiFilter,SI Uncertainty
0.6294436090225564,5.8621923934530156e-30,Random walk,EpiFilter,SI Uncertainty
0.6319473684210526,4.6707023644183175e-30,Random walk,EpiFilter,SI Uncertainty
0.6344511278195489,3.724825751648499e-30,Random walk,EpiFilter,SI Uncertainty
0.636954887218045,2.973228027089576e-30,Random walk,EpiFilter,SI Uncertainty
0.6394586466165414,2.3754496630685116e-30,Random walk,EpiFilter,SI Uncertainty
0.6419624060150375,1.8995717083904866e-30,Random walk,EpiFilter,SI Uncertainty
0.6444661654135339,1.5203889761929476e-30,Random walk,EpiFilter,SI Uncertainty
0.6469699248120301,1.2179790650603838e-30,Random walk,EpiFilter,SI Uncertainty
0.6494736842105263,9.765803541383936e-31,Random walk,EpiFilter,SI Uncertainty
0.6519774436090225,7.837114096493976e-31,Random walk,EpiFilter,SI Uncertainty
0.6544812030075188,6.29479197824997e-31,Random walk,EpiFilter,SI Uncertainty
0.656984962406015,5.060351051986711e-31,Random walk,EpiFilter,SI Uncertainty
0.6594887218045113,4.07146781333714e-31,Random walk,EpiFilter,SI Uncertainty
0.6619924812030075,3.2786082713244937e-31,Random walk,EpiFilter,SI Uncertainty
0.6644962406015038,2.6423680563858247e-31,Random walk,EpiFilter,SI Uncertainty
0.6669999999999999,2.131373005550379e-31,Random walk,EpiFilter,SI Uncertainty
0.6695037593984963,1.7206206020220466e-31,Random walk,EpiFilter,SI Uncertainty
0.6720075187969925,1.3901684994639776e-31,Random walk,EpiFilter,SI Uncertainty
0.6745112781954887,1.1240965579862592e-31,Random walk,EpiFilter,SI Uncertainty
0.677015037593985,9.096846117419162e-32,Random walk,EpiFilter,SI Uncertainty
0.6795187969924812,7.367605488772702e-32,Random walk,EpiFilter,SI Uncertainty
0.6820225563909774,5.971829683431733e-32,Random walk,EpiFilter,SI Uncertainty
0.6845263157894736,4.8443027148521264e-32,Random walk,EpiFilter,SI Uncertainty
0.6870300751879699,3.93274006195145e-32,Random walk,EpiFilter,SI Uncertainty
0.6895338345864662,3.1951896334199005e-32,Random walk,EpiFilter,SI Uncertainty
0.6920375939849623,2.597962066233431e-32,Random walk,EpiFilter,SI Uncertainty
0.6945413533834587,2.113981142785029e-32,Random walk,EpiFilter,SI Uncertainty
0.6970451127819548,1.7214679334253828e-32,Random walk,EpiFilter,SI Uncertainty
0.6995488721804511,1.4028902647893471e-32,Random walk,EpiFilter,SI Uncertainty
0.7020526315789474,1.1441233131265001e-32,Random walk,EpiFilter,SI Uncertainty
0.7045563909774436,9.337783362111337e-33,Random walk,EpiFilter,SI Uncertainty
0.7070601503759398,7.626654222671203e-33,Random walk,EpiFilter,SI Uncertainty
0.7095639097744361,6.233631480078361e-33,Random walk,EpiFilter,SI Uncertainty
0.7120676691729323,5.098735917175959e-33,Random walk,EpiFilter,SI Uncertainty
0.7145714285714286,4.1734554890081245e-33,Random walk,EpiFilter,SI Uncertainty
0.7170751879699248,3.418522893983803e-33,Random walk,EpiFilter,SI Uncertainty
0.7195789473684211,2.8021296657900056e-33,Random walk,EpiFilter,SI Uncertainty
0.7220827067669172,2.298489914476193e-33,Random walk,EpiFilter,SI Uncertainty
0.7245864661654136,1.8866843571613544e-33,Random walk,EpiFilter,SI Uncertainty
0.7270902255639098,1.5497292159751348e-33,Random walk,EpiFilter,SI Uncertainty
0.729593984962406,1.2738256617374243e-33,Random walk,EpiFilter,SI Uncertainty
0.7320977443609022,1.0477543311232403e-33,Random walk,EpiFilter,SI Uncertainty
0.7346015037593985,8.623865048829718e-34,Random walk,EpiFilter,SI Uncertainty
0.7371052631578947,7.10289171584027e-34,Random walk,EpiFilter,SI Uncertainty
0.7396090225563909,5.854057056038834e-34,Random walk,EpiFilter,SI Uncertainty
0.7421127819548872,4.8279749021167195e-34,Random walk,EpiFilter,SI Uncertainty
0.7446165413533835,3.984346994655778e-34,Random walk,EpiFilter,SI Uncertainty
0.7471203007518796,3.290267617327325e-34,Random walk,EpiFilter,SI Uncertainty
0.749624060150376,2.7188487854721045e-34,Random walk,EpiFilter,SI Uncertainty
0.7521278195488721,2.2481045732578617e-34,Random walk,EpiFilter,SI Uncertainty
0.7546315789473684,1.8600450846658655e-34,Random walk,EpiFilter,SI Uncertainty
0.7571353383458647,1.5399401504307599e-34,Random walk,EpiFilter,SI Uncertainty
0.7596390977443609,1.27572053309434e-34,Random walk,EpiFilter,SI Uncertainty
0.7621428571428571,1.057490617958292e-34,Random walk,EpiFilter,SI Uncertainty
0.7646466165413534,8.771315566532671e-35,Random walk,EpiFilter,SI Uncertainty
0.7671503759398496,7.279778501462195e-35,Random walk,EpiFilter,SI Uncertainty
0.7696541353383459,6.045535999277992e-35,Random walk,EpiFilter,SI Uncertainty
0.772157894736842,5.02357272293424e-35,Random walk,EpiFilter,SI Uncertainty
0.7746616541353384,4.176859334280533e-35,Random walk,EpiFilter,SI Uncertainty
0.7771654135338345,3.474916204680714e-35,Random walk,EpiFilter,SI Uncertainty
0.7796691729323308,2.8926389460721434e-35,Random walk,EpiFilter,SI Uncertainty
0.7821729323308271,2.4093373988364626e-35,Random walk,EpiFilter,SI Uncertainty
0.7846766917293233,2.007948763763881e-35,Random walk,EpiFilter,SI Uncertainty
0.7871804511278195,1.67439290066283e-35,Random walk,EpiFilter,SI Uncertainty
0.7896842105263158,1.397043765133552e-35,Random walk,EpiFilter,SI Uncertainty
0.792187969924812,1.166295782958098e-35,Random walk,EpiFilter,SI Uncertainty
0.7946917293233082,9.74207882426208e-36,Random walk,EpiFilter,SI Uncertainty
0.7971954887218045,8.142110912960909e-36,Random walk,EpiFilter,SI Uncertainty
0.7996992481203008,6.808681963075e-36,Random walk,EpiFilter,SI Uncertainty
0.8022030075187969,5.696760718043292e-36,Random walk,EpiFilter,SI Uncertainty
0.8047067669172933,4.7690300109881656e-36,Random walk,EpiFilter,SI Uncertainty
0.8072105263157894,3.9945471335895136e-36,Random walk,EpiFilter,SI Uncertainty
0.8097142857142857,3.347639996330522e-36,Random walk,EpiFilter,SI Uncertainty
0.812218045112782,2.8069970244467074e-36,Random walk,EpiFilter,SI Uncertainty
0.8147218045112782,2.3549163334215373e-36,Random walk,EpiFilter,SI Uncertainty
0.8172255639097744,1.976685936439026e-36,Random walk,EpiFilter,SI Uncertainty
0.8197293233082706,1.660071811560335e-36,Random walk,EpiFilter,SI Uncertainty
0.8222330827067669,1.3948948080832802e-36,Random walk,EpiFilter,SI Uncertainty
0.8247368421052632,1.1726807697563256e-36,Random walk,EpiFilter,SI Uncertainty
0.8272406015037593,9.863710357558657e-37,Random walk,EpiFilter,SI Uncertainty
0.8297443609022557,8.300827613240035e-37,Random walk,EpiFilter,SI Uncertainty
0.8322481203007518,6.989103704544483e-37,Random walk,EpiFilter,SI Uncertainty
0.8347518796992481,5.887609878512606e-37,Random walk,EpiFilter,SI Uncertainty
0.8372556390977444,4.962179575637927e-37,Random walk,EpiFilter,SI Uncertainty
0.8397593984962406,4.184275909768347e-37,Random walk,EpiFilter,SI Uncertainty
0.8422631578947368,3.5300513788417134e-37,Random walk,EpiFilter,SI Uncertainty
0.844766917293233,2.9795667437788314e-37,Random walk,EpiFilter,SI Uncertainty
0.8472706766917293,2.5161417739999134e-37,Random walk,EpiFilter,SI Uncertainty
