t,TrueRt,Cases,mean,lower,upper,mean_param,lower_param,upper_param,mean_cases,lower_cases,upper_cases,crps,movingaverage,model,fit
1,NaN,5,5.005,0.25,9.75,15.5,1.0,30.0,7459.999999999999,373.0,14547.0,4968.168688424895,Raw,EpiEstim,Marginalised
2,NaN,4,5.005,0.25,9.75,15.5,1.0,30.0,7459.999999999999,373.0,14547.0,4969.168018228528,Raw,EpiEstim,Marginalised
3,NaN,16,5.005,0.25,9.75,15.5,1.0,30.0,7459.999999999999,373.0,14547.0,4957.184907176989,Raw,EpiEstim,Marginalised
4,NaN,20,2.964063309979922,2.15,3.98,15.82699023125387,2.0,30.0,15.268444799964474,6.0,27.0,3.155931508711675,Raw,EpiEstim,Marginalised
5,NaN,27,3.2017464239908855,2.48,4.079999999999999,15.881871267596964,2.0,30.0,21.982700554115997,11.0,35.0,3.230448740324647,Raw,EpiEstim,Marginalised
6,NaN,36,3.374446414690218,2.7399999999999998,4.140000000000001,15.798160395983617,2.0,30.0,31.066674357800625,19.0,46.0,3.170935272519671,Raw,EpiEstim,Marginalised
7,NaN,38,3.244274321930933,2.7300000000000004,3.82,16.517859229520173,2.0,30.0,42.90007185761114,28.0,60.0,2.8582403140958412,Raw,EpiEstim,Marginalised
8,NaN,60,3.3388494465932466,2.8800000000000003,3.83,16.670241910608624,2.0,30.0,54.42941268946639,38.0,73.0,3.5380526966845713,Raw,EpiEstim,Marginalised
9,NaN,66,3.246089082199089,2.86,3.6599999999999997,17.10177856126463,3.0,30.0,73.53044420000691,55.0,94.0,4.350926714283292,Raw,EpiEstim,Marginalised
10,NaN,79,3.1120201078890286,2.76,3.4599999999999995,17.116786339069545,2.0,30.0,92.66600278546927,71.0,116.0,8.41182822797974,Raw,EpiEstim,Marginalised
11,NaN,77,2.625332020076829,2.1100000000000003,3.09,8.91046461292743,2.0,29.0,107.61815922696381,78.0,137.0,22.3754869502382,Raw,EpiEstim,Marginalised
12,NaN,78,1.9024714415792139,1.6099999999999999,2.23,2.037089562495187,2.0,3.0,97.0229568557101,70.0,128.0,11.787396182239458,Raw,EpiEstim,Marginalised
13,NaN,54,1.3247521342387951,1.11,1.5599999999999998,2.0004601140830025,2.0,2.0,94.39647174016261,68.0,124.0,32.28379141567822,Raw,EpiEstim,Marginalised
14,NaN,63,1.0067168495198469,0.83,1.2,2.000121266524227,2.0,2.0,62.530209792026454,41.0,87.0,2.7252723931463696,Raw,EpiEstim,Marginalised
15,NaN,58,0.9394975851619491,0.7799999999999999,1.11,2.0001382246648554,2.0,2.0,68.84368502693061,47.0,94.0,6.217110859033733,Raw,EpiEstim,Marginalised
16,NaN,44,0.7546612120940642,0.62,0.9099999999999999,2.0000427449949187,2.0,2.0,60.306169292814936,40.0,83.0,10.572412801601832,Raw,EpiEstim,Marginalised
17,NaN,28,0.5334833560312464,0.42,0.66,2.0000035490554584,2.0,2.0,43.99642795113931,27.0,64.0,10.93263881591636,Raw,EpiEstim,Marginalised
18,NaN,22,0.3875195713830517,0.29000000000000004,0.5,2.000000986814796,2.0,2.0,27.25298853292544,14.0,43.0,2.933312764762406,Raw,EpiEstim,Marginalised
19,NaN,24,0.3857472328664966,0.28,0.5,2.0000012666252855,2.0,2.0,20.81447863898745,10.0,34.0,2.26364309657866,Raw,EpiEstim,Marginalised
20,NaN,15,0.36774604387632526,0.26,0.49,2.0000018068326804,2.0,2.0,21.81779762819526,11.0,36.0,3.930762001725011,Raw,EpiEstim,Marginalised
21,NaN,26,0.4479947800549713,0.32,0.59,2.000003168669309,2.0,2.0,13.476387016477672,5.0,24.0,9.814487380974185,Raw,EpiEstim,Marginalised
22,NaN,13,0.5097347624539992,0.36,0.6799999999999999,2.000010341457413,2.0,2.0,22.201805410079537,11.0,36.0,5.873641824434127,Raw,EpiEstim,Marginalised
23,NaN,14,0.4319974237710888,0.29000000000000004,0.61,2.000014192270749,2.0,2.0,11.482246087520432,4.0,22.0,1.7695808982862684,Raw,EpiEstim,Marginalised
24,NaN,10,0.46334155676399147,0.3,0.66,2.000018135321407,2.0,2.0,12.523198180098715,4.0,23.0,1.4673150306360003,Raw,EpiEstim,Marginalised
25,NaN,22,0.7185197692131513,0.49,0.9800000000000001,2.000010044105645,2.0,2.0,9.412144138937489,3.0,19.0,10.294307570138638,Raw,EpiEstim,Marginalised
26,NaN,15,0.9463196251794395,0.67,1.27,2.000015238967457,2.0,2.0,20.203049665192292,10.0,34.0,2.8755288411144377,Raw,EpiEstim,Marginalised
27,NaN,40,1.5499508226024252,1.17,1.98,2.000006447404456,2.0,2.0,14.460762728555725,6.0,26.0,22.609358613069517,Raw,EpiEstim,Marginalised
28,NaN,14,1.6157374566387457,1.22,2.07,2.0003791330032734,2.0,2.0,39.419924081497676,24.0,58.0,20.476377163728646,Raw,EpiEstim,Marginalised
29,NaN,10,0.7277658493150416,0.4700000000000001,1.0399999999999998,2.000002760501229,2.0,2.0,15.515678013557592,6.0,28.0,3.0692787685957903,Raw,EpiEstim,Marginalised
30,NaN,16,0.7414315825590385,0.49,1.05,2.000004165899401,2.0,2.0,11.674848557780868,4.0,23.0,2.825370614264987,Raw,EpiEstim,Marginalised
31,NaN,10,0.6991306783232197,0.45999999999999996,0.99,2.0000074382869406,2.0,2.0,17.645467586790012,7.0,31.0,4.6239761542474085,Raw,EpiEstim,Marginalised
32,NaN,21,0.8123122842664957,0.56,1.12,2.0000175594673637,2.0,2.0,10.808956665161478,3.0,21.0,7.756534315814056,Raw,EpiEstim,Marginalised
33,NaN,23,1.1809933132941746,0.8599999999999999,1.5499999999999998,2.0000061484519653,2.0,2.0,20.499693603416535,10.0,34.0,1.9978420020716314,Raw,EpiEstim,Marginalised
34,NaN,24,1.3459249496719536,0.99,1.7499999999999998,2.000005818190516,2.0,2.0,22.068539160646388,11.0,36.0,1.8516220270296986,Raw,EpiEstim,Marginalised
35,NaN,11,1.0634785905854272,0.7400000000000001,1.44,2.0000059487013417,2.0,2.0,23.963185320410048,12.0,39.0,9.17037818987451,Raw,EpiEstim,Marginalised
36,NaN,24,1.0673330614140832,0.75,1.44,2.000032351611078,2.0,2.0,12.139506912878181,4.0,23.0,9.209517200680413,Raw,EpiEstim,Marginalised
37,NaN,15,1.1414037253796656,0.8200000000000001,1.52,2.000109768614123,2.0,2.0,26.048576690842197,13.0,42.0,7.1762384368548275,Raw,EpiEstim,Marginalised
38,NaN,10,0.7064425962242794,0.45999999999999996,1.0,2.000019831374986,2.0,2.0,16.566360155843334,7.0,29.0,3.8051536829396784,Raw,EpiEstim,Marginalised
39,NaN,11,0.5820972863621394,0.36,0.8500000000000001,2.0000203645666277,2.0,2.0,10.971079221217941,3.0,21.0,1.0919522658828194,Raw,EpiEstim,Marginalised
40,NaN,22,0.9133211490925781,0.63,1.24,2.000007744213087,2.0,2.0,11.42245749228292,4.0,22.0,8.077899671114372,Raw,EpiEstim,Marginalised
41,NaN,13,1.0179032922829683,0.71,1.38,2.000020284954813,2.0,2.0,21.318077640059116,10.0,35.0,5.090514635836617,Raw,EpiEstim,Marginalised
42,NaN,7,0.6333425457662273,0.39,0.9300000000000002,2.0000048897186278,2.0,2.0,12.969363619776356,5.0,24.0,3.50689894872826,Raw,EpiEstim,Marginalised
43,NaN,45,1.6982664344859897,1.27,2.18,2.0000002432350947,2.0,2.0,7.463847062152834,2.0,16.0,35.43619484326351,Raw,EpiEstim,Marginalised
44,NaN,24,2.311874460263472,1.7999999999999998,2.8800000000000003,2.000006806118832,2.0,2.0,45.25288111623435,28.0,65.0,15.950003750583367,Raw,EpiEstim,Marginalised
45,NaN,18,1.3674152689506054,0.99,1.8099999999999998,2.0000002200719353,2.0,2.0,26.668792668187344,14.0,43.0,5.132918083434871,Raw,EpiEstim,Marginalised
46,NaN,29,1.382223166514781,1.02,1.7999999999999998,2.0000004017532347,2.0,2.0,21.156408304511444,10.0,36.0,5.126276976061645,Raw,EpiEstim,Marginalised
47,NaN,28,1.4803607554346279,1.12,1.88,2.000000560867047,2.0,2.0,33.54915443742591,19.0,52.0,3.144747329562079,Raw,EpiEstim,Marginalised
48,NaN,25,1.2334389762014575,0.9300000000000002,1.58,2.0000004080388445,2.0,2.0,31.79427752427719,17.0,49.0,3.790020119554427,Raw,EpiEstim,Marginalised
49,NaN,26,1.092724656621924,0.8200000000000001,1.41,2.0000003970365596,2.0,2.0,27.570596077233528,14.0,44.0,1.8031863149085638,Raw,EpiEstim,Marginalised
50,NaN,40,1.3381946005263998,1.0399999999999998,1.6800000000000002,2.0000003193516496,2.0,2.0,27.748835832763454,15.0,44.0,8.540331276949667,Raw,EpiEstim,Marginalised
51,NaN,36,1.4907949765287962,1.18,1.84,2.0000004325733,2.0,2.0,41.79837011583912,25.0,61.0,3.3476726868417948,Raw,EpiEstim,Marginalised
52,NaN,38,1.4034411902019595,1.1,1.74,2.000000479006626,2.0,2.0,38.25578797969252,22.0,57.0,2.0499896281926944,Raw,EpiEstim,Marginalised
53,NaN,40,1.405069149362388,1.11,1.73,2.000000554038084,2.0,2.0,41.1279568548195,25.0,61.0,2.1503466889908505,Raw,EpiEstim,Marginalised
54,NaN,48,1.4802673814241034,1.19,1.7999999999999998,2.0000006176062164,2.0,2.0,43.83046556015503,27.0,64.0,3.105658776943211,Raw,EpiEstim,Marginalised
55,NaN,44,1.4329309594312707,1.1600000000000001,1.74,2.0000008100774056,2.0,2.0,52.71678496904527,34.0,75.0,4.9373892809504225,Raw,EpiEstim,Marginalised
56,NaN,36,1.154402332149719,0.92,1.4200000000000002,2.0000003451226047,2.0,2.0,48.315065100725505,30.0,69.0,7.489963667363119,Raw,EpiEstim,Marginalised
57,NaN,49,1.143572223661336,0.9099999999999999,1.4,2.000000621070803,2.0,2.0,39.17170171703869,23.0,58.0,6.261563751362756,Raw,EpiEstim,Marginalised
58,NaN,89,1.7514557688740864,1.4700000000000002,2.0500000000000003,2.000000008657349,2.0,2.0,52.07792579790511,33.0,74.0,31.129017477277817,Raw,EpiEstim,Marginalised
59,NaN,55,1.7377777435147288,1.4700000000000002,2.0300000000000002,2.0000002329609896,2.0,2.0,94.56053063057118,69.0,123.0,31.72166904851543,Raw,EpiEstim,Marginalised
60,NaN,40,1.0779266928418543,0.87,1.3,2.000000000382424,2.0,2.0,60.11763491821928,40.0,83.0,14.012633755468507,Raw,EpiEstim,Marginalised
61,NaN,53,0.9766971570035206,0.79,1.18,2.000000000679226,2.0,2.0,44.20917799250472,27.0,64.0,5.50199759541173,Raw,EpiEstim,Marginalised
62,NaN,75,1.2480057002345375,1.0399999999999998,1.4700000000000002,2.000000000157806,2.0,2.0,57.33632904241812,38.0,80.0,12.204262767466124,Raw,EpiEstim,Marginalised
63,NaN,81,1.4403878043124774,1.22,1.6700000000000002,2.0000000000994924,2.0,2.0,79.03830436047053,56.0,105.0,3.1488264372574952,Raw,EpiEstim,Marginalised
64,NaN,88,1.5025101552686373,1.29,1.74,2.000000000106668,2.0,2.0,84.36662681605122,60.0,111.0,3.564189778228916,Raw,EpiEstim,Marginalised
65,NaN,98,1.5926327879807525,1.37,1.83,2.000000000105916,2.0,2.0,92.49671931778225,67.0,121.0,4.227177892138345,Raw,EpiEstim,Marginalised
66,NaN,116,1.7303425233213576,1.51,1.97,2.0000000000873532,2.0,2.0,105.88442434959404,78.0,136.0,6.338924393031764,Raw,EpiEstim,Marginalised
67,NaN,95,1.564564622774165,1.3599999999999999,1.78,2.0000000001216756,2.0,2.0,129.12070796426536,98.0,163.0,24.97077698341492,Raw,EpiEstim,Marginalised
68,NaN,90,1.2338943509648987,1.06,1.4200000000000002,2.000000000009214,2.0,2.0,106.9999594888367,79.0,138.0,10.20514053474236,Raw,EpiEstim,Marginalised
69,NaN,105,1.1740055864490362,1.02,1.34,2.0000000000112883,2.0,2.0,99.72730115987557,73.0,130.0,4.280417776528521,Raw,EpiEstim,Marginalised
70,NaN,73,0.9903969908069624,0.8500000000000001,1.1400000000000001,2.0000000000082183,2.0,2.0,112.96192479909398,85.0,144.0,31.370886260392012,Raw,EpiEstim,Marginalised
71,NaN,85,0.8378108486699474,0.71,0.97,2.0000000000084674,2.0,2.0,76.29519956414735,53.0,102.0,5.464491582240174,Raw,EpiEstim,Marginalised
72,NaN,105,0.9899084168459243,0.8500000000000001,1.1400000000000001,2.000000000003033,2.0,2.0,85.88298746508198,62.0,113.0,12.778345266848824,Raw,EpiEstim,Marginalised
73,NaN,150,1.3380648752555402,1.18,1.51,2.0000000000000298,2.0,2.0,103.92107480352448,77.0,133.0,38.01322904579494,Raw,EpiEstim,Marginalised
74,NaN,114,1.4027530007590885,1.24,1.58,2.0000000000002496,2.0,2.0,149.54888791579646,117.0,185.0,25.98292563325655,Raw,EpiEstim,Marginalised
75,NaN,159,1.4391859699535388,1.27,1.6099999999999999,2.000000000001813,2.0,2.0,117.42118853110264,89.0,149.0,32.96723803391863,Raw,EpiEstim,Marginalised
76,NaN,154,1.581804987399703,1.41,1.7599999999999998,2.0000000000026237,2.0,2.0,169.52637526143332,134.0,208.0,8.991936955662126,Raw,EpiEstim,Marginalised
77,NaN,108,1.2300705175421411,1.09,1.38,2.0000000000000586,2.0,2.0,168.87985394873346,134.0,207.0,50.293188643772865,Raw,EpiEstim,Marginalised
78,NaN,115,0.9605542279724023,0.8400000000000001,1.09,2.0000000000000044,2.0,2.0,118.59073307821791,89.0,151.0,3.907241271439492,Raw,EpiEstim,Marginalised
79,NaN,170,1.1411431440419078,1.01,1.28,2.0000000000000018,2.0,2.0,122.86216422511609,93.0,155.0,38.210177946504906,Raw,EpiEstim,Marginalised
80,NaN,179,1.3352756987617131,1.2,1.48,2.0000000000000004,2.0,2.0,176.15485756218334,141.0,215.0,4.649117874040018,Raw,EpiEstim,Marginalised
81,NaN,152,1.234860058950069,1.11,1.37,2.0000000000000004,2.0,2.0,183.30536412978825,147.0,222.0,21.12691835337145,Raw,EpiEstim,Marginalised
82,NaN,168,1.168499286252538,1.0399999999999998,1.3,2.0000000000000004,2.0,2.0,156.38871525534174,123.0,193.0,7.28955701872613,Raw,EpiEstim,Marginalised
83,NaN,148,1.1206021977486706,1.0,1.25,2.000000000000001,2.0,2.0,174.78894681790752,139.0,213.0,17.267663576480395,Raw,EpiEstim,Marginalised
84,NaN,121,0.9186934720099571,0.8099999999999999,1.03,2.0,2.0,2.0,155.05072710560975,122.0,191.0,24.284769828765214,Raw,EpiEstim,Marginalised
85,NaN,158,0.9199470067461657,0.8200000000000001,1.03,2.0000000000000004,2.0,2.0,125.43150101501206,96.0,158.0,23.93240505866163,Raw,EpiEstim,Marginalised
86,NaN,226,1.2424301891225966,1.12,1.37,2.0,2.0,2.0,159.9160860877583,126.0,196.0,55.99325044140229,Raw,EpiEstim,Marginalised
87,NaN,212,1.412525361340649,1.28,1.5499999999999998,2.0,2.0,2.0,226.45169002000492,186.0,270.0,8.527630571258372,Raw,EpiEstim,Marginalised
88,NaN,170,1.2242909056160705,1.1,1.3499999999999999,2.0,2.0,2.0,215.76731947158208,176.0,258.0,34.1507014788243,Raw,EpiEstim,Marginalised
89,NaN,146,0.9872338020711676,0.8799999999999999,1.1,2.0,2.0,2.0,177.34198568393705,142.0,216.0,21.24336242777556,Raw,EpiEstim,Marginalised
90,NaN,221,1.0985963448682536,0.99,1.21,2.0,2.0,2.0,153.85068398375708,121.0,190.0,57.1514119494436,Raw,EpiEstim,Marginalised
91,NaN,183,1.1572347322120953,1.05,1.27,2.0,2.0,2.0,231.02449020842843,190.0,275.0,35.9158301890542,Raw,EpiEstim,Marginalised
92,NaN,165,0.9644863725611701,0.87,1.07,2.0,2.0,2.0,188.64117611343326,152.0,228.0,14.53178845318903,Raw,EpiEstim,Marginalised
93,NaN,201,0.9972619002170683,0.9,1.1,2.0,2.0,2.0,167.1317475953515,133.0,204.0,24.14422979541452,Raw,EpiEstim,Marginalised
94,NaN,176,1.0237703028435634,0.92,1.1300000000000001,2.0,2.0,2.0,201.52521456950575,164.0,242.0,15.921633686504503,Raw,EpiEstim,Marginalised
95,NaN,169,0.9384818680100337,0.8400000000000001,1.0399999999999998,2.0,2.0,2.0,176.51243709904008,141.0,215.0,5.422474230991345,Raw,EpiEstim,Marginalised
96,NaN,206,1.0217621523905334,0.92,1.1300000000000001,2.0,2.0,2.0,169.46464209490793,135.0,207.0,26.605223722671383,Raw,EpiEstim,Marginalised
97,NaN,204,1.1190367974276467,1.01,1.23,2.0,2.0,2.0,206.40207783290947,168.0,248.0,4.809940945222788,Raw,EpiEstim,Marginalised
98,NaN,182,1.0533809544487838,0.95,1.1600000000000001,2.0,2.0,2.0,205.26747525386725,167.0,246.0,14.12539505535201,Raw,EpiEstim,Marginalised
99,NaN,181,0.9857768203727052,0.89,1.09,2.0,2.0,2.0,184.2172183018574,148.0,223.0,4.639961619170544,Raw,EpiEstim,Marginalised
100,NaN,188,0.9931119028992428,0.89,1.1,2.0,2.0,2.0,183.6590343559232,147.0,223.0,4.965910771297519,Raw,EpiEstim,Marginalised
101,NaN,195,1.0212112173257537,0.92,1.1300000000000001,2.0,2.0,2.0,190.3796284033696,154.0,230.0,5.092917973612391,Raw,EpiEstim,Marginalised
102,NaN,158,0.9356560123396326,0.8400000000000001,1.0399999999999998,2.0,2.0,2.0,196.5734610683655,159.0,237.0,27.666181047250127,Raw,EpiEstim,Marginalised
103,NaN,136,0.7795746706776524,0.6900000000000001,0.87,2.0,2.0,2.0,158.25770791284015,125.0,194.0,13.797564709872386,Raw,EpiEstim,Marginalised
104,NaN,172,0.824585589152242,0.7400000000000001,0.92,2.0,2.0,2.0,134.6854725233125,104.0,168.0,28.303374848451647,Raw,EpiEstim,Marginalised
105,NaN,127,0.8180815890469874,0.73,0.9099999999999999,2.0,2.0,2.0,168.13505834177536,134.0,205.0,30.959571487610905,Raw,EpiEstim,Marginalised
106,NaN,136,0.7438279957132148,0.66,0.8400000000000001,2.0,2.0,2.0,123.07560063814657,94.0,155.0,7.916891304681676,Raw,EpiEstim,Marginalised
107,NaN,131,0.7881168907726104,0.7,0.89,2.0,2.0,2.0,130.46496681203968,101.0,163.0,3.748289062972219,Raw,EpiEstim,Marginalised
108,NaN,108,0.741937171575124,0.65,0.8400000000000001,2.0,2.0,2.0,125.11270896872887,96.0,157.0,10.234384958479753,Raw,EpiEstim,Marginalised
109,NaN,125,0.762950376045008,0.67,0.8599999999999999,2.0,2.0,2.0,103.11559795969801,77.0,132.0,14.831770995871683,Raw,EpiEstim,Marginalised
110,NaN,100,0.7777291440503047,0.6799999999999999,0.8799999999999999,2.0,2.0,2.0,119.24327827268263,91.0,150.0,11.933912643279335,Raw,EpiEstim,Marginalised
111,NaN,98,0.7224649807871566,0.63,0.83,2.0,2.0,2.0,95.61944944304446,70.0,124.0,3.418056705027292,Raw,EpiEstim,Marginalised
112,NaN,87,0.7127258816222077,0.61,0.8200000000000001,2.0,2.0,2.0,93.58463336457673,69.0,121.0,4.241219412205014,Raw,EpiEstim,Marginalised
113,NaN,105,0.7823362126817854,0.6799999999999999,0.9,2.0,2.0,2.0,82.91840805878135,59.0,109.0,15.504643270026218,Raw,EpiEstim,Marginalised
114,NaN,112,0.9366430863126087,0.8200000000000001,1.06,2.0,2.0,2.0,99.79607549014499,74.0,128.0,7.496248732169779,Raw,EpiEstim,Marginalised
115,NaN,91,0.9258167832098362,0.7999999999999999,1.06,2.0,2.0,2.0,107.21957656426609,80.0,137.0,9.735224760494752,Raw,EpiEstim,Marginalised
116,NaN,85,0.8392946448609144,0.72,0.97,2.0,2.0,2.0,88.51549000101244,64.0,116.0,3.3493963246024707,Raw,EpiEstim,Marginalised
117,NaN,95,0.8848947334737449,0.76,1.02,2.0,2.0,2.0,83.77848922943393,60.0,110.0,6.9149065675504655,Raw,EpiEstim,Marginalised
118,NaN,72,0.8384382771095477,0.72,0.97,2.0,2.0,2.0,94.20104221035565,69.0,122.0,14.935464500349688,Raw,EpiEstim,Marginalised
119,NaN,64,0.696529216916832,0.5800000000000001,0.8200000000000001,2.0,2.0,2.0,71.39385697097057,50.0,96.0,4.351101952124212,Raw,EpiEstim,Marginalised
120,NaN,75,0.7316222750793184,0.62,0.8599999999999999,2.0,2.0,2.0,62.63473775401322,42.0,86.0,7.8223263322961705,Raw,EpiEstim,Marginalised
121,NaN,97,0.9437649220381654,0.8099999999999999,1.09,2.0,2.0,2.0,72.04181137115194,50.0,97.0,18.53475077012546,Raw,EpiEstim,Marginalised
122,NaN,76,1.0005738363597823,0.8599999999999999,1.1500000000000001,2.0,2.0,2.0,92.621135048203,68.0,120.0,10.224023643242976,Raw,EpiEstim,Marginalised
123,NaN,58,0.8145247060673235,0.6799999999999999,0.9599999999999999,2.0,2.0,2.0,73.67955730463319,52.0,99.0,9.777020040395453,Raw,EpiEstim,Marginalised
124,NaN,72,0.8180555522343528,0.6799999999999999,0.9599999999999999,2.0,2.0,2.0,57.29148207998195,38.0,79.0,9.737830558769321,Raw,EpiEstim,Marginalised
125,NaN,43,0.7407880814756076,0.61,0.8799999999999999,2.0,2.0,2.0,71.52953807127255,50.0,96.0,21.852485181976483,Raw,EpiEstim,Marginalised
126,NaN,27,0.4631513265155788,0.36,0.5800000000000001,2.0,2.0,2.0,42.81124108842264,26.0,62.0,10.817691250589224,Raw,EpiEstim,Marginalised
127,NaN,55,0.5630336534793533,0.45,0.6900000000000001,2.0,2.0,2.0,26.454911690446213,14.0,42.0,24.523868998132954,Raw,EpiEstim,Marginalised
128,NaN,78,0.9754230145517545,0.8200000000000001,1.1500000000000001,2.0,2.0,2.0,51.12126367969537,33.0,72.0,21.369425823099686,Raw,EpiEstim,Marginalised
129,NaN,46,0.9983784727631446,0.83,1.18,2.0,2.0,2.0,71.41160283700361,50.0,96.0,18.90133897124876,Raw,EpiEstim,Marginalised
130,NaN,80,1.1071548481060414,0.92,1.31,2.0,2.0,2.0,43.39246105218232,27.0,63.0,31.47293235264566,Raw,EpiEstim,Marginalised
131,NaN,44,1.1476090074973464,0.9599999999999999,1.3599999999999999,2.0,2.0,2.0,78.64272518997228,56.0,104.0,27.63676796750182,Raw,EpiEstim,Marginalised
132,NaN,25,0.6439949750466524,0.5,0.7999999999999999,2.0,2.0,2.0,45.82111187122419,28.0,66.0,15.44867298580961,Raw,EpiEstim,Marginalised
133,NaN,22,0.4312775313916173,0.32,0.56,2.0,2.0,2.0,26.575376550729153,14.0,42.0,2.6039470193799326,Raw,EpiEstim,Marginalised
134,NaN,65,0.78650696625842,0.63,0.9599999999999999,2.0,2.0,2.0,22.581150656626356,11.0,37.0,38.670464121849236,Raw,EpiEstim,Marginalised
135,NaN,37,0.9556908136130646,0.7799999999999999,1.1500000000000001,2.0,2.0,2.0,61.86705732169382,42.0,85.0,18.737744932289054,Raw,EpiEstim,Marginalised
136,NaN,53,0.9089655877351168,0.73,1.1,2.0,2.0,2.0,34.67657345646643,20.0,52.0,13.895501938878638,Raw,EpiEstim,Marginalised
137,NaN,53,1.1609768003093726,0.95,1.39,2.0,2.0,2.0,49.75373829291736,32.0,70.0,2.827149832571678,Raw,EpiEstim,Marginalised
138,NaN,46,1.1452422450586563,0.9300000000000002,1.38,2.0,2.0,2.0,52.20704329100733,34.0,73.0,3.6377360303381234,Raw,EpiEstim,Marginalised
139,NaN,23,0.8048883697001414,0.63,1.0,2.0,2.0,2.0,47.790076576513925,30.0,68.0,19.276343390434555,Raw,EpiEstim,Marginalised
140,NaN,29,0.5936117337234826,0.44,0.76,2.0,2.0,2.0,24.64866558044511,12.0,40.0,2.8917845123398442,Raw,EpiEstim,Marginalised
141,NaN,22,0.5732548679802691,0.43,0.7400000000000001,2.0,2.0,2.0,29.89149166599321,16.0,46.0,4.529366425409032,Raw,EpiEstim,Marginalised
142,NaN,17,0.45147457905455574,0.32,0.6,2.0,2.0,2.0,21.812805798016765,10.0,36.0,2.6587450675033573,Raw,EpiEstim,Marginalised
143,NaN,49,0.814218992881453,0.63,1.02,2.0,2.0,2.0,16.186966168013008,7.0,28.0,29.712971938982573,Raw,EpiEstim,Marginalised
144,NaN,35,1.1560053813424487,0.92,1.41,2.0,2.0,2.0,43.87867865476527,27.0,63.0,5.112194769139424,Raw,EpiEstim,Marginalised
145,NaN,33,1.0505587925325393,0.8200000000000001,1.31,2.0,2.0,2.0,32.401487072892515,18.0,49.0,1.8772029072397165,Raw,EpiEstim,Marginalised
146,NaN,32,1.0771496386025243,0.83,1.3499999999999999,2.0,2.0,2.0,32.53280102609,18.0,49.0,1.849952309462509,Raw,EpiEstim,Marginalised
147,NaN,18,0.8392382692933238,0.62,1.08,2.0,2.0,2.0,33.48992472423014,19.0,51.0,10.950928578446316,Raw,EpiEstim,Marginalised
148,NaN,25,0.7037147650606312,0.51,0.9300000000000002,2.0,2.0,2.0,19.560076619908088,9.0,33.0,3.4796794839259104,Raw,EpiEstim,Marginalised
149,NaN,29,0.8609408904395252,0.65,1.1,2.0,2.0,2.0,26.0408094229855,13.0,42.0,2.311524721739624,Raw,EpiEstim,Marginalised
150,NaN,21,0.8073607109695353,0.6,1.0399999999999998,2.0,2.0,2.0,28.913569615794387,16.0,45.0,4.569743991529034,Raw,EpiEstim,Marginalised
151,NaN,25,0.7781495423547684,0.5700000000000001,1.02,2.0,2.0,2.0,20.586878396767528,10.0,34.0,2.864590509114413,Raw,EpiEstim,Marginalised
152,NaN,26,0.9173891447790994,0.6900000000000001,1.18,2.0,2.0,2.0,24.131292921660204,12.0,39.0,1.8938327954268093,Raw,EpiEstim,Marginalised
153,NaN,11,0.7120583057368102,0.5,0.9599999999999999,2.0,2.0,2.0,25.425015798100677,13.0,40.0,10.50979727535324,Raw,EpiEstim,Marginalised
154,NaN,14,0.5105157390943196,0.33,0.72,2.0,2.0,2.0,11.432123320865783,4.0,22.0,1.8244385974829616,Raw,EpiEstim,Marginalised
155,NaN,38,1.0881288796183712,0.8200000000000001,1.4,2.0,2.0,2.0,14.16927342894472,5.0,26.0,20.90173827024996,Raw,EpiEstim,Marginalised
156,NaN,29,1.4665842424571307,1.1400000000000001,1.84,2.0,2.0,2.0,36.78675762467143,22.0,55.0,4.418576482035307,Raw,EpiEstim,Marginalised
157,NaN,30,1.3439420065412915,1.03,1.6999999999999997,2.0,2.0,2.0,28.98608754782224,16.0,45.0,1.8674299269195798,Raw,EpiEstim,Marginalised
158,NaN,36,1.5055774260344166,1.17,1.89,2.0,2.0,2.0,31.31339945374916,17.0,48.0,3.123818038743731,Raw,EpiEstim,Marginalised
159,NaN,27,1.3756505252719253,1.06,1.73,2.0,2.0,2.0,39.29327065489965,23.0,58.0,7.71832884946876,Raw,EpiEstim,Marginalised
160,NaN,21,0.9718744395798473,0.72,1.26,2.0,2.0,2.0,30.429231393467575,16.0,47.0,5.619978719324844,Raw,EpiEstim,Marginalised
161,NaN,25,0.8596039473031105,0.63,1.12,2.0,2.0,2.0,23.465286037247488,11.0,39.0,1.8483084403130126,Raw,EpiEstim,Marginalised
162,NaN,25,0.886995505711901,0.66,1.1500000000000001,2.0,2.0,2.0,26.602886628343356,14.0,42.0,1.7633692349301997,Raw,EpiEstim,Marginalised
163,NaN,62,1.5167993476785258,1.22,1.8500000000000003,2.0,2.0,2.0,25.520858678300527,13.0,41.0,32.491405305255924,Raw,EpiEstim,Marginalised
164,NaN,110,3.016589589899166,2.58,3.48,2.0,2.0,2.0,61.85093359823003,42.0,85.0,41.918952368797505,Raw,EpiEstim,Marginalised
165,NaN,100,3.551932252299371,3.09,4.050000000000001,2.0,2.0,2.0,119.46760443548611,90.0,152.0,11.9863498232531,Raw,EpiEstim,Marginalised
166,NaN,143,3.5382100717428324,3.11,4.0,2.0,2.0,2.0,123.7284007296327,93.0,158.0,12.19998377114714,Raw,EpiEstim,Marginalised
