k,p,simulation,model,TrueParam,iter
27,2.7631972449637733e-297,Step change,EpiEstim,12,2
28,7.775303696129431e-291,Step change,EpiEstim,12,2
29,1.2564873117842517e-288,Step change,EpiEstim,12,2
30,2.7514413438050846e-291,Step change,EpiEstim,12,2
1,1.0072336594833838e-30,Step change,EpiEstim,11,2
2,1.0,Step change,EpiEstim,11,2
3,5.171214392061546e-49,Step change,EpiEstim,11,2
4,7.92711599597166e-97,Step change,EpiEstim,11,2
5,3.1406811038177724e-152,Step change,EpiEstim,11,2
6,7.783819251666344e-207,Step change,EpiEstim,11,2
7,1.7118572165506967e-259,Step change,EpiEstim,11,2
8,2.68038608165147e-310,Step change,EpiEstim,11,2
9,0.0,Step change,EpiEstim,11,2
10,0.0,Step change,EpiEstim,11,2
11,0.0,Step change,EpiEstim,11,2
12,0.0,Step change,EpiEstim,11,2
13,0.0,Step change,EpiEstim,11,2
14,0.0,Step change,EpiEstim,11,2
15,0.0,Step change,EpiEstim,11,2
16,0.0,Step change,EpiEstim,11,2
17,0.0,Step change,EpiEstim,11,2
18,0.0,Step change,EpiEstim,11,2
19,0.0,Step change,EpiEstim,11,2
20,0.0,Step change,EpiEstim,11,2
21,0.0,Step change,EpiEstim,11,2
22,0.0,Step change,EpiEstim,11,2
23,0.0,Step change,EpiEstim,11,2
24,2.79493237532473e-310,Step change,EpiEstim,11,2
25,3.7899706631942823e-298,Step change,EpiEstim,11,2
26,6.434750765216163e-292,Step change,EpiEstim,11,2
27,1.6100216775765298e-290,Step change,EpiEstim,11,2
28,1.3187474155050058e-293,Step change,EpiEstim,11,2
29,2.3896687681811294e-300,Step change,EpiEstim,11,2
30,1.18184935054631e-309,Step change,EpiEstim,11,2
1,5.224928571982427e-18,Step change,EpiEstim,10,2
2,1.0,Step change,EpiEstim,10,2
3,1.4355241736739264e-47,Step change,EpiEstim,10,2
4,2.8281382606670796e-89,Step change,EpiEstim,10,2
5,7.267855158901718e-130,Step change,EpiEstim,10,2
6,2.774192017359431e-177,Step change,EpiEstim,10,2
7,7.078818659817034e-223,Step change,EpiEstim,10,2
8,2.1835210215725184e-266,Step change,EpiEstim,10,2
9,9.69283085834701e-309,Step change,EpiEstim,10,2
10,0.0,Step change,EpiEstim,10,2
11,0.0,Step change,EpiEstim,10,2
12,0.0,Step change,EpiEstim,10,2
13,0.0,Step change,EpiEstim,10,2
14,0.0,Step change,EpiEstim,10,2
15,0.0,Step change,EpiEstim,10,2
16,0.0,Step change,EpiEstim,10,2
17,0.0,Step change,EpiEstim,10,2
18,0.0,Step change,EpiEstim,10,2
19,1.541698765e-315,Step change,EpiEstim,10,2
20,3.7821803380705925e-288,Step change,EpiEstim,10,2
21,5.629915159847223e-260,Step change,EpiEstim,10,2
22,9.93317967677562e-243,Step change,EpiEstim,10,2
23,1.4766866849374788e-233,Step change,EpiEstim,10,2
24,8.825188635615335e-229,Step change,EpiEstim,10,2
25,8.799455040663503e-229,Step change,EpiEstim,10,2
26,4.545763622304954e-233,Step change,EpiEstim,10,2
27,1.7084140892287376e-240,Step change,EpiEstim,10,2
28,1.8593869607220103e-250,Step change,EpiEstim,10,2
29,4.403880279473357e-263,Step change,EpiEstim,10,2
30,1.1070789818642067e-276,Step change,EpiEstim,10,2
1,9.615785638554483e-76,Step change,EpiEstim,51,3
2,8.036196204512698e-15,Step change,EpiEstim,51,3
3,2.1754613762596198e-7,Step change,EpiEstim,51,3
4,0.07168494237122779,Step change,EpiEstim,51,3
5,0.07568247651728789,Step change,EpiEstim,51,3
6,0.047100922807216304,Step change,EpiEstim,51,3
7,0.6121809140758592,Step change,EpiEstim,51,3
8,0.09473693643718231,Step change,EpiEstim,51,3
9,0.06232991129772427,Step change,EpiEstim,51,3
10,0.03483282242322847,Step change,EpiEstim,51,3
11,0.001259388293041163,Step change,EpiEstim,51,3
12,0.0001791427686941058,Step change,EpiEstim,51,3
13,1.1663280060685333e-5,Step change,EpiEstim,51,3
14,4.892734942047266e-7,Step change,EpiEstim,51,3
15,1.2225012712435117e-7,Step change,EpiEstim,51,3
16,4.636089266951568e-8,Step change,EpiEstim,51,3
17,3.603020535006053e-9,Step change,EpiEstim,51,3
18,5.766669761629994e-10,Step change,EpiEstim,51,3
19,1.063976975659579e-10,Step change,EpiEstim,51,3
20,9.961356453866648e-12,Step change,EpiEstim,51,3
21,1.4104269846750598e-12,Step change,EpiEstim,51,3
22,3.268305471099058e-13,Step change,EpiEstim,51,3
23,2.6936092844275474e-14,Step change,EpiEstim,51,3
24,4.944098193781024e-15,Step change,EpiEstim,51,3
25,2.102663905692596e-15,Step change,EpiEstim,51,3
26,5.79733133453417e-16,Step change,EpiEstim,51,3
27,1.3063458545689604e-16,Step change,EpiEstim,51,3
28,4.4203068382158e-17,Step change,EpiEstim,51,3
29,4.4602694917768665e-18,Step change,EpiEstim,51,3
30,2.432297191902653e-18,Step change,EpiEstim,51,3
1,4.2337246442879796e-72,Step change,EpiEstim,34,3
2,0.9994670835688962,Step change,EpiEstim,34,3
3,0.0005329163072497202,Step change,EpiEstim,34,3
4,1.2385394341756062e-10,Step change,EpiEstim,34,3
5,1.0948557687025438e-18,Step change,EpiEstim,34,3
6,1.04909379186336e-25,Step change,EpiEstim,34,3
7,2.4280257082162213e-30,Step change,EpiEstim,34,3
8,1.6431153722156805e-35,Step change,EpiEstim,34,3
9,9.54360482713479e-40,Step change,EpiEstim,34,3
10,1.7337342623344037e-43,Step change,EpiEstim,34,3
11,5.408285510963244e-48,Step change,EpiEstim,34,3
12,9.601743713369674e-53,Step change,EpiEstim,34,3
13,5.095337722861329e-58,Step change,EpiEstim,34,3
14,2.695538178118695e-63,Step change,EpiEstim,34,3
15,1.5963710615898773e-69,Step change,EpiEstim,34,3
16,3.9699263616204046e-75,Step change,EpiEstim,34,3
17,2.593393328116336e-80,Step change,EpiEstim,34,3
18,1.0119950196868953e-84,Step change,EpiEstim,34,3
19,1.6691045773433796e-88,Step change,EpiEstim,34,3
20,2.6690489647422957e-92,Step change,EpiEstim,34,3
21,1.9784738137677364e-96,Step change,EpiEstim,34,3
22,2.28866901219976e-100,Step change,EpiEstim,34,3
23,2.0031936320146032e-104,Step change,EpiEstim,34,3
24,2.285896339865837e-108,Step change,EpiEstim,34,3
25,4.28189560759619e-112,Step change,EpiEstim,34,3
26,5.497126378884735e-116,Step change,EpiEstim,34,3
27,1.851204341197294e-119,Step change,EpiEstim,34,3
28,2.786849284456443e-122,Step change,EpiEstim,34,3
29,2.5774756124275924e-125,Step change,EpiEstim,34,3
30,5.21025527729682e-128,Step change,EpiEstim,34,3
1,2.5401369751045174e-64,Step change,EpiEstim,26,3
2,0.9999806692574753,Step change,EpiEstim,26,3
3,1.9330741702581077e-5,Step change,EpiEstim,26,3
4,8.222936922565714e-13,Step change,EpiEstim,26,3
5,2.0691274052737477e-24,Step change,EpiEstim,26,3
6,9.618404072650264e-33,Step change,EpiEstim,26,3
7,4.472628410503228e-41,Step change,EpiEstim,26,3
8,2.271675056209963e-50,Step change,EpiEstim,26,3
9,2.7451941165652467e-61,Step change,EpiEstim,26,3
10,3.127461347710678e-71,Step change,EpiEstim,26,3
11,8.14541823788668e-82,Step change,EpiEstim,26,3
12,4.549393002448635e-94,Step change,EpiEstim,26,3
13,8.454520237501966e-104,Step change,EpiEstim,26,3
14,1.4911798806079528e-113,Step change,EpiEstim,26,3
15,2.4592257378761273e-123,Step change,EpiEstim,26,3
16,9.66980290866702e-132,Step change,EpiEstim,26,3
17,2.1723845526894713e-141,Step change,EpiEstim,26,3
18,5.793147803417319e-151,Step change,EpiEstim,26,3
19,8.050227335330428e-161,Step change,EpiEstim,26,3
20,1.193354570162485e-171,Step change,EpiEstim,26,3
21,5.3968520476578806e-182,Step change,EpiEstim,26,3
22,9.756186814462197e-192,Step change,EpiEstim,26,3
23,1.734415919666293e-200,Step change,EpiEstim,26,3
24,4.99298030722265e-210,Step change,EpiEstim,26,3
25,7.827201885106052e-219,Step change,EpiEstim,26,3
26,3.4642790788511756e-227,Step change,EpiEstim,26,3
27,5.906982371596354e-236,Step change,EpiEstim,26,3
28,1.0190826609914827e-242,Step change,EpiEstim,26,3
29,1.279552994349125e-248,Step change,EpiEstim,26,3
30,5.943780175673961e-254,Step change,EpiEstim,26,3
1,7.42863136681152e-56,Step change,EpiEstim,21,3
2,0.9999727930348995,Step change,EpiEstim,21,3
3,2.720696510058936e-5,Step change,EpiEstim,21,3
4,1.2429512753390799e-18,Step change,EpiEstim,21,3
5,3.3436490453348784e-32,Step change,EpiEstim,21,3
6,2.6070207201545145e-44,Step change,EpiEstim,21,3
7,2.1537994432240943e-57,Step change,EpiEstim,21,3
8,2.359064297729213e-69,Step change,EpiEstim,21,3
9,2.4841927421745164e-83,Step change,EpiEstim,21,3
10,1.4889130221926758e-96,Step change,EpiEstim,21,3
11,6.780525483713667e-109,Step change,EpiEstim,21,3
12,6.420740120591216e-121,Step change,EpiEstim,21,3
13,8.95051522456773e-135,Step change,EpiEstim,21,3
14,4.396846548798842e-147,Step change,EpiEstim,21,3
15,1.9065236615054808e-159,Step change,EpiEstim,21,3
16,4.6369501134989565e-172,Step change,EpiEstim,21,3
17,1.5782586919975618e-183,Step change,EpiEstim,21,3
18,1.381719918726309e-194,Step change,EpiEstim,21,3
19,2.409416441524123e-205,Step change,EpiEstim,21,3
20,5.242996584119555e-216,Step change,EpiEstim,21,3
21,3.279664540760314e-225,Step change,EpiEstim,21,3
22,1.1793771901791525e-234,Step change,EpiEstim,21,3
23,5.002863879749805e-242,Step change,EpiEstim,21,3
24,6.601895212223669e-248,Step change,EpiEstim,21,3
25,1.44037968748461e-251,Step change,EpiEstim,21,3
26,4.817177801348807e-254,Step change,EpiEstim,21,3
27,1.9823499766668508e-255,Step change,EpiEstim,21,3
28,1.9576118745441758e-256,Step change,EpiEstim,21,3
29,2.1059978512110216e-256,Step change,EpiEstim,21,3
30,4.782954140799598e-255,Step change,EpiEstim,21,3
1,4.826075480300185e-60,Step change,EpiEstim,18,3
2,0.9999999999998679,Step change,EpiEstim,18,3
3,1.321254719737309e-13,Step change,EpiEstim,18,3
4,2.931027301211216e-30,Step change,EpiEstim,18,3
5,4.0387942596260936e-50,Step change,EpiEstim,18,3
6,1.052323432777323e-65,Step change,EpiEstim,18,3
7,3.3304878878291066e-83,Step change,EpiEstim,18,3
8,2.645369115893064e-100,Step change,EpiEstim,18,3
9,1.184830378243529e-118,Step change,EpiEstim,18,3
10,1.4530531818234949e-136,Step change,EpiEstim,18,3
11,1.4017099539030523e-154,Step change,EpiEstim,18,3
12,1.7875481444685487e-172,Step change,EpiEstim,18,3
13,1.5587316140801994e-188,Step change,EpiEstim,18,3
14,1.0081018037368584e-205,Step change,EpiEstim,18,3
15,3.1026613554506913e-222,Step change,EpiEstim,18,3
16,8.605274834908987e-239,Step change,EpiEstim,18,3
17,1.1839368363370994e-255,Step change,EpiEstim,18,3
18,1.0758231873817239e-269,Step change,EpiEstim,18,3
19,4.016828107398173e-284,Step change,EpiEstim,18,3
20,2.656180056898084e-294,Step change,EpiEstim,18,3
21,4.820247978371299e-301,Step change,EpiEstim,18,3
22,1.4086121663299473e-304,Step change,EpiEstim,18,3
23,2.337184525080742e-305,Step change,EpiEstim,18,3
24,1.2751046409607706e-304,Step change,EpiEstim,18,3
25,3.0246805227284583e-301,Step change,EpiEstim,18,3
26,8.723754573861369e-297,Step change,EpiEstim,18,3
27,8.005131409356057e-291,Step change,EpiEstim,18,3
28,2.7412723089162377e-283,Step change,EpiEstim,18,3
29,2.378427338323095e-275,Step change,EpiEstim,18,3
30,1.5217717343894323e-266,Step change,EpiEstim,18,3
1,1.24284457976018e-54,Step change,EpiEstim,15,3
2,1.0,Step change,EpiEstim,15,3
3,4.3910263359969546e-29,Step change,EpiEstim,15,3
4,4.577276425122249e-60,Step change,EpiEstim,15,3
5,1.0087376475575255e-89,Step change,EpiEstim,15,3
6,1.0299303230640006e-123,Step change,EpiEstim,15,3
7,7.495505264103938e-157,Step change,EpiEstim,15,3
8,3.718120893472814e-188,Step change,EpiEstim,15,3
9,2.801016824345926e-218,Step change,EpiEstim,15,3
10,1.0427658800066055e-248,Step change,EpiEstim,15,3
11,4.3102794679701753e-280,Step change,EpiEstim,15,3
12,4.592084826827e-312,Step change,EpiEstim,15,3
13,0.0,Step change,EpiEstim,15,3
14,0.0,Step change,EpiEstim,15,3
15,0.0,Step change,EpiEstim,15,3
16,0.0,Step change,EpiEstim,15,3
17,0.0,Step change,EpiEstim,15,3
18,0.0,Step change,EpiEstim,15,3
19,0.0,Step change,EpiEstim,15,3
20,0.0,Step change,EpiEstim,15,3
21,0.0,Step change,EpiEstim,15,3
22,0.0,Step change,EpiEstim,15,3
23,0.0,Step change,EpiEstim,15,3
24,0.0,Step change,EpiEstim,15,3
25,0.0,Step change,EpiEstim,15,3
26,0.0,Step change,EpiEstim,15,3
27,0.0,Step change,EpiEstim,15,3
28,0.0,Step change,EpiEstim,15,3
29,0.0,Step change,EpiEstim,15,3
30,0.0,Step change,EpiEstim,15,3
1,3.939447530279539e-41,Step change,EpiEstim,14,3
2,1.0,Step change,EpiEstim,14,3
3,4.370151593857884e-33,Step change,EpiEstim,14,3
4,4.901401602455324e-65,Step change,EpiEstim,14,3
5,8.033810670658125e-96,Step change,EpiEstim,14,3
6,5.36831544318879e-124,Step change,EpiEstim,14,3
7,1.998020377446419e-153,Step change,EpiEstim,14,3
8,2.2192771399710438e-181,Step change,EpiEstim,14,3
9,2.695931039623806e-209,Step change,EpiEstim,14,3
10,2.6867172806143893e-236,Step change,EpiEstim,14,3
11,1.0146122477466932e-262,Step change,EpiEstim,14,3
12,4.164986176697032e-288,Step change,EpiEstim,14,3
13,3.526755927e-314,Step change,EpiEstim,14,3
14,0.0,Step change,EpiEstim,14,3
15,0.0,Step change,EpiEstim,14,3
16,0.0,Step change,EpiEstim,14,3
17,0.0,Step change,EpiEstim,14,3
18,0.0,Step change,EpiEstim,14,3
19,0.0,Step change,EpiEstim,14,3
20,0.0,Step change,EpiEstim,14,3
21,0.0,Step change,EpiEstim,14,3
22,0.0,Step change,EpiEstim,14,3
23,0.0,Step change,EpiEstim,14,3
24,0.0,Step change,EpiEstim,14,3
25,1.3814e-320,Step change,EpiEstim,14,3
26,2.5584935492420333e-306,Step change,EpiEstim,14,3
27,2.1248556619024132e-290,Step change,EpiEstim,14,3
28,2.5733406287194938e-275,Step change,EpiEstim,14,3
29,4.92126795670615e-259,Step change,EpiEstim,14,3
30,2.1415732766113445e-247,Step change,EpiEstim,14,3
1,1.1159431428040974e-15,Step change,EpiEstim,12,3
2,0.9999999999999989,Step change,EpiEstim,12,3
3,5.200486325658562e-36,Step change,EpiEstim,12,3
4,8.591139901131028e-79,Step change,EpiEstim,12,3
5,1.7741765684696026e-127,Step change,EpiEstim,12,3
6,1.9846486231856883e-173,Step change,EpiEstim,12,3
7,2.5672795681832212e-219,Step change,EpiEstim,12,3
8,2.1653930630877933e-265,Step change,EpiEstim,12,3
9,9.311237263876907e-308,Step change,EpiEstim,12,3
10,0.0,Step change,EpiEstim,12,3
11,0.0,Step change,EpiEstim,12,3
12,0.0,Step change,EpiEstim,12,3
13,0.0,Step change,EpiEstim,12,3
14,0.0,Step change,EpiEstim,12,3
15,0.0,Step change,EpiEstim,12,3
16,0.0,Step change,EpiEstim,12,3
17,0.0,Step change,EpiEstim,12,3
18,0.0,Step change,EpiEstim,12,3
19,0.0,Step change,EpiEstim,12,3
20,0.0,Step change,EpiEstim,12,3
21,0.0,Step change,EpiEstim,12,3
22,0.0,Step change,EpiEstim,12,3
23,0.0,Step change,EpiEstim,12,3
24,0.0,Step change,EpiEstim,12,3
25,1.11675154323e-311,Step change,EpiEstim,12,3
26,3.3074629024217673e-293,Step change,EpiEstim,12,3
27,5.4393526227095205e-281,Step change,EpiEstim,12,3
28,7.4186094265089e-275,Step change,EpiEstim,12,3
29,2.027637633241647e-273,Step change,EpiEstim,12,3
30,1.3405806436633174e-275,Step change,EpiEstim,12,3
1,2.4737813983610594e-16,Step change,EpiEstim,11,3
2,0.9999999999999998,Step change,EpiEstim,11,3
3,1.1007659501324322e-44,Step change,EpiEstim,11,3
4,3.7629123665034506e-87,Step change,EpiEstim,11,3
5,7.042990125583933e-132,Step change,EpiEstim,11,3
6,3.640792001918079e-176,Step change,EpiEstim,11,3
7,3.4429558421101236e-220,Step change,EpiEstim,11,3
8,7.14455280694247e-262,Step change,EpiEstim,11,3
9,4.451781702839782e-302,Step change,EpiEstim,11,3
10,0.0,Step change,EpiEstim,11,3
11,0.0,Step change,EpiEstim,11,3
12,0.0,Step change,EpiEstim,11,3
13,0.0,Step change,EpiEstim,11,3
14,0.0,Step change,EpiEstim,11,3
15,0.0,Step change,EpiEstim,11,3
16,0.0,Step change,EpiEstim,11,3
17,0.0,Step change,EpiEstim,11,3
18,0.0,Step change,EpiEstim,11,3
19,0.0,Step change,EpiEstim,11,3
20,0.0,Step change,EpiEstim,11,3
21,0.0,Step change,EpiEstim,11,3
22,5.705764360612636e-309,Step change,EpiEstim,11,3
23,1.6320065888952819e-282,Step change,EpiEstim,11,3
24,4.6909576401342086e-264,Step change,EpiEstim,11,3
25,3.153307876058097e-253,Step change,EpiEstim,11,3
26,1.0430992425717951e-247,Step change,EpiEstim,11,3
27,1.214670552035327e-245,Step change,EpiEstim,11,3
28,6.931576301245676e-248,Step change,EpiEstim,11,3
29,2.6875487829239683e-253,Step change,EpiEstim,11,3
30,2.986534912530647e-260,Step change,EpiEstim,11,3
1,3.619493685041667e-5,Step change,EpiEstim,10,3
2,0.9999638050631496,Step change,EpiEstim,10,3
3,2.0804684747019745e-45,Step change,EpiEstim,10,3
4,9.009642837621367e-84,Step change,EpiEstim,10,3
5,4.7529725554687526e-132,Step change,EpiEstim,10,3
6,1.5369224945011472e-183,Step change,EpiEstim,10,3
7,2.8343754610053635e-235,Step change,EpiEstim,10,3
8,5.926992247836828e-289,Step change,EpiEstim,10,3
9,0.0,Step change,EpiEstim,10,3
10,0.0,Step change,EpiEstim,10,3
11,0.0,Step change,EpiEstim,10,3
12,0.0,Step change,EpiEstim,10,3
13,0.0,Step change,EpiEstim,10,3
14,0.0,Step change,EpiEstim,10,3
15,0.0,Step change,EpiEstim,10,3
16,0.0,Step change,EpiEstim,10,3
17,0.0,Step change,EpiEstim,10,3
18,0.0,Step change,EpiEstim,10,3
19,0.0,Step change,EpiEstim,10,3
20,1.57482e-318,Step change,EpiEstim,10,3
21,5.939033526583448e-286,Step change,EpiEstim,10,3
22,3.922654699549112e-266,Step change,EpiEstim,10,3
23,1.040420657148989e-253,Step change,EpiEstim,10,3
24,1.8995090321633716e-246,Step change,EpiEstim,10,3
25,9.793780025407124e-245,Step change,EpiEstim,10,3
26,2.3859544895804517e-247,Step change,EpiEstim,10,3
27,8.516683476311344e-255,Step change,EpiEstim,10,3
28,7.67209733106708e-266,Step change,EpiEstim,10,3
29,5.126517196535896e-279,Step change,EpiEstim,10,3
30,2.1199729536563717e-293,Step change,EpiEstim,10,3
1,6.53257297366023e-69,Step change,EpiEstim,51,4
2,5.605068280050155e-8,Step change,EpiEstim,51,4
3,0.000415567563062492,Step change,EpiEstim,51,4
4,0.02735272850553776,Step change,EpiEstim,51,4
5,0.014278792217433488,Step change,EpiEstim,51,4
6,0.2171008411822916,Step change,EpiEstim,51,4
7,0.28942576354286803,Step change,EpiEstim,51,4
8,0.06347766997940427,Step change,EpiEstim,51,4
9,0.21779929899743,Step change,EpiEstim,51,4
10,0.15744928659346705,Step change,EpiEstim,51,4
11,0.012651183806824028,Step change,EpiEstim,51,4
12,4.6284183875724284e-5,Step change,EpiEstim,51,4
13,2.2750578117129222e-6,Step change,EpiEstim,51,4
14,1.704460906064572e-7,Step change,EpiEstim,51,4
15,2.7361382947473388e-8,Step change,EpiEstim,51,4
16,3.204936282129842e-8,Step change,EpiEstim,51,4
17,1.8422823950228896e-8,Step change,EpiEstim,51,4
18,2.27798725576776e-9,Step change,EpiEstim,51,4
19,1.4881426173533898e-9,Step change,EpiEstim,51,4
20,1.8829469311722935e-10,Step change,EpiEstim,51,4
21,6.823441551550179e-11,Step change,EpiEstim,51,4
22,1.2974655326425424e-11,Step change,EpiEstim,51,4
23,2.816546808497893e-12,Step change,EpiEstim,51,4
24,7.283485551157823e-13,Step change,EpiEstim,51,4
25,3.5970791401803263e-13,Step change,EpiEstim,51,4
26,8.422785025841693e-14,Step change,EpiEstim,51,4
27,2.32145348979528e-14,Step change,EpiEstim,51,4
28,4.1031230236844535e-15,Step change,EpiEstim,51,4
29,7.19188501912024e-16,Step change,EpiEstim,51,4
30,1.4773274374411627e-16,Step change,EpiEstim,51,4
1,9.40721641353028e-65,Step change,EpiEstim,34,4
2,0.9846587361075086,Step change,EpiEstim,34,4
3,0.01532953458429516,Step change,EpiEstim,34,4
4,1.1702661379648582e-5,Step change,EpiEstim,34,4
5,2.6645925384893675e-8,Step change,EpiEstim,34,4
6,8.911102309056984e-13,Step change,EpiEstim,34,4
7,3.0234406666026616e-19,Step change,EpiEstim,34,4
8,1.5932245777084235e-23,Step change,EpiEstim,34,4
9,2.4196688848317796e-27,Step change,EpiEstim,34,4
10,1.0096325971357263e-31,Step change,EpiEstim,34,4
11,1.0317053520051806e-37,Step change,EpiEstim,34,4
12,1.5062754379069646e-43,Step change,EpiEstim,34,4
13,1.5668137675429123e-48,Step change,EpiEstim,34,4
14,8.323269118358275e-54,Step change,EpiEstim,34,4
15,2.310659995323323e-59,Step change,EpiEstim,34,4
16,1.7004946803783606e-64,Step change,EpiEstim,34,4
17,8.433130006338392e-70,Step change,EpiEstim,34,4
18,5.539359775649372e-74,Step change,EpiEstim,34,4
19,1.4185515317966805e-78,Step change,EpiEstim,34,4
20,9.712375255574313e-83,Step change,EpiEstim,34,4
21,5.460658421052032e-87,Step change,EpiEstim,34,4
22,1.9532048143164837e-90,Step change,EpiEstim,34,4
23,4.876491870235207e-94,Step change,EpiEstim,34,4
24,8.024998481847026e-98,Step change,EpiEstim,34,4
25,1.9956143254599176e-101,Step change,EpiEstim,34,4
26,1.2301999500292806e-104,Step change,EpiEstim,34,4
27,4.7892339361758516e-107,Step change,EpiEstim,34,4
28,1.103089475434604e-109,Step change,EpiEstim,34,4
29,1.9777541176724537e-112,Step change,EpiEstim,34,4
30,2.9283809996247476e-115,Step change,EpiEstim,34,4
1,1.6136331697702258e-63,Step change,EpiEstim,26,4
2,0.9999870390751892,Step change,EpiEstim,26,4
3,1.2960441555069253e-5,Step change,EpiEstim,26,4
4,4.832559335653509e-10,Step change,EpiEstim,26,4
5,1.1911050687902082e-17,Step change,EpiEstim,26,4
6,1.9948056360252487e-23,Step change,EpiEstim,26,4
7,2.4372350066594024e-31,Step change,EpiEstim,26,4
8,5.4931780229850923e-36,Step change,EpiEstim,26,4
9,9.296239751348158e-42,Step change,EpiEstim,26,4
10,2.314578778053977e-48,Step change,EpiEstim,26,4
11,2.2765540799710953e-55,Step change,EpiEstim,26,4
12,1.833316258348892e-62,Step change,EpiEstim,26,4
13,4.40663220532304e-71,Step change,EpiEstim,26,4
14,4.89119520629747e-80,Step change,EpiEstim,26,4
15,1.045444450476847e-86,Step change,EpiEstim,26,4
16,9.02485785240873e-94,Step change,EpiEstim,26,4
17,5.590024724544168e-102,Step change,EpiEstim,26,4
18,1.141577959179046e-109,Step change,EpiEstim,26,4
19,7.249888305645319e-117,Step change,EpiEstim,26,4
20,1.5195744556194984e-124,Step change,EpiEstim,26,4
21,2.2828494975148522e-132,Step change,EpiEstim,26,4
22,1.5294100349270205e-139,Step change,EpiEstim,26,4
23,4.410726581762591e-146,Step change,EpiEstim,26,4
24,3.068464541343479e-153,Step change,EpiEstim,26,4
25,1.6601775165096673e-160,Step change,EpiEstim,26,4
26,6.58121921758309e-167,Step change,EpiEstim,26,4
27,9.81648495642615e-174,Step change,EpiEstim,26,4
28,7.791965637747481e-180,Step change,EpiEstim,26,4
29,1.2658510581353108e-184,Step change,EpiEstim,26,4
30,4.9901452077972e-188,Step change,EpiEstim,26,4
1,1.8114586582223112e-66,Step change,EpiEstim,21,4
2,0.9999999988508066,Step change,EpiEstim,21,4
3,1.1491933047881489e-9,Step change,EpiEstim,21,4
4,2.0364666276447676e-22,Step change,EpiEstim,21,4
5,4.4607784683031275e-33,Step change,EpiEstim,21,4
6,2.524244995519457e-45,Step change,EpiEstim,21,4
7,9.370346390384702e-58,Step change,EpiEstim,21,4
8,7.81244274971751e-70,Step change,EpiEstim,21,4
9,1.0491924291676354e-82,Step change,EpiEstim,21,4
10,1.9078435841780825e-96,Step change,EpiEstim,21,4
11,1.1825520820799365e-110,Step change,EpiEstim,21,4
12,3.1094687968064713e-124,Step change,EpiEstim,21,4
13,5.824991903922018e-138,Step change,EpiEstim,21,4
14,3.978572803032013e-151,Step change,EpiEstim,21,4
15,3.773682584839931e-164,Step change,EpiEstim,21,4
16,1.872628830832573e-176,Step change,EpiEstim,21,4
17,6.919799414010654e-188,Step change,EpiEstim,21,4
18,3.0579227613442045e-199,Step change,EpiEstim,21,4
19,2.3310746343335813e-210,Step change,EpiEstim,21,4
20,5.251679839462294e-221,Step change,EpiEstim,21,4
21,4.6709255641690494e-231,Step change,EpiEstim,21,4
22,7.223378429711396e-240,Step change,EpiEstim,21,4
23,4.7501498217061814e-247,Step change,EpiEstim,21,4
24,2.306453994930096e-252,Step change,EpiEstim,21,4
25,3.178196187364494e-256,Step change,EpiEstim,21,4
26,2.1071004454095274e-258,Step change,EpiEstim,21,4
27,3.7507891048322714e-259,Step change,EpiEstim,21,4
28,4.196963022634437e-259,Step change,EpiEstim,21,4
29,2.1694896414070307e-258,Step change,EpiEstim,21,4
30,7.493817980974894e-256,Step change,EpiEstim,21,4
1,3.5437914601671774e-60,Step change,EpiEstim,18,4
2,1.0,Step change,EpiEstim,18,4
3,5.72948873553346e-17,Step change,EpiEstim,18,4
4,3.714212558812671e-30,Step change,EpiEstim,18,4
5,7.013988793889886e-46,Step change,EpiEstim,18,4
6,1.8043967164951067e-60,Step change,EpiEstim,18,4
7,8.063083362750582e-75,Step change,EpiEstim,18,4
8,2.3867153264810235e-88,Step change,EpiEstim,18,4
9,3.7572804271820666e-104,Step change,EpiEstim,18,4
10,2.9494569562852683e-117,Step change,EpiEstim,18,4
11,5.235563547182164e-128,Step change,EpiEstim,18,4
12,5.296947773765715e-141,Step change,EpiEstim,18,4
13,1.2243796297962662e-153,Step change,EpiEstim,18,4
14,7.332159186252948e-167,Step change,EpiEstim,18,4
15,6.9705625843694586e-180,Step change,EpiEstim,18,4
16,2.0946752748207031e-193,Step change,EpiEstim,18,4
17,3.7434593765100307e-206,Step change,EpiEstim,18,4
18,4.2285330766493343e-218,Step change,EpiEstim,18,4
19,5.330034675560197e-231,Step change,EpiEstim,18,4
20,8.392858025619743e-240,Step change,EpiEstim,18,4
21,2.53432104235692e-245,Step change,EpiEstim,18,4
22,1.5925918623419788e-248,Step change,EpiEstim,18,4
23,7.041537355221785e-250,Step change,EpiEstim,18,4
24,1.426307567198793e-249,Step change,EpiEstim,18,4
25,2.4984070270822795e-247,Step change,EpiEstim,18,4
26,1.7403601513577342e-244,Step change,EpiEstim,18,4
27,2.682139117286609e-239,Step change,EpiEstim,18,4
28,1.805644714441499e-233,Step change,EpiEstim,18,4
29,7.42505875183925e-228,Step change,EpiEstim,18,4
30,1.2017530215004456e-220,Step change,EpiEstim,18,4
1,1.5377067545664643e-52,Step change,EpiEstim,15,4
2,1.0,Step change,EpiEstim,15,4
3,6.779764219954562e-22,Step change,EpiEstim,15,4
4,6.103740287682549e-47,Step change,EpiEstim,15,4
5,6.386616781166715e-78,Step change,EpiEstim,15,4
