eta,p,simulation,model
0.222,0.0055109683242997795,NZCOVID,EpiFilter
0.22299999999999998,0.0056152332038752395,NZCOVID,EpiFilter
0.224,0.005717328460696073,NZCOVID,EpiFilter
0.225,0.005817143153862155,NZCOVID,EpiFilter
0.226,0.00591457180128553,NZCOVID,EpiFilter
0.227,0.006009514516210779,NZCOVID,EpiFilter
0.228,0.006101877121069372,NZCOVID,EpiFilter
0.22899999999999998,0.006191571239162544,NZCOVID,EpiFilter
0.23,0.006278514364802434,NZCOVID,EpiFilter
0.231,0.006362629912542525,NZCOVID,EpiFilter
0.232,0.006443847246270161,NZCOVID,EpiFilter
0.233,0.006522101688930535,NZCOVID,EpiFilter
0.23399999999999999,0.006597334513733675,NZCOVID,EpiFilter
0.235,0.00666949291772949,NZCOVID,EpiFilter
0.236,0.006738529978655131,NZCOVID,EpiFilter
0.23700000000000002,0.0068044045960103244,NZCOVID,EpiFilter
0.23800000000000002,0.006867081417309945,NZCOVID,EpiFilter
0.239,0.0069265307504897166,NZCOVID,EpiFilter
0.24,0.006982728463448762,NZCOVID,EpiFilter
0.241,0.007035655871710957,NZCOVID,EpiFilter
0.242,0.0070852996151588256,NZCOVID,EpiFilter
0.24300000000000002,0.00713165152485549,NZCOVID,EpiFilter
0.24400000000000002,0.0071747084808426705,NZCOVID,EpiFilter
0.245,0.0072144722619195975,NZCOVID,EpiFilter
0.246,0.007250949388254541,NZCOVID,EpiFilter
0.247,0.00728415095777032,NZCOVID,EpiFilter
0.248,0.0073140924771368035,NZCOVID,EpiFilter
0.249,0.0073407936882113126,NZCOVID,EpiFilter
0.25,0.007364278390737604,NZCOVID,EpiFilter
0.251,0.007384574262069325,NZCOVID,EpiFilter
0.252,0.007401712674643189,NZCOVID,EpiFilter
0.253,0.0074157285119184875,NZCOVID,EpiFilter
0.254,0.007426659983418167,NZCOVID,EpiFilter
0.255,0.0074345484395531,NZCOVID,EpiFilter
0.256,0.007439438186729791,NZCOVID,EpiFilter
0.257,0.007441376303387801,NZCOVID,EpiFilter
0.25799999999999995,0.0074404124574084796,NZCOVID,EpiFilter
0.259,0.007436598725414475,NZCOVID,EpiFilter
0.26,0.007429989414376976,NZCOVID,EpiFilter
0.261,0.007420640885948594,NZCOVID,EpiFilter
0.262,0.007408611383887792,NZCOVID,EpiFilter
0.26299999999999996,0.007393960864902311,NZCOVID,EpiFilter
0.264,0.007376750833237589,NZCOVID,EpiFilter
0.26499999999999996,0.007357044179244704,NZCOVID,EpiFilter
0.266,0.007334905022201385,NZCOVID,EpiFilter
0.267,0.0073103985575759325,NZCOVID,EpiFilter
0.268,0.007283590908924453,NZCOVID,EpiFilter
0.269,0.007254548984564393,NZCOVID,EpiFilter
0.26999999999999996,0.0072233403391707965,NZCOVID,EpiFilter
0.271,0.007190033040390376,NZCOVID,EpiFilter
0.272,0.007154695540535699,NZCOVID,EpiFilter
0.273,0.007117396553459258,NZCOVID,EpiFilter
0.274,0.007078204936609084,NZCOVID,EpiFilter
0.27499999999999997,0.007037189578303056,NZCOVID,EpiFilter
0.276,0.006994419290218574,NZCOVID,EpiFilter
0.27699999999999997,0.006949962705093307,NZCOVID,EpiFilter
0.278,0.006903888179581084,NZCOVID,EpiFilter
0.279,0.0068562637022589416,NZCOVID,EpiFilter
0.27999999999999997,0.006807156806683184,NZCOVID,EpiFilter
0.281,0.006756634489466149,NZCOVID,EpiFilter
0.282,0.00670476313326946,NZCOVID,EpiFilter
0.28300000000000003,0.006651608434626823,NZCOVID,EpiFilter
0.284,0.00659723533651738,NZCOVID,EpiFilter
0.285,0.006541707965566029,NZCOVID,EpiFilter
0.28600000000000003,0.006485089573758097,NZCOVID,EpiFilter
0.287,0.006427442484568228,NZCOVID,EpiFilter
0.28800000000000003,0.00636882804337043,NZCOVID,EpiFilter
0.289,0.006309306571987218,NZCOVID,EpiFilter
0.29,0.006248937327292019,NZCOVID,EpiFilter
0.291,0.0061877784636772595,NZCOVID,EpiFilter
0.292,0.006125886999285476,NZCOVID,EpiFilter
0.29300000000000004,0.006063318785878283,NZCOVID,EpiFilter
0.294,0.006000128482164753,NZCOVID,EpiFilter
0.295,0.005936369530485369,NZCOVID,EpiFilter
0.296,0.005872094136706819,NZCOVID,EpiFilter
0.297,0.00580735325317756,NZCOVID,EpiFilter
0.29800000000000004,0.005742196564621098,NZCOVID,EpiFilter
0.299,0.005676672476829741,NZCOVID,EpiFilter
0.30000000000000004,0.005610828108008825,NZCOVID,EpiFilter
0.301,0.005544709282668528,NZCOVID,EpiFilter
0.302,0.005478360527903074,NZCOVID,EpiFilter
0.303,0.005411825071951168,NZCOVID,EpiFilter
0.304,0.005345144844902933,NZCOVID,EpiFilter
0.30500000000000005,0.0052783604814311625,NZCOVID,EpiFilter
0.306,0.0052115113254285255,NZCOVID,EpiFilter
0.307,0.005144635436439412,NZCOVID,EpiFilter
0.308,0.005077769597760905,NZCOVID,EpiFilter
0.309,0.00501094932611869,NZCOVID,EpiFilter
0.31,0.004944208882798043,NZCOVID,EpiFilter
0.311,0.004877581286129094,NZCOVID,EpiFilter
0.312,0.0048110983252403336,NZCOVID,EpiFilter
0.313,0.004744790574954595,NZCOVID,EpiFilter
0.314,0.004678687411773154,NZCOVID,EpiFilter
0.315,0.004612817030821541,NZCOVID,EpiFilter
0.316,0.004547206463698845,NZCOVID,EpiFilter
0.317,0.0044818815971288265,NZCOVID,EpiFilter
0.318,0.004416867192349486,NZCOVID,EpiFilter
0.319,0.004352186905154821,NZCOVID,EpiFilter
0.32,0.0042878633065156066,NZCOVID,EpiFilter
0.321,0.0042239179037257095,NZCOVID,EpiFilter
0.32199999999999995,0.004160371161984217,NZCOVID,EpiFilter
0.323,0.0040972425263759915,NZCOVID,EpiFilter
0.324,0.00403455044416844,NZCOVID,EpiFilter
0.325,0.003972312387385651,NZCOVID,EpiFilter
0.326,0.003910544875601053,NZCOVID,EpiFilter
0.32699999999999996,0.0038492634988898673,NZCOVID,EpiFilter
0.328,0.0037884829409080864,NZCOVID,EpiFilter
0.32899999999999996,0.003728217002043068,NZCOVID,EpiFilter
0.33,0.0036684786225973484,NZCOVID,EpiFilter
0.331,0.003609279905964161,NZCOVID,EpiFilter
0.332,0.0035506321417573044,NZCOVID,EpiFilter
0.333,0.0034925458288672146,NZCOVID,EpiFilter
0.33399999999999996,0.0034350306983995816,NZCOVID,EpiFilter
0.335,0.0033780957364763133,NZCOVID,EpiFilter
0.33599999999999997,0.0033217492068638534,NZCOVID,EpiFilter
0.337,0.003265998673406318,NZCOVID,EpiFilter
0.338,0.0032108510222429894,NZCOVID,EpiFilter
0.33899999999999997,0.0031563124837774305,NZCOVID,EpiFilter
0.34,0.0031023886543870387,NZCOVID,EpiFilter
0.34099999999999997,0.003049084517855936,NZCOVID,EpiFilter
0.342,0.002996404466503259,NZCOVID,EpiFilter
0.343,0.0029443523220035127,NZCOVID,EpiFilter
0.344,0.002892931355877715,NZCOVID,EpiFilter
0.34500000000000003,0.002842144309646845,NZCOVID,EpiFilter
0.346,0.0027919934146334487,NZCOVID,EpiFilter
0.34700000000000003,0.0027424804114062253,NZCOVID,EpiFilter
0.348,0.002693606568850798,NZCOVID,EpiFilter
0.349,0.0026453727028722387,NZCOVID,EpiFilter
0.35000000000000003,0.0025977791947079014,NZCOVID,EpiFilter
0.351,0.002550826008857627,NZCOVID,EpiFilter
0.35200000000000004,0.0025045127106225256,NZCOVID,EpiFilter
0.353,0.0024588384832471806,NZCOVID,EpiFilter
0.354,0.0024138021446642615,NZCOVID,EpiFilter
0.355,0.0023694021638414045,NZCOVID,EpiFilter
0.356,0.0023256366767290737,NZCOVID,EpiFilter
0.35700000000000004,0.00228250350180756,NZCOVID,EpiFilter
0.358,0.002240000155233313,NZCOVID,EpiFilter
0.359,0.0021981238655885004,NZCOVID,EpiFilter
0.36,0.002156871588235897,NZCOVID,EpiFilter
0.361,0.002116240019273079,NZCOVID,EpiFilter
0.362,0.0020762256091038196,NZCOVID,EpiFilter
0.363,0.0020368245756118915,NZCOVID,EpiFilter
0.36400000000000005,0.0019980329169580514,NZCOVID,EpiFilter
0.365,0.0019598464239907625,NZCOVID,EpiFilter
0.366,0.0019222606922823608,NZCOVID,EpiFilter
0.367,0.0018852711337948563,NZCOVID,EpiFilter
0.368,0.0018488729881760454,NZCOVID,EpiFilter
0.36900000000000005,0.0018130613336961314,NZCOVID,EpiFilter
0.37,0.001777831097827523,NZCOVID,EpiFilter
0.371,0.0017431770674743124,NZCOVID,EpiFilter
0.372,0.0017090938988579799,NZCOVID,EpiFilter
0.373,0.0016755761270636352,NZCOVID,EpiFilter
0.374,0.001642618175253697,NZCOVID,EpiFilter
0.375,0.0016102143635570024,NZCOVID,EpiFilter
0.376,0.0015783589176379233,NZCOVID,EpiFilter
0.377,0.0015470459769518312,NZCOVID,EpiFilter
0.378,0.001516269602695787,NZCOVID,EpiFilter
0.379,0.0014860237854566517,NZCOVID,EpiFilter
0.38,0.0014563024525697033,NZCOVID,EpiFilter
0.38099999999999995,0.0014270994751878683,NZCOVID,EpiFilter
0.382,0.0013984086750734124,NZCOVID,EpiFilter
0.383,0.0013702238311163449,NZCOVID,EpiFilter
0.384,0.0013425386855855583,NZCOVID,EpiFilter
0.385,0.0013153469501222144,NZCOVID,EpiFilter
0.38599999999999995,0.0012886423114789828,NZCOVID,EpiFilter
0.387,0.0012624184370143982,NZCOVID,EpiFilter
0.388,0.0012366689799473462,NZCOVID,EpiFilter
0.389,0.001211387584377335,NZCOVID,EpiFilter
0.39,0.0011865678900810856,NZCOVID,EpiFilter
0.39099999999999996,0.0011622035370858499,NZCOVID,EpiFilter
0.392,0.0011382881700322315,NZCOVID,EpiFilter
0.39299999999999996,0.0011148154423257716,NZCOVID,EpiFilter
0.394,0.0010917790200920229,NZCOVID,EpiFilter
0.395,0.0010691725859324603,NZCOVID,EpiFilter
0.396,0.0010469898424927413,NZCOVID,EpiFilter
0.397,0.0010252245158475966,NZCOVID,EpiFilter
0.39799999999999996,0.0010038703587092138,NZCOVID,EpiFilter
0.399,0.000982921153462562,NZCOVID,EpiFilter
0.39999999999999997,0.000962370715034652,NZCOVID,EpiFilter
0.401,0.0009422128936041437,NZCOVID,EpiFilter
0.402,0.0009224415771555704,NZCOVID,EpiFilter
0.40299999999999997,0.0009030506938821209,NZCOVID,EpiFilter
0.404,0.0008840342144462331,NZCOVID,EpiFilter
0.40499999999999997,0.000865386154097413,NZCOVID,EpiFilter
0.406,0.0008471005746588522,NZCOVID,EpiFilter
0.407,0.0008291715863804716,NZCOVID,EpiFilter
0.408,0.0008115933496698507,NZCOVID,EpiFilter
0.40900000000000003,0.0007943600767007853,NZCOVID,EpiFilter
0.41,0.000777466032906414,NZCOVID,EpiFilter
0.41100000000000003,0.0007609055383610328,NZCOVID,EpiFilter
0.412,0.0007446729690535598,NZCOVID,EpiFilter
0.413,0.0007287627580590474,NZCOVID,EpiFilter
0.41400000000000003,0.0007131693966106058,NZCOVID,EpiFilter
0.415,0.0006978874350755789,NZCOVID,EpiFilter
0.41600000000000004,0.0006829114838412049,NZCOVID,EpiFilter
0.417,0.0006682362141128071,NZCOVID,EpiFilter
0.418,0.0006538563586274298,NZCOVID,EpiFilter
0.419,0.0006397667122878234,NZCOVID,EpiFilter
0.42,0.0006259621327188838,NZCOVID,EpiFilter
0.42100000000000004,0.0006124375407510151,NZCOVID,EpiFilter
0.422,0.0005991879208329125,NZCOVID,EpiFilter
0.42300000000000004,0.0005862083213772918,NZCOVID,EpiFilter
0.424,0.0005734938550422421,NZCOVID,EpiFilter
0.425,0.000561039698951633,NZCOVID,EpiFilter
0.426,0.0005488410948571314,NZCOVID,EpiFilter
0.427,0.0005368933492445251,NZCOVID,EpiFilter
0.42800000000000005,0.0005251918333871252,NZCOVID,EpiFilter
0.429,0.0005137319833490318,NZCOVID,EpiFilter
0.43,0.0005025092999405772,NZCOVID,EpiFilter
0.431,0.0004915193486283713,NZCOVID,EpiFilter
0.432,0.0004807577594022809,NZCOVID,EpiFilter
0.43300000000000005,0.00047022022660127733,NZCOVID,EpiFilter
0.434,0.00045990250870166943,NZCOVID,EpiFilter
0.435,0.0004498004280677203,NZCOVID,EpiFilter
0.436,0.00043990987066869355,NZCOVID,EpiFilter
0.437,0.0004302267857625869,NZCOVID,EpiFilter
0.438,0.0004207471855501532,NZCOVID,EpiFilter
0.439,0.0004114671447992949,NZCOVID,EpiFilter
0.44,0.00040238280044294555,NZCOVID,EpiFilter
0.441,0.00039349035115132213,NZCOVID,EpiFilter
0.442,0.0003847860568807703,NZCOVID,EpiFilter
0.443,0.00037626623839977534,NZCOVID,EpiFilter
0.444,0.0003679272767951408,NZCOVID,EpiFilter
0.44499999999999995,0.0003597656129580566,NZCOVID,EpiFilter
0.446,0.0003517777470531032,NZCOVID,EpiFilter
0.447,0.00034396023797011256,NZCOVID,EpiFilter
0.448,0.00033630970276110644,NZCOVID,EpiFilter
0.449,0.00032882281606300796,NZCOVID,EpiFilter
0.44999999999999996,0.00032149630950741254,NZCOVID,EpiFilter
0.451,0.0003143269711191431,NZCOVID,EpiFilter
0.45199999999999996,0.0003073116447032307,NZCOVID,EpiFilter
0.453,0.0003004472292229744,NZCOVID,EpiFilter
0.454,0.0002937306781690695,NZCOVID,EpiFilter
0.455,0.0002871589989209097,NZCOVID,EpiFilter
0.456,0.0002807292521010486,NZCOVID,EpiFilter
0.45699999999999996,0.00027443855092409546,NZCOVID,EpiFilter
0.458,0.00026828406053955095,NZCOVID,EpiFilter
0.459,0.00026226299737132033,NZCOVID,EpiFilter
0.46,0.00025637262845270285,NZCOVID,EpiFilter
0.461,0.0002506102707588612,NZCOVID,EpiFilter
0.46199999999999997,0.0002449732905370346,NZCOVID,EpiFilter
0.463,0.00023945910263468008,NZCOVID,EpiFilter
0.46399999999999997,0.00023406516982741772,NZCOVID,EpiFilter
0.465,0.0002287890021454107,NZCOVID,EpiFilter
0.466,0.00022362815620098633,NZCOVID,EpiFilter
0.46699999999999997,0.00021858023451576245,NZCOVID,EpiFilter
0.468,0.00021364288484994584,NZCOVID,EpiFilter
0.469,0.0002088137995321356,NZCOVID,EpiFilter
0.47000000000000003,0.00020409071479199226,NZCOVID,EpiFilter
0.471,0.00019947141009485567,NZCOVID,EpiFilter
0.472,0.00019495370747916796,NZCOVID,EpiFilter
0.47300000000000003,0.0001905354708972993,NZCOVID,EpiFilter
