t,swll,eta,simulation
59,-5.34076554141488,0.17,Random walk
60,-5.290892219026062,0.17,Random walk
61,-5.295224275764592,0.17,Random walk
62,-5.147933828217676,0.17,Random walk
63,-5.100867236551858,0.17,Random walk
64,-5.999347869204914,0.17,Random walk
65,-5.596448148729069,0.17,Random walk
66,-5.21948699566242,0.17,Random walk
67,-5.019418333859865,0.17,Random walk
68,-5.1156695931644744,0.17,Random walk
69,-5.1478755942485614,0.17,Random walk
70,-4.816937062819453,0.17,Random walk
71,-4.90964716473653,0.17,Random walk
72,-4.8033863147999485,0.17,Random walk
73,-4.630577081146164,0.17,Random walk
74,-4.460012818047079,0.17,Random walk
75,-4.391831172009598,0.17,Random walk
76,-4.373423979747644,0.17,Random walk
77,-5.423289676007264,0.17,Random walk
78,-4.8311365825705535,0.17,Random walk
79,-4.311213285898085,0.17,Random walk
80,-5.441933659257978,0.17,Random walk
81,-4.370054777455164,0.17,Random walk
82,-4.1711609695236,0.17,Random walk
83,-4.581909508515539,0.17,Random walk
84,-3.9549255722287753,0.17,Random walk
85,-3.6253582452152258,0.17,Random walk
86,-3.813109679067029,0.17,Random walk
87,-5.944999269600978,0.17,Random walk
88,-3.5207698818802373,0.17,Random walk
89,-3.5637600827249565,0.17,Random walk
90,-3.411740348287931,0.17,Random walk
91,-3.341171025521412,0.17,Random walk
92,-3.2400823939598085,0.17,Random walk
93,-3.159907096405696,0.17,Random walk
94,-3.697961353025181,0.17,Random walk
95,-3.0516639163555097,0.17,Random walk
96,-3.337041300929939,0.17,Random walk
97,-3.0173785857770397,0.17,Random walk
98,-2.9705768150537644,0.17,Random walk
99,-3.9006634606095227,0.17,Random walk
100,-3.225228988730577,0.17,Random walk
1,0.0,0.18,Random walk
2,-6.873281485834235,0.18,Random walk
3,-4.0224320027901665,0.18,Random walk
4,-4.016513287475656,0.18,Random walk
5,-4.153428854023295,0.18,Random walk
6,-4.188890957877376,0.18,Random walk
7,-3.9972912413734005,0.18,Random walk
8,-4.033081062526352,0.18,Random walk
9,-4.186003970312475,0.18,Random walk
10,-4.191816591391135,0.18,Random walk
11,-4.020943701151366,0.18,Random walk
12,-3.9825238181691898,0.18,Random walk
13,-4.11640584929058,0.18,Random walk
14,-4.027053786181219,0.18,Random walk
15,-4.071525261003229,0.18,Random walk
16,-4.749916664854202,0.18,Random walk
17,-4.105248593029423,0.18,Random walk
18,-4.1770191382943995,0.18,Random walk
19,-4.691223039392981,0.18,Random walk
20,-4.420310461932991,0.18,Random walk
21,-4.486840458449073,0.18,Random walk
22,-4.400754438932864,0.18,Random walk
23,-4.398712779623059,0.18,Random walk
24,-4.869595380252705,0.18,Random walk
25,-4.417788445822727,0.18,Random walk
26,-4.5813302465439145,0.18,Random walk
27,-5.057658852492982,0.18,Random walk
28,-4.443613043402801,0.18,Random walk
29,-4.469963051141044,0.18,Random walk
30,-4.541057666856131,0.18,Random walk
31,-5.896251704864142,0.18,Random walk
32,-4.614766933118263,0.18,Random walk
33,-4.549650850554573,0.18,Random walk
34,-4.613246400144273,0.18,Random walk
35,-4.977018443514688,0.18,Random walk
36,-4.526941747383787,0.18,Random walk
37,-4.47903913024853,0.18,Random walk
38,-5.51053128474441,0.18,Random walk
39,-4.743539035748957,0.18,Random walk
40,-4.811361717975077,0.18,Random walk
41,-4.679109769470139,0.18,Random walk
42,-4.679114160219348,0.18,Random walk
43,-5.117015879299571,0.18,Random walk
44,-4.9726053594066135,0.18,Random walk
45,-4.9955676821724415,0.18,Random walk
46,-5.052691775929419,0.18,Random walk
47,-5.16434284180451,0.18,Random walk
48,-5.118530238476009,0.18,Random walk
49,-5.3854647981611246,0.18,Random walk
50,-5.190480177251597,0.18,Random walk
51,-5.4306145917775535,0.18,Random walk
52,-5.27825391163178,0.18,Random walk
53,-5.1682899020525275,0.18,Random walk
54,-5.013744343117427,0.18,Random walk
55,-5.042441729333584,0.18,Random walk
56,-5.217435279613189,0.18,Random walk
57,-5.125998022591484,0.18,Random walk
58,-5.351798497461264,0.18,Random walk
59,-5.377129757650294,0.18,Random walk
60,-5.325313163159004,0.18,Random walk
61,-5.327625848346856,0.18,Random walk
62,-5.192365273390399,0.18,Random walk
63,-5.149389410371197,0.18,Random walk
64,-5.9604649994279475,0.18,Random walk
65,-5.596975657207146,0.18,Random walk
66,-5.255001648377844,0.18,Random walk
67,-5.058833057993519,0.18,Random walk
68,-5.144172973875167,0.18,Random walk
69,-5.176650675674807,0.18,Random walk
70,-4.86336883056679,0.18,Random walk
71,-4.945164958654731,0.18,Random walk
72,-4.8357392316481995,0.18,Random walk
73,-4.668176508936194,0.18,Random walk
74,-4.503642114262217,0.18,Random walk
75,-4.432463415732425,0.18,Random walk
76,-4.407825402753694,0.18,Random walk
77,-5.364423384418899,0.18,Random walk
78,-4.844404485947835,0.18,Random walk
79,-4.34322883916793,0.18,Random walk
80,-5.3750367678923725,0.18,Random walk
81,-4.410173987401949,0.18,Random walk
82,-4.201562406189176,0.18,Random walk
83,-4.564078223250682,0.18,Random walk
84,-3.968672177873014,0.18,Random walk
85,-3.6611708016294227,0.18,Random walk
86,-3.822964906678198,0.18,Random walk
87,-5.857684322593524,0.18,Random walk
88,-3.5643076856154896,0.18,Random walk
89,-3.587131174913121,0.18,Random walk
90,-3.4392010680255454,0.18,Random walk
91,-3.3730024864996615,0.18,Random walk
92,-3.2698572605173832,0.18,Random walk
93,-3.1882439160917735,0.18,Random walk
94,-3.70154981861407,0.18,Random walk
95,-3.0819394351004723,0.18,Random walk
96,-3.3475079764982585,0.18,Random walk
97,-3.045079498061915,0.18,Random walk
98,-2.997834545298664,0.18,Random walk
99,-3.8839643686031398,0.18,Random walk
100,-3.2310436236284743,0.18,Random walk
1,0.0,0.19,Random walk
2,-6.873276954205912,0.19,Random walk
3,-4.0539994632954635,0.19,Random walk
4,-4.05003790069468,0.19,Random walk
5,-4.1801466985716775,0.19,Random walk
6,-4.213626713226049,0.19,Random walk
7,-4.0344238051492605,0.19,Random walk
8,-4.065550025046471,0.19,Random walk
9,-4.207939392418931,0.19,Random walk
10,-4.2224464466201415,0.19,Random walk
11,-4.053841891849233,0.19,Random walk
12,-4.018324897830968,0.19,Random walk
13,-4.144348900241835,0.19,Random walk
14,-4.062661066639462,0.19,Random walk
15,-4.105521221386044,0.19,Random walk
16,-4.742894984290383,0.19,Random walk
17,-4.1426447058611116,0.19,Random walk
18,-4.210114547846797,0.19,Random walk
19,-4.689880102710806,0.19,Random walk
20,-4.455168096411997,0.19,Random walk
21,-4.513489038931794,0.19,Random walk
22,-4.438673462806789,0.19,Random walk
23,-4.437099527215148,0.19,Random walk
24,-4.875327251776466,0.19,Random walk
25,-4.45705201124791,0.19,Random walk
26,-4.611034105019762,0.19,Random walk
27,-5.059188905409123,0.19,Random walk
28,-4.483207909785043,0.19,Random walk
29,-4.5091633543859215,0.19,Random walk
30,-4.57308175036096,0.19,Random walk
31,-5.83730327127779,0.19,Random walk
32,-4.658480405590216,0.19,Random walk
33,-4.590228320657642,0.19,Random walk
34,-4.648991583395792,0.19,Random walk
35,-4.977511444947673,0.19,Random walk
36,-4.56514823445845,0.19,Random walk
37,-4.520118669665246,0.19,Random walk
38,-5.472068031807845,0.19,Random walk
39,-4.781957925471166,0.19,Random walk
40,-4.83648822154631,0.19,Random walk
41,-4.716216567792026,0.19,Random walk
42,-4.721631245916799,0.19,Random walk
43,-5.1272133007715235,0.19,Random walk
44,-4.999117991350536,0.19,Random walk
45,-5.034351938628911,0.19,Random walk
46,-5.08415949751033,0.19,Random walk
47,-5.185869928349452,0.19,Random walk
48,-5.141979786328631,0.19,Random walk
49,-5.394732708848588,0.19,Random walk
50,-5.223255838270878,0.19,Random walk
51,-5.44082226294653,0.19,Random walk
52,-5.309674580725513,0.19,Random walk
53,-5.199649562084246,0.19,Random walk
54,-5.058960755261781,0.19,Random walk
55,-5.0870200394668155,0.19,Random walk
56,-5.248716113514999,0.19,Random walk
57,-5.170947874093572,0.19,Random walk
58,-5.379739941051452,0.19,Random walk
59,-5.412681765725031,0.19,Random walk
60,-5.359927689761215,0.19,Random walk
61,-5.360582312505559,0.19,Random walk
62,-5.2356063113364115,0.19,Random walk
63,-5.1960107436497935,0.19,Random walk
64,-5.931466366502019,0.19,Random walk
65,-5.59960148952292,0.19,Random walk
66,-5.289761361290229,0.19,Random walk
67,-5.097747572029653,0.19,Random walk
68,-5.172771384341988,0.19,Random walk
69,-5.20561412173016,0.19,Random walk
70,-4.90795546252079,0.19,Random walk
71,-4.980378787970233,0.19,Random walk
72,-4.868559182384055,0.19,Random walk
73,-4.705510786328743,0.19,Random walk
74,-4.546000870587086,0.19,Random walk
75,-4.472150726230375,0.19,Random walk
76,-4.441346187900331,0.19,Random walk
77,-5.31596872906991,0.19,Random walk
78,-4.857746335473829,0.19,Random walk
79,-4.374018630460983,0.19,Random walk
80,-5.318639084875444,0.19,Random walk
81,-4.447943432674882,0.19,Random walk
82,-4.232146909308725,0.19,Random walk
83,-4.552787446268974,0.19,Random walk
84,-3.9857242948070866,0.19,Random walk
85,-3.696281953475694,0.19,Random walk
86,-3.8353033202739883,0.19,Random walk
87,-5.774287735342189,0.19,Random walk
88,-3.606101694275601,0.19,Random walk
89,-3.610507609600429,0.19,Random walk
90,-3.4667869351011342,0.19,Random walk
91,-3.403979584543721,0.19,Random walk
92,-3.29884610796756,0.19,Random walk
93,-3.2162916842108507,0.19,Random walk
94,-3.705375459364471,0.19,Random walk
95,-3.111958853719329,0.19,Random walk
96,-3.359118145462637,0.19,Random walk
97,-3.072637405161979,0.19,Random walk
98,-3.0246810116758156,0.19,Random walk
99,-3.869831122404527,0.19,Random walk
100,-3.2393508706767333,0.19,Random walk
1,0.0,0.2,Random walk
2,-6.873266832552369,0.2,Random walk
3,-4.085199004656235,0.2,Random walk
4,-4.083015798891298,0.2,Random walk
5,-4.206735744212941,0.2,Random walk
6,-4.23775816819159,0.2,Random walk
7,-4.070593375708998,0.2,Random walk
8,-4.097374088734579,0.2,Random walk
9,-4.230476538845783,0.2,Random walk
10,-4.252266393906346,0.2,Random walk
11,-4.086351173351478,0.2,Random walk
12,-4.053332360627258,0.2,Random walk
13,-4.171938740528681,0.2,Random walk
14,-4.097577759044394,0.2,Random walk
15,-4.138767190931932,0.2,Random walk
16,-4.738039993633678,0.2,Random walk
17,-4.179340517971658,0.2,Random walk
18,-4.242757590539637,0.2,Random walk
19,-4.691614095622549,0.2,Random walk
20,-4.488571996856042,0.2,Random walk
21,-4.539828892902081,0.2,Random walk
22,-4.475480463288883,0.2,Random walk
23,-4.474408316392785,0.2,Random walk
24,-4.883527336295504,0.2,Random walk
25,-4.4950095109824675,0.2,Random walk
26,-4.6404718024352665,0.2,Random walk
27,-5.06314104266926,0.2,Random walk
28,-4.521748866757355,0.2,Random walk
29,-4.54742416198556,0.2,Random walk
30,-4.605047445138627,0.2,Random walk
31,-5.7854687392554265,0.2,Random walk
32,-4.700195285537027,0.2,Random walk
33,-4.62959279872066,0.2,Random walk
34,-4.684185049710694,0.2,Random walk
35,-4.981944928792844,0.2,Random walk
36,-4.601817324643447,0.2,Random walk
37,-4.559993869922067,0.2,Random walk
38,-5.440737330465548,0.2,Random walk
39,-4.818563025943765,0.2,Random walk
40,-4.861678077734735,0.2,Random walk
41,-4.7527741767075575,0.2,Random walk
42,-4.76276507055536,0.2,Random walk
43,-5.139536672790672,0.2,Random walk
44,-5.026701280960761,0.2,Random walk
45,-5.071810247627528,0.2,Random walk
46,-5.115759284986768,0.2,Random walk
47,-5.209031684912746,0.2,Random walk
48,-5.166984237685257,0.2,Random walk
49,-5.405435275360877,0.2,Random walk
50,-5.2553700701552435,0.2,Random walk
51,-5.452746116911729,0.2,Random walk
52,-5.340585659059469,0.2,Random walk
53,-5.231371399624438,0.2,Random walk
54,-5.102472941238707,0.2,Random walk
55,-5.13001744127742,0.2,Random walk
56,-5.280074027039519,0.2,Random walk
57,-5.214374351918703,0.2,Random walk
58,-5.4082214567143225,0.2,Random walk
59,-5.447453308492529,0.2,Random walk
60,-5.394464109461667,0.2,Random walk
61,-5.39373287637771,0.2,Random walk
62,-5.27761298451293,0.2,Random walk
63,-5.240841270444697,0.2,Random walk
64,-5.910486539618236,0.2,Random walk
65,-5.604206224394048,0.2,Random walk
66,-5.323775454842369,0.2,Random walk
67,-5.13600327220819,0.2,Random walk
68,-5.201367342413307,0.2,Random walk
69,-5.234622738436588,0.2,Random walk
70,-4.950825485766548,0.2,Random walk
71,-5.015148149371436,0.2,Random walk
72,-4.9015054397795135,0.2,Random walk
73,-4.742342203930659,0.2,Random walk
74,-4.587035707339019,0.2,Random walk
75,-4.510785538144221,0.2,Random walk
76,-4.4739762761613715,0.2,Random walk
77,-5.27627642037816,0.2,Random walk
78,-4.8713565729521076,0.2,Random walk
79,-4.403707414694338,0.2,Random walk
80,-5.271271396223255,0.2,Random walk
81,-4.483720140652917,0.2,Random walk
82,-4.262757865255241,0.2,Random walk
83,-4.5468114518995595,0.2,Random walk
84,-4.005115827029838,0.2,Random walk
85,-3.730507122506808,0.2,Random walk
86,-3.849445831021988,0.2,Random walk
87,-5.6949348922204965,0.2,Random walk
88,-3.6461951033383713,0.2,Random walk
89,-3.6337135028945955,0.2,Random walk
90,-3.494324298541053,0.2,Random walk
91,-3.4341483051423176,0.2,Random walk
92,-3.3270322556748524,0.2,Random walk
93,-3.2439809868871254,0.2,Random walk
94,-3.7094266592819665,0.2,Random walk
95,-3.1416397141219417,0.2,Random walk
96,-3.371628731604623,0.2,Random walk
97,-3.0999675416502614,0.2,Random walk
98,-3.0510996457425787,0.2,Random walk
99,-3.857897315708635,0.2,Random walk
100,-3.2496994052803014,0.2,Random walk
1,0.0,0.21,Random walk
2,-6.873246664211005,0.21,Random walk
3,-4.11598254944857,0.21,Random walk
4,-4.1154164565967335,0.21,Random walk
5,-4.233158885529297,0.21,Random walk
6,-4.261364408294809,0.21,Random walk
7,-4.105822586494943,0.21,Random walk
8,-4.128555662809164,0.21,Random walk
9,-4.253448059145875,0.21,Random walk
10,-4.281360435931393,0.21,Random walk
11,-4.11841087120539,0.21,Random walk
12,-4.087544375080358,0.21,Random walk
13,-4.1991835547587675,0.21,Random walk
14,-4.131781746633001,0.21,Random walk
15,-4.171286383941314,0.21,Random walk
16,-4.7351371501064925,0.21,Random walk
17,-4.21527315320168,0.21,Random walk
18,-4.27488306947175,0.21,Random walk
19,-4.695903784694983,0.21,Random walk
20,-4.520711602208507,0.21,Random walk
21,-4.565830678742276,0.21,Random walk
22,-4.511232202438766,0.21,Random walk
23,-4.510679439099353,0.21,Random walk
24,-4.893774564457176,0.21,Random walk
25,-4.531734693497452,0.21,Random walk
26,-4.6696232069520835,0.21,Random walk
27,-5.0691779282017615,0.21,Random walk
28,-4.559231476563195,0.21,Random walk
29,-4.584727282085395,0.21,Random walk
30,-4.636802776086082,0.21,Random walk
31,-5.7400673261493536,0.21,Random walk
32,-4.74009367988186,0.21,Random walk
33,-4.667795676253795,0.21,Random walk
34,-4.718764475855802,0.21,Random walk
35,-4.989542991734402,0.21,Random walk
36,-4.63712241303283,0.21,Random walk
37,-4.5987031721472,0.21,Random walk
38,-5.415509507172666,0.21,Random walk
39,-4.8535996504505405,0.21,Random walk
40,-4.886844136226461,0.21,Random walk
41,-4.7886909050065585,0.21,Random walk
42,-4.802575271182383,0.21,Random walk
43,-5.153571340950474,0.21,Random walk
44,-5.054957267412177,0.21,Random walk
45,-5.108067530759175,0.21,Random walk
46,-5.147305651589011,0.21,Random walk
47,-5.23334819248832,0.21,Random walk
48,-5.19303926383696,0.21,Random walk
49,-5.417433474577239,0.21,Random walk
50,-5.286843536250688,0.21,Random walk
51,-5.46611249040507,0.21,Random walk
52,-5.3709952904073175,0.21,Random walk
