t,swll,eta,simulation
51,-4.0511548200331555,0.12,Step-change
52,-4.254701113803138,0.12,Step-change
53,-4.576844226942856,0.12,Step-change
54,-4.350435021639431,0.12,Step-change
55,-4.324301711252031,0.12,Step-change
56,-15.804463160375976,0.12,Step-change
57,-5.343582551627769,0.12,Step-change
58,-4.110833868783739,0.12,Step-change
59,-3.905615573185953,0.12,Step-change
60,-3.84236361148539,0.12,Step-change
61,-4.045455734649765,0.12,Step-change
62,-3.801927389552622,0.12,Step-change
63,-3.749889544533736,0.12,Step-change
64,-3.8044256791262603,0.12,Step-change
65,-4.0176011232823585,0.12,Step-change
66,-3.6361541391892844,0.12,Step-change
67,-3.598112099279169,0.12,Step-change
68,-3.5623300407932867,0.12,Step-change
69,-3.5188196544160553,0.12,Step-change
70,-3.7111385248548237,0.12,Step-change
71,-3.561690915038065,0.12,Step-change
72,-3.441460222391524,0.12,Step-change
73,-3.3898699935050898,0.12,Step-change
74,-3.3794867081957607,0.12,Step-change
75,-3.359199413370668,0.12,Step-change
76,-3.4826353335195748,0.12,Step-change
77,-3.3905424517295333,0.12,Step-change
78,-3.4520023047891337,0.12,Step-change
79,-3.182303152239544,0.12,Step-change
80,-3.042051827884164,0.12,Step-change
81,-3.1491859671170164,0.12,Step-change
82,-3.4001342448930876,0.12,Step-change
83,-3.0217444541743013,0.12,Step-change
84,-8.294980916073147,0.12,Step-change
85,-5.471481590993307,0.12,Step-change
86,-4.396572191230356,0.12,Step-change
87,-3.3769041679840566,0.12,Step-change
88,-4.002893470755561,0.12,Step-change
89,-3.5379389915478887,0.12,Step-change
90,-3.7307746381248923,0.12,Step-change
91,-4.0106353531354815,0.12,Step-change
92,-3.6968273849264897,0.12,Step-change
93,-3.8362628233874854,0.12,Step-change
94,-3.7811281158901977,0.12,Step-change
95,-3.8797282184520365,0.12,Step-change
96,-3.922824278417696,0.12,Step-change
97,-3.90554249296756,0.12,Step-change
98,-4.61208195210182,0.12,Step-change
99,-4.277689551859788,0.12,Step-change
100,-4.556694841550183,0.12,Step-change
1,0.0,0.13,Step-change
2,-6.472960321399382,0.13,Step-change
3,-5.135122894938713,0.13,Step-change
4,-4.560392453641343,0.13,Step-change
5,-3.588073098418197,0.13,Step-change
6,-3.442468894948393,0.13,Step-change
7,-3.389223088297636,0.13,Step-change
8,-3.816120003550582,0.13,Step-change
9,-3.503774446847306,0.13,Step-change
10,-3.637279165678044,0.13,Step-change
11,-3.483301863643222,0.13,Step-change
12,-4.6754780968682255,0.13,Step-change
13,-4.0239967111275785,0.13,Step-change
14,-3.7690687155214273,0.13,Step-change
15,-3.2956391366039988,0.13,Step-change
16,-3.120793282841076,0.13,Step-change
17,-3.0832917767476964,0.13,Step-change
18,-3.0424201465802447,0.13,Step-change
19,-3.0385430311838397,0.13,Step-change
20,-3.1064387035555665,0.13,Step-change
21,-2.890968796316244,0.13,Step-change
22,-3.140836768615387,0.13,Step-change
23,-2.824599173739035,0.13,Step-change
24,-2.775625201860215,0.13,Step-change
25,-2.7242816687521456,0.13,Step-change
26,-2.670521877117959,0.13,Step-change
27,-2.7296199291011165,0.13,Step-change
28,-5.463200086213435,0.13,Step-change
29,-10.711559890343434,0.13,Step-change
30,-3.428860868646358,0.13,Step-change
31,-3.02160605469982,0.13,Step-change
32,-3.3247547506130184,0.13,Step-change
33,-3.150940625714297,0.13,Step-change
34,-3.1828755305705396,0.13,Step-change
35,-3.2239890053123443,0.13,Step-change
36,-3.42440564912865,0.13,Step-change
37,-4.637475183502954,0.13,Step-change
38,-3.4373078776732156,0.13,Step-change
39,-3.419135936655573,0.13,Step-change
40,-3.6803718877481737,0.13,Step-change
41,-3.550388698334825,0.13,Step-change
42,-3.9822814667773687,0.13,Step-change
43,-3.623672227909489,0.13,Step-change
44,-3.6893370265128866,0.13,Step-change
45,-5.471848973417705,0.13,Step-change
46,-4.105814218366355,0.13,Step-change
47,-3.9495647291641776,0.13,Step-change
48,-4.439761736626806,0.13,Step-change
49,-3.9395982893603807,0.13,Step-change
50,-3.9902278031899443,0.13,Step-change
51,-4.089613790989741,0.13,Step-change
52,-4.284482042627665,0.13,Step-change
53,-4.5954782242025045,0.13,Step-change
54,-4.372120512978574,0.13,Step-change
55,-4.371719574632913,0.13,Step-change
56,-14.616428435565266,0.13,Step-change
57,-5.0718575007103475,0.13,Step-change
58,-4.176415651895814,0.13,Step-change
59,-3.950621448568922,0.13,Step-change
60,-3.8883941173398924,0.13,Step-change
61,-4.074719152836365,0.13,Step-change
62,-3.8502164966408556,0.13,Step-change
63,-3.79513658623853,0.13,Step-change
64,-3.8375976694002834,0.13,Step-change
65,-4.042717918147797,0.13,Step-change
66,-3.680769704742115,0.13,Step-change
67,-3.640737086228012,0.13,Step-change
68,-3.6035812187940555,0.13,Step-change
69,-3.5597095116866373,0.13,Step-change
70,-3.7363646715208456,0.13,Step-change
71,-3.6007025953951266,0.13,Step-change
72,-3.4801740863583883,0.13,Step-change
73,-3.4278406041972977,0.13,Step-change
74,-3.4129312362193756,0.13,Step-change
75,-3.384386071190394,0.13,Step-change
76,-3.5132448870877497,0.13,Step-change
77,-3.411691698632871,0.13,Step-change
78,-3.4793483537632697,0.13,Step-change
79,-3.202779951046666,0.13,Step-change
80,-3.0729401092876203,0.13,Step-change
81,-3.1781315333480387,0.13,Step-change
82,-3.404832099695259,0.13,Step-change
83,-3.057582405381631,0.13,Step-change
84,-8.043460600441001,0.13,Step-change
85,-5.230248445425495,0.13,Step-change
86,-4.249156771175145,0.13,Step-change
87,-3.400456205979575,0.13,Step-change
88,-3.966014234074627,0.13,Step-change
89,-3.564779192866478,0.13,Step-change
90,-3.746910872216479,0.13,Step-change
91,-4.037909423909944,0.13,Step-change
92,-3.728260094646049,0.13,Step-change
93,-3.857766020326804,0.13,Step-change
94,-3.81996626807937,0.13,Step-change
95,-3.9141349411367337,0.13,Step-change
96,-3.9603586930561283,0.13,Step-change
97,-3.945931397596561,0.13,Step-change
98,-4.60712218457846,0.13,Step-change
99,-4.318816505187809,0.13,Step-change
100,-4.546840903431916,0.13,Step-change
1,0.0,0.14,Step-change
2,-6.472960321392028,0.14,Step-change
3,-5.0791249974577095,0.14,Step-change
4,-4.480238639322352,0.14,Step-change
5,-3.596469917964362,0.14,Step-change
6,-3.471525748625364,0.14,Step-change
7,-3.420592469239969,0.14,Step-change
8,-3.8313406959372514,0.14,Step-change
9,-3.5371716602164653,0.14,Step-change
10,-3.659966483095173,0.14,Step-change
11,-3.5125136634321756,0.14,Step-change
12,-4.647152340683689,0.14,Step-change
13,-4.044305948377664,0.14,Step-change
14,-3.737775835647974,0.14,Step-change
15,-3.337298834179659,0.14,Step-change
16,-3.1517277464719786,0.14,Step-change
17,-3.1141233971598767,0.14,Step-change
18,-3.0726542934769174,0.14,Step-change
19,-3.0678497185463534,0.14,Step-change
20,-3.126394466794893,0.14,Step-change
21,-2.9148444764036734,0.14,Step-change
22,-3.1641035202912957,0.14,Step-change
23,-2.8527786754293576,0.14,Step-change
24,-2.802329357595991,0.14,Step-change
25,-2.749553958889335,0.14,Step-change
26,-2.6937527241821253,0.14,Step-change
27,-2.738693056321441,0.14,Step-change
28,-5.415658165080134,0.14,Step-change
29,-10.25898631543137,0.14,Step-change
30,-3.348926696215933,0.14,Step-change
31,-3.0373624368911614,0.14,Step-change
32,-3.3142028478161007,0.14,Step-change
33,-3.1721802042712106,0.14,Step-change
34,-3.212089575285922,0.14,Step-change
35,-3.2512178766630218,0.14,Step-change
36,-3.438637240917216,0.14,Step-change
37,-4.626770087286516,0.14,Step-change
38,-3.473344666223966,0.14,Step-change
39,-3.448942987207486,0.14,Step-change
40,-3.699555460273789,0.14,Step-change
41,-3.581680976131997,0.14,Step-change
42,-3.99349275954613,0.14,Step-change
43,-3.658567977801875,0.14,Step-change
44,-3.718481355023301,0.14,Step-change
45,-5.4141806310085725,0.14,Step-change
46,-4.150168511857745,0.14,Step-change
47,-3.9843100563943863,0.14,Step-change
48,-4.443379721014485,0.14,Step-change
49,-3.9794048341514228,0.14,Step-change
50,-4.0303327939336215,0.14,Step-change
51,-4.1272203966531835,0.14,Step-change
52,-4.314415136696682,0.14,Step-change
53,-4.613570600488418,0.14,Step-change
54,-4.39659945510568,0.14,Step-change
55,-4.416806693611456,0.14,Step-change
56,-13.5911198696977,0.14,Step-change
57,-4.884256058943713,0.14,Step-change
58,-4.231235648196468,0.14,Step-change
59,-3.9958681176030453,0.14,Step-change
60,-3.9335750346186926,0.14,Step-change
61,-4.1036788473247,0.14,Step-change
62,-3.8970702246228286,0.14,Step-change
63,-3.839198915752853,0.14,Step-change
64,-3.871281155970233,0.14,Step-change
65,-4.066667848713819,0.14,Step-change
66,-3.7245035746916395,0.14,Step-change
67,-3.682330672128425,0.14,Step-change
68,-3.6438950006015824,0.14,Step-change
69,-3.5997637971312018,0.14,Step-change
70,-3.7618801401776727,0.14,Step-change
71,-3.6385280816615833,0.14,Step-change
72,-3.517980929310118,0.14,Step-change
73,-3.4651812991765474,0.14,Step-change
74,-3.4463307058503663,0.14,Step-change
75,-3.410842501955142,0.14,Step-change
76,-3.541895827655342,0.14,Step-change
77,-3.4335651402461775,0.14,Step-change
78,-3.5057815673450334,0.14,Step-change
79,-3.2246686113230973,0.14,Step-change
80,-3.1039268773093474,0.14,Step-change
81,-3.2056930159232717,0.14,Step-change
82,-3.4107308477187517,0.14,Step-change
83,-3.09250806880808,0.14,Step-change
84,-7.815930100048209,0.14,Step-change
85,-5.028873491305255,0.14,Step-change
86,-4.136650230033614,0.14,Step-change
87,-3.4300476300651637,0.14,Step-change
88,-3.9442008550858096,0.14,Step-change
89,-3.59396996045449,0.14,Step-change
90,-3.7667921163534346,0.14,Step-change
91,-4.061501374258536,0.14,Step-change
92,-3.759668774003921,0.14,Step-change
93,-3.8809629565193027,0.14,Step-change
94,-3.857584869161039,0.14,Step-change
95,-3.947722824363124,0.14,Step-change
96,-3.9972834668412713,0.14,Step-change
97,-3.98544675708827,0.14,Step-change
98,-4.604879521807337,0.14,Step-change
99,-4.35744659565119,0.14,Step-change
100,-4.542676339531467,0.14,Step-change
1,0.0,0.15,Step-change
2,-6.4729603212966795,0.15,Step-change
3,-5.028072800917315,0.15,Step-change
4,-4.415272592132361,0.15,Step-change
5,-3.611149398068823,0.15,Step-change
6,-3.502107481869861,0.15,Step-change
7,-3.452627958269104,0.15,Step-change
8,-3.8452939548427727,0.15,Step-change
9,-3.5699318927633956,0.15,Step-change
10,-3.682236206637848,0.15,Step-change
11,-3.5411511553947457,0.15,Step-change
12,-4.621451647569776,0.15,Step-change
13,-4.061931392021025,0.15,Step-change
14,-3.7134050190202554,0.15,Step-change
15,-3.376047561072339,0.15,Step-change
16,-3.182524518552317,0.15,Step-change
17,-3.1447238491055054,0.15,Step-change
18,-3.1026356167764226,0.15,Step-change
19,-3.0966607225338576,0.15,Step-change
20,-3.1470046099093065,0.15,Step-change
21,-2.9393182330628327,0.15,Step-change
22,-3.1858149167111423,0.15,Step-change
23,-2.8808884214161288,0.15,Step-change
24,-2.8288170364495,0.15,Step-change
25,-2.7747296791567497,0.15,Step-change
26,-2.7171143255108476,0.15,Step-change
27,-2.7494496201134484,0.15,Step-change
28,-5.367238018210998,0.15,Step-change
29,-9.84436932621261,0.15,Step-change
30,-3.2906395219783904,0.15,Step-change
31,-3.0590127988193636,0.15,Step-change
32,-3.3121284925159284,0.15,Step-change
33,-3.1951478748391873,0.15,Step-change
34,-3.240247497938027,0.15,Step-change
35,-3.2775902232978176,0.15,Step-change
36,-3.452843459999928,0.15,Step-change
37,-4.616250328970545,0.15,Step-change
38,-3.5083714713626613,0.15,Step-change
39,-3.4783804868811217,0.15,Step-change
40,-3.719300306039504,0.15,Step-change
41,-3.612806602878441,0.15,Step-change
42,-4.004911040198894,0.15,Step-change
43,-3.6928291805599667,0.15,Step-change
44,-3.7480594918759493,0.15,Step-change
45,-5.360192604569818,0.15,Step-change
46,-4.19131917880067,0.15,Step-change
47,-4.018528183085395,0.15,Step-change
48,-4.448880381721038,0.15,Step-change
49,-4.018453320377097,0.15,Step-change
50,-4.069443920123321,0.15,Step-change
51,-4.164055523027642,0.15,Step-change
52,-4.3443555583224285,0.15,Step-change
53,-4.63135213496751,0.15,Step-change
54,-4.423166462796844,0.15,Step-change
55,-4.459867171813415,0.15,Step-change
56,-12.706127889673315,0.15,Step-change
57,-4.7553333104609035,0.15,Step-change
58,-4.277635464256831,0.15,Step-change
59,-4.040692351079347,0.15,Step-change
60,-3.9777228530209006,0.15,Step-change
61,-4.132502900547947,0.15,Step-change
62,-3.9424864425916937,0.15,Step-change
63,-3.882089829937293,0.15,Step-change
64,-3.9052295860854094,0.15,Step-change
65,-4.089782053018325,0.15,Step-change
66,-3.767281251418307,0.15,Step-change
67,-3.7229028265437063,0.15,Step-change
68,-3.6832709830926293,0.15,Step-change
69,-3.6389696146016672,0.15,Step-change
70,-3.7875966311508398,0.15,Step-change
71,-3.6752672983943855,0.15,Step-change
72,-3.554876423291385,0.15,Step-change
73,-3.501870442240663,0.15,Step-change
74,-3.4795684554685495,0.15,Step-change
75,-3.4382037853870537,0.15,Step-change
76,-3.5689576234689473,0.15,Step-change
77,-3.456123506823229,0.15,Step-change
78,-3.5314288044818696,0.15,Step-change
79,-3.247691556549419,0.15,Step-change
80,-3.1348038705777492,0.15,Step-change
81,-3.23214687039142,0.15,Step-change
82,-3.417920018564002,0.15,Step-change
83,-3.1264946724214373,0.15,Step-change
84,-7.609351753112512,0.15,Step-change
85,-4.860367997417629,0.15,Step-change
86,-4.051207640623599,0.15,Step-change
87,-3.4628391186428624,0.15,Step-change
88,-3.9330037230494588,0.15,Step-change
89,-3.6243006430877203,0.15,Step-change
90,-3.7890097768154667,0.15,Step-change
91,-4.082775515712115,0.15,Step-change
92,-3.791052711041975,0.15,Step-change
93,-3.905527479003559,0.15,Step-change
94,-3.894020817883778,0.15,Step-change
95,-3.9806265184435343,0.15,Step-change
96,-4.033529133504723,0.15,Step-change
97,-4.024072607206094,0.15,Step-change
98,-4.605141450901485,0.15,Step-change
99,-4.393951081765795,0.15,Step-change
100,-4.543406053810181,0.15,Step-change
1,0.0,0.16,Step-change
2,-6.472960320471357,0.16,Step-change
3,-4.982073150516034,0.16,Step-change
4,-4.36351361953015,0.16,Step-change
5,-3.630306336496118,0.16,Step-change
6,-3.533497077847771,0.16,Step-change
7,-3.4849129006096926,0.16,Step-change
8,-3.858607395608109,0.16,Step-change
9,-3.601951303071028,0.16,Step-change
10,-3.7041250986072987,0.16,Step-change
11,-3.5692648816909527,0.16,Step-change
12,-4.598116941039509,0.16,Step-change
13,-4.077499155369003,0.16,Step-change
14,-3.6952687528411325,0.16,Step-change
15,-3.4120243853076344,0.16,Step-change
16,-3.2131110100041966,0.16,Step-change
17,-3.1750222783095725,0.16,Step-change
18,-3.1323052820618376,0.16,Step-change
19,-3.1250017214598187,0.16,Step-change
20,-3.168105849521234,0.16,Step-change
21,-2.964172269109816,0.16,Step-change
22,-3.2062554420365736,0.16,Step-change
23,-2.9088690871877314,0.16,Step-change
24,-2.8550546723293797,0.16,Step-change
25,-2.7997673533960037,0.16,Step-change
26,-2.7405329650478185,0.16,Step-change
27,-2.761621777250372,0.16,Step-change
28,-5.318522380969202,0.16,Step-change
29,-9.463967344915414,0.16,Step-change
30,-3.2497542355522864,0.16,Step-change
31,-3.0843108706825397,0.16,Step-change
32,-3.3160913559365857,0.16,Step-change
33,-3.2190040209648862,0.16,Step-change
34,-3.267451241669837,0.16,Step-change
35,-3.303316156221735,0.16,Step-change
36,-3.46740834725789,0.16,Step-change
37,-4.605611651878616,0.16,Step-change
38,-3.5424460197115333,0.16,Step-change
39,-3.507416779963389,0.16,Step-change
40,-3.739414133469992,0.16,Step-change
41,-3.6436772986608243,0.16,Step-change
42,-4.016737787898213,0.16,Step-change
43,-3.7263680454864,0.16,Step-change
44,-3.777861944077039,0.16,Step-change
45,-5.310078321149096,0.16,Step-change
46,-4.229580086165008,0.16,Step-change
47,-4.05210518450323,0.16,Step-change
48,-4.456190742178173,0.16,Step-change
49,-4.056609036174446,0.16,Step-change
50,-4.107594291092304,0.16,Step-change
51,-4.20016464566097,0.16,Step-change
52,-4.374202386269673,0.16,Step-change
53,-4.648983410544169,0.16,Step-change
54,-4.45125266136542,0.16,Step-change
55,-4.501152834927803,0.16,Step-change
56,-11.941253552270934,0.16,Step-change
57,-4.667759150561596,0.16,Step-change
58,-4.317665222286104,0.16,Step-change
59,-4.084722874845943,0.16,Step-change
60,-4.020751223425637,0.16,Step-change
61,-4.161240375521255,0.16,Step-change
62,-3.9864889878430247,0.16,Step-change
63,-3.923828462675939,0.16,Step-change
64,-3.9392389596701425,0.16,Step-change
65,-4.1123059354038025,0.16,Step-change
66,-3.809053314131475,0.16,Step-change
67,-3.762468225499687,0.16,Step-change
68,-3.721715570532103,0.16,Step-change
69,-3.6773199133093666,0.16,Step-change
70,-3.8134359452656157,0.16,Step-change
71,-3.7110025569901706,0.16,Step-change
72,-3.590867887906297,0.16,Step-change
73,-3.537890752730257,0.16,Step-change
74,-3.51254862406644,0.16,Step-change
75,-3.4661783649878135,0.16,Step-change
76,-3.594729617006137,0.16,Step-change
77,-3.4792893181378153,0.16,Step-change
78,-3.556410343141265,0.16,Step-change
79,-3.271600595704001,0.16,Step-change
80,-3.165424971405538,0.16,Step-change
81,-3.2577128657226075,0.16,Step-change
82,-3.4263995690984763,0.16,Step-change
83,-3.1595440420642014,0.16,Step-change
84,-7.42110121239086,0.16,Step-change
85,-4.719112719281419,0.16,Step-change
86,-3.986885538909975,0.16,Step-change
87,-3.497063078986491,0.16,Step-change
88,-3.9293741679058143,0.16,Step-change
89,-3.6550760595123686,0.16,Step-change
90,-3.812676351085827,0.16,Step-change
91,-4.1026266253077015,0.16,Step-change
92,-3.8223453019733697,0.16,Step-change
93,-3.9311344440222182,0.16,Step-change
94,-3.929336659491729,0.16,Step-change
95,-4.012936434163632,0.16,Step-change
96,-4.06905669609896,0.16,Step-change
97,-4.061805208931097,0.16,Step-change
98,-4.607677517687379,0.16,Step-change
99,-4.428646595863287,0.16,Step-change
100,-4.548284775978128,0.16,Step-change
1,0.0,0.17,Step-change
2,-6.472960315330148,0.17,Step-change
3,-4.941077566209312,0.17,Step-change
4,-4.323085218877424,0.17,Step-change
5,-3.652599836410003,0.17,Step-change
6,-3.5652234849032527,0.17,Step-change
7,-3.517173169038501,0.17,Step-change
8,-3.8716831127466516,0.17,Step-change
9,-3.633192937767581,0.17,Step-change
10,-3.7256483666902147,0.17,Step-change
11,-3.5969002255854283,0.17,Step-change
12,-4.5769309764104955,0.17,Step-change
13,-4.091523015234421,0.17,Step-change
14,-3.682655528226042,0.17,Step-change
15,-3.4454420614614567,0.17,Step-change
16,-3.243435694932262,0.17,Step-change
17,-3.204966828530371,0.17,Step-change
18,-3.1616206817203216,0.17,Step-change
19,-3.1528889357710925,0.17,Step-change
20,-3.189572117749753,0.17,Step-change
21,-2.989233863242049,0.17,Step-change
22,-3.225657954730529,0.17,Step-change
23,-2.9366684355531865,0.17,Step-change
24,-2.881012961303394,0.17,Step-change
25,-2.824631422843131,0.17,Step-change
26,-2.7639445446783073,0.17,Step-change
27,-2.7749753545766467,0.17,Step-change
28,-5.269966915578449,0.17,Step-change
29,-9.114457522577064,0.17,Step-change
30,-3.2228568094710988,0.17,Step-change
31,-3.111696046330966,0.17,Step-change
32,-3.3243675392741596,0.17,Step-change
33,-3.243248985109477,0.17,Step-change
34,-3.2938309176518414,0.17,Step-change
35,-3.328542975681852,0.17,Step-change
36,-3.4825130549788326,0.17,Step-change
37,-4.594788207210435,0.17,Step-change
38,-3.57560353972222,0.17,Step-change
39,-3.536030157446432,0.17,Step-change
40,-3.7597633457234347,0.17,Step-change
41,-3.6742288611170464,0.17,Step-change
42,-4.029084029253155,0.17,Step-change
43,-3.759131314734376,0.17,Step-change
44,-3.8077231068068547,0.17,Step-change
45,-5.263890338792123,0.17,Step-change
46,-4.265264724792643,0.17,Step-change
47,-4.084970189569061,0.17,Step-change
48,-4.465177861393718,0.17,Step-change
49,-4.09379981097186,0.17,Step-change
50,-4.14481797960989,0.17,Step-change
51,-4.235571804449271,0.17,Step-change
52,-4.4038817866797935,0.17,Step-change
53,-4.66657474326048,0.17,Step-change
54,-4.480402876824376,0.17,Step-change
55,-4.540869164305136,0.17,Step-change
56,-11.27881396471684,0.17,Step-change
57,-4.6096366404835925,0.17,Step-change
58,-4.352959736791023,0.17,Step-change
59,-4.127752438175477,0.17,Step-change
60,-4.062625957250325,0.17,Step-change
61,-4.189883542562448,0.17,Step-change
62,-4.029116262752211,0.17,Step-change
63,-3.9644374742386166,0.17,Step-change
64,-3.9731426631147473,0.17,Step-change
65,-4.1344157205557135,0.17,Step-change
66,-3.849790991588304,0.17,Step-change
67,-3.8010444190658554,0.17,Step-change
68,-3.759239656016264,0.17,Step-change
69,-3.7148124831615186,0.17,Step-change
70,-3.8393279913984317,0.17,Step-change
71,-3.7458017771132366,0.17,Step-change
72,-3.625970340980687,0.17,Step-change
73,-3.5732289868971323,0.17,Step-change
74,-3.545193341737722,0.17,Step-change
75,-3.4945325346734704,0.17,Step-change
76,-3.6194500734375423,0.17,Step-change
77,-3.5029658292129624,0.17,Step-change
78,-3.580831454080502,0.17,Step-change
79,-3.296175397139711,0.17,Step-change
80,-3.1956869438882105,0.17,Step-change
81,-3.2825597757203435,0.17,Step-change
82,-3.4361121848667455,0.17,Step-change
83,-3.1916766530767138,0.17,Step-change
84,-7.248928559945328,0.17,Step-change
85,-4.6005664021279395,0.17,Step-change
86,-3.939146095876181,0.17,Step-change
87,-3.5316374159750348,0.17,Step-change
88,-3.9311927526951567,0.17,Step-change
89,-3.685893124240017,0.17,Step-change
90,-3.8372183734074614,0.17,Step-change
91,-4.121635662043762,0.17,Step-change
92,-3.853459814409082,0.17,Step-change
93,-3.9574939460078578,0.17,Step-change
94,-3.9636040355720286,0.17,Step-change
95,-4.0447091455905015,0.17,Step-change
96,-4.103848202174453,0.17,Step-change
97,-4.098649594246378,0.17,Step-change
98,-4.612255909177408,0.17,Step-change
99,-4.461797971728994,0.17,Step-change
100,-4.5566388071449095,0.17,Step-change
1,0.0,0.18,Step-change
2,-6.472960290875514,0.18,Step-change
3,-4.904924292293769,0.18,Step-change
4,-4.292283535770475,0.18,Step-change
5,-3.6770435523556837,0.18,Step-change
6,-3.596975651469012,0.18,Step-change
7,-3.5492252515275546,0.18,Step-change
8,-3.884770332177424,0.18,Step-change
9,-3.6636577433697863,0.18,Step-change
10,-3.746814253294517,0.18,Step-change
11,-3.624092967314333,0.18,Step-change
12,-4.557713227115424,0.18,Step-change
13,-4.1044168970593535,0.18,Step-change
14,-3.6748716253435427,0.18,Step-change
15,-3.4765460049381502,0.18,Step-change
16,-3.27345805525475,0.18,Step-change
17,-3.2345177473049396,0.18,Step-change
18,-3.1905492435757314,0.18,Step-change
19,-3.180331362779184,0.18,Step-change
20,-3.2113005750585732,0.18,Step-change
21,-3.0143625796179494,0.18,Step-change
22,-3.244210372333656,0.18,Step-change
23,-2.9642391530743653,0.18,Step-change
24,-2.9066647855250514,0.18,Step-change
25,-2.8492889051457158,0.18,Step-change
26,-2.78729052056195,0.18,Step-change
27,-2.7893018813253216,0.18,Step-change
28,-5.221924561365796,0.18,Step-change
29,-8.792890675533148,0.18,Step-change
30,-3.2071928099415765,0.18,Step-change
31,-3.1400979854694278,0.18,Step-change
32,-3.3357295091953527,0.18,Step-change
33,-3.267587359928733,0.18,Step-change
34,-3.3195098706396333,0.18,Step-change
35,-3.3533683771612566,0.18,Step-change
36,-3.4982176464259207,0.18,Step-change
37,-4.5838351664005375,0.18,Step-change
38,-3.6078691929672706,0.18,Step-change
39,-3.5642059460043183,0.18,Step-change
40,-3.780252093059665,0.18,Step-change
41,-3.704414031367419,0.18,Step-change
42,-4.041999986463758,0.18,Step-change
43,-3.791093026639943,0.18,Step-change
44,-3.8375131809769893,0.18,Step-change
45,-5.221579809937175,0.18,Step-change
46,-4.298672671230355,0.18,Step-change
47,-4.117084167552017,0.18,Step-change
48,-4.4756786430059154,0.18,Step-change
49,-4.12999683166324,0.18,Step-change
50,-4.1811472996594645,0.18,Step-change
51,-4.27028905366259,0.18,Step-change
52,-4.433337306376759,0.18,Step-change
53,-4.684199498797118,0.18,Step-change
54,-4.51025506835949,0.18,Step-change
55,-4.579182823837592,0.18,Step-change
56,-10.703607734650424,0.18,Step-change
57,-4.57271427436174,0.18,Step-change
58,-4.384760288921464,0.18,Step-change
59,-4.1696700948310745,0.18,Step-change
60,-4.103341176265053,0.18,Step-change
61,-4.218398239737576,0.18,Step-change
62,-4.070414024771245,0.18,Step-change
63,-4.003941346269151,0.18,Step-change
64,-4.00680587259289,0.18,Step-change
65,-4.156232314862808,0.18,Step-change
66,-3.8894815452002924,0.18,Step-change
67,-3.838650239219023,0.18,Step-change
68,-3.795856508177591,0.18,Step-change
69,-3.751448619291929,0.18,Step-change
70,-3.8652092664037863,0.18,Step-change
71,-3.779720939557229,0.18,Step-change
72,-3.6602029891644055,0.18,Step-change
73,-3.6078751308032433,0.18,Step-change
74,-3.577439418593489,0.18,Step-change
75,-3.523077561303479,0.18,Step-change
76,-3.6433047742674267,0.18,Step-change
77,-3.5270487889062787,0.18,Step-change
78,-3.604778860468205,0.18,Step-change
79,-3.321221245882083,0.18,Step-change
80,-3.225514903307756,0.18,Step-change
81,-3.3068118819961305,0.18,Step-change
82,-3.44696537716122,0.18,Step-change
83,-3.2229237117020886,0.18,Step-change
84,-7.090912696146996,0.18,Step-change
85,-4.501039271062486,0.18,Step-change
86,-3.904498934538757,0.18,Step-change
87,-3.5659171632145092,0.18,Step-change
88,-3.936966249126209,0.18,Step-change
89,-3.716516309200581,0.18,Step-change
90,-3.8622568055326894,0.18,Step-change
91,-4.140175284162084,0.18,Step-change
92,-3.884311581793029,0.18,Step-change
93,-3.9843609424558815,0.18,Step-change
94,-3.996894511496971,0.18,Step-change
95,-4.075977420321321,0.18,Step-change
96,-4.13789964498428,0.18,Step-change
97,-4.134617112148337,0.18,Step-change
98,-4.6186528082838425,0.18,Step-change
99,-4.493623808736591,0.18,Step-change
100,-4.567874026904505,0.18,Step-change
1,0.0,0.19,Step-change
2,-6.472960197771538,0.19,Step-change
3,-4.873374154553767,0.19,Step-change
4,-4.269604267184641,0.19,Step-change
5,-3.702915373587571,0.19,Step-change
6,-3.6285462913528574,0.19,Step-change
7,-3.5809438874894877,0.19,Step-change
8,-3.898015429396015,0.19,Step-change
9,-3.6933665672745386,0.19,Step-change
10,-3.7676297955900733,0.19,Step-change
11,-3.6508687744815136,0.19,Step-change
12,-4.540312136735656,0.19,Step-change
13,-4.11650900309893,0.19,Step-change
14,-3.6712657307569234,0.19,Step-change
15,-3.5055861514472104,0.19,Step-change
16,-3.303142913109576,0.19,Step-change
17,-3.2636428720023325,0.19,Step-change
18,-3.2190642256597246,0.19,Step-change
19,-3.2073319871563992,0.19,Step-change
20,-3.233203160477031,0.19,Step-change
21,-3.0394413982814004,0.19,Step-change
22,-3.262061051438516,0.19,Step-change
23,-2.991537440984975,0.19,Step-change
24,-2.931983679621791,0.19,Step-change
25,-2.873707321491447,0.19,Step-change
26,-2.8105155291014503,0.19,Step-change
27,-2.804413977140147,0.19,Step-change
28,-5.174662789272363,0.19,Step-change
29,-8.496646638999604,0.19,Step-change
30,-3.200534038713218,0.19,Step-change
31,-3.168795761239253,0.19,Step-change
32,-3.3492962178102323,0.19,Step-change
33,-3.291846124270382,0.19,Step-change
34,-3.344592140889296,0.19,Step-change
35,-3.3778540770639514,0.19,Step-change
36,-3.514512758683578,0.19,Step-change
37,-4.5728615344187755,0.19,Step-change
