t,swll,k,simulation
61,-10.14089269912779,20,Random walk
62,-12.190197299451938,20,Random walk
63,-11.18968639541231,20,Random walk
64,-35.92586274374503,20,Random walk
65,-10.290594030516331,20,Random walk
66,-19.901702711969847,20,Random walk
67,-24.479380193159614,20,Random walk
68,-11.346046616934473,20,Random walk
69,-21.75393362501586,20,Random walk
70,-15.566996745855135,20,Random walk
71,-22.192763372160698,20,Random walk
72,-28.547797337719544,20,Random walk
73,-32.4310168403814,20,Random walk
74,-31.473423681142094,20,Random walk
75,-32.96478882162819,20,Random walk
76,-19.261363504661517,20,Random walk
77,-4.542350034789706,20,Random walk
78,-12.86146521691569,20,Random walk
79,-5.338903590905488,20,Random walk
80,-5.119118678089194,20,Random walk
81,-3.2790691424654597,20,Random walk
82,-3.613389952859052,20,Random walk
83,-8.075552403871257,20,Random walk
84,-10.929222786044306,20,Random walk
85,-9.167821400731555,20,Random walk
86,-14.55359254333905,20,Random walk
87,-2.9304136805887424,20,Random walk
88,-4.237321604594314,20,Random walk
89,-2.8199344424443495,20,Random walk
90,-2.7651457929765115,20,Random walk
91,-2.8890204789872485,20,Random walk
92,-2.6325024852372394,20,Random walk
93,-2.9134391801983526,20,Random walk
94,-3.2071315942930596,20,Random walk
95,-2.5628520396907675,20,Random walk
96,-3.4908048028617316,20,Random walk
97,-3.0040493956020384,20,Random walk
98,-2.795202598204156,20,Random walk
99,-6.795497476683977,20,Random walk
100,-7.3264319225423264,20,Random walk
1,0.0,21,Random walk
2,0.0,21,Random walk
3,-18.57231343089842,21,Random walk
4,-8.340365321931301,21,Random walk
5,-9.611753417765868,21,Random walk
6,-4.256944788733165,21,Random walk
7,-4.964076093864094,21,Random walk
8,-3.6897389280677544,21,Random walk
9,-3.353967991002264,21,Random walk
10,-4.126847607412117,21,Random walk
11,-4.2993215089118735,21,Random walk
12,-4.131618055769366,21,Random walk
13,-3.3069507753593257,21,Random walk
14,-3.3026770897968163,21,Random walk
15,-3.779549216329542,21,Random walk
16,-4.659838978411983,21,Random walk
17,-3.827591434291435,21,Random walk
18,-4.4873445285756475,21,Random walk
19,-9.403575421211713,21,Random walk
20,-4.521682662993953,21,Random walk
21,-8.140006128818982,21,Random walk
22,-6.434321795983351,21,Random walk
23,-6.773623771363646,21,Random walk
24,-3.4724153492579717,21,Random walk
25,-3.6704335177262237,21,Random walk
26,-4.750728222386897,21,Random walk
27,-4.800354582734371,21,Random walk
28,-4.3612302532770855,21,Random walk
29,-5.195319333493899,21,Random walk
30,-7.6367634225993015,21,Random walk
31,-4.700275264576703,21,Random walk
32,-3.652198570071846,21,Random walk
33,-3.8167662081050366,21,Random walk
34,-5.00267935961665,21,Random walk
35,-12.08628896659036,21,Random walk
36,-7.357541572329296,21,Random walk
37,-6.551194872512383,21,Random walk
38,-4.3395316319328,21,Random walk
39,-4.01939992775192,21,Random walk
40,-4.349625215535298,21,Random walk
41,-5.098386099621621,21,Random walk
42,-5.04272651531403,21,Random walk
43,-12.154388745241476,21,Random walk
44,-17.621631204773394,21,Random walk
45,-9.931718176871073,21,Random walk
46,-5.693397067559772,21,Random walk
47,-3.7764264539023316,21,Random walk
48,-5.651755876346101,21,Random walk
49,-4.514090182017753,21,Random walk
50,-4.770923762097937,21,Random walk
51,-5.163430161300994,21,Random walk
52,-4.297705130783697,21,Random walk
53,-6.956174180421613,21,Random walk
54,-5.903359264395476,21,Random walk
55,-5.06820243852826,21,Random walk
56,-3.9034976110301614,21,Random walk
57,-3.9308625444393783,21,Random walk
58,-6.0378377342840395,21,Random walk
59,-3.9736721535593915,21,Random walk
60,-5.748267791469516,21,Random walk
61,-10.26763743626293,21,Random walk
62,-12.353145333901466,21,Random walk
63,-11.847592130192197,21,Random walk
64,-37.91315345046769,21,Random walk
65,-11.046175222261127,21,Random walk
66,-20.783737994583134,21,Random walk
67,-24.983094052561228,21,Random walk
68,-11.372523100297485,21,Random walk
69,-22.746860244771256,21,Random walk
70,-15.89989775587776,21,Random walk
71,-23.608603382493584,21,Random walk
72,-29.471796474085522,21,Random walk
73,-33.012852765455705,21,Random walk
74,-32.28831814420403,21,Random walk
75,-34.07359248557782,21,Random walk
76,-20.658144587832226,21,Random walk
77,-5.0186754627418395,21,Random walk
78,-14.699387052652298,21,Random walk
79,-6.108777608631044,21,Random walk
80,-4.5703879760852715,21,Random walk
81,-3.3837555841377025,21,Random walk
82,-3.8671530928172047,21,Random walk
83,-8.904616575837395,21,Random walk
84,-11.109773500700726,21,Random walk
85,-10.064554695446446,21,Random walk
86,-15.245739251507729,21,Random walk
87,-2.945347555131036,21,Random walk
88,-4.655055687938614,21,Random walk
89,-2.861914212337041,21,Random walk
90,-2.749345671593801,21,Random walk
91,-2.9588091393457603,21,Random walk
92,-2.6323385303882105,21,Random walk
93,-2.8891055025090537,21,Random walk
94,-3.2650149085111764,21,Random walk
95,-2.586857346494014,21,Random walk
96,-3.550579695637083,21,Random walk
97,-2.8859628201760756,21,Random walk
98,-2.824673205472095,21,Random walk
99,-6.66404052743556,21,Random walk
100,-6.576417778129411,21,Random walk
1,0.0,22,Random walk
2,0.0,22,Random walk
3,-18.57231343089842,22,Random walk
4,-8.340365321931301,22,Random walk
5,-9.611753417765868,22,Random walk
6,-4.256944788733165,22,Random walk
7,-4.964076093864094,22,Random walk
8,-3.6897389280677544,22,Random walk
9,-3.353967991002264,22,Random walk
10,-4.126847607412117,22,Random walk
11,-4.2993215089118735,22,Random walk
12,-4.131618055769366,22,Random walk
13,-3.3069507753593257,22,Random walk
14,-3.3026770897968163,22,Random walk
15,-3.779549216329542,22,Random walk
16,-4.659838978411983,22,Random walk
17,-3.827591434291435,22,Random walk
18,-4.4873445285756475,22,Random walk
19,-9.403575421211713,22,Random walk
20,-4.521682662993953,22,Random walk
21,-8.140006128818982,22,Random walk
22,-5.33108529755998,22,Random walk
23,-7.021588094830577,22,Random walk
24,-3.4659037947908473,22,Random walk
25,-3.705075671183863,22,Random walk
26,-4.978672473499159,22,Random walk
27,-4.700433040074586,22,Random walk
28,-4.235917437904504,22,Random walk
29,-5.082758991399032,22,Random walk
30,-7.619243921564248,22,Random walk
31,-4.824680991607693,22,Random walk
32,-3.6161745746420593,22,Random walk
33,-3.7513508540262137,22,Random walk
34,-4.913872608185329,22,Random walk
35,-11.892305223944732,22,Random walk
36,-7.144845336011144,22,Random walk
37,-6.649494343407241,22,Random walk
38,-4.3156338702823405,22,Random walk
39,-4.062137095782418,22,Random walk
40,-4.185822752162835,22,Random walk
41,-4.990422687433011,22,Random walk
42,-4.809691286792031,22,Random walk
43,-11.733677445892454,22,Random walk
44,-16.998810414337413,22,Random walk
45,-9.97954430982304,22,Random walk
46,-5.661960377028436,22,Random walk
47,-3.78218573278491,22,Random walk
48,-5.504080003153604,22,Random walk
49,-4.589106042445337,22,Random walk
50,-4.64347375545276,22,Random walk
51,-5.425093457615276,22,Random walk
52,-4.35317416883413,22,Random walk
53,-6.895141149249184,22,Random walk
54,-5.840590636319803,22,Random walk
55,-4.9505442384102025,22,Random walk
56,-3.9330749218154324,22,Random walk
57,-3.9632684636474096,22,Random walk
58,-6.339432650565641,22,Random walk
59,-3.9764292597042186,22,Random walk
60,-5.597913617861423,22,Random walk
61,-10.30767856009129,22,Random walk
62,-12.523444467175523,22,Random walk
63,-12.029601608869143,22,Random walk
64,-39.281410027965876,22,Random walk
65,-12.025079900632818,22,Random walk
66,-21.952931823586823,22,Random walk
67,-25.99702946296975,22,Random walk
68,-11.703448922260122,22,Random walk
69,-22.838093832383834,22,Random walk
70,-16.725167601241765,22,Random walk
71,-24.064786553708586,22,Random walk
72,-31.093274785917856,22,Random walk
73,-34.029270920890326,22,Random walk
74,-32.911811311441284,22,Random walk
75,-34.943294889793265,22,Random walk
76,-21.521330420660775,22,Random walk
77,-5.483402600889576,22,Random walk
78,-15.985013750809173,22,Random walk
79,-7.121291179417653,22,Random walk
80,-4.0957295394670155,22,Random walk
81,-3.584696075873751,22,Random walk
82,-4.175778279495091,22,Random walk
83,-9.682013661471217,22,Random walk
84,-12.10096486453466,22,Random walk
85,-10.24741495981624,22,Random walk
86,-16.399890776831484,22,Random walk
87,-2.985365042149965,22,Random walk
88,-4.853848318816802,22,Random walk
89,-2.9767901339791365,22,Random walk
90,-2.7547910917566583,22,Random walk
91,-3.0997598807850864,22,Random walk
92,-2.6391193176857826,22,Random walk
93,-2.9083310452157036,22,Random walk
94,-3.293842408823764,22,Random walk
95,-2.602905335433519,22,Random walk
96,-3.687497813163475,22,Random walk
97,-2.9227583981929683,22,Random walk
98,-2.73273971616031,22,Random walk
99,-6.786167850049054,22,Random walk
100,-6.471306482373734,22,Random walk
1,0.0,23,Random walk
2,0.0,23,Random walk
3,-18.57231343089842,23,Random walk
4,-8.340365321931301,23,Random walk
5,-9.611753417765868,23,Random walk
6,-4.256944788733165,23,Random walk
7,-4.964076093864094,23,Random walk
8,-3.6897389280677544,23,Random walk
9,-3.353967991002264,23,Random walk
10,-4.126847607412117,23,Random walk
11,-4.2993215089118735,23,Random walk
12,-4.131618055769366,23,Random walk
13,-3.3069507753593257,23,Random walk
14,-3.3026770897968163,23,Random walk
15,-3.779549216329542,23,Random walk
16,-4.659838978411983,23,Random walk
17,-3.827591434291435,23,Random walk
18,-4.4873445285756475,23,Random walk
19,-9.403575421211713,23,Random walk
20,-4.521682662993953,23,Random walk
21,-8.140006128818982,23,Random walk
22,-5.33108529755998,23,Random walk
23,-5.8469906797120075,23,Random walk
24,-3.4661147237137584,23,Random walk
25,-3.7517259820314166,23,Random walk
26,-5.084322963669706,23,Random walk
27,-4.501895053013527,23,Random walk
28,-4.16885426813451,23,Random walk
29,-4.925870485074938,23,Random walk
30,-7.468560422227483,23,Random walk
31,-4.829860763539273,23,Random walk
32,-3.593952118413881,23,Random walk
33,-3.699495404198956,23,Random walk
34,-4.766563231988698,23,Random walk
35,-11.71566931571465,23,Random walk
36,-7.0395823018644705,23,Random walk
37,-6.4783082195267525,23,Random walk
38,-4.268228114068734,23,Random walk
39,-4.079338225351762,23,Random walk
40,-4.140434427453556,23,Random walk
41,-4.775747203211381,23,Random walk
42,-4.722061097671144,23,Random walk
43,-11.188491055187342,23,Random walk
44,-16.53554373495217,23,Random walk
45,-9.61942343422379,23,Random walk
46,-5.698724154470028,23,Random walk
47,-3.782782888999918,23,Random walk
48,-5.64447194791228,23,Random walk
49,-4.680990440584992,23,Random walk
50,-4.566048914284465,23,Random walk
51,-5.588592759465655,23,Random walk
52,-4.213541476204227,23,Random walk
53,-7.039603775154774,23,Random walk
54,-5.803720499703104,23,Random walk
55,-4.912373305482788,23,Random walk
56,-3.9529925562696917,23,Random walk
57,-4.036356504698233,23,Random walk
58,-6.653785379896362,23,Random walk
59,-3.949054965019741,23,Random walk
60,-5.626727509894863,23,Random walk
61,-10.057375343122885,23,Random walk
62,-12.5961842672898,23,Random walk
63,-12.216898820239066,23,Random walk
64,-39.71334609676842,23,Random walk
65,-12.729976406171318,23,Random walk
66,-23.419517245520865,23,Random walk
67,-27.310351647779726,23,Random walk
68,-12.339005394052947,23,Random walk
69,-23.367401899258766,23,Random walk
70,-16.840073974019788,23,Random walk
71,-25.104191444458934,23,Random walk
72,-31.66011787587138,23,Random walk
73,-35.74369246897902,23,Random walk
74,-33.935694310969666,23,Random walk
75,-35.62157216600838,23,Random walk
76,-22.21033983191876,23,Random walk
77,-5.793465337355997,23,Random walk
78,-17.12293487837968,23,Random walk
79,-7.86969950075229,23,Random walk
80,-3.702822203131177,23,Random walk
81,-3.8970856437234715,23,Random walk
82,-4.605154470111529,23,Random walk
83,-10.504016189911852,23,Random walk
84,-13.017670361770286,23,Random walk
85,-11.15518833130622,23,Random walk
86,-16.654710407734143,23,Random walk
87,-3.0953256138772645,23,Random walk
88,-5.139254130525927,23,Random walk
89,-3.042852302490701,23,Random walk
90,-2.798890337816971,23,Random walk
91,-3.20754407362125,23,Random walk
92,-2.6694424354245427,23,Random walk
93,-2.9836263703184045,23,Random walk
94,-3.2680220397129176,23,Random walk
95,-2.6115523595677246,23,Random walk
96,-3.763919741916311,23,Random walk
97,-3.0075322967801412,23,Random walk
98,-2.762409907388701,23,Random walk
99,-6.443780859044438,23,Random walk
100,-6.601081506178474,23,Random walk
1,0.0,24,Random walk
2,0.0,24,Random walk
3,-18.57231343089842,24,Random walk
4,-8.340365321931301,24,Random walk
5,-9.611753417765868,24,Random walk
6,-4.256944788733165,24,Random walk
7,-4.964076093864094,24,Random walk
8,-3.6897389280677544,24,Random walk
9,-3.353967991002264,24,Random walk
10,-4.126847607412117,24,Random walk
11,-4.2993215089118735,24,Random walk
12,-4.131618055769366,24,Random walk
13,-3.3069507753593257,24,Random walk
14,-3.3026770897968163,24,Random walk
15,-3.779549216329542,24,Random walk
16,-4.659838978411983,24,Random walk
17,-3.827591434291435,24,Random walk
18,-4.4873445285756475,24,Random walk
19,-9.403575421211713,24,Random walk
20,-4.521682662993953,24,Random walk
21,-8.140006128818982,24,Random walk
22,-5.33108529755998,24,Random walk
23,-5.8469906797120075,24,Random walk
24,-3.5419587672682837,24,Random walk
25,-3.817621270330619,24,Random walk
26,-5.2148958930400795,24,Random walk
27,-4.419069689933508,24,Random walk
28,-4.033076522950637,24,Random walk
29,-4.841913266408028,24,Random walk
30,-7.2456604410560885,24,Random walk
31,-4.9090701733192645,24,Random walk
32,-3.591773365800691,24,Random walk
33,-3.6636340471603717,24,Random walk
34,-4.637055430059604,24,Random walk
35,-11.395134014326004,24,Random walk
36,-6.943921518043339,24,Random walk
37,-6.397908009265166,24,Random walk
38,-4.3450902393824435,24,Random walk
39,-4.117464873243421,24,Random walk
40,-4.12228945438369,24,Random walk
41,-4.716500926301592,24,Random walk
42,-4.543032254258833,24,Random walk
43,-10.984248550334769,24,Random walk
44,-15.905535695342905,24,Random walk
45,-9.355744902773722,24,Random walk
46,-5.5200953700621085,24,Random walk
47,-3.779063573891335,24,Random walk
48,-5.670942031567165,24,Random walk
49,-4.587695070391646,24,Random walk
50,-4.481226735232667,24,Random walk
51,-5.698275723003462,24,Random walk
52,-4.141130818467218,24,Random walk
53,-6.704384035523162,24,Random walk
54,-5.9238141842890855,24,Random walk
55,-4.891557629210638,24,Random walk
56,-3.9598325595936785,24,Random walk
57,-4.071930574009684,24,Random walk
58,-7.091631594273167,24,Random walk
59,-3.9404671432187115,24,Random walk
60,-5.397550468972895,24,Random walk
61,-10.126346526261841,24,Random walk
62,-12.344489004893603,24,Random walk
63,-12.311614807611704,24,Random walk
64,-40.14816131791872,24,Random walk
65,-12.981573825903524,24,Random walk
66,-24.468666452694606,24,Random walk
67,-28.932165973959627,24,Random walk
68,-13.164631439600953,24,Random walk
69,-24.327387020572132,24,Random walk
70,-17.29842009151207,24,Random walk
71,-25.29034639470956,24,Random walk
72,-32.85667479748042,24,Random walk
73,-36.38797101113437,24,Random walk
74,-35.60860903984451,24,Random walk
75,-36.68310274215867,24,Random walk
76,-22.757468559295603,24,Random walk
77,-6.0526191565387535,24,Random walk
78,-17.844158297719844,24,Random walk
79,-8.554790988448758,24,Random walk
80,-3.526649676643842,24,Random walk
81,-4.370987280497729,24,Random walk
82,-5.154434625909914,24,Random walk
83,-11.51882755328836,24,Random walk
84,-13.973280819146112,24,Random walk
85,-11.997127387462626,24,Random walk
86,-17.79450285081282,24,Random walk
87,-3.12759084995389,24,Random walk
88,-5.629530303465685,24,Random walk
89,-3.147330445002865,24,Random walk
90,-2.8321999685658454,24,Random walk
91,-3.433358728455687,24,Random walk
92,-2.7024393641723634,24,Random walk
93,-3.1295402357898467,24,Random walk
94,-3.1807223162672926,24,Random walk
95,-2.6036713383609253,24,Random walk
96,-3.803718803953302,24,Random walk
97,-3.0567912405243476,24,Random walk
98,-2.830751476738641,24,Random walk
99,-6.573482315815227,24,Random walk
100,-6.292685425253524,24,Random walk
1,0.0,25,Random walk
2,0.0,25,Random walk
3,-18.57231343089842,25,Random walk
4,-8.340365321931301,25,Random walk
5,-9.611753417765868,25,Random walk
6,-4.256944788733165,25,Random walk
7,-4.964076093864094,25,Random walk
8,-3.6897389280677544,25,Random walk
9,-3.353967991002264,25,Random walk
10,-4.126847607412117,25,Random walk
11,-4.2993215089118735,25,Random walk
12,-4.131618055769366,25,Random walk
13,-3.3069507753593257,25,Random walk
14,-3.3026770897968163,25,Random walk
15,-3.779549216329542,25,Random walk
16,-4.659838978411983,25,Random walk
17,-3.827591434291435,25,Random walk
18,-4.4873445285756475,25,Random walk
19,-9.403575421211713,25,Random walk
20,-4.521682662993953,25,Random walk
21,-8.140006128818982,25,Random walk
22,-5.33108529755998,25,Random walk
23,-5.8469906797120075,25,Random walk
24,-3.5419587672682837,25,Random walk
25,-3.569570120408571,25,Random walk
26,-5.3842087625430395,25,Random walk
27,-4.325439802096071,25,Random walk
28,-3.978491981843831,25,Random walk
29,-4.65952243429922,25,Random walk
30,-7.128678072555886,25,Random walk
31,-5.036715482498835,25,Random walk
32,-3.581100869874831,25,Random walk
33,-3.660847405107802,25,Random walk
34,-4.537592673622726,25,Random walk
35,-11.10207017142136,25,Random walk
36,-6.757595368645411,25,Random walk
37,-6.324704654823108,25,Random walk
38,-4.382490785251434,25,Random walk
39,-4.052820329914994,25,Random walk
40,-4.086016585226957,25,Random walk
41,-4.694115182920086,25,Random walk
42,-4.49540419943753,25,Random walk
43,-10.523931813838999,25,Random walk
44,-15.687329575368494,25,Random walk
45,-8.984820575052254,25,Random walk
46,-5.392211344517364,25,Random walk
47,-3.7926378631573243,25,Random walk
48,-5.635833263785798,25,Random walk
49,-4.569053405148452,25,Random walk
50,-4.563086891257399,25,Random walk
51,-5.830039014919748,25,Random walk
52,-4.097658764198286,25,Random walk
53,-6.51731015827977,25,Random walk
54,-5.674233739283636,25,Random walk
55,-4.980149250912291,25,Random walk
56,-3.963254122820217,25,Random walk
57,-4.084117883195404,25,Random walk
58,-7.267999880770276,25,Random walk
59,-3.9564254799327045,25,Random walk
60,-5.188313172070593,25,Random walk
61,-9.719780906806363,25,Random walk
62,-12.445677258560863,25,Random walk
63,-12.099991442431929,25,Random walk
64,-40.40037833816882,25,Random walk
65,-13.234195510807922,25,Random walk
66,-24.86716958827128,25,Random walk
67,-30.103336632591436,25,Random walk
68,-14.194918084259825,25,Random walk
69,-25.54121173739736,25,Random walk
70,-18.099075395876525,25,Random walk
71,-25.881238057646897,25,Random walk
72,-33.1190502366519,25,Random walk
73,-37.662772721952024,25,Random walk
74,-36.27654005285626,25,Random walk
75,-38.36982424740711,25,Random walk
76,-23.58867744259112,25,Random walk
77,-6.266046094624016,25,Random walk
78,-18.428218094574618,25,Random walk
79,-9.002881249094912,25,Random walk
80,-3.428830573182154,25,Random walk
81,-4.7540565193064594,25,Random walk
82,-5.8848217670195595,25,Random walk
83,-12.688359334262543,25,Random walk
84,-15.133586335485859,25,Random walk
85,-12.87453314070757,25,Random walk
86,-18.83624609861232,25,Random walk
87,-3.2938489522466625,25,Random walk
88,-5.749459863502722,25,Random walk
89,-3.348047885518639,25,Random walk
90,-2.891014255005132,25,Random walk
91,-3.546453589650582,25,Random walk
92,-2.7895505715191575,25,Random walk
93,-3.2388393675098825,25,Random walk
94,-3.0454335289129233,25,Random walk
95,-2.5792132952468023,25,Random walk
96,-3.7754790399838214,25,Random walk
97,-3.0835012287333257,25,Random walk
98,-2.8713948724119405,25,Random walk
99,-6.841343201590519,25,Random walk
100,-6.427062422061738,25,Random walk
1,0.0,26,Random walk
2,0.0,26,Random walk
3,-18.57231343089842,26,Random walk
4,-8.340365321931301,26,Random walk
5,-9.611753417765868,26,Random walk
6,-4.256944788733165,26,Random walk
7,-4.964076093864094,26,Random walk
8,-3.6897389280677544,26,Random walk
9,-3.353967991002264,26,Random walk
10,-4.126847607412117,26,Random walk
11,-4.2993215089118735,26,Random walk
12,-4.131618055769366,26,Random walk
13,-3.3069507753593257,26,Random walk
14,-3.3026770897968163,26,Random walk
15,-3.779549216329542,26,Random walk
16,-4.659838978411983,26,Random walk
17,-3.827591434291435,26,Random walk
18,-4.4873445285756475,26,Random walk
19,-9.403575421211713,26,Random walk
20,-4.521682662993953,26,Random walk
21,-8.140006128818982,26,Random walk
22,-5.33108529755998,26,Random walk
23,-5.8469906797120075,26,Random walk
24,-3.5419587672682837,26,Random walk
25,-3.569570120408571,26,Random walk
26,-4.6547659519014815,26,Random walk
27,-4.216491567732987,26,Random walk
28,-3.9168467171455177,26,Random walk
29,-4.585807281695452,26,Random walk
30,-6.851598310880604,26,Random walk
31,-5.106588316596685,26,Random walk
32,-3.5699062523558496,26,Random walk
33,-3.6413077042248005,26,Random walk
34,-4.533088036612639,26,Random walk
35,-10.870787447015118,26,Random walk
36,-6.588159063658736,26,Random walk
37,-6.172224058639017,26,Random walk
38,-4.417935103107311,26,Random walk
39,-4.023182594120158,26,Random walk
40,-4.145162069201319,26,Random walk
41,-4.645520124275549,26,Random walk
42,-4.478715156449539,26,Random walk
43,-10.405932022090838,26,Random walk
44,-15.140889122780436,26,Random walk
45,-8.868785547817424,26,Random walk
46,-5.210960383765723,26,Random walk
47,-3.8076060007051638,26,Random walk
48,-5.803107534701894,26,Random walk
49,-4.5882895650427145,26,Random walk
50,-4.579253957921765,26,Random walk
51,-5.700138009766306,26,Random walk
52,-4.051536339816948,26,Random walk
53,-6.399761579727965,26,Random walk
54,-5.537995543055786,26,Random walk
55,-4.809807948644675,26,Random walk
56,-3.94260970486107,26,Random walk
57,-4.090601748376002,26,Random walk
58,-7.331202674023871,26,Random walk
59,-3.970490064302112,26,Random walk
60,-4.93949527832433,26,Random walk
61,-9.3319736821079,26,Random walk
62,-12.012520285621349,26,Random walk
63,-12.218283490689373,26,Random walk
64,-40.06108632357427,26,Random walk
65,-13.394842854591616,26,Random walk
66,-25.263379903812847,26,Random walk
67,-30.580311321963563,26,Random walk
68,-14.958741514370104,26,Random walk
69,-27.01908485205081,26,Random walk
70,-19.105577760828737,26,Random walk
71,-26.872563034188943,26,Random walk
72,-33.816755905551645,26,Random walk
73,-37.98984105504064,26,Random walk
74,-37.53163268246351,26,Random walk
75,-39.07690630270406,26,Random walk
76,-24.890248190538955,26,Random walk
77,-6.594439605128855,26,Random walk
78,-18.89928339749963,26,Random walk
79,-9.372753866230369,26,Random walk
80,-3.3917443701797083,26,Random walk
81,-5.1235368359344875,26,Random walk
82,-6.4323738665674455,26,Random walk
83,-14.106434106880556,26,Random walk
84,-16.45116454575748,26,Random walk
85,-13.936663812355164,26,Random walk
86,-19.905432759777256,26,Random walk
87,-3.4815487038801507,26,Random walk
88,-6.2619525447478,26,Random walk
89,-3.4018721516872006,26,Random walk
90,-3.0161004502609785,26,Random walk
91,-3.71064970496127,26,Random walk
92,-2.8399457063993054,26,Random walk
93,-3.4607083268567465,26,Random walk
94,-2.9648426477453995,26,Random walk
95,-2.5499883228142437,26,Random walk
96,-3.6681974258044647,26,Random walk
97,-3.0669863356364715,26,Random walk
98,-2.8940058102433284,26,Random walk
99,-6.995229047215702,26,Random walk
100,-6.692065748446197,26,Random walk
1,0.0,27,Random walk
2,0.0,27,Random walk
3,-18.57231343089842,27,Random walk
4,-8.340365321931301,27,Random walk
5,-9.611753417765868,27,Random walk
6,-4.256944788733165,27,Random walk
7,-4.964076093864094,27,Random walk
8,-3.6897389280677544,27,Random walk
9,-3.353967991002264,27,Random walk
10,-4.126847607412117,27,Random walk
11,-4.2993215089118735,27,Random walk
12,-4.131618055769366,27,Random walk
13,-3.3069507753593257,27,Random walk
14,-3.3026770897968163,27,Random walk
15,-3.779549216329542,27,Random walk
16,-4.659838978411983,27,Random walk
17,-3.827591434291435,27,Random walk
18,-4.4873445285756475,27,Random walk
19,-9.403575421211713,27,Random walk
20,-4.521682662993953,27,Random walk
21,-8.140006128818982,27,Random walk
22,-5.33108529755998,27,Random walk
23,-5.8469906797120075,27,Random walk
24,-3.5419587672682837,27,Random walk
25,-3.569570120408571,27,Random walk
26,-4.6547659519014815,27,Random walk
27,-4.784468984947125,27,Random walk
28,-3.8457900182964977,27,Random walk
29,-4.499194823787207,27,Random walk
30,-6.741765523710228,27,Random walk
31,-5.289368401550178,27,Random walk
32,-3.5657979737610503,27,Random walk
33,-3.615851344843918,27,Random walk
34,-4.47388343592354,27,Random walk
35,-10.875013732676507,27,Random walk
36,-6.456555231106222,27,Random walk
37,-6.033246445710688,27,Random walk
38,-4.498950100849356,27,Random walk
39,-3.996471739557478,27,Random walk
40,-4.174272319361648,27,Random walk
41,-4.731524721758092,27,Random walk
42,-4.439485965779227,27,Random walk
43,-10.371966975032365,27,Random walk
44,-15.019385348172136,27,Random walk
45,-8.54683453656412,27,Random walk
46,-5.158607220943168,27,Random walk
47,-3.8387052287362167,27,Random walk
48,-5.933659849908963,27,Random walk
49,-4.48825947556611,27,Random walk
50,-4.55901549649775,27,Random walk
51,-5.674886802839183,27,Random walk
52,-4.093052347833691,27,Random walk
53,-6.265233549515642,27,Random walk
54,-5.4542413398680765,27,Random walk
55,-4.719155198197768,27,Random walk
56,-3.982166259700989,27,Random walk
57,-4.0578510766365525,27,Random walk
58,-7.3681871162341395,27,Random walk
59,-3.976535500988348,27,Random walk
60,-4.849119466921138,27,Random walk
61,-8.840940345232411,27,Random walk
62,-11.59419831681521,27,Random walk
63,-11.830834534752285,27,Random walk
64,-40.35141220602327,27,Random walk
65,-13.256191251278096,27,Random walk
66,-25.527468999078565,27,Random walk
67,-31.05175655695234,27,Random walk
68,-15.289090420804769,27,Random walk
69,-28.107793844099206,27,Random walk
70,-20.329649094972638,27,Random walk
71,-28.097793712671546,27,Random walk
72,-34.944065965304276,27,Random walk
73,-38.75143107669669,27,Random walk
74,-37.894411640376575,27,Random walk
75,-40.34989999728873,27,Random walk
76,-25.459635110951922,27,Random walk
77,-7.124106794209183,27,Random walk
78,-19.594508078928015,27,Random walk
79,-9.676011679605153,27,Random walk
80,-3.3752676923243143,27,Random walk
81,-5.374611351075373,27,Random walk
82,-6.938607231433309,27,Random walk
83,-15.10621668594888,27,Random walk
84,-18.02526893095711,27,Random walk
85,-15.141214495466045,27,Random walk
86,-21.17699892540304,27,Random walk
87,-3.705852326730394,27,Random walk
88,-6.748437111800314,27,Random walk
89,-3.6400251193630027,27,Random walk
90,-3.051828072572903,27,Random walk
91,-3.9970882926278932,27,Random walk
92,-2.9188749729559618,27,Random walk
93,-3.571265283632215,27,Random walk
94,-2.841539709265561,27,Random walk
95,-2.5394816464798,27,Random walk
96,-3.4921383518595803,27,Random walk
97,-3.00067744948862,27,Random walk
98,-2.881402719025573,27,Random walk
99,-7.081851325527538,27,Random walk
100,-6.848980486033753,27,Random walk
1,0.0,28,Random walk
2,0.0,28,Random walk
3,-18.57231343089842,28,Random walk
4,-8.340365321931301,28,Random walk
5,-9.611753417765868,28,Random walk
6,-4.256944788733165,28,Random walk
7,-4.964076093864094,28,Random walk
8,-3.6897389280677544,28,Random walk
9,-3.353967991002264,28,Random walk
10,-4.126847607412117,28,Random walk
11,-4.2993215089118735,28,Random walk
12,-4.131618055769366,28,Random walk
13,-3.3069507753593257,28,Random walk
14,-3.3026770897968163,28,Random walk
15,-3.779549216329542,28,Random walk
16,-4.659838978411983,28,Random walk
17,-3.827591434291435,28,Random walk
18,-4.4873445285756475,28,Random walk
19,-9.403575421211713,28,Random walk
20,-4.521682662993953,28,Random walk
21,-8.140006128818982,28,Random walk
22,-5.33108529755998,28,Random walk
23,-5.8469906797120075,28,Random walk
24,-3.5419587672682837,28,Random walk
25,-3.569570120408571,28,Random walk
26,-4.6547659519014815,28,Random walk
27,-4.784468984947125,28,Random walk
28,-4.241977404748354,28,Random walk
29,-4.394711045779218,28,Random walk
30,-6.6073549565417125,28,Random walk
31,-5.365689178797766,28,Random walk
32,-3.5637780873587417,28,Random walk
