t,swll,k,simulation
3,-24.53871319416467,16,Step-change
4,-16.945955093069472,16,Step-change
5,-10.481233086589725,16,Step-change
6,-7.843145422593267,16,Step-change
7,-6.804136415456753,16,Step-change
8,-3.464270218348531,16,Step-change
9,-5.445820269314737,16,Step-change
10,-3.1326616103146137,16,Step-change
11,-4.75497752207869,16,Step-change
12,-3.481906107851785,16,Step-change
13,-4.761811446885076,16,Step-change
14,-6.583716268272383,16,Step-change
15,-3.5934508685707556,16,Step-change
16,-3.9351179662491518,16,Step-change
17,-3.226305034218342,16,Step-change
18,-2.966589603572089,16,Step-change
19,-2.7213501583430855,16,Step-change
20,-3.4934231288131627,16,Step-change
21,-3.267472721322946,16,Step-change
22,-2.5779047910805417,16,Step-change
23,-2.7965185527107934,16,Step-change
24,-2.6377535466642144,16,Step-change
25,-2.6857452233812893,16,Step-change
26,-2.6779122947149716,16,Step-change
27,-3.3452866625705653,16,Step-change
28,-5.231560737648024,16,Step-change
29,-20.63708111462509,16,Step-change
30,-10.193076019995516,16,Step-change
31,-7.842830362585886,16,Step-change
32,-10.25990573423178,16,Step-change
33,-8.314649926375637,16,Step-change
34,-6.546873879987999,16,Step-change
35,-5.523357079283386,16,Step-change
36,-3.415449431030254,16,Step-change
37,-9.419469858394194,16,Step-change
38,-3.973600948557845,16,Step-change
39,-4.044121880354709,16,Step-change
40,-4.9469111191450565,16,Step-change
41,-3.8216279908371575,16,Step-change
42,-3.3344303439883447,16,Step-change
43,-3.2090007815251624,16,Step-change
44,-3.57825421753148,16,Step-change
45,-6.134391931244352,16,Step-change
46,-3.328071040162172,16,Step-change
47,-3.725181744496581,16,Step-change
48,-4.105251220912521,16,Step-change
49,-3.534190727768248,16,Step-change
50,-3.5197016965283865,16,Step-change
51,-3.492181195944795,16,Step-change
52,-4.424657809713096,16,Step-change
53,-3.9051282134546454,16,Step-change
54,-4.354074354877184,16,Step-change
55,-3.63231009599383,16,Step-change
56,-42.71653225432965,16,Step-change
57,-46.44502971165872,16,Step-change
58,-26.8064160100526,16,Step-change
59,-27.169549925846297,16,Step-change
60,-23.682544727207812,16,Step-change
61,-13.288118190012938,16,Step-change
62,-13.706143724390756,16,Step-change
63,-11.522827800001608,16,Step-change
64,-13.116441704514727,16,Step-change
65,-5.975703581495452,16,Step-change
66,-6.207791783011601,16,Step-change
67,-5.451579323245312,16,Step-change
68,-4.3707556971358485,16,Step-change
69,-3.697355693292309,16,Step-change
70,-3.1498351484534055,16,Step-change
71,-2.953965208604444,16,Step-change
72,-3.009737060259681,16,Step-change
73,-2.9181055756758383,16,Step-change
74,-2.9686433713912947,16,Step-change
75,-3.312334495050493,16,Step-change
76,-2.885461977779414,16,Step-change
77,-3.052707471692571,16,Step-change
78,-3.1589314715858734,16,Step-change
79,-3.2664910548381556,16,Step-change
80,-3.083318350541731,16,Step-change
81,-2.6847290248766456,16,Step-change
82,-2.9995052421328694,16,Step-change
83,-2.671877485797168,16,Step-change
84,-13.04020381763479,16,Step-change
85,-15.791117584162976,16,Step-change
86,-18.095419283192086,16,Step-change
87,-12.393533107140513,16,Step-change
88,-18.70289265862982,16,Step-change
89,-14.303510321332965,16,Step-change
90,-15.56726501481512,16,Step-change
91,-6.76631387113548,16,Step-change
92,-6.584618572190266,16,Step-change
93,-4.313455670800408,16,Step-change
94,-4.62224987264824,16,Step-change
95,-4.557763414173849,16,Step-change
96,-3.3929725529355323,16,Step-change
97,-3.4187208129013698,16,Step-change
98,-4.928693011404221,16,Step-change
99,-3.665576456014662,16,Step-change
100,-5.483406261446646,16,Step-change
1,0.0,17,Step-change
2,0.0,17,Step-change
3,-24.53871319416467,17,Step-change
4,-16.945955093069472,17,Step-change
5,-10.481233086589725,17,Step-change
6,-7.843145422593267,17,Step-change
7,-6.804136415456753,17,Step-change
8,-3.464270218348531,17,Step-change
9,-5.445820269314737,17,Step-change
10,-3.1326616103146137,17,Step-change
11,-4.75497752207869,17,Step-change
12,-3.481906107851785,17,Step-change
13,-4.761811446885076,17,Step-change
14,-6.583716268272383,17,Step-change
15,-3.5934508685707556,17,Step-change
16,-3.9351179662491518,17,Step-change
17,-3.8553910925885475,17,Step-change
18,-3.207734317235463,17,Step-change
19,-2.761449157688304,17,Step-change
20,-3.496802798441081,17,Step-change
21,-3.2736938462461183,17,Step-change
22,-2.576412013820658,17,Step-change
23,-2.7864627228675403,17,Step-change
24,-2.695771761645247,17,Step-change
25,-2.6833629075069325,17,Step-change
26,-2.7618869169558167,17,Step-change
27,-3.3619678503154233,17,Step-change
28,-4.726876053081156,17,Step-change
29,-20.594264711863303,17,Step-change
30,-10.540086171643566,17,Step-change
31,-7.891044645794068,17,Step-change
32,-10.524592937992338,17,Step-change
33,-8.656243106055314,17,Step-change
34,-6.9216372200016,17,Step-change
35,-5.854035044341515,17,Step-change
36,-3.6851484140582045,17,Step-change
37,-10.390433816012631,17,Step-change
38,-4.273469279429975,17,Step-change
39,-4.44192196783527,17,Step-change
40,-5.492413972563725,17,Step-change
41,-4.181546080823864,17,Step-change
42,-3.1851724933076184,17,Step-change
43,-3.189846756105567,17,Step-change
44,-3.4844413966900447,17,Step-change
45,-5.8819634215169,17,Step-change
46,-3.3263805676053266,17,Step-change
47,-3.7492324444144174,17,Step-change
48,-4.1209740135773245,17,Step-change
49,-3.532317188927152,17,Step-change
50,-3.5108725850903966,17,Step-change
51,-3.4918933209368106,17,Step-change
52,-4.319656111299366,17,Step-change
53,-3.837824360555146,17,Step-change
54,-4.377221388532007,17,Step-change
55,-3.6307381768277764,17,Step-change
56,-43.218112683182596,17,Step-change
57,-47.06322137467811,17,Step-change
58,-26.87853594609578,17,Step-change
59,-27.65574165451602,17,Step-change
60,-24.054718049860867,17,Step-change
61,-14.485216849960977,17,Step-change
62,-14.375047775991675,17,Step-change
63,-12.501076650721075,17,Step-change
64,-13.765852410751165,17,Step-change
65,-6.49649788547282,17,Step-change
66,-6.84272855163033,17,Step-change
67,-6.168737013211796,17,Step-change
68,-4.833232263635523,17,Step-change
69,-4.326534391472421,17,Step-change
70,-3.051439431108747,17,Step-change
71,-3.205698362090544,17,Step-change
72,-3.0134387008632473,17,Step-change
73,-2.9222567345617847,17,Step-change
74,-2.976856848895409,17,Step-change
75,-3.284339938765868,17,Step-change
76,-2.892899058573221,17,Step-change
77,-3.0258405514391313,17,Step-change
78,-3.1571299967238815,17,Step-change
79,-3.2619738491947317,17,Step-change
80,-3.0317206089943625,17,Step-change
81,-2.6909451782165092,17,Step-change
82,-2.9864924624147022,17,Step-change
83,-2.671588919176102,17,Step-change
84,-13.010077861167673,17,Step-change
85,-15.911036169691215,17,Step-change
86,-17.97498007175389,17,Step-change
87,-12.792303226787965,17,Step-change
88,-19.248614047493334,17,Step-change
89,-15.03549567704357,17,Step-change
90,-16.774242384440697,17,Step-change
91,-7.634231616228874,17,Step-change
92,-7.267531267278116,17,Step-change
93,-4.698770242939133,17,Step-change
94,-5.2708803177648065,17,Step-change
95,-5.220269995133208,17,Step-change
96,-3.5455403351331256,17,Step-change
97,-3.511900012825663,17,Step-change
98,-5.417922587176918,17,Step-change
99,-3.524183045573068,17,Step-change
100,-5.387792121844882,17,Step-change
1,0.0,18,Step-change
2,0.0,18,Step-change
3,-24.53871319416467,18,Step-change
4,-16.945955093069472,18,Step-change
5,-10.481233086589725,18,Step-change
6,-7.843145422593267,18,Step-change
7,-6.804136415456753,18,Step-change
8,-3.464270218348531,18,Step-change
9,-5.445820269314737,18,Step-change
10,-3.1326616103146137,18,Step-change
11,-4.75497752207869,18,Step-change
12,-3.481906107851785,18,Step-change
13,-4.761811446885076,18,Step-change
14,-6.583716268272383,18,Step-change
15,-3.5934508685707556,18,Step-change
16,-3.9351179662491518,18,Step-change
17,-3.8553910925885475,18,Step-change
18,-3.795372165265263,18,Step-change
19,-2.9112257303733315,18,Step-change
20,-3.6252446642421177,18,Step-change
21,-3.281605214617713,18,Step-change
22,-2.575689946380649,18,Step-change
23,-2.788182279978642,18,Step-change
24,-2.6890006499025674,18,Step-change
25,-2.7508784654095138,18,Step-change
26,-2.7618772384938097,18,Step-change
27,-3.5047662825092374,18,Step-change
28,-4.701114419969187,18,Step-change
29,-19.30276606717868,18,Step-change
30,-10.600703140777199,18,Step-change
31,-8.218077675198344,18,Step-change
32,-10.655594809268507,18,Step-change
33,-8.948988460421475,18,Step-change
34,-7.254774867286159,18,Step-change
35,-6.214783023013808,18,Step-change
36,-3.877261444230612,18,Step-change
37,-11.365835553576716,18,Step-change
38,-4.712233050513589,18,Step-change
39,-4.795658368427496,18,Step-change
40,-6.08616444335081,18,Step-change
41,-4.58621306788649,18,Step-change
42,-3.1141594775639305,18,Step-change
43,-3.2459230196313342,18,Step-change
44,-3.3080672204877146,18,Step-change
45,-6.135222673291935,18,Step-change
46,-3.3515475728261777,18,Step-change
47,-3.7479772235759015,18,Step-change
48,-4.084934522826984,18,Step-change
49,-3.539145673192081,18,Step-change
50,-3.5098079752077638,18,Step-change
51,-3.4915673109500176,18,Step-change
52,-4.286803614891198,18,Step-change
53,-3.891200788948936,18,Step-change
54,-4.284251363526778,18,Step-change
55,-3.6304149158889913,18,Step-change
56,-43.287135578752725,18,Step-change
57,-47.76807950373268,18,Step-change
58,-27.452794042238054,18,Step-change
59,-27.83471358628441,18,Step-change
60,-24.56862233058115,18,Step-change
61,-14.801224314123829,18,Step-change
62,-15.57692962542393,18,Step-change
63,-13.125632924885508,18,Step-change
64,-14.817691853442113,18,Step-change
65,-6.878938977777125,18,Step-change
66,-7.408610815107124,18,Step-change
67,-6.773882063392705,18,Step-change
68,-5.430062275702994,18,Step-change
69,-4.7630160241616295,18,Step-change
70,-3.1980701630467365,18,Step-change
71,-3.73406868868085,18,Step-change
72,-2.976432094381096,18,Step-change
73,-2.9226238031786522,18,Step-change
74,-2.9368481698902826,18,Step-change
75,-3.304511514947876,18,Step-change
76,-2.8981184541679,18,Step-change
77,-3.0455384507627627,18,Step-change
78,-3.1920540612545096,18,Step-change
79,-3.2639729692844526,18,Step-change
80,-3.030875598665915,18,Step-change
81,-2.6811965802855013,18,Step-change
82,-2.9521157903185156,18,Step-change
83,-2.6754577149180534,18,Step-change
84,-13.027699486667075,18,Step-change
