k,p,simulation,model,TrueParam,iter
17,0.0,Sinusoidal,EpiEstim,40,2
18,0.0,Sinusoidal,EpiEstim,40,2
19,0.0,Sinusoidal,EpiEstim,40,2
20,0.0,Sinusoidal,EpiEstim,40,2
21,0.0,Sinusoidal,EpiEstim,40,2
22,0.0,Sinusoidal,EpiEstim,40,2
23,0.0,Sinusoidal,EpiEstim,40,2
24,0.0,Sinusoidal,EpiEstim,40,2
25,0.0,Sinusoidal,EpiEstim,40,2
26,0.0,Sinusoidal,EpiEstim,40,2
27,0.0,Sinusoidal,EpiEstim,40,2
28,0.0,Sinusoidal,EpiEstim,40,2
29,0.0,Sinusoidal,EpiEstim,40,2
30,0.0,Sinusoidal,EpiEstim,40,2
1,1.501640796277573e-97,Sinusoidal,EpiEstim,45,2
2,0.9906406930948444,Sinusoidal,EpiEstim,45,2
3,0.009359306635139437,Sinusoidal,EpiEstim,45,2
4,2.7001623364057694e-10,Sinusoidal,EpiEstim,45,2
5,2.2612844220821476e-20,Sinusoidal,EpiEstim,45,2
6,1.1665541035649161e-35,Sinusoidal,EpiEstim,45,2
7,1.3120578252130313e-52,Sinusoidal,EpiEstim,45,2
8,3.9406622158190056e-72,Sinusoidal,EpiEstim,45,2
9,1.3978056602423794e-93,Sinusoidal,EpiEstim,45,2
10,2.3309813998023494e-117,Sinusoidal,EpiEstim,45,2
11,1.4095785696309472e-141,Sinusoidal,EpiEstim,45,2
12,2.682534654138717e-166,Sinusoidal,EpiEstim,45,2
13,2.5734069770366982e-192,Sinusoidal,EpiEstim,45,2
14,5.130750293817497e-218,Sinusoidal,EpiEstim,45,2
15,3.355646213235579e-243,Sinusoidal,EpiEstim,45,2
16,2.5607446862648453e-268,Sinusoidal,EpiEstim,45,2
17,1.187580242147302e-292,Sinusoidal,EpiEstim,45,2
18,1.7899019e-315,Sinusoidal,EpiEstim,45,2
19,0.0,Sinusoidal,EpiEstim,45,2
20,0.0,Sinusoidal,EpiEstim,45,2
21,0.0,Sinusoidal,EpiEstim,45,2
22,0.0,Sinusoidal,EpiEstim,45,2
23,0.0,Sinusoidal,EpiEstim,45,2
24,0.0,Sinusoidal,EpiEstim,45,2
25,0.0,Sinusoidal,EpiEstim,45,2
26,0.0,Sinusoidal,EpiEstim,45,2
27,0.0,Sinusoidal,EpiEstim,45,2
28,0.0,Sinusoidal,EpiEstim,45,2
29,0.0,Sinusoidal,EpiEstim,45,2
30,0.0,Sinusoidal,EpiEstim,45,2
1,2.635106304013341e-95,Sinusoidal,EpiEstim,50,2
2,0.004654698851546935,Sinusoidal,EpiEstim,50,2
3,0.9953452888305343,Sinusoidal,EpiEstim,50,2
4,1.2317918811499345e-8,Sinusoidal,EpiEstim,50,2
5,1.9134233440698544e-20,Sinusoidal,EpiEstim,50,2
6,3.107923739634413e-34,Sinusoidal,EpiEstim,50,2
7,4.276422118084113e-49,Sinusoidal,EpiEstim,50,2
8,6.449241683592074e-68,Sinusoidal,EpiEstim,50,2
9,6.866948915876683e-88,Sinusoidal,EpiEstim,50,2
10,1.2451802265537775e-109,Sinusoidal,EpiEstim,50,2
11,1.0640097104855957e-130,Sinusoidal,EpiEstim,50,2
12,2.6873317626374797e-152,Sinusoidal,EpiEstim,50,2
13,1.3513869712230856e-174,Sinusoidal,EpiEstim,50,2
14,1.786688485923631e-198,Sinusoidal,EpiEstim,50,2
15,3.935889309769574e-222,Sinusoidal,EpiEstim,50,2
16,1.4582213213523733e-245,Sinusoidal,EpiEstim,50,2
17,1.948035608283098e-268,Sinusoidal,EpiEstim,50,2
18,2.832925336122658e-289,Sinusoidal,EpiEstim,50,2
19,1.29442450849331e-309,Sinusoidal,EpiEstim,50,2
20,0.0,Sinusoidal,EpiEstim,50,2
21,0.0,Sinusoidal,EpiEstim,50,2
22,0.0,Sinusoidal,EpiEstim,50,2
23,0.0,Sinusoidal,EpiEstim,50,2
24,0.0,Sinusoidal,EpiEstim,50,2
25,0.0,Sinusoidal,EpiEstim,50,2
26,0.0,Sinusoidal,EpiEstim,50,2
27,0.0,Sinusoidal,EpiEstim,50,2
28,0.0,Sinusoidal,EpiEstim,50,2
29,0.0,Sinusoidal,EpiEstim,50,2
30,0.0,Sinusoidal,EpiEstim,50,2
1,5.0404654010984596e-51,Sinusoidal,EpiEstim,10,3
2,1.0,Sinusoidal,EpiEstim,10,3
3,2.872242507764535e-73,Sinusoidal,EpiEstim,10,3
4,6.8722623301940126e-158,Sinusoidal,EpiEstim,10,3
5,1.5793829361277244e-234,Sinusoidal,EpiEstim,10,3
6,5.186167388503925e-285,Sinusoidal,EpiEstim,10,3
7,5.379276050790571e-302,Sinusoidal,EpiEstim,10,3
8,1.3409508989937198e-286,Sinusoidal,EpiEstim,10,3
9,2.0029244244491112e-247,Sinusoidal,EpiEstim,10,3
10,1.7685700763435014e-198,Sinusoidal,EpiEstim,10,3
11,1.1799289790954286e-153,Sinusoidal,EpiEstim,10,3
12,4.387452264369082e-126,Sinusoidal,EpiEstim,10,3
13,2.718922635386319e-119,Sinusoidal,EpiEstim,10,3
14,9.53689681744358e-132,Sinusoidal,EpiEstim,10,3
15,1.1049444766024059e-156,Sinusoidal,EpiEstim,10,3
16,3.789122090880145e-182,Sinusoidal,EpiEstim,10,3
17,7.163211623219174e-200,Sinusoidal,EpiEstim,10,3
18,1.208522145265176e-204,Sinusoidal,EpiEstim,10,3
19,2.688565937750157e-196,Sinusoidal,EpiEstim,10,3
20,9.231165796526973e-179,Sinusoidal,EpiEstim,10,3
21,3.9061579078303267e-159,Sinusoidal,EpiEstim,10,3
22,3.758854638546149e-145,Sinusoidal,EpiEstim,10,3
23,2.88654492190915e-140,Sinusoidal,EpiEstim,10,3
24,7.824213906279797e-146,Sinusoidal,EpiEstim,10,3
25,2.8361915808429705e-158,Sinusoidal,EpiEstim,10,3
26,2.3421629818380407e-172,Sinusoidal,EpiEstim,10,3
27,5.11118371382447e-183,Sinusoidal,EpiEstim,10,3
28,1.2811745898504806e-186,Sinusoidal,EpiEstim,10,3
29,1.9312061456554248e-182,Sinusoidal,EpiEstim,10,3
30,8.787195592428595e-173,Sinusoidal,EpiEstim,10,3
1,1.7428752914452317e-72,Sinusoidal,EpiEstim,15,3
2,1.0,Sinusoidal,EpiEstim,15,3
3,4.696994695751189e-31,Sinusoidal,EpiEstim,15,3
4,3.881671151338036e-78,Sinusoidal,EpiEstim,15,3
5,1.2533940553240214e-134,Sinusoidal,EpiEstim,15,3
6,1.1617187994539746e-190,Sinusoidal,EpiEstim,15,3
7,4.7325000556661615e-240,Sinusoidal,EpiEstim,15,3
8,5.408009458674685e-280,Sinusoidal,EpiEstim,15,3
9,5.316272263103219e-306,Sinusoidal,EpiEstim,15,3
10,2.497706e-317,Sinusoidal,EpiEstim,15,3
11,1.29509176e-316,Sinusoidal,EpiEstim,15,3
12,5.292982935058751e-303,Sinusoidal,EpiEstim,15,3
13,7.559480277587916e-280,Sinusoidal,EpiEstim,15,3
14,9.672572724852126e-252,Sinusoidal,EpiEstim,15,3
15,4.560431683474157e-222,Sinusoidal,EpiEstim,15,3
16,3.1419077387715525e-195,Sinusoidal,EpiEstim,15,3
17,1.0090257524387494e-175,Sinusoidal,EpiEstim,15,3
18,1.555468516515776e-163,Sinusoidal,EpiEstim,15,3
19,1.254335699300427e-160,Sinusoidal,EpiEstim,15,3
20,6.787918042267332e-166,Sinusoidal,EpiEstim,15,3
21,3.6558826682462386e-177,Sinusoidal,EpiEstim,15,3
22,4.634077661263167e-192,Sinusoidal,EpiEstim,15,3
23,4.0222301983986504e-207,Sinusoidal,EpiEstim,15,3
24,1.0229712845567253e-220,Sinusoidal,EpiEstim,15,3
25,5.302596405366782e-231,Sinusoidal,EpiEstim,15,3
26,6.623766327522992e-236,Sinusoidal,EpiEstim,15,3
27,1.368229753682687e-235,Sinusoidal,EpiEstim,15,3
28,2.5273870312096082e-230,Sinusoidal,EpiEstim,15,3
29,3.2092824149335257e-221,Sinusoidal,EpiEstim,15,3
30,3.814150934884016e-210,Sinusoidal,EpiEstim,15,3
1,7.407039858147723e-82,Sinusoidal,EpiEstim,20,3
2,0.9999999999999998,Sinusoidal,EpiEstim,20,3
3,1.3277109790833537e-16,Sinusoidal,EpiEstim,20,3
4,1.3450350956478626e-43,Sinusoidal,EpiEstim,20,3
5,8.138623050360735e-78,Sinusoidal,EpiEstim,20,3
6,2.952972186919727e-116,Sinusoidal,EpiEstim,20,3
7,1.481485763938233e-156,Sinusoidal,EpiEstim,20,3
8,3.957779638352603e-195,Sinusoidal,EpiEstim,20,3
9,6.786442915318423e-230,Sinusoidal,EpiEstim,20,3
10,6.117517053437234e-260,Sinusoidal,EpiEstim,20,3
11,1.2627230706783905e-284,Sinusoidal,EpiEstim,20,3
12,7.024483840889025e-302,Sinusoidal,EpiEstim,20,3
13,3.043044082265e-312,Sinusoidal,EpiEstim,20,3
14,4.276026007e-315,Sinusoidal,EpiEstim,20,3
15,2.28014263689e-311,Sinusoidal,EpiEstim,20,3
16,3.1365353221199384e-301,Sinusoidal,EpiEstim,20,3
17,2.1801464089178903e-286,Sinusoidal,EpiEstim,20,3
18,1.0986625513769796e-267,Sinusoidal,EpiEstim,20,3
19,1.4946758874116322e-247,Sinusoidal,EpiEstim,20,3
20,1.3838753552058253e-227,Sinusoidal,EpiEstim,20,3
21,6.887364260083809e-209,Sinusoidal,EpiEstim,20,3
22,2.0917446550484605e-193,Sinusoidal,EpiEstim,20,3
23,8.279525352760601e-182,Sinusoidal,EpiEstim,20,3
24,7.718003785942312e-175,Sinusoidal,EpiEstim,20,3
25,7.367614853623934e-172,Sinusoidal,EpiEstim,20,3
26,1.4421034979685125e-173,Sinusoidal,EpiEstim,20,3
27,1.7851639616603402e-178,Sinusoidal,EpiEstim,20,3
28,9.31728026261801e-186,Sinusoidal,EpiEstim,20,3
29,1.178009337970847e-194,Sinusoidal,EpiEstim,20,3
30,3.594763366476494e-204,Sinusoidal,EpiEstim,20,3
1,6.494761531787074e-87,Sinusoidal,EpiEstim,25,3
2,0.9999999999960014,Sinusoidal,EpiEstim,25,3
3,3.998604986581697e-12,Sinusoidal,EpiEstim,25,3
4,6.945793496951366e-34,Sinusoidal,EpiEstim,25,3
5,1.4728194699604859e-61,Sinusoidal,EpiEstim,25,3
6,1.2326739990318732e-93,Sinusoidal,EpiEstim,25,3
7,1.714075755347127e-129,Sinusoidal,EpiEstim,25,3
8,5.087755558136874e-166,Sinusoidal,EpiEstim,25,3
9,2.3943534721014098e-203,Sinusoidal,EpiEstim,25,3
10,4.907937134112186e-239,Sinusoidal,EpiEstim,25,3
11,6.660897032949557e-273,Sinusoidal,EpiEstim,25,3
12,3.496960640288551e-303,Sinusoidal,EpiEstim,25,3
13,0.0,Sinusoidal,EpiEstim,25,3
14,0.0,Sinusoidal,EpiEstim,25,3
15,0.0,Sinusoidal,EpiEstim,25,3
16,0.0,Sinusoidal,EpiEstim,25,3
17,0.0,Sinusoidal,EpiEstim,25,3
18,0.0,Sinusoidal,EpiEstim,25,3
19,0.0,Sinusoidal,EpiEstim,25,3
20,0.0,Sinusoidal,EpiEstim,25,3
21,0.0,Sinusoidal,EpiEstim,25,3
22,0.0,Sinusoidal,EpiEstim,25,3
23,1.073996413e-315,Sinusoidal,EpiEstim,25,3
24,5.0667857254340044e-297,Sinusoidal,EpiEstim,25,3
25,9.611379382037556e-279,Sinusoidal,EpiEstim,25,3
26,7.152322680745181e-262,Sinusoidal,EpiEstim,25,3
27,7.006263582396763e-247,Sinusoidal,EpiEstim,25,3
28,1.0411646090115911e-234,Sinusoidal,EpiEstim,25,3
29,7.471211412344276e-226,Sinusoidal,EpiEstim,25,3
30,1.9860823912900784e-220,Sinusoidal,EpiEstim,25,3
1,4.214340413887266e-85,Sinusoidal,EpiEstim,30,3
2,0.9999988240551667,Sinusoidal,EpiEstim,30,3
3,1.1759448333020078e-6,Sinusoidal,EpiEstim,30,3
4,2.408637065798491e-23,Sinusoidal,EpiEstim,30,3
5,7.924655716594774e-47,Sinusoidal,EpiEstim,30,3
6,4.6765694415059143e-76,Sinusoidal,EpiEstim,30,3
7,1.6701690702182243e-107,Sinusoidal,EpiEstim,30,3
8,2.4103826220712044e-142,Sinusoidal,EpiEstim,30,3
9,2.9424099035958593e-179,Sinusoidal,EpiEstim,30,3
10,9.439124308178185e-217,Sinusoidal,EpiEstim,30,3
11,8.344370749336116e-254,Sinusoidal,EpiEstim,30,3
12,1.5699800343502758e-288,Sinusoidal,EpiEstim,30,3
13,9.04e-322,Sinusoidal,EpiEstim,30,3
14,0.0,Sinusoidal,EpiEstim,30,3
15,0.0,Sinusoidal,EpiEstim,30,3
16,0.0,Sinusoidal,EpiEstim,30,3
17,0.0,Sinusoidal,EpiEstim,30,3
18,0.0,Sinusoidal,EpiEstim,30,3
19,0.0,Sinusoidal,EpiEstim,30,3
20,0.0,Sinusoidal,EpiEstim,30,3
21,0.0,Sinusoidal,EpiEstim,30,3
22,0.0,Sinusoidal,EpiEstim,30,3
23,0.0,Sinusoidal,EpiEstim,30,3
24,0.0,Sinusoidal,EpiEstim,30,3
25,0.0,Sinusoidal,EpiEstim,30,3
26,0.0,Sinusoidal,EpiEstim,30,3
27,0.0,Sinusoidal,EpiEstim,30,3
28,0.0,Sinusoidal,EpiEstim,30,3
29,0.0,Sinusoidal,EpiEstim,30,3
30,4.4e-323,Sinusoidal,EpiEstim,30,3
1,1.0153392566130117e-94,Sinusoidal,EpiEstim,35,3
2,0.9999316319067729,Sinusoidal,EpiEstim,35,3
3,6.836809322509836e-5,Sinusoidal,EpiEstim,35,3
4,2.105137557880545e-15,Sinusoidal,EpiEstim,35,3
5,6.108612021602468e-32,Sinusoidal,EpiEstim,35,3
6,2.1315618268411518e-51,Sinusoidal,EpiEstim,35,3
7,2.3188337460984094e-74,Sinusoidal,EpiEstim,35,3
8,6.42110313002911e-101,Sinusoidal,EpiEstim,35,3
9,4.353188677946944e-128,Sinusoidal,EpiEstim,35,3
10,1.1832356882543566e-156,Sinusoidal,EpiEstim,35,3
11,5.202505604378529e-186,Sinusoidal,EpiEstim,35,3
12,3.4482474808075115e-215,Sinusoidal,EpiEstim,35,3
13,2.1626105595210455e-244,Sinusoidal,EpiEstim,35,3
14,6.534767811253411e-272,Sinusoidal,EpiEstim,35,3
15,9.112877816876357e-298,Sinusoidal,EpiEstim,35,3
16,1.235e-321,Sinusoidal,EpiEstim,35,3
17,0.0,Sinusoidal,EpiEstim,35,3
18,0.0,Sinusoidal,EpiEstim,35,3
19,0.0,Sinusoidal,EpiEstim,35,3
20,0.0,Sinusoidal,EpiEstim,35,3
21,0.0,Sinusoidal,EpiEstim,35,3
22,0.0,Sinusoidal,EpiEstim,35,3
23,0.0,Sinusoidal,EpiEstim,35,3
24,0.0,Sinusoidal,EpiEstim,35,3
25,0.0,Sinusoidal,EpiEstim,35,3
26,0.0,Sinusoidal,EpiEstim,35,3
27,0.0,Sinusoidal,EpiEstim,35,3
28,0.0,Sinusoidal,EpiEstim,35,3
29,0.0,Sinusoidal,EpiEstim,35,3
30,0.0,Sinusoidal,EpiEstim,35,3
1,6.189728517277219e-98,Sinusoidal,EpiEstim,40,3
2,0.9995613026377216,Sinusoidal,EpiEstim,40,3
3,0.00043869736226891115,Sinusoidal,EpiEstim,40,3
4,9.561961133310661e-15,Sinusoidal,EpiEstim,40,3
5,6.94488922813464e-29,Sinusoidal,EpiEstim,40,3
6,2.1980916222568554e-46,Sinusoidal,EpiEstim,40,3
7,3.263130758277611e-66,Sinusoidal,EpiEstim,40,3
8,6.8590488024693066e-90,Sinusoidal,EpiEstim,40,3
9,1.6051278336221862e-115,Sinusoidal,EpiEstim,40,3
10,2.1477731179546106e-142,Sinusoidal,EpiEstim,40,3
11,1.978811549030888e-169,Sinusoidal,EpiEstim,40,3
12,9.619316699955556e-197,Sinusoidal,EpiEstim,40,3
13,1.0893494456132596e-223,Sinusoidal,EpiEstim,40,3
14,3.497886423201736e-251,Sinusoidal,EpiEstim,40,3
15,3.843378617697111e-278,Sinusoidal,EpiEstim,40,3
16,1.173032855714153e-303,Sinusoidal,EpiEstim,40,3
17,0.0,Sinusoidal,EpiEstim,40,3
18,0.0,Sinusoidal,EpiEstim,40,3
19,0.0,Sinusoidal,EpiEstim,40,3
20,0.0,Sinusoidal,EpiEstim,40,3
21,0.0,Sinusoidal,EpiEstim,40,3
22,0.0,Sinusoidal,EpiEstim,40,3
23,0.0,Sinusoidal,EpiEstim,40,3
24,0.0,Sinusoidal,EpiEstim,40,3
25,0.0,Sinusoidal,EpiEstim,40,3
26,0.0,Sinusoidal,EpiEstim,40,3
27,0.0,Sinusoidal,EpiEstim,40,3
28,0.0,Sinusoidal,EpiEstim,40,3
29,0.0,Sinusoidal,EpiEstim,40,3
30,0.0,Sinusoidal,EpiEstim,40,3
1,1.5456424798302622e-95,Sinusoidal,EpiEstim,45,3
2,0.9995203639818709,Sinusoidal,EpiEstim,45,3
3,0.00047963601435968534,Sinusoidal,EpiEstim,45,3
4,3.769356303415069e-12,Sinusoidal,EpiEstim,45,3
5,3.26371468458996e-25,Sinusoidal,EpiEstim,45,3
6,2.1961442964937565e-41,Sinusoidal,EpiEstim,45,3
7,1.2520336912312746e-60,Sinusoidal,EpiEstim,45,3
8,1.229554031771916e-82,Sinusoidal,EpiEstim,45,3
9,5.529276125397036e-106,Sinusoidal,EpiEstim,45,3
10,2.8082135494501095e-131,Sinusoidal,EpiEstim,45,3
11,6.439677053435498e-158,Sinusoidal,EpiEstim,45,3
12,5.835644485588409e-185,Sinusoidal,EpiEstim,45,3
13,7.890380196274329e-212,Sinusoidal,EpiEstim,45,3
14,3.185172483398244e-238,Sinusoidal,EpiEstim,45,3
15,9.710120524080044e-266,Sinusoidal,EpiEstim,45,3
16,1.2989105067653916e-291,Sinusoidal,EpiEstim,45,3
17,7.040088e-317,Sinusoidal,EpiEstim,45,3
18,0.0,Sinusoidal,EpiEstim,45,3
19,0.0,Sinusoidal,EpiEstim,45,3
20,0.0,Sinusoidal,EpiEstim,45,3
21,0.0,Sinusoidal,EpiEstim,45,3
22,0.0,Sinusoidal,EpiEstim,45,3
23,0.0,Sinusoidal,EpiEstim,45,3
24,0.0,Sinusoidal,EpiEstim,45,3
25,0.0,Sinusoidal,EpiEstim,45,3
26,0.0,Sinusoidal,EpiEstim,45,3
27,0.0,Sinusoidal,EpiEstim,45,3
28,0.0,Sinusoidal,EpiEstim,45,3
29,0.0,Sinusoidal,EpiEstim,45,3
30,0.0,Sinusoidal,EpiEstim,45,3
1,2.0821577619020753e-96,Sinusoidal,EpiEstim,50,3
2,0.9990262334456682,Sinusoidal,EpiEstim,50,3
3,0.0009737665523855204,Sinusoidal,EpiEstim,50,3
4,1.946270592592118e-12,Sinusoidal,EpiEstim,50,3
5,1.0964452416603717e-25,Sinusoidal,EpiEstim,50,3
6,1.056306941372726e-39,Sinusoidal,EpiEstim,50,3
7,9.314850338008085e-57,Sinusoidal,EpiEstim,50,3
8,2.89656311733129e-76,Sinusoidal,EpiEstim,50,3
9,2.374648847054923e-97,Sinusoidal,EpiEstim,50,3
10,3.660462978636945e-120,Sinusoidal,EpiEstim,50,3
11,1.4330859915072192e-144,Sinusoidal,EpiEstim,50,3
12,2.297713095269109e-168,Sinusoidal,EpiEstim,50,3
13,9.221308277365364e-194,Sinusoidal,EpiEstim,50,3
14,1.8452031541333255e-218,Sinusoidal,EpiEstim,50,3
15,4.1394237976834823e-243,Sinusoidal,EpiEstim,50,3
16,4.979592851079453e-268,Sinusoidal,EpiEstim,50,3
17,4.279571839833553e-291,Sinusoidal,EpiEstim,50,3
18,2.94651567e-314,Sinusoidal,EpiEstim,50,3
19,0.0,Sinusoidal,EpiEstim,50,3
20,0.0,Sinusoidal,EpiEstim,50,3
21,0.0,Sinusoidal,EpiEstim,50,3
22,0.0,Sinusoidal,EpiEstim,50,3
23,0.0,Sinusoidal,EpiEstim,50,3
24,0.0,Sinusoidal,EpiEstim,50,3
25,0.0,Sinusoidal,EpiEstim,50,3
26,0.0,Sinusoidal,EpiEstim,50,3
27,0.0,Sinusoidal,EpiEstim,50,3
28,0.0,Sinusoidal,EpiEstim,50,3
29,0.0,Sinusoidal,EpiEstim,50,3
30,0.0,Sinusoidal,EpiEstim,50,3
1,7.23455648639066e-47,Sinusoidal,EpiEstim,10,4
2,1.0,Sinusoidal,EpiEstim,10,4
3,1.1920323205376596e-82,Sinusoidal,EpiEstim,10,4
4,4.260303502104035e-183,Sinusoidal,EpiEstim,10,4
5,2.0855776880898775e-273,Sinusoidal,EpiEstim,10,4
6,0.0,Sinusoidal,EpiEstim,10,4
7,0.0,Sinusoidal,EpiEstim,10,4
8,0.0,Sinusoidal,EpiEstim,10,4
9,2.5304985347065855e-287,Sinusoidal,EpiEstim,10,4
10,4.481937951572195e-229,Sinusoidal,EpiEstim,10,4
11,1.6674340045462637e-176,Sinusoidal,EpiEstim,10,4
12,8.767164040503548e-143,Sinusoidal,EpiEstim,10,4
13,7.13093620686363e-135,Sinusoidal,EpiEstim,10,4
14,3.4309611911865753e-150,Sinusoidal,EpiEstim,10,4
15,4.638076442599289e-179,Sinusoidal,EpiEstim,10,4
16,7.778554500614111e-210,Sinusoidal,EpiEstim,10,4
17,2.0265774998135096e-231,Sinusoidal,EpiEstim,10,4
18,9.856399415247448e-238,Sinusoidal,EpiEstim,10,4
19,3.809995241955533e-228,Sinusoidal,EpiEstim,10,4
20,7.710465054411646e-208,Sinusoidal,EpiEstim,10,4
21,7.257330924500667e-185,Sinusoidal,EpiEstim,10,4
22,7.212031587113446e-168,Sinusoidal,EpiEstim,10,4
23,2.9272024024830325e-161,Sinusoidal,EpiEstim,10,4
24,5.928988400827319e-167,Sinusoidal,EpiEstim,10,4
25,7.101963288533781e-181,Sinusoidal,EpiEstim,10,4
26,2.795176392065114e-197,Sinusoidal,EpiEstim,10,4
27,5.4546888661638425e-210,Sinusoidal,EpiEstim,10,4
28,1.02777979478362e-214,Sinusoidal,EpiEstim,10,4
29,2.2001968440497335e-210,Sinusoidal,EpiEstim,10,4
30,1.6015987649324582e-199,Sinusoidal,EpiEstim,10,4
1,1.5605532255111007e-71,Sinusoidal,EpiEstim,15,4
2,1.0,Sinusoidal,EpiEstim,15,4
3,3.2369695755337616e-32,Sinusoidal,EpiEstim,15,4
4,2.694157137921846e-78,Sinusoidal,EpiEstim,15,4
5,3.1427463938659904e-135,Sinusoidal,EpiEstim,15,4
6,4.577450553252529e-193,Sinusoidal,EpiEstim,15,4
7,4.646593902570492e-246,Sinusoidal,EpiEstim,15,4
8,1.6130490480766403e-288,Sinusoidal,EpiEstim,15,4
9,1.282508973e-315,Sinusoidal,EpiEstim,15,4
10,0.0,Sinusoidal,EpiEstim,15,4
11,0.0,Sinusoidal,EpiEstim,15,4
12,6.6304616019e-312,Sinusoidal,EpiEstim,15,4
13,4.456088459337374e-288,Sinusoidal,EpiEstim,15,4
14,5.260770386960904e-258,Sinusoidal,EpiEstim,15,4
15,5.578052508729812e-227,Sinusoidal,EpiEstim,15,4
16,1.4000294492493178e-199,Sinusoidal,EpiEstim,15,4
17,3.5010731233972396e-178,Sinusoidal,EpiEstim,15,4
18,3.0187737025259406e-166,Sinusoidal,EpiEstim,15,4
19,7.96536062484551e-163,Sinusoidal,EpiEstim,15,4
20,4.527014104815073e-168,Sinusoidal,EpiEstim,15,4
21,2.6963555471718188e-180,Sinusoidal,EpiEstim,15,4
22,6.665708993850322e-196,Sinusoidal,EpiEstim,15,4
23,5.47042818115771e-213,Sinusoidal,EpiEstim,15,4
24,8.683971818197255e-228,Sinusoidal,EpiEstim,15,4
25,7.913671784508118e-239,Sinusoidal,EpiEstim,15,4
26,8.204676984041172e-245,Sinusoidal,EpiEstim,15,4
27,3.1223706650720582e-245,Sinusoidal,EpiEstim,15,4
28,2.8619079393717747e-240,Sinusoidal,EpiEstim,15,4
29,6.84219378205374e-231,Sinusoidal,EpiEstim,15,4
30,3.6644194916025026e-219,Sinusoidal,EpiEstim,15,4
1,7.887306283360065e-77,Sinusoidal,EpiEstim,20,4
2,1.0,Sinusoidal,EpiEstim,20,4
3,1.061877691462064e-21,Sinusoidal,EpiEstim,20,4
4,2.0398468030881137e-59,Sinusoidal,EpiEstim,20,4
5,7.7685008824814e-105,Sinusoidal,EpiEstim,20,4
6,1.1231806507987399e-155,Sinusoidal,EpiEstim,20,4
7,1.8693124104483932e-206,Sinusoidal,EpiEstim,20,4
8,5.706527130410088e-257,Sinusoidal,EpiEstim,20,4
9,2.0820917566154394e-302,Sinusoidal,EpiEstim,20,4
10,0.0,Sinusoidal,EpiEstim,20,4
11,0.0,Sinusoidal,EpiEstim,20,4
12,0.0,Sinusoidal,EpiEstim,20,4
13,0.0,Sinusoidal,EpiEstim,20,4
14,0.0,Sinusoidal,EpiEstim,20,4
15,0.0,Sinusoidal,EpiEstim,20,4
16,0.0,Sinusoidal,EpiEstim,20,4
17,0.0,Sinusoidal,EpiEstim,20,4
18,0.0,Sinusoidal,EpiEstim,20,4
19,3.676e-321,Sinusoidal,EpiEstim,20,4
20,4.559599392932451e-294,Sinusoidal,EpiEstim,20,4
21,4.663147058576657e-269,Sinusoidal,EpiEstim,20,4
22,6.939408992533848e-248,Sinusoidal,EpiEstim,20,4
23,5.267320044789264e-233,Sinusoidal,EpiEstim,20,4
24,5.749921947125076e-224,Sinusoidal,EpiEstim,20,4
25,3.8711461341302715e-221,Sinusoidal,EpiEstim,20,4
26,1.9512789948544153e-224,Sinusoidal,EpiEstim,20,4
27,1.0564087636313141e-231,Sinusoidal,EpiEstim,20,4
28,2.8439240032453215e-242,Sinusoidal,EpiEstim,20,4
29,8.921284793236773e-255,Sinusoidal,EpiEstim,20,4
30,8.108962599864147e-268,Sinusoidal,EpiEstim,20,4
1,7.952251222689042e-93,Sinusoidal,EpiEstim,25,4
2,0.9999999999999998,Sinusoidal,EpiEstim,25,4
3,2.574405905350334e-16,Sinusoidal,EpiEstim,25,4
4,1.3742087661590522e-42,Sinusoidal,EpiEstim,25,4
5,2.590403057915073e-76,Sinusoidal,EpiEstim,25,4
6,2.8623755944623843e-116,Sinusoidal,EpiEstim,25,4
7,8.010319874842244e-159,Sinusoidal,EpiEstim,25,4
8,4.063252586755305e-203,Sinusoidal,EpiEstim,25,4
9,3.0767911634556973e-246,Sinusoidal,EpiEstim,25,4
10,1.2939548127397771e-287,Sinusoidal,EpiEstim,25,4
11,0.0,Sinusoidal,EpiEstim,25,4
12,0.0,Sinusoidal,EpiEstim,25,4
13,0.0,Sinusoidal,EpiEstim,25,4
14,0.0,Sinusoidal,EpiEstim,25,4
15,0.0,Sinusoidal,EpiEstim,25,4
16,0.0,Sinusoidal,EpiEstim,25,4
17,0.0,Sinusoidal,EpiEstim,25,4
18,0.0,Sinusoidal,EpiEstim,25,4
19,0.0,Sinusoidal,EpiEstim,25,4
20,0.0,Sinusoidal,EpiEstim,25,4
21,0.0,Sinusoidal,EpiEstim,25,4
22,0.0,Sinusoidal,EpiEstim,25,4
23,0.0,Sinusoidal,EpiEstim,25,4
24,0.0,Sinusoidal,EpiEstim,25,4
25,0.0,Sinusoidal,EpiEstim,25,4
26,6.3695737291392e-310,Sinusoidal,EpiEstim,25,4
27,2.5017147128434357e-292,Sinusoidal,EpiEstim,25,4
28,2.3422695181461542e-278,Sinusoidal,EpiEstim,25,4
29,1.9131372433061375e-268,Sinusoidal,EpiEstim,25,4
30,2.621255185701789e-262,Sinusoidal,EpiEstim,25,4
1,1.914737584857587e-95,Sinusoidal,EpiEstim,30,4
2,0.9999999938768456,Sinusoidal,EpiEstim,30,4
3,6.12315428288774e-9,Sinusoidal,EpiEstim,30,4
4,8.77816648676654e-25,Sinusoidal,EpiEstim,30,4
