eta,p,simulation,model
0.33599999999999997,3.2731105249406048e-34,Random walk,EpiFilter
0.337,2.3147525695032443e-34,Random walk,EpiFilter
0.338,1.6379210846835199e-34,Random walk,EpiFilter
0.33899999999999997,1.1596492195425178e-34,Random walk,EpiFilter
0.34,8.214976518147443e-35,Random walk,EpiFilter
0.34099999999999997,5.822811935416204e-35,Random walk,EpiFilter
0.342,4.129587396417129e-35,Random walk,EpiFilter
0.343,2.930412179258756e-35,Random walk,EpiFilter
0.344,2.0806526302831556e-35,Random walk,EpiFilter
0.34500000000000003,1.4781548023411082e-35,Random walk,EpiFilter
0.346,1.0507281247029169e-35,Random walk,EpiFilter
0.34700000000000003,7.473284323884624e-36,Random walk,EpiFilter
0.348,5.318436213639924e-36,Random walk,EpiFilter
0.349,3.787113121528496e-36,Random walk,EpiFilter
0.35000000000000003,2.6982676558377776e-36,Random walk,EpiFilter
0.351,1.9235998712859307e-36,Random walk,EpiFilter
0.35200000000000004,1.3721384371173437e-36,Random walk,EpiFilter
0.353,9.79343621505255e-37,Random walk,EpiFilter
0.354,6.994017703790428e-37,Random walk,EpiFilter
0.355,4.997735624231765e-37,Random walk,EpiFilter
0.356,3.5733470653761892e-37,Random walk,EpiFilter
0.35700000000000004,2.5564241983567476e-37,Random walk,EpiFilter
0.358,1.82998214332934e-37,Random walk,EpiFilter
0.359,1.3107425329768514e-37,Random walk,EpiFilter
0.36,9.393878108511505e-38,Random walk,EpiFilter
0.361,6.736429990770659e-38,Random walk,EpiFilter
0.362,4.833618612391749e-38,Random walk,EpiFilter
0.363,3.47034771383713e-38,Random walk,EpiFilter
0.36400000000000005,2.493055522946395e-38,Random walk,EpiFilter
0.365,1.7920476769811135e-38,Random walk,EpiFilter
0.366,1.2889204213037528e-38,Random walk,EpiFilter
0.367,9.276023850703945e-39,Random walk,EpiFilter
0.368,6.679701766503326e-39,Random walk,EpiFilter
0.36900000000000005,4.81295714711082e-39,Random walk,EpiFilter
0.37,3.469979038826602e-39,Random walk,EpiFilter
0.371,2.503236345828658e-39,Random walk,EpiFilter
0.372,1.8069128594466675e-39,Random walk,EpiFilter
0.373,1.3050678646235246e-39,Random walk,EpiFilter
0.374,9.431693747209962e-40,Random walk,EpiFilter
0.375,6.8203576950878945e-40,Random walk,EpiFilter
0.376,4.9349826088478395e-40,Random walk,EpiFilter
0.377,3.572936088586277e-40,Random walk,EpiFilter
0.378,2.588368681034526e-40,Random walk,EpiFilter
0.379,1.8762400411812004e-40,Random walk,EpiFilter
0.38,1.3608558821766635e-40,Random walk,EpiFilter
0.38099999999999995,9.876371644173556e-41,Random walk,EpiFilter
0.382,7.172067009842883e-41,Random walk,EpiFilter
0.383,5.21138235651957e-41,Random walk,EpiFilter
0.384,3.78898835647033e-41,Random walk,EpiFilter
0.385,2.756483339226947e-41,Random walk,EpiFilter
0.38599999999999995,2.0065466750331426e-41,Random walk,EpiFilter
0.387,1.4615206905800983e-41,Random walk,EpiFilter
0.388,1.0651787131329388e-41,Random walk,EpiFilter
0.389,7.767867164655731e-42,Random walk,EpiFilter
0.39,5.668170208363206e-42,Random walk,EpiFilter
0.39099999999999996,4.138526375832541e-42,Random walk,EpiFilter
0.392,3.023502156816461e-42,Random walk,EpiFilter
0.39299999999999996,2.210225058523599e-42,Random walk,EpiFilter
0.394,1.6166809230062598e-42,Random walk,EpiFilter
0.395,1.1832422196668351e-42,Random walk,EpiFilter
0.396,8.665316886197037e-43,Random walk,EpiFilter
0.397,6.349749588319907e-43,Random walk,EpiFilter
0.39799999999999996,4.655753789869399e-43,Random walk,EpiFilter
0.399,3.415738072446628e-43,Random walk,EpiFilter
0.39999999999999997,2.5074953998457482e-43,Random walk,EpiFilter
0.401,1.8418600624080905e-43,Random walk,EpiFilter
0.402,1.3537356996978242e-43,Random walk,EpiFilter
0.40299999999999997,9.955698867910556e-44,Random walk,EpiFilter
