t,TrueRt,Cases,mean,lower,upper,mean_param,lower_param,upper_param,mean_cases,lower_cases,upper_cases,crps,movingaverage,model,fit
55,NaN,43,1.4270069886238723,1.2606554572493864,1.603518129321489,7.0,NaN,NaN,45.60508423840461,32.0,61.0,2.027311210298341,5-day,EpiEstim,Conditional (k = 7)
56,NaN,53,1.457768866475782,1.2942525033531616,1.6308712361250641,7.0,NaN,NaN,47.89146310104645,34.0,63.0,3.1933224325583183,5-day,EpiEstim,Conditional (k = 7)
57,NaN,55,1.4780619891952134,1.3180878429973801,1.6470659785471686,7.0,NaN,NaN,52.218155137532584,37.0,68.0,2.2970830744130013,5-day,EpiEstim,Conditional (k = 7)
58,NaN,54,1.4698883705677355,1.315101851075924,1.6331621070078643,7.0,NaN,NaN,56.574906210756616,41.0,73.0,2.1886298844464096,5-day,EpiEstim,Conditional (k = 7)
59,NaN,57,1.4516990865166424,1.3025380271179257,1.6088293877103168,7.0,NaN,NaN,59.59987754400755,44.0,77.0,2.2387482195334916,5-day,EpiEstim,Conditional (k = 7)
60,NaN,62,1.4467475439700086,1.302308504652558,1.5986730408742376,7.0,NaN,NaN,62.75196743921124,46.0,80.0,2.0395690512972218,5-day,EpiEstim,Conditional (k = 7)
61,NaN,61,1.4344047782880613,1.2948607604275586,1.5809868656062385,7.0,NaN,NaN,66.89544656158905,50.0,85.0,3.486824559939142,5-day,EpiEstim,Conditional (k = 7)
62,NaN,67,1.4338549309196258,1.298405402409649,1.575928076733665,7.0,NaN,NaN,70.0436047547431,53.0,89.0,2.4827638091402275,5-day,EpiEstim,Conditional (k = 7)
63,NaN,79,1.4360064370086962,1.3043614652244486,1.573889451189782,7.0,NaN,NaN,72.2820740922786,55.0,91.0,4.131785691489236,5-day,EpiEstim,Conditional (k = 7)
64,NaN,92,1.4675503023035785,1.3382585367239188,1.6027185293424866,7.0,NaN,NaN,77.2528199501961,59.0,97.0,9.927985441885145,5-day,EpiEstim,Conditional (k = 7)
65,NaN,96,1.5030078304812484,1.375984506530361,1.6355588414288,7.0,NaN,NaN,86.31682802469774,67.0,107.0,5.910479167339581,5-day,EpiEstim,Conditional (k = 7)
66,NaN,97,1.5191741152766307,1.3953973839433687,1.648135364462682,7.0,NaN,NaN,96.23069322504773,76.0,118.0,2.554380628829496,5-day,EpiEstim,Conditional (k = 7)
67,NaN,101,1.520795383205794,1.400938333237695,1.6455017643553176,7.0,NaN,NaN,104.92497111198841,84.0,128.0,3.1107147710030416,5-day,EpiEstim,Conditional (k = 7)
68,NaN,96,1.5037408541954562,1.3885056599172045,1.6235042191385953,7.0,NaN,NaN,113.88371896019302,92.0,138.0,11.818964808316522,5-day,EpiEstim,Conditional (k = 7)
69,NaN,90,1.4554582252831494,1.345869120569279,1.5692755184493463,7.0,NaN,NaN,118.79592647904728,96.0,143.0,22.073870089369375,5-day,EpiEstim,Conditional (k = 7)
70,NaN,92,1.3897281149426657,1.2860961135293607,1.4973184401994344,7.0,NaN,NaN,117.91520484700106,95.0,142.0,19.281040660899475,5-day,EpiEstim,Conditional (k = 7)
71,NaN,104,1.3313668232969484,1.2329536785492996,1.4335048543309405,7.0,NaN,NaN,113.909162179169,92.0,137.0,5.783684879288943,5-day,EpiEstim,Conditional (k = 7)
72,NaN,105,1.2776341732383443,1.1838025985901695,1.3749934098869163,7.0,NaN,NaN,112.28225241014563,90.0,136.0,4.376984244801599,5-day,EpiEstim,Conditional (k = 7)
73,NaN,123,1.2643408956564393,1.1731647594352939,1.3588805240334891,7.0,NaN,NaN,111.5079148717349,90.0,135.0,7.031477546984255,5-day,EpiEstim,Conditional (k = 7)
74,NaN,136,1.270932357712304,1.1814141208991646,1.363673222103852,7.0,NaN,NaN,115.0832644731565,93.0,139.0,14.732511439189944,5-day,EpiEstim,Conditional (k = 7)
75,NaN,137,1.2875982734460139,1.199254619822039,1.379036955406902,7.0,NaN,NaN,123.93334359203067,101.0,148.0,8.072291071989987,5-day,EpiEstim,Conditional (k = 7)
76,NaN,130,1.2997098735452222,1.212678134222908,1.3897148425443795,7.0,NaN,NaN,134.99357555238416,111.0,161.0,3.6703273773748855,5-day,EpiEstim,Conditional (k = 7)
77,NaN,141,1.3214053625298496,1.2353861572096536,1.4102785480657178,7.0,NaN,NaN,143.49910279047197,119.0,170.0,3.2129032285078076,5-day,EpiEstim,Conditional (k = 7)
78,NaN,145,1.3253919379734762,1.2410299546275017,1.4124886718896925,7.0,NaN,NaN,151.11647375854892,125.0,178.0,4.154448767516277,5-day,EpiEstim,Conditional (k = 7)
79,NaN,145,1.32345821459525,1.2409681748978627,1.4085650042422453,7.0,NaN,NaN,158.65701972844423,132.0,186.0,8.105343757993897,5-day,EpiEstim,Conditional (k = 7)
80,NaN,157,1.310331051212135,1.2300487790207544,1.393115327280088,7.0,NaN,NaN,161.72951911960087,135.0,190.0,3.8216233469811254,5-day,EpiEstim,Conditional (k = 7)
81,NaN,163,1.2873677574113405,1.2095280375610151,1.3676005059012013,7.0,NaN,NaN,164.56691257261224,138.0,193.0,3.3206365586754165,5-day,EpiEstim,Conditional (k = 7)
82,NaN,154,1.253720216668018,1.1785298694974218,1.3312028077574714,7.0,NaN,NaN,168.70095020099203,142.0,197.0,8.790847578916232,5-day,EpiEstim,Conditional (k = 7)
83,NaN,149,1.22638072717905,1.1534851855601527,1.301478147324308,7.0,NaN,NaN,171.84827445377923,144.0,201.0,15.369652064926836,5-day,EpiEstim,Conditional (k = 7)
84,NaN,164,1.2077292478528208,1.1367006568335767,1.2808799687198165,7.0,NaN,NaN,170.91628385730817,144.0,199.0,4.561635110151875,5-day,EpiEstim,Conditional (k = 7)
85,NaN,173,1.1979270010039784,1.1283590318433587,1.2695465909558166,7.0,NaN,NaN,172.32317905175694,145.0,201.0,3.3583593089384807,5-day,EpiEstim,Conditional (k = 7)
86,NaN,177,1.1944991888770724,1.126098117597894,1.2648884884792944,7.0,NaN,NaN,176.2300938105599,149.0,205.0,3.39878843620383,5-day,EpiEstim,Conditional (k = 7)
87,NaN,182,1.1848830334534153,1.1177551855932326,1.2539407111445324,7.0,NaN,NaN,179.29535113789117,151.0,208.0,3.6340873867583894,5-day,EpiEstim,Conditional (k = 7)
88,NaN,195,1.1833183346590959,1.1171698707273292,1.2513424738809835,7.0,NaN,NaN,182.66435457939033,155.0,212.0,7.444425777058252,5-day,EpiEstim,Conditional (k = 7)
89,NaN,186,1.181970639348041,1.116752534079571,1.249013424888389,7.0,NaN,NaN,190.94909766125846,162.0,221.0,4.098438200442856,5-day,EpiEstim,Conditional (k = 7)
90,NaN,177,1.176729195591067,1.1125185139222546,1.2427159388485116,7.0,NaN,NaN,198.11454631383296,169.0,229.0,13.555024970971022,5-day,EpiEstim,Conditional (k = 7)
91,NaN,183,1.1633708368317968,1.1003576446818242,1.2281137431185865,7.0,NaN,NaN,199.3644145943285,170.0,230.0,9.844768170331616,5-day,EpiEstim,Conditional (k = 7)
92,NaN,189,1.1484365755849697,1.0866139232236791,1.2119455604052323,7.0,NaN,NaN,199.2264378567786,170.0,230.0,6.109537071461951,5-day,EpiEstim,Conditional (k = 7)
93,NaN,179,1.1230575610909963,1.0626472788902226,1.1851143573162342,7.0,NaN,NaN,199.41080094796285,170.0,230.0,12.9673435211413,5-day,EpiEstim,Conditional (k = 7)
94,NaN,183,1.099950400044893,1.0408056423758716,1.160706547207227,7.0,NaN,NaN,196.43461648340602,167.0,227.0,7.894150104607489,5-day,EpiEstim,Conditional (k = 7)
95,NaN,191,1.0761833927559894,1.0182281165017928,1.1357201327692397,7.0,NaN,NaN,191.93678904350605,163.0,222.0,3.519324975059434,5-day,EpiEstim,Conditional (k = 7)
96,NaN,187,1.0603095523247343,1.0032309550018146,1.1189450788265536,7.0,NaN,NaN,191.24689216552775,163.0,221.0,3.9270570194698653,5-day,EpiEstim,Conditional (k = 7)
97,NaN,188,1.055793048490459,0.9991950639906967,1.1139282231677856,7.0,NaN,NaN,191.87768197555576,163.0,222.0,3.8560153679883604,5-day,EpiEstim,Conditional (k = 7)
98,NaN,192,1.0517745420357287,0.9955833405882273,1.1094865628101709,7.0,NaN,NaN,191.89031427488533,163.0,222.0,3.503669988259248,5-day,EpiEstim,Conditional (k = 7)
99,NaN,190,1.0428230442111073,0.9871310397668851,1.100021774404377,7.0,NaN,NaN,191.91066376268878,163.0,222.0,3.575982407411146,5-day,EpiEstim,Conditional (k = 7)
100,NaN,181,1.0360444524291637,0.9807560396554303,1.0928275168397477,7.0,NaN,NaN,193.4365289944642,165.0,224.0,7.292246866299312,5-day,EpiEstim,Conditional (k = 7)
101,NaN,172,1.0203107060748409,0.965635546987119,1.0764702536485864,7.0,NaN,NaN,192.21716014543196,163.0,222.0,12.89152263131896,5-day,EpiEstim,Conditional (k = 7)
102,NaN,170,0.9985100019074934,0.9445723112066048,1.0539241775221788,7.0,NaN,NaN,187.26414503633578,159.0,217.0,10.587894796526282,5-day,EpiEstim,Conditional (k = 7)
103,NaN,158,0.9728730514561307,0.919723529940255,1.0274944685613296,7.0,NaN,NaN,182.2537247804104,154.0,211.0,16.538410994352166,5-day,EpiEstim,Conditional (k = 7)
104,NaN,146,0.9400576613784515,0.8878297558967191,0.9937571791829527,7.0,NaN,NaN,174.59826197090143,147.0,203.0,20.749741466407286,5-day,EpiEstim,Conditional (k = 7)
105,NaN,140,0.9028874527869557,0.8516269532974277,0.9556248424185698,7.0,NaN,NaN,163.8984083378963,138.0,192.0,16.516687897752906,5-day,EpiEstim,Conditional (k = 7)
106,NaN,135,0.8670872189446187,0.8166649056333114,0.9189985814984538,7.0,NaN,NaN,152.65900063661243,127.0,179.0,11.202303460739671,5-day,EpiEstim,Conditional (k = 7)
107,NaN,125,0.8341199173850973,0.7843540311607231,0.8853948482329902,7.0,NaN,NaN,142.563525588755,118.0,168.0,11.239491638495263,5-day,EpiEstim,Conditional (k = 7)
108,NaN,120,0.8076210041004374,0.7582125973421162,0.8585668687757998,7.0,NaN,NaN,132.76558220200653,109.0,158.0,7.619417787087752,5-day,EpiEstim,Conditional (k = 7)
109,NaN,112,0.778798415355401,0.7297243955848691,0.8294467885636811,7.0,NaN,NaN,123.06210015366852,100.0,147.0,6.506031702336556,5-day,EpiEstim,Conditional (k = 7)
110,NaN,104,0.7552728301884161,0.7062715436554782,0.8058942766518328,7.0,NaN,NaN,114.44271267247467,93.0,137.0,6.126658882109156,5-day,EpiEstim,Conditional (k = 7)
111,NaN,103,0.7428700059629022,0.6934760934376827,0.7939390405346519,7.0,NaN,NaN,106.76535860618056,86.0,129.0,3.032396460562188,5-day,EpiEstim,Conditional (k = 7)
112,NaN,100,0.7343289602534878,0.6843183979476928,0.7860781708004679,7.0,NaN,NaN,100.30056943103862,80.0,122.0,2.498233742235074,5-day,EpiEstim,Conditional (k = 7)
113,NaN,99,0.7300622508432648,0.6792051981759274,0.7827292917368804,7.0,NaN,NaN,94.6106145609056,75.0,116.0,3.221188598084974,5-day,EpiEstim,Conditional (k = 7)
114,NaN,96,0.7327486061206909,0.6807254951408785,0.7866600356656696,7.0,NaN,NaN,90.70162550118066,71.0,111.0,3.5294649362399575,5-day,EpiEstim,Conditional (k = 7)
115,NaN,98,0.7424668022990714,0.6889617287891029,0.7979442703819238,7.0,NaN,NaN,87.44692966280832,68.0,108.0,6.512106280756413,5-day,EpiEstim,Conditional (k = 7)
116,NaN,91,0.7527680251412209,0.6977191295989043,0.8098773609444091,7.0,NaN,NaN,86.04844795293113,67.0,106.0,3.3565622043065932,5-day,EpiEstim,Conditional (k = 7)
117,NaN,81,0.7596987797234862,0.7032143939704493,0.8183340580309119,7.0,NaN,NaN,84.8869844036499,66.0,105.0,2.8412566316888777,5-day,EpiEstim,Conditional (k = 7)
118,NaN,78,0.7626248263678744,0.7048542328351023,0.8226384064169224,7.0,NaN,NaN,82.05168994433656,64.0,102.0,2.862088781469171,5-day,EpiEstim,Conditional (k = 7)
119,NaN,81,0.7710857156381342,0.7118105931405666,0.8326976446561432,7.0,NaN,NaN,78.86660594897376,61.0,98.0,2.4454245440112987,5-day,EpiEstim,Conditional (k = 7)
120,NaN,77,0.7742071329731268,0.713638007979933,0.8372081155969858,7.0,NaN,NaN,76.29141802309874,59.0,95.0,2.215389942528332,5-day,EpiEstim,Conditional (k = 7)
121,NaN,74,0.775548691289934,0.7137601663920733,0.8398655200239945,7.0,NaN,NaN,73.60114101797507,56.0,92.0,2.1565537354501734,5-day,EpiEstim,Conditional (k = 7)
122,NaN,76,0.7752193492041013,0.7122789140393534,0.8407864633855567,7.0,NaN,NaN,70.1851526758019,53.0,88.0,3.636489681020576,5-day,EpiEstim,Conditional (k = 7)
123,NaN,69,0.7733564128735895,0.7093214766237764,0.8401190536367394,7.0,NaN,NaN,68.29221258310004,52.0,86.0,2.1002222429957227,5-day,EpiEstim,Conditional (k = 7)
124,NaN,55,0.7641151626484561,0.699291029680967,0.8317715148726237,7.0,NaN,NaN,66.81393789995785,50.0,85.0,7.49962217846888,5-day,EpiEstim,Conditional (k = 7)
125,NaN,51,0.7518290136036853,0.6863323070647626,0.8202678325350745,7.0,NaN,NaN,63.14671616377812,47.0,80.0,7.847056689734197,5-day,EpiEstim,Conditional (k = 7)
126,NaN,55,0.7398818280687571,0.6736639793654128,0.8091593761194921,7.0,NaN,NaN,58.00330623608097,43.0,75.0,2.277437952428492,5-day,EpiEstim,Conditional (k = 7)
127,NaN,50,0.7252335104059469,0.6583729784100575,0.7952810139423334,7.0,NaN,NaN,54.13104675346364,39.0,70.0,2.6016950878257425,5-day,EpiEstim,Conditional (k = 7)
128,NaN,57,0.7270556808350636,0.6586985171925326,0.7987389953361159,7.0,NaN,NaN,50.116152476842075,36.0,66.0,4.208107553269661,5-day,EpiEstim,Conditional (k = 7)
129,NaN,61,0.7323311757101334,0.6622280612554855,0.8059105033127595,7.0,NaN,NaN,47.314719922301386,34.0,62.0,9.781972192214775,5-day,EpiEstim,Conditional (k = 7)
130,NaN,55,0.738930298926461,0.6669536222440785,0.8145420362851296,7.0,NaN,NaN,46.7155158526458,33.0,62.0,5.201205875557744,5-day,EpiEstim,Conditional (k = 7)
131,NaN,43,0.7485184006800636,0.6744746340110684,0.8263628355198687,7.0,NaN,NaN,47.548395400170065,34.0,63.0,2.716825348197247,5-day,EpiEstim,Conditional (k = 7)
132,NaN,47,0.7736504694177424,0.6967178210483468,0.854553970902194,7.0,NaN,NaN,46.845275605307734,33.0,62.0,1.7126893713339086,5-day,EpiEstim,Conditional (k = 7)
133,NaN,39,0.7716826014406638,0.6932720573880309,0.8542333858525397,7.0,NaN,NaN,45.92432083675646,32.0,61.0,4.041669115096093,5-day,EpiEstim,Conditional (k = 7)
134,NaN,40,0.7805903465491237,0.7001581189268129,0.865332680881587,7.0,NaN,NaN,44.16476222594048,31.0,59.0,2.5190440254325352,5-day,EpiEstim,Conditional (k = 7)
135,NaN,46,0.7854103774923274,0.703188642074822,0.8721124892457528,7.0,NaN,NaN,41.348449179501834,29.0,55.0,2.9053862369021894,5-day,EpiEstim,Conditional (k = 7)
136,NaN,51,0.7908460449735045,0.7068155139421336,0.879528033863107,7.0,NaN,NaN,39.11308279367041,27.0,53.0,8.383470745450722,5-day,EpiEstim,Conditional (k = 7)
137,NaN,42,0.787009363827538,0.7016957297047538,0.8771465874988609,7.0,NaN,NaN,39.03298997274802,27.0,53.0,2.1446529321480075,5-day,EpiEstim,Conditional (k = 7)
138,NaN,41,0.8104153920865748,0.722287062111012,0.903543118434201,7.0,NaN,NaN,39.47298155004333,27.0,53.0,1.7447780562546908,5-day,EpiEstim,Conditional (k = 7)
139,NaN,35,0.805892176359717,0.7165431568658512,0.9004148696260009,7.0,NaN,NaN,39.06205337817769,27.0,53.0,2.427492651766562,5-day,EpiEstim,Conditional (k = 7)
140,NaN,27,0.7992577573327773,0.7088411704706234,0.8950229432222541,7.0,NaN,NaN,38.59849385377966,26.0,52.0,7.998939201822887,5-day,EpiEstim,Conditional (k = 7)
141,NaN,28,0.7910854240505147,0.6996939237775421,0.8880051887570355,7.0,NaN,NaN,36.174483093339184,24.0,49.0,5.067441210514078,5-day,EpiEstim,Conditional (k = 7)
142,NaN,30,0.7697408449636682,0.6781553609177128,0.867042850193118,7.0,NaN,NaN,32.76241294505782,21.0,45.0,1.8450122505185418,5-day,EpiEstim,Conditional (k = 7)
143,NaN,31,0.7347153085816771,0.6437744104098423,0.8315768410542653,7.0,NaN,NaN,29.095373121908676,18.0,41.0,1.6447279770323218,5-day,EpiEstim,Conditional (k = 7)
144,NaN,33,0.7342107165037278,0.6416012759751626,0.8329722654541053,7.0,NaN,NaN,27.213731040615716,17.0,39.0,3.606472738046182,5-day,EpiEstim,Conditional (k = 7)
145,NaN,33,0.7378591127773497,0.6431557574318467,0.8389719594471872,7.0,NaN,NaN,26.146972897796505,16.0,37.0,4.416481172175603,5-day,EpiEstim,Conditional (k = 7)
146,NaN,29,0.7487032455732306,0.6513051608355566,0.8527890243875611,7.0,NaN,NaN,26.248063335774134,16.0,38.0,1.8913487679464605,5-day,EpiEstim,Conditional (k = 7)
147,NaN,27,0.7814021410306358,0.6797502884491341,0.8900337663070669,7.0,NaN,NaN,26.99037924958982,17.0,38.0,1.2945153866972987,5-day,EpiEstim,Conditional (k = 7)
148,NaN,25,0.8024968381512816,0.6973806545831238,0.9148840773142677,7.0,NaN,NaN,27.17911221340007,17.0,39.0,1.5719161949870073,5-day,EpiEstim,Conditional (k = 7)
149,NaN,24,0.8096644881179786,0.7021094792369873,0.9247722458287269,7.0,NaN,NaN,26.555822364340166,16.0,38.0,1.6764099487689712,5-day,EpiEstim,Conditional (k = 7)
150,NaN,25,0.8140924112274857,0.7043744102071006,0.9316356720546802,7.0,NaN,NaN,25.450032293117438,16.0,37.0,1.2580825051254574,5-day,EpiEstim,Conditional (k = 7)
151,NaN,22,0.7948303455011586,0.6847037654399828,0.913048692544641,7.0,NaN,NaN,24.175362083326167,15.0,35.0,1.5125866983464382,5-day,EpiEstim,Conditional (k = 7)
152,NaN,19,0.7599188404258056,0.6505928786302676,0.8776105913389537,7.0,NaN,NaN,22.407734578831985,13.0,33.0,1.9669799707977396,5-day,EpiEstim,Conditional (k = 7)
153,NaN,23,0.759890586069883,0.6486888524066141,0.8797600329071401,7.0,NaN,NaN,20.70698652617653,12.0,31.0,1.62767530449374,5-day,EpiEstim,Conditional (k = 7)
154,NaN,24,0.77460172503753,0.6602507494720234,0.8979507615822683,7.0,NaN,NaN,20.044500885638797,11.0,30.0,2.4499068820941012,5-day,EpiEstim,Conditional (k = 7)
155,NaN,24,0.7995927118118953,0.6812034189493782,0.9273276802458891,7.0,NaN,NaN,20.040336931422264,11.0,30.0,2.4525636096687475,5-day,EpiEstim,Conditional (k = 7)
156,NaN,29,0.8550144124609068,0.7302525446833988,0.9894706515796349,7.0,NaN,NaN,20.35468522508096,12.0,30.0,6.130931295719352,5-day,EpiEstim,Conditional (k = 7)
157,NaN,32,0.9201693628785153,0.788522115066902,1.0618301766986202,7.0,NaN,NaN,21.601697444171037,12.0,32.0,7.703121869808417,5-day,EpiEstim,Conditional (k = 7)
158,NaN,29,0.9817794664313075,0.8439556648348779,1.129874264618101,7.0,NaN,NaN,24.207786624001283,14.0,35.0,2.960873947089631,5-day,EpiEstim,Conditional (k = 7)
159,NaN,28,1.048041793329943,0.9043112290155338,1.2022174052191217,7.0,NaN,NaN,26.93540084568879,17.0,39.0,1.41813931572896,5-day,EpiEstim,Conditional (k = 7)
160,NaN,27,1.0778742201501441,0.9315277661043627,1.2347416295880684,7.0,NaN,NaN,28.610685032923374,18.0,41.0,1.4770854876858035,5-day,EpiEstim,Conditional (k = 7)
161,NaN,32,1.1213922822814777,0.9720726837862886,1.2812242696425211,7.0,NaN,NaN,29.543976826054543,19.0,42.0,1.8428308343075,5-day,EpiEstim,Conditional (k = 7)
162,NaN,49,1.250030009910046,1.0926937488519215,1.4177944119430508,7.0,NaN,NaN,31.295439632812748,20.0,44.0,14.306168557031654,5-day,EpiEstim,Conditional (k = 7)
163,NaN,64,1.415182865514591,1.2489945915115788,1.5916003476993736,7.0,NaN,NaN,36.24383239306313,24.0,50.0,24.06980456940348,5-day,EpiEstim,Conditional (k = 7)
164,NaN,88,1.6576812025601693,1.4804730544077616,1.8447618175887217,7.0,NaN,NaN,45.473818072309186,32.0,61.0,38.369514484232695,5-day,EpiEstim,Conditional (k = 7)
165,NaN,102,1.922421219731009,1.7365702472276725,2.1175841706498586,7.0,NaN,NaN,64.01617168178998,47.0,82.0,33.00115254978389,5-day,EpiEstim,Conditional (k = 7)
166,NaN,112,2.142836082590535,1.954440061607555,2.3397764658949947,7.0,NaN,NaN,90.21646350086343,70.0,112.0,16.008472180463443,5-day,EpiEstim,Conditional (k = 7)
167,NaN,116,2.2727935238667802,2.0890667981541298,2.4641529037228564,7.0,NaN,NaN,121.11172097377887,98.0,146.0,3.64725837996911,5-day,EpiEstim,Conditional (k = 7)
168,NaN,127,2.3238886870898376,2.149824557819773,2.504632141782904,7.0,NaN,NaN,149.1486828677946,123.0,177.0,14.901539620985751,5-day,EpiEstim,Conditional (k = 7)
169,NaN,147,2.3069608393281262,2.145527160609594,2.4741668750085855,7.0,NaN,NaN,170.60040134796662,142.0,200.0,15.866032639770049,5-day,EpiEstim,Conditional (k = 7)
170,NaN,177,2.2801635604781163,2.131146409845576,2.4341450445967423,7.0,NaN,NaN,189.8792761490439,160.0,221.0,7.539480526771901,5-day,EpiEstim,Conditional (k = 7)
171,NaN,190,2.1898416449283267,2.0543214648065624,2.3296292354884165,7.0,NaN,NaN,210.05450717448178,179.0,243.0,12.453873681808291,5-day,EpiEstim,Conditional (k = 7)
172,NaN,206,2.092820606934849,1.9696256951186482,2.219699698478719,7.0,NaN,NaN,229.0593863799673,196.0,263.0,14.727981177061526,5-day,EpiEstim,Conditional (k = 7)
173,NaN,220,2.002586252210694,1.890128689276898,2.118247599334074,7.0,NaN,NaN,248.6264137426544,215.0,284.0,19.34977453293855,5-day,EpiEstim,Conditional (k = 7)
174,NaN,204,1.886547806482477,1.7842850370228347,1.991619928571885,7.0,NaN,NaN,269.4086840447379,234.0,306.0,55.04972778016026,5-day,EpiEstim,Conditional (k = 7)
175,NaN,239,1.8180546907333037,1.7235222183317267,1.9150754382295712,7.0,NaN,NaN,278.882467600094,243.0,316.0,29.551661335272705,5-day,EpiEstim,Conditional (k = 7)
176,NaN,293,1.7961014180032646,1.7072203328154618,1.8872061669514753,7.0,NaN,NaN,291.1697827602789,255.0,329.0,4.519858466873505,5-day,EpiEstim,Conditional (k = 7)
177,NaN,382,1.8308530341445042,1.7457075123372874,1.9179974331364655,7.0,NaN,NaN,312.6131326163219,275.0,352.0,58.32535525136264,5-day,EpiEstim,Conditional (k = 7)
178,NaN,478,1.9213648941006458,1.8385421271278546,2.0059867334600074,7.0,NaN,NaN,360.58484505702563,320.0,403.0,105.51966117497304,5-day,EpiEstim,Conditional (k = 7)
179,NaN,581,2.0413399859190497,1.9604460733483549,2.1238464115757103,7.0,NaN,NaN,439.91568148981537,395.0,486.0,127.898399308199,5-day,EpiEstim,Conditional (k = 7)
180,NaN,646,2.136154945035171,2.058087929010009,2.215654832107068,7.0,NaN,NaN,555.106812282608,504.0,608.0,76.01074839088474,5-day,EpiEstim,Conditional (k = 7)
181,NaN,695,2.206695543953822,2.132209191976518,2.282442850884936,7.0,NaN,NaN,698.1163673264848,641.0,757.0,7.0566987699483,5-day,EpiEstim,Conditional (k = 7)
182,NaN,707,2.1971132775163364,2.127651390349542,2.267675330025884,7.0,NaN,NaN,838.0407570242141,775.0,903.0,112.61909982945437,5-day,EpiEstim,Conditional (k = 7)
1,NaN,8,5.005000000000075,0.25,9.75,0.5004999999999996,0.026000000000000002,0.975,7069.999999999973,353.0,13787.0,4705.171770030045,5-day,EpiFilter,Marginalised
2,NaN,11,1.4952548218946535,0.77,2.46,0.5004999999999996,0.026000000000000002,0.975,38.7437252872208,1.0,82.0,15.928431744950466,5-day,EpiFilter,Marginalised
3,NaN,14,1.5643683678567872,0.95,2.34,0.5004999999999996,0.026000000000000002,0.975,14.105519049720137,2.0,33.0,1.77825868122154,5-day,EpiFilter,Marginalised
4,NaN,21,1.9110486035775864,1.28,2.7300000000000004,0.4692897326718545,0.023,0.97,16.57183216338384,3.0,37.0,3.225531943311386,5-day,EpiFilter,Marginalised
5,NaN,27,2.1105408695890193,1.5,2.9099999999999997,0.42429209751658714,0.021,0.956,23.49223707553736,6.0,48.0,3.1176942718533267,5-day,EpiFilter,Marginalised
6,NaN,36,2.334877790488223,1.73,3.11,0.39246766950412415,0.024,0.936,31.11781717675806,10.0,60.0,3.917880070049282,5-day,EpiFilter,Marginalised
7,NaN,45,2.4443341815615818,1.89,3.1399999999999997,0.3432759104171269,0.026000000000000002,0.891,41.50830714540349,17.0,74.0,3.6835606076815375,5-day,EpiFilter,Marginalised
8,NaN,56,2.516209694278162,2.0100000000000002,3.1399999999999997,0.29315910782867044,0.027,0.807,52.883647918171434,25.0,88.0,3.7710389374795503,5-day,EpiFilter,Marginalised
9,NaN,64,2.436128419321406,1.99,2.9499999999999997,0.23535881367125966,0.019,0.67,65.98436836915934,37.0,102.0,3.3853668132922774,5-day,EpiFilter,Marginalised
10,NaN,72,2.3253973254407647,1.93,2.76,0.18934608819113086,0.012,0.5389999999999999,77.21722023336297,47.0,112.0,3.9403628260284838,5-day,EpiFilter,Marginalised
11,NaN,71,2.0585505137009017,1.65,2.43,0.18670131238125998,0.012,0.495,87.68407736956479,54.0,125.0,9.926338193876846,5-day,EpiFilter,Marginalised
12,NaN,70,1.7506512064635917,1.39,2.1300000000000003,0.2186185122922017,0.049,0.48700000000000004,88.0573513786954,49.0,127.0,10.879282238227034,5-day,EpiFilter,Marginalised
13,NaN,66,1.4600352537375625,1.1500000000000001,1.79,0.23660977140340692,0.102,0.471,83.66223497022533,44.0,125.0,10.45928644977011,5-day,EpiFilter,Marginalised
14,NaN,59,1.2014060450863255,0.94,1.49,0.24296924348766782,0.122,0.453,76.36549448582478,38.0,117.0,10.198862360105506,5-day,EpiFilter,Marginalised
15,NaN,49,0.9531298575008686,0.72,1.2,0.24765862549789064,0.135,0.44,66.39730870462049,30.0,106.0,10.193059609675107,5-day,EpiFilter,Marginalised
16,NaN,43,0.806006163586939,0.6,1.03,0.24304431442165794,0.13899999999999998,0.418,54.133517614337464,22.0,90.0,6.525276943502842,5-day,EpiFilter,Marginalised
17,NaN,35,0.6651623464485277,0.48,0.87,0.23864247796715882,0.14200000000000002,0.39999999999999997,45.65297183847417,17.0,78.0,6.1336248923008565,5-day,EpiFilter,Marginalised
18,NaN,27,0.5349557028493315,0.37,0.72,0.23514899824969948,0.143,0.385,36.69343127909928,12.0,65.0,5.511493110035693,5-day,EpiFilter,Marginalised
19,NaN,23,0.47030902000410846,0.32,0.65,0.22874164607158046,0.14200000000000002,0.368,28.134367995384583,8.0,52.0,3.3060996488229284,5-day,EpiFilter,Marginalised
20,NaN,20,0.43402213722242433,0.29000000000000004,0.61,0.22180904992991887,0.14,0.35200000000000004,23.0642734056851,6.0,44.0,2.4741197114642404,5-day,EpiFilter,Marginalised
21,NaN,18,0.4194123005602967,0.27,0.59,0.21515140341307518,0.13799999999999998,0.338,19.532737771360523,5.0,38.0,1.9980227681725604,5-day,EpiFilter,Marginalised
22,NaN,16,0.4095687071284818,0.26,0.59,0.2091232282798065,0.135,0.325,17.122099038722457,4.0,34.0,1.7672124949643773,5-day,EpiFilter,Marginalised
23,NaN,17,0.4529964512146646,0.29000000000000004,0.64,0.20453648334967853,0.13299999999999998,0.315,15.057229393449866,3.0,30.0,1.950285451201852,5-day,EpiFilter,Marginalised
