t,TrueRt,Cases,mean,lower,upper,mean_param,lower_param,upper_param,mean_cases,lower_cases,upper_cases,crps,movingaverage,model,fit
1,NaN,5,5.005,0.25,9.75,15.5,1.0,30.0,7459.999999999999,373.0,14547.0,4968.168688424895,Raw,EpiEstim,Marginalised
2,NaN,4,5.005,0.25,9.75,15.5,1.0,30.0,7459.999999999999,373.0,14547.0,4969.168018228528,Raw,EpiEstim,Marginalised
3,NaN,16,5.005,0.25,9.75,15.5,1.0,30.0,7459.999999999999,373.0,14547.0,4957.184907176989,Raw,EpiEstim,Marginalised
4,NaN,20,2.7618628833389507,2.0100000000000002,3.65,16.135085308271716,2.0,30.0,18.35128059388123,8.0,31.0,1.6592334035277418,Raw,EpiEstim,Marginalised
5,NaN,27,2.7852168506449377,2.17,3.48,16.422598929440916,2.0,30.0,26.31924354436214,15.0,40.0,1.584142817009882,Raw,EpiEstim,Marginalised
6,NaN,36,2.8112403666265076,2.3000000000000003,3.3800000000000003,16.59010544877227,3.0,30.0,35.09453422342604,22.0,50.0,1.779594356562477,Raw,EpiEstim,Marginalised
7,NaN,38,2.667540278285017,2.24,3.1300000000000003,16.7097526818873,3.0,30.0,45.606206247470524,31.0,62.0,4.389279886919145,Raw,EpiEstim,Marginalised
8,NaN,60,2.762697660054875,2.39,3.1599999999999997,16.891395670701847,4.0,30.0,53.23302289518545,37.0,71.0,4.158426231832058,Raw,EpiEstim,Marginalised
9,NaN,66,2.7331839710799115,2.41,3.07,17.013845342379348,4.0,30.0,68.7920970402876,51.0,89.0,2.5070743676170433,Raw,EpiEstim,Marginalised
10,NaN,79,2.6937953479626264,2.41,2.9899999999999998,17.095693693191862,4.0,30.0,83.9031334035771,64.0,105.0,3.265022054837901,Raw,EpiEstim,Marginalised
11,NaN,77,2.5402760885922087,2.27,2.8,16.44965578563289,3.0,30.0,100.43668268967356,79.0,124.0,17.062705715098346,Raw,EpiEstim,Marginalised
12,NaN,78,2.1703336473096657,1.6999999999999997,2.55,8.47927656388713,2.0,29.0,103.04813175154281,72.0,132.0,17.009640013480723,Raw,EpiEstim,Marginalised
13,NaN,54,1.4169455296232472,1.18,1.6800000000000002,2.027295383566788,2.0,3.0,89.75004685000262,64.0,118.0,27.97271752759557,Raw,EpiEstim,Marginalised
14,NaN,63,1.133842539688893,0.94,1.3599999999999999,2.0154416278940386,2.0,2.0,59.45990499042464,39.0,83.0,3.2114216583497317,Raw,EpiEstim,Marginalised
15,NaN,58,1.0979617253005387,0.9099999999999999,1.3,2.019354998409647,2.0,2.0,66.9282717139644,46.0,91.0,5.088637884730482,Raw,EpiEstim,Marginalised
16,NaN,44,0.8927492685698248,0.73,1.07,2.0070763596731496,2.0,2.0,60.49716633045708,40.0,84.0,10.734871821894556,Raw,EpiEstim,Marginalised
17,NaN,28,0.6231659533349255,0.49,0.77,2.0004951440574796,2.0,2.0,44.91213252065198,28.0,65.0,11.730606219371111,Raw,EpiEstim,Marginalised
18,NaN,22,0.442023600187419,0.33,0.5700000000000001,2.0001072398146387,2.0,2.0,27.985727149172533,15.0,44.0,3.332192271628996,Raw,EpiEstim,Marginalised
19,NaN,24,0.42678237518677875,0.31,0.56,2.0001351392340303,2.0,2.0,21.54449956945341,10.0,35.0,2.0089180788102463,Raw,EpiEstim,Marginalised
20,NaN,15,0.38954757346542057,0.28,0.52,2.0001824234199805,2.0,2.0,23.014792076653382,11.0,37.0,4.790373463229987,Raw,EpiEstim,Marginalised
21,NaN,26,0.44649276124502074,0.32,0.59,2.000393011785533,2.0,2.0,14.45620028677158,6.0,26.0,8.75296675011553,Raw,EpiEstim,Marginalised
22,NaN,13,0.46823097759404186,0.33,0.62,2.0014926892800893,2.0,2.0,24.412003553809893,12.0,39.0,7.705371012921297,Raw,EpiEstim,Marginalised
23,NaN,14,0.3624097252181183,0.24000000000000002,0.51,2.001532948556854,2.0,2.0,12.550255840692623,4.0,23.0,1.412257238405757,Raw,EpiEstim,Marginalised
24,NaN,10,0.3601939966265537,0.23,0.51,2.001968735742195,2.0,2.0,13.345249268594134,5.0,24.0,1.826388288656172,Raw,EpiEstim,Marginalised
25,NaN,22,0.5332350548606791,0.37,0.73,2.0015126462873,2.0,2.0,9.702690948848689,3.0,19.0,9.960539914308796,Raw,EpiEstim,Marginalised
26,NaN,15,0.6851269127076683,0.48,0.92,2.0025284092940625,2.0,2.0,20.651246378828233,10.0,34.0,3.145215378994026,Raw,EpiEstim,Marginalised
27,NaN,40,1.1100678828709913,0.8400000000000001,1.4200000000000002,2.0012619322317864,2.0,2.0,14.52869223437178,6.0,26.0,22.531603371525815,Raw,EpiEstim,Marginalised
28,NaN,14,1.139046472486172,0.8400000000000001,1.4700000000000002,2.0722178254210384,2.0,3.0,38.751253487440785,21.0,58.0,19.476305215950823,Raw,EpiEstim,Marginalised
29,NaN,10,0.5371355922408169,0.35000000000000003,0.77,2.001018487016996,2.0,2.0,14.542602578874305,6.0,26.0,2.4652824993667224,Raw,EpiEstim,Marginalised
30,NaN,16,0.6002004983337506,0.4,0.8500000000000001,2.001464768254232,2.0,2.0,10.406375481758596,3.0,20.0,3.751554609833935,Raw,EpiEstim,Marginalised
31,NaN,10,0.6299438462133065,0.42,0.89,2.002694440026232,2.0,2.0,16.00085430884383,7.0,28.0,3.43020153034482,Raw,EpiEstim,Marginalised
32,NaN,21,0.7902819952296272,0.54,1.09,2.0048311050298575,2.0,2.0,10.235515441472351,3.0,20.0,8.384482318243379,Raw,EpiEstim,Marginalised
33,NaN,23,1.1711831704875189,0.8500000000000001,1.5399999999999998,2.001572187098811,2.0,2.0,20.87465629218338,10.0,35.0,1.8891389540576282,Raw,EpiEstim,Marginalised
34,NaN,24,1.28324594693321,0.95,1.6700000000000002,2.001662647460443,2.0,2.0,23.47761297920908,12.0,38.0,1.6352359848512141,Raw,EpiEstim,Marginalised
35,NaN,11,0.9614893617290807,0.67,1.3,2.0012392766957485,2.0,2.0,25.07047388764528,13.0,40.0,10.131027293640734,Raw,EpiEstim,Marginalised
36,NaN,24,0.9598103761134908,0.67,1.3,2.0077624492805435,2.0,2.0,11.820321809445291,4.0,23.0,9.555993528156549,Raw,EpiEstim,Marginalised
37,NaN,15,1.0633805237361704,0.76,1.4200000000000002,2.0235610182727233,2.0,2.0,24.703389342653374,12.0,40.0,6.06554423652919,Raw,EpiEstim,Marginalised
38,NaN,10,0.6943424000109358,0.45,0.99,2.006198129913306,2.0,2.0,15.795889589907322,6.0,28.0,3.2725257914686914,Raw,EpiEstim,Marginalised
39,NaN,11,0.5966065453829139,0.37,0.87,2.0069160033476448,2.0,2.0,10.583460584636732,3.0,21.0,1.1103917995963855,Raw,EpiEstim,Marginalised
40,NaN,22,0.9557543682570638,0.66,1.3,2.0022479123277837,2.0,2.0,11.336753637377061,4.0,22.0,8.171183519154642,Raw,EpiEstim,Marginalised
41,NaN,13,1.0447145747295274,0.73,1.41,2.0066246952961793,2.0,2.0,22.263919675751545,11.0,37.0,5.824301851201639,Raw,EpiEstim,Marginalised
42,NaN,7,0.6222161286581804,0.39,0.92,2.0011768104991723,2.0,2.0,13.569156037322212,5.0,25.0,3.9498465358304986,Raw,EpiEstim,Marginalised
43,NaN,45,1.6208371529817986,1.21,2.0900000000000003,2.00010714161284,2.0,2.0,7.556542018724899,2.0,16.0,35.32400039616432,Raw,EpiEstim,Marginalised
44,NaN,24,2.1220301782555957,1.64,2.65,2.005449524703064,2.0,2.0,48.09730229605862,30.0,69.0,18.478945400993563,Raw,EpiEstim,Marginalised
45,NaN,18,1.2199066928358788,0.8799999999999999,1.6099999999999999,2.0001199783378163,2.0,2.0,26.669916885887083,14.0,43.0,5.13343844965695,Raw,EpiEstim,Marginalised
46,NaN,29,1.279924760208578,0.94,1.6700000000000002,2.0002340878156644,2.0,2.0,19.73821487739266,9.0,34.0,6.316567264942612,Raw,EpiEstim,Marginalised
47,NaN,28,1.4697189557730375,1.12,1.87,2.000267174650678,2.0,2.0,31.312770576490028,17.0,48.0,2.248704518283019,Raw,EpiEstim,Marginalised
48,NaN,25,1.2968193449572267,0.97,1.66,2.0002496181816896,2.0,2.0,30.329274475054603,16.0,47.0,3.001340511222419,Raw,EpiEstim,Marginalised
49,NaN,26,1.1892168157358582,0.89,1.53,2.0002659463794332,2.0,2.0,26.911886182579785,14.0,43.0,1.7209165653704148,Raw,EpiEstim,Marginalised
50,NaN,40,1.473453599913114,1.1400000000000001,1.8500000000000003,2.000195076151193,2.0,2.0,27.71076630959152,15.0,44.0,8.576184509721246,Raw,EpiEstim,Marginalised
51,NaN,36,1.6160881596657664,1.28,2.0,2.000294204797554,2.0,2.0,43.085914704318,26.0,63.0,3.995443086186947,Raw,EpiEstim,Marginalised
52,NaN,38,1.480562956146231,1.1600000000000001,1.83,2.000302392708612,2.0,2.0,39.14970533264086,23.0,58.0,2.1009570471558336,Raw,EpiEstim,Marginalised
53,NaN,40,1.4623342578744443,1.1600000000000001,1.7999999999999998,2.000347686382396,2.0,2.0,41.28340040870016,25.0,61.0,2.1655684079287347,Raw,EpiEstim,Marginalised
54,NaN,48,1.5461096314122753,1.24,1.88,2.0003865631090623,2.0,2.0,43.349822181738716,26.0,63.0,3.2802649936362105,Raw,EpiEstim,Marginalised
55,NaN,44,1.5113821690460856,1.22,1.83,2.0005131413834962,2.0,2.0,52.23210355044186,33.0,74.0,4.658875587416839,Raw,EpiEstim,Marginalised
56,NaN,36,1.2304093687239326,0.9800000000000001,1.51,2.000240031041461,2.0,2.0,47.72648217994227,30.0,69.0,7.047926638554173,Raw,EpiEstim,Marginalised
57,NaN,49,1.2378820262893662,0.99,1.51,2.0004395026479815,2.0,2.0,38.42017720176357,23.0,57.0,6.8355118353145805,Raw,EpiEstim,Marginalised
58,NaN,89,1.9153594226732948,1.6099999999999999,2.25,2.0000046519006887,2.0,2.0,51.95324223523356,33.0,74.0,31.263870478065925,Raw,EpiEstim,Marginalised
59,NaN,55,1.8598892088096521,1.57,2.17,2.000165307611606,2.0,2.0,98.70850735603271,72.0,128.0,35.60587423021523,Raw,EpiEstim,Marginalised
60,NaN,40,1.1239550347226328,0.9099999999999999,1.3599999999999999,2.0000001327888333,2.0,2.0,60.718625440180176,40.0,84.0,14.544989478854248,Raw,EpiEstim,Marginalised
61,NaN,53,1.030918755652912,0.83,1.25,2.0000002737385363,2.0,2.0,42.759248535854645,26.0,62.0,6.512189248104817,Raw,EpiEstim,Marginalised
62,NaN,75,1.3614221895789425,1.1400000000000001,1.6099999999999999,2.0000000397478352,2.0,2.0,55.45306523661511,36.0,78.0,13.995678378697807,Raw,EpiEstim,Marginalised
63,NaN,81,1.5941498044151308,1.3499999999999999,1.8500000000000003,2.000000022478871,2.0,2.0,79.2687367840982,56.0,106.0,3.121321808823554,Raw,EpiEstim,Marginalised
64,NaN,88,1.6343249889590663,1.4,1.89,2.000000025309994,2.0,2.0,86.97085766149723,62.0,115.0,3.1902096472787798,Raw,EpiEstim,Marginalised
65,NaN,98,1.6786333899787884,1.45,1.93,2.000000028312762,2.0,2.0,95.49474203081456,69.0,125.0,3.5372165626606122,Raw,EpiEstim,Marginalised
66,NaN,116,1.7842169056744401,1.5499999999999998,2.0300000000000002,2.0000000275213288,2.0,2.0,107.17738178816404,79.0,138.0,5.7186086868624635,Raw,EpiEstim,Marginalised
67,NaN,95,1.6095997451651747,1.4,1.83,2.000000034930442,2.0,2.0,128.22597587507425,98.0,162.0,24.14573698424142,Raw,EpiEstim,Marginalised
68,NaN,90,1.2949372480149393,1.12,1.49,2.000000004288047,2.0,2.0,103.64046169482317,76.0,134.0,7.899017581635022,Raw,EpiEstim,Marginalised
69,NaN,105,1.2745315925749032,1.1,1.46,2.0000000059410166,2.0,2.0,96.17100638304504,70.0,125.0,5.639723075859589,Raw,EpiEstim,Marginalised
70,NaN,73,1.1028734821082873,0.95,1.27,2.000000006712516,2.0,2.0,111.18222189360213,83.0,142.0,29.70032702717753,Raw,EpiEstim,Marginalised
71,NaN,85,0.9437790092572652,0.7999999999999999,1.1,2.000000007906471,2.0,2.0,75.68420996779422,53.0,101.0,5.792955790077711,Raw,EpiEstim,Marginalised
72,NaN,105,1.1132716615277478,0.9599999999999999,1.28,2.00000000286555,2.0,2.0,86.80491464731125,62.0,114.0,11.98353460426325,Raw,EpiEstim,Marginalised
73,NaN,150,1.47101972203681,1.3,1.66,2.000000000055625,2.0,2.0,107.5503167687447,80.0,138.0,34.19798076088477,Raw,EpiEstim,Marginalised
74,NaN,114,1.4737389125538662,1.3,1.66,2.00000000062952,2.0,2.0,158.08607386746752,124.0,195.0,33.98865436549868,Raw,EpiEstim,Marginalised
75,NaN,159,1.452377879807785,1.29,1.6300000000000001,2.000000005670788,2.0,2.0,120.3888370754908,91.0,153.0,29.894550946235398,Raw,EpiEstim,Marginalised
76,NaN,154,1.5745077701251478,1.41,1.7499999999999998,2.000000008888929,2.0,2.0,170.01543498011247,135.0,208.0,9.283234732447053,Raw,EpiEstim,Marginalised
77,NaN,108,1.235793133577083,1.09,1.39,2.0000000002529896,2.0,2.0,165.44841429743965,131.0,203.0,47.026794224318095,Raw,EpiEstim,Marginalised
78,NaN,115,0.9968757576994783,0.87,1.1300000000000001,2.0000000000510965,2.0,2.0,113.49960829245877,85.0,145.0,3.654802972280884,Raw,EpiEstim,Marginalised
79,NaN,170,1.2320104738941557,1.09,1.38,2.000000000007829,2.0,2.0,118.52028261412984,90.0,150.0,42.76996483129292,Raw,EpiEstim,Marginalised
80,NaN,179,1.4642626313729128,1.31,1.62,2.000000000001563,2.0,2.0,176.80957250425587,141.0,215.0,4.578171707860877,Raw,EpiEstim,Marginalised
81,NaN,152,1.331787247861233,1.19,1.48,2.000000000001215,2.0,2.0,188.678819757677,152.0,229.0,25.942012806604872,Raw,EpiEstim,Marginalised
82,NaN,168,1.2301244172587324,1.1,1.37,2.0000000000013567,2.0,2.0,159.45604932145568,126.0,196.0,5.97353120372772,Raw,EpiEstim,Marginalised
83,NaN,148,1.1656960282491517,1.0399999999999998,1.3,2.0000000000017466,2.0,2.0,175.58855210740052,140.0,214.0,17.934874452818626,Raw,EpiEstim,Marginalised
84,NaN,121,0.9595956258770129,0.8500000000000001,1.08,2.000000000000127,2.0,2.0,153.1106976692989,120.0,189.0,22.51963673167721,Raw,EpiEstim,Marginalised
85,NaN,158,0.9767653333058413,0.87,1.09,2.000000000000557,2.0,2.0,122.90857988394708,94.0,155.0,26.46082185716402,Raw,EpiEstim,Marginalised
86,NaN,226,1.3321841272810393,1.2,1.4700000000000002,2.0000000000000004,2.0,2.0,159.96590165050648,126.0,196.0,55.94111922320792,Raw,EpiEstim,Marginalised
87,NaN,212,1.4879990638371245,1.3499999999999999,1.6300000000000001,2.0000000000000004,2.0,2.0,234.43359568739137,193.0,279.0,13.321320457020443,Raw,EpiEstim,Marginalised
88,NaN,170,1.2467225746760362,1.1300000000000001,1.37,2.0,2.0,2.0,222.9703516626691,183.0,266.0,40.97642089704131,Raw,EpiEstim,Marginalised
89,NaN,146,0.9899110513534221,0.8799999999999999,1.1,2.0,2.0,2.0,177.0868392270724,141.0,216.0,21.019064899456126,Raw,EpiEstim,Marginalised
90,NaN,221,1.1196147716471572,1.01,1.24,2.0,2.0,2.0,149.21151296237434,117.0,185.0,62.0167991995809,Raw,EpiEstim,Marginalised
91,NaN,183,1.2073729054078086,1.09,1.33,2.0,2.0,2.0,227.22372244814872,187.0,271.0,32.34794908520311,Raw,EpiEstim,Marginalised
92,NaN,165,1.0167725608532578,0.9099999999999999,1.1300000000000001,2.0,2.0,2.0,187.7947211551699,151.0,227.0,13.891649573722514,Raw,EpiEstim,Marginalised
93,NaN,201,1.0520775510665055,0.95,1.1600000000000001,2.0,2.0,2.0,167.61373534103478,133.0,205.0,23.683141548668523,Raw,EpiEstim,Marginalised
94,NaN,176,1.0708633268836536,0.97,1.18,2.0,2.0,2.0,204.3776503629748,166.0,246.0,18.22132319952485,Raw,EpiEstim,Marginalised
95,NaN,169,0.9698571567792511,0.87,1.07,2.0,2.0,2.0,178.29676212960482,143.0,217.0,6.031534260597981,Raw,EpiEstim,Marginalised
96,NaN,206,1.0486379649942157,0.95,1.1600000000000001,2.0,2.0,2.0,170.09931698610086,135.0,208.0,25.985242587404226,Raw,EpiEstim,Marginalised
97,NaN,204,1.140867688634511,1.03,1.25,2.0,2.0,2.0,208.36866759216895,170.0,250.0,5.064522339755879,Raw,EpiEstim,Marginalised
98,NaN,182,1.0632293812141254,0.9599999999999999,1.17,2.0,2.0,2.0,207.43192160389282,169.0,249.0,15.768490983557012,Raw,EpiEstim,Marginalised
99,NaN,181,0.9891929468204169,0.89,1.09,2.0,2.0,2.0,184.44296649788026,148.0,224.0,4.670409141244829,Raw,EpiEstim,Marginalised
100,NaN,188,0.9989973402187842,0.9,1.1,2.0,2.0,2.0,182.5408984341038,147.0,221.0,5.1943466034478964,Raw,EpiEstim,Marginalised
101,NaN,195,1.0333832153014315,0.9300000000000002,1.1400000000000001,2.0,2.0,2.0,189.27898886683354,153.0,229.0,5.3257151985269555,Raw,EpiEstim,Marginalised
102,NaN,158,0.949536102143735,0.8500000000000001,1.05,2.0,2.0,2.0,196.57346944240737,159.0,237.0,27.666188765826494,Raw,EpiEstim,Marginalised
103,NaN,136,0.7917486079781823,0.7,0.8799999999999999,2.0,2.0,2.0,158.00861102318618,125.0,194.0,13.60432293669625,Raw,EpiEstim,Marginalised
104,NaN,172,0.839535721109069,0.75,0.94,2.0,2.0,2.0,134.22393488396216,104.0,168.0,28.77205475072098,Raw,EpiEstim,Marginalised
105,NaN,127,0.8306746477144962,0.7400000000000001,0.9300000000000002,2.0,2.0,2.0,169.64038330690454,135.0,207.0,32.37811626916039,Raw,EpiEstim,Marginalised
106,NaN,136,0.7479562896666885,0.66,0.8400000000000001,2.0,2.0,2.0,124.3894399029605,95.0,156.0,7.1640971517572005,Raw,EpiEstim,Marginalised
107,NaN,131,0.7821834049722334,0.6900000000000001,0.8799999999999999,2.0,2.0,2.0,132.53036229414386,102.0,166.0,3.7930321243334357,Raw,EpiEstim,Marginalised
108,NaN,108,0.7240322131668846,0.64,0.8200000000000001,2.0,2.0,2.0,127.4048799033364,98.0,160.0,11.938245082165285,Raw,EpiEstim,Marginalised
109,NaN,125,0.7331715949546458,0.64,0.83,2.0,2.0,2.0,104.42350859335252,78.0,134.0,13.677441147141447,Raw,EpiEstim,Marginalised
110,NaN,100,0.7377722862259349,0.64,0.8400000000000001,2.0,2.0,2.0,120.8507939798521,92.0,152.0,13.211403195373613,Raw,EpiEstim,Marginalised
111,NaN,98,0.6779344897668398,0.59,0.7799999999999999,2.0,2.0,2.0,96.42713623813782,71.0,125.0,3.3225550871516276,Raw,EpiEstim,Marginalised
112,NaN,87,0.6639799773105544,0.5700000000000001,0.76,2.0,2.0,2.0,94.16568097803471,69.0,122.0,4.464750917465405,Raw,EpiEstim,Marginalised
113,NaN,105,0.7250060132555954,0.63,0.83,2.0,2.0,2.0,83.2939961681385,60.0,110.0,15.150538580456562,Raw,EpiEstim,Marginalised
114,NaN,112,0.8614161443765707,0.75,0.9800000000000001,2.0,2.0,2.0,100.91482361504956,75.0,130.0,6.82418865224887,Raw,EpiEstim,Marginalised
115,NaN,91,0.8405501366032946,0.73,0.9599999999999999,2.0,2.0,2.0,108.83750806873319,82.0,139.0,10.94265305143781,Raw,EpiEstim,Marginalised
116,NaN,85,0.7554391052067458,0.65,0.87,2.0,2.0,2.0,88.72682665836749,64.0,116.0,3.394324144229512,Raw,EpiEstim,Marginalised
117,NaN,95,0.8006603346669807,0.6900000000000001,0.92,2.0,2.0,2.0,82.72060785090403,59.0,109.0,7.600967257937867,Raw,EpiEstim,Marginalised
118,NaN,72,0.7697350496758997,0.66,0.89,2.0,2.0,2.0,92.70370720302506,68.0,121.0,13.648034925849295,Raw,EpiEstim,Marginalised
119,NaN,64,0.6507284030025667,0.55,0.76,2.0,2.0,2.0,70.07035230602659,49.0,94.0,3.786923757083605,Raw,EpiEstim,Marginalised
120,NaN,75,0.6945642241547457,0.5800000000000001,0.8099999999999999,2.0,2.0,2.0,61.81830914870078,42.0,85.0,8.447712913084342,Raw,EpiEstim,Marginalised
121,NaN,97,0.9002735731237617,0.77,1.0399999999999998,2.0,2.0,2.0,72.33761073724025,50.0,97.0,18.237186119606484,Raw,EpiEstim,Marginalised
122,NaN,76,0.9412156431898746,0.8099999999999999,1.09,2.0,2.0,2.0,94.91935434066096,70.0,123.0,12.046671296268242,Raw,EpiEstim,Marginalised
123,NaN,58,0.7506439050379196,0.63,0.8799999999999999,2.0,2.0,2.0,74.91391423568106,53.0,100.0,10.766918113422545,Raw,EpiEstim,Marginalised
124,NaN,72,0.7505424619140632,0.63,0.8799999999999999,2.0,2.0,2.0,56.85239728095207,38.0,79.0,10.11658003220252,Raw,EpiEstim,Marginalised
125,NaN,43,0.6878056790182039,0.5700000000000001,0.8200000000000001,2.0,2.0,2.0,70.40437571925199,49.0,95.0,20.81310109970751,Raw,EpiEstim,Marginalised
126,NaN,27,0.43858833834776356,0.33999999999999997,0.55,2.0,2.0,2.0,41.8176676204486,26.0,61.0,9.961234802938753,Raw,EpiEstim,Marginalised
127,NaN,55,0.5443919074425448,0.43,0.67,2.0,2.0,2.0,25.980932231274878,14.0,41.0,25.050867863644747,Raw,EpiEstim,Marginalised
128,NaN,78,0.943027071263371,0.79,1.11,2.0,2.0,2.0,52.14484340808768,34.0,73.0,20.286346837598835,Raw,EpiEstim,Marginalised
129,NaN,46,0.928266270773683,0.77,1.1,2.0,2.0,2.0,75.81479320426459,53.0,101.0,22.97140564711011,Raw,EpiEstim,Marginalised
130,NaN,80,0.9787200294026345,0.8200000000000001,1.1600000000000001,2.0,2.0,2.0,45.203839322131145,28.0,65.0,29.505613022115554,Raw,EpiEstim,Marginalised
131,NaN,44,0.9859729099030373,0.8200000000000001,1.17,2.0,2.0,2.0,79.9145380515718,57.0,106.0,28.822744329577706,Raw,EpiEstim,Marginalised
132,NaN,25,0.5599165009902387,0.44,0.7,2.0,2.0,2.0,44.07060016719898,27.0,64.0,13.87465530011692,Raw,EpiEstim,Marginalised
133,NaN,22,0.39620003733207554,0.29000000000000004,0.52,2.0,2.0,2.0,24.75850142413476,13.0,40.0,1.909042859686947,Raw,EpiEstim,Marginalised
134,NaN,65,0.7696930526557002,0.62,0.94,2.0,2.0,2.0,21.348944567817487,10.0,35.0,40.056422846094456,Raw,EpiEstim,Marginalised
135,NaN,37,0.9545183749114823,0.7799999999999999,1.1500000000000001,2.0,2.0,2.0,62.93277288677195,43.0,86.0,19.71709935477856,Raw,EpiEstim,Marginalised
136,NaN,53,0.8793584845758945,0.71,1.07,2.0,2.0,2.0,36.378355904423486,21.0,54.0,12.153773950030619,Raw,EpiEstim,Marginalised
137,NaN,53,1.0675672185117424,0.87,1.28,2.0,2.0,2.0,52.51178504284238,34.0,74.0,2.404234495214996,Raw,EpiEstim,Marginalised
138,NaN,46,1.0143076610869097,0.83,1.22,2.0,2.0,2.0,53.30554054877348,35.0,75.0,4.170220844454612,Raw,EpiEstim,Marginalised
139,NaN,23,0.7154558758189165,0.56,0.89,2.0,2.0,2.0,46.510987776054314,29.0,67.0,18.11178880161677,Raw,EpiEstim,Marginalised
140,NaN,29,0.5521066224734144,0.41,0.71,2.0,2.0,2.0,23.14925560894472,11.0,38.0,3.714515371296693,Raw,EpiEstim,Marginalised
141,NaN,22,0.5634989914263325,0.42,0.73,2.0,2.0,2.0,28.48942639667981,15.0,44.0,3.6319388034942492,Raw,EpiEstim,Marginalised
142,NaN,17,0.4579103643990232,0.33,0.61,2.0,2.0,2.0,21.50027485619607,10.0,35.0,2.4976353303717214,Raw,EpiEstim,Marginalised
143,NaN,49,0.8233029224033741,0.64,1.03,2.0,2.0,2.0,16.54408050344955,7.0,29.0,29.305324045500818,Raw,EpiEstim,Marginalised
144,NaN,35,1.1116514848433905,0.89,1.3599999999999999,2.0,2.0,2.0,47.59178082229654,30.0,68.0,7.814625667792858,Raw,EpiEstim,Marginalised
145,NaN,33,0.9345029673121187,0.73,1.17,2.0,2.0,2.0,34.905306503916734,20.0,52.0,2.0206476206149953,Raw,EpiEstim,Marginalised
146,NaN,32,0.9139085050657634,0.71,1.1500000000000001,2.0,2.0,2.0,33.18246225566069,19.0,50.0,1.901149537691298,Raw,EpiEstim,Marginalised
147,NaN,18,0.7188534770995767,0.54,0.9300000000000002,2.0,2.0,2.0,32.27118701101784,18.0,49.0,9.889336376114636,Raw,EpiEstim,Marginalised
148,NaN,25,0.6368859256390242,0.45999999999999996,0.8400000000000001,2.0,2.0,2.0,18.2093600039802,8.0,31.0,4.420787218922038,Raw,EpiEstim,Marginalised
149,NaN,29,0.8283491980063398,0.62,1.06,2.0,2.0,2.0,24.760693273488297,13.0,40.0,2.8176143575891173,Raw,EpiEstim,Marginalised
150,NaN,21,0.7988119904298541,0.59,1.03,2.0,2.0,2.0,28.77447954064766,16.0,45.0,4.474642620979497,Raw,EpiEstim,Marginalised
151,NaN,25,0.76442931401416,0.56,1.0,2.0,2.0,2.0,21.000043136260658,10.0,35.0,2.65784404653074,Raw,EpiEstim,Marginalised
152,NaN,26,0.8790045583486683,0.66,1.1300000000000001,2.0,2.0,2.0,24.88510099576709,13.0,40.0,1.7597386645545807,Raw,EpiEstim,Marginalised
153,NaN,11,0.6641707333798039,0.4700000000000001,0.89,2.0,2.0,2.0,26.029151502017086,13.0,41.0,11.039484417065339,Raw,EpiEstim,Marginalised
154,NaN,14,0.4730964131486911,0.31,0.67,2.0,2.0,2.0,11.317061074074395,4.0,22.0,1.8742962471515883,Raw,EpiEstim,Marginalised
155,NaN,38,1.0222228449394186,0.77,1.32,2.0,2.0,2.0,13.939685288562874,5.0,25.0,21.16656563226305,Raw,EpiEstim,Marginalised
156,NaN,29,1.3690966248542589,1.06,1.7099999999999997,2.0,2.0,2.0,37.94596630652387,22.0,56.0,5.18020844528146,Raw,EpiEstim,Marginalised
157,NaN,30,1.2161559175820957,0.9300000000000002,1.5399999999999998,2.0,2.0,2.0,29.937262573968788,16.0,46.0,1.8078852325007906,Raw,EpiEstim,Marginalised
158,NaN,36,1.3410171000318378,1.0399999999999998,1.6800000000000002,2.0,2.0,2.0,31.346834904822046,17.0,48.0,3.1087545406640817,Raw,EpiEstim,Marginalised
159,NaN,27,1.2455009883732133,0.9599999999999999,1.57,2.0,2.0,2.0,38.0885613977597,22.0,57.0,6.776059016309603,Raw,EpiEstim,Marginalised
160,NaN,21,0.9230046708266492,0.6799999999999999,1.2,2.0,2.0,2.0,28.594450232032052,15.0,45.0,4.330951601723154,Raw,EpiEstim,Marginalised
161,NaN,25,0.8703720244092114,0.64,1.1400000000000001,2.0,2.0,2.0,21.963196627998364,10.0,36.0,2.254860611152434,Raw,EpiEstim,Marginalised
162,NaN,25,0.9436358025419936,0.7,1.22,2.0,2.0,2.0,25.704943919757063,13.0,41.0,1.6562711077648247,Raw,EpiEstim,Marginalised
163,NaN,62,1.6379124936667893,1.31,2.0,2.0,2.0,2.0,25.605293450009672,13.0,41.0,32.39709199992275,Raw,EpiEstim,Marginalised
164,NaN,110,3.1333718245771536,2.6800000000000006,3.62,2.0,2.0,2.0,66.50935194983794,45.0,91.0,36.91392427649613,Raw,EpiEstim,Marginalised
165,NaN,100,3.367284922093229,2.93,3.8400000000000003,2.0,2.0,2.0,132.5887366535809,101.0,168.0,23.213722097895484,Raw,EpiEstim,Marginalised
166,NaN,143,3.1942296536141312,2.81,3.6099999999999994,2.0,2.0,2.0,123.8815738460195,93.0,158.0,12.083122202669113,Raw,EpiEstim,Marginalised
167,NaN,93,2.487657352505481,2.18,2.81,2.0,2.0,2.0,180.47743648496896,143.0,222.0,76.11154550223728,Raw,EpiEstim,Marginalised
