eta,p,simulation,model
0.436,8.465931548859771e-11,Random walk,EpiFilter
0.437,7.676613732030096e-11,Random walk,EpiFilter
0.438,6.961452687589322e-11,Random walk,EpiFilter
0.439,6.313434660796565e-11,Random walk,EpiFilter
0.44,5.726213014846844e-11,Random walk,EpiFilter
0.441,5.194044489152624e-11,Random walk,EpiFilter
0.442,4.711731568272381e-11,Random walk,EpiFilter
0.443,4.2745703745193936e-11,Random walk,EpiFilter
0.444,3.87830355370714e-11,Random walk,EpiFilter
0.44499999999999995,3.519077674447942e-11,Random walk,EpiFilter
0.446,3.193404707580877e-11,Random walk,EpiFilter
0.447,2.8981271938904854e-11,Random walk,EpiFilter
0.448,2.6303867460200653e-11,Random walk,EpiFilter
0.449,2.3875955644952446e-11,Random walk,EpiFilter
0.44999999999999996,2.167410678535253e-11,Random walk,EpiFilter
0.451,1.967710650193821e-11,Random walk,EpiFilter
0.45199999999999996,1.786574505444851e-11,Random walk,EpiFilter
0.453,1.62226267861558e-11,Random walk,EpiFilter
0.454,1.4731997770615404e-11,Random walk,EpiFilter
0.455,1.3379589915656824e-11,Random walk,EpiFilter
0.456,1.2152479947000898e-11,Random walk,EpiFilter
0.45699999999999996,1.1038961845679775e-11,Random walk,EpiFilter
0.458,1.002843145032153e-11,Random walk,EpiFilter
0.459,9.111282059290965e-12,Random walk,EpiFilter
0.46,8.278809979511228e-12,Random walk,EpiFilter
0.461,7.523129070035384e-12,Random walk,EpiFilter
0.46199999999999997,6.837093419792829e-12,Random walk,EpiFilter
0.463,6.214227381563615e-12,Random walk,EpiFilter
0.46399999999999997,5.648662258920838e-12,Random walk,EpiFilter
0.465,5.135079010353938e-12,Random walk,EpiFilter
0.466,4.668656395786833e-12,Random walk,EpiFilter
0.46699999999999997,4.245024045832512e-12,Random walk,EpiFilter
0.468,3.860219983930282e-12,Random walk,EpiFilter
0.469,3.510652176592005e-12,Random walk,EpiFilter
0.47000000000000003,3.1930637276192673e-12,Random walk,EpiFilter
0.471,2.9045013690248984e-12,Random walk,EpiFilter
0.472,2.6422869345706375e-12,Random walk,EpiFilter
0.47300000000000003,2.4039915319475184e-12,Random walk,EpiFilter
0.474,2.1874121567734835e-12,Random walk,EpiFilter
0.47500000000000003,1.990550516143464e-12,Random walk,EpiFilter
0.476,1.8115938516912131e-12,Random walk,EpiFilter
0.477,1.6488975721641066e-12,Random walk,EpiFilter
0.478,1.500969523691116e-12,Random walk,EpiFilter
0.479,1.3664557423082456e-12,Random walk,EpiFilter
0.48000000000000004,1.2441275481497964e-12,Random walk,EpiFilter
0.481,1.1328698541150657e-12,Random walk,EpiFilter
0.482,1.0316705739585377e-12,Random walk,EpiFilter
0.483,9.396110257044253e-13,Random walk,EpiFilter
0.484,8.558572362080513e-13,Random walk,EpiFilter
0.48500000000000004,7.796520616462043e-13,Random walk,EpiFilter
0.486,7.103080468334234e-13,Random walk,EpiFilter
0.48700000000000004,6.472009535842401e-13,Random walk,EpiFilter
0.488,5.89763894982503e-13,Random walk,EpiFilter
0.489,5.374820184089186e-13,Random walk,EpiFilter
0.49,4.8988768560692e-13,Random walk,EpiFilter
0.491,4.4655610297135755e-13,Random walk,EpiFilter
0.49200000000000005,4.0710135968697824e-13,Random walk,EpiFilter
0.493,3.711728353544291e-13,Random walk,EpiFilter
0.494,3.3845194237813413e-13,Random walk,EpiFilter
0.495,3.086491716754581e-13,Random walk,EpiFilter
0.496,2.8150141323933303e-13,Random walk,EpiFilter
0.497,2.567695257797384e-13,Random walk,EpiFilter
