k,p,simulation,model,TrueParam,iter
15,0.0,Random walk,EpiEstim,0.3,2
16,0.0,Random walk,EpiEstim,0.3,2
17,0.0,Random walk,EpiEstim,0.3,2
18,0.0,Random walk,EpiEstim,0.3,2
19,0.0,Random walk,EpiEstim,0.3,2
20,0.0,Random walk,EpiEstim,0.3,2
21,0.0,Random walk,EpiEstim,0.3,2
22,0.0,Random walk,EpiEstim,0.3,2
23,0.0,Random walk,EpiEstim,0.3,2
24,0.0,Random walk,EpiEstim,0.3,2
25,0.0,Random walk,EpiEstim,0.3,2
26,0.0,Random walk,EpiEstim,0.3,2
27,0.0,Random walk,EpiEstim,0.3,2
28,0.0,Random walk,EpiEstim,0.3,2
29,0.0,Random walk,EpiEstim,0.3,2
30,0.0,Random walk,EpiEstim,0.3,2
1,1.0,Random walk,EpiEstim,0.35,2
2,3.5431429963096777e-147,Random walk,EpiEstim,0.35,2
3,6.817506513268061e-296,Random walk,EpiEstim,0.35,2
4,0.0,Random walk,EpiEstim,0.35,2
5,0.0,Random walk,EpiEstim,0.35,2
6,0.0,Random walk,EpiEstim,0.35,2
7,0.0,Random walk,EpiEstim,0.35,2
8,0.0,Random walk,EpiEstim,0.35,2
9,0.0,Random walk,EpiEstim,0.35,2
10,0.0,Random walk,EpiEstim,0.35,2
11,0.0,Random walk,EpiEstim,0.35,2
12,0.0,Random walk,EpiEstim,0.35,2
13,0.0,Random walk,EpiEstim,0.35,2
14,0.0,Random walk,EpiEstim,0.35,2
15,0.0,Random walk,EpiEstim,0.35,2
16,0.0,Random walk,EpiEstim,0.35,2
17,0.0,Random walk,EpiEstim,0.35,2
18,0.0,Random walk,EpiEstim,0.35,2
19,0.0,Random walk,EpiEstim,0.35,2
20,0.0,Random walk,EpiEstim,0.35,2
21,0.0,Random walk,EpiEstim,0.35,2
22,0.0,Random walk,EpiEstim,0.35,2
23,0.0,Random walk,EpiEstim,0.35,2
24,0.0,Random walk,EpiEstim,0.35,2
25,0.0,Random walk,EpiEstim,0.35,2
26,0.0,Random walk,EpiEstim,0.35,2
27,0.0,Random walk,EpiEstim,0.35,2
28,0.0,Random walk,EpiEstim,0.35,2
29,0.0,Random walk,EpiEstim,0.35,2
30,0.0,Random walk,EpiEstim,0.35,2
1,1.0,Random walk,EpiEstim,0.4,2
2,3.145287193491295e-111,Random walk,EpiEstim,0.4,2
3,9.231133075572204e-199,Random walk,EpiEstim,0.4,2
4,6.308374560664817e-283,Random walk,EpiEstim,0.4,2
5,0.0,Random walk,EpiEstim,0.4,2
6,0.0,Random walk,EpiEstim,0.4,2
7,0.0,Random walk,EpiEstim,0.4,2
8,0.0,Random walk,EpiEstim,0.4,2
9,0.0,Random walk,EpiEstim,0.4,2
10,0.0,Random walk,EpiEstim,0.4,2
11,0.0,Random walk,EpiEstim,0.4,2
12,0.0,Random walk,EpiEstim,0.4,2
13,0.0,Random walk,EpiEstim,0.4,2
14,0.0,Random walk,EpiEstim,0.4,2
15,0.0,Random walk,EpiEstim,0.4,2
16,0.0,Random walk,EpiEstim,0.4,2
17,0.0,Random walk,EpiEstim,0.4,2
18,0.0,Random walk,EpiEstim,0.4,2
19,0.0,Random walk,EpiEstim,0.4,2
20,0.0,Random walk,EpiEstim,0.4,2
21,0.0,Random walk,EpiEstim,0.4,2
22,0.0,Random walk,EpiEstim,0.4,2
23,0.0,Random walk,EpiEstim,0.4,2
24,0.0,Random walk,EpiEstim,0.4,2
25,0.0,Random walk,EpiEstim,0.4,2
26,0.0,Random walk,EpiEstim,0.4,2
27,0.0,Random walk,EpiEstim,0.4,2
28,0.0,Random walk,EpiEstim,0.4,2
29,0.0,Random walk,EpiEstim,0.4,2
30,0.0,Random walk,EpiEstim,0.4,2
1,1.0,Random walk,EpiEstim,0.45,2
2,0.0,Random walk,EpiEstim,0.45,2
3,0.0,Random walk,EpiEstim,0.45,2
4,0.0,Random walk,EpiEstim,0.45,2
5,0.0,Random walk,EpiEstim,0.45,2
6,0.0,Random walk,EpiEstim,0.45,2
7,0.0,Random walk,EpiEstim,0.45,2
8,0.0,Random walk,EpiEstim,0.45,2
9,0.0,Random walk,EpiEstim,0.45,2
10,0.0,Random walk,EpiEstim,0.45,2
11,0.0,Random walk,EpiEstim,0.45,2
12,0.0,Random walk,EpiEstim,0.45,2
13,0.0,Random walk,EpiEstim,0.45,2
14,0.0,Random walk,EpiEstim,0.45,2
15,0.0,Random walk,EpiEstim,0.45,2
16,0.0,Random walk,EpiEstim,0.45,2
17,0.0,Random walk,EpiEstim,0.45,2
18,0.0,Random walk,EpiEstim,0.45,2
19,0.0,Random walk,EpiEstim,0.45,2
20,0.0,Random walk,EpiEstim,0.45,2
21,0.0,Random walk,EpiEstim,0.45,2
22,0.0,Random walk,EpiEstim,0.45,2
23,0.0,Random walk,EpiEstim,0.45,2
24,0.0,Random walk,EpiEstim,0.45,2
25,0.0,Random walk,EpiEstim,0.45,2
26,0.0,Random walk,EpiEstim,0.45,2
27,0.0,Random walk,EpiEstim,0.45,2
28,0.0,Random walk,EpiEstim,0.45,2
29,0.0,Random walk,EpiEstim,0.45,2
30,0.0,Random walk,EpiEstim,0.45,2
1,1.0,Random walk,EpiEstim,0.5,2
2,1.850607270680071e-71,Random walk,EpiEstim,0.5,2
3,1.3448070993554844e-160,Random walk,EpiEstim,0.5,2
4,2.6744074609950876e-226,Random walk,EpiEstim,0.5,2
5,8.832082404191538e-292,Random walk,EpiEstim,0.5,2
6,0.0,Random walk,EpiEstim,0.5,2
7,0.0,Random walk,EpiEstim,0.5,2
8,0.0,Random walk,EpiEstim,0.5,2
9,0.0,Random walk,EpiEstim,0.5,2
10,0.0,Random walk,EpiEstim,0.5,2
11,0.0,Random walk,EpiEstim,0.5,2
12,0.0,Random walk,EpiEstim,0.5,2
13,0.0,Random walk,EpiEstim,0.5,2
14,0.0,Random walk,EpiEstim,0.5,2
15,0.0,Random walk,EpiEstim,0.5,2
16,0.0,Random walk,EpiEstim,0.5,2
17,0.0,Random walk,EpiEstim,0.5,2
18,0.0,Random walk,EpiEstim,0.5,2
19,0.0,Random walk,EpiEstim,0.5,2
20,0.0,Random walk,EpiEstim,0.5,2
21,0.0,Random walk,EpiEstim,0.5,2
22,0.0,Random walk,EpiEstim,0.5,2
23,0.0,Random walk,EpiEstim,0.5,2
24,0.0,Random walk,EpiEstim,0.5,2
25,0.0,Random walk,EpiEstim,0.5,2
26,0.0,Random walk,EpiEstim,0.5,2
27,0.0,Random walk,EpiEstim,0.5,2
28,0.0,Random walk,EpiEstim,0.5,2
29,0.0,Random walk,EpiEstim,0.5,2
30,0.0,Random walk,EpiEstim,0.5,2
1,1.614787666564322e-103,Random walk,EpiEstim,0.01,3
2,1.660475511314837e-14,Random walk,EpiEstim,0.01,3
3,6.159880794214445e-9,Random walk,EpiEstim,0.01,3
4,7.553917698120184e-6,Random walk,EpiEstim,0.01,3
5,2.915523202877564e-5,Random walk,EpiEstim,0.01,3
6,1.6714739788436144e-5,Random walk,EpiEstim,0.01,3
7,0.0003520176236742253,Random walk,EpiEstim,0.01,3
8,0.0009846608983765616,Random walk,EpiEstim,0.01,3
9,0.003679252886246952,Random walk,EpiEstim,0.01,3
10,0.017677613882940573,Random walk,EpiEstim,0.01,3
11,0.06452407331271882,Random walk,EpiEstim,0.01,3
12,0.023467526196100593,Random walk,EpiEstim,0.01,3
13,0.057870104114561075,Random walk,EpiEstim,0.01,3
14,0.01913956370445415,Random walk,EpiEstim,0.01,3
15,0.021833209571711164,Random walk,EpiEstim,0.01,3
16,0.11297412086854317,Random walk,EpiEstim,0.01,3
17,0.05013287935193402,Random walk,EpiEstim,0.01,3
18,0.06901146991242732,Random walk,EpiEstim,0.01,3
19,0.05523177814541762,Random walk,EpiEstim,0.01,3
20,0.04826433887179875,Random walk,EpiEstim,0.01,3
21,0.0551380217286531,Random walk,EpiEstim,0.01,3
22,0.05774638614948257,Random walk,EpiEstim,0.01,3
23,0.046026707647223664,Random walk,EpiEstim,0.01,3
24,0.05314893918579133,Random walk,EpiEstim,0.01,3
25,0.06649367854247512,Random walk,EpiEstim,0.01,3
26,0.06471680972811265,Random walk,EpiEstim,0.01,3
27,0.05176268103379381,Random walk,EpiEstim,0.01,3
28,0.03916579918925391,Random walk,EpiEstim,0.01,3
29,0.012335337523374764,Random walk,EpiEstim,0.01,3
30,0.008269599881521093,Random walk,EpiEstim,0.01,3
1,1.0874707090682387e-91,Random walk,EpiEstim,0.05,3
2,3.253515138784189e-9,Random walk,EpiEstim,0.05,3
3,0.000198072856830766,Random walk,EpiEstim,0.05,3
4,0.004925821178944957,Random walk,EpiEstim,0.05,3
5,0.013049257264410072,Random walk,EpiEstim,0.05,3
6,0.002931936814777354,Random walk,EpiEstim,0.05,3
7,0.0045461650958448325,Random walk,EpiEstim,0.05,3
8,0.035714736796818546,Random walk,EpiEstim,0.05,3
9,0.26526791871864797,Random walk,EpiEstim,0.05,3
10,0.3953476461490731,Random walk,EpiEstim,0.05,3
11,0.040573815542812613,Random walk,EpiEstim,0.05,3
12,0.13954055849445643,Random walk,EpiEstim,0.05,3
13,0.08600140152447246,Random walk,EpiEstim,0.05,3
14,0.00356320452877466,Random walk,EpiEstim,0.05,3
15,0.004770711269917854,Random walk,EpiEstim,0.05,3
16,0.0025807428398089685,Random walk,EpiEstim,0.05,3
17,0.0004936748947867833,Random walk,EpiEstim,0.05,3
18,0.00025779317886960254,Random walk,EpiEstim,0.05,3
19,0.00020340251212664856,Random walk,EpiEstim,0.05,3
20,2.730721732195582e-5,Random walk,EpiEstim,0.05,3
21,3.786804532810185e-6,Random walk,EpiEstim,0.05,3
22,1.4380139744525141e-6,Random walk,EpiEstim,0.05,3
23,4.4993165287148056e-7,Random walk,EpiEstim,0.05,3
24,7.472767522878613e-8,Random walk,EpiEstim,0.05,3
25,2.7441169524475993e-8,Random walk,EpiEstim,0.05,3
26,2.13239174282209e-8,Random walk,EpiEstim,0.05,3
27,9.798013733567058e-9,Random walk,EpiEstim,0.05,3
28,7.82146750636841e-9,Random walk,EpiEstim,0.05,3
29,7.4045566384937226e-9,Random walk,EpiEstim,0.05,3
30,6.600828759814065e-9,Random walk,EpiEstim,0.05,3
1,1.530602184831638e-97,Random walk,EpiEstim,0.1,3
2,0.9596918026383667,Random walk,EpiEstim,0.1,3
3,0.04030819736044321,Random walk,EpiEstim,0.1,3
4,1.1899186613047748e-12,Random walk,EpiEstim,0.1,3
5,1.4360132558554802e-22,Random walk,EpiEstim,0.1,3
6,4.041587870822365e-36,Random walk,EpiEstim,0.1,3
7,9.730301154687547e-51,Random walk,EpiEstim,0.1,3
8,6.113038468748653e-63,Random walk,EpiEstim,0.1,3
9,3.007742522527841e-76,Random walk,EpiEstim,0.1,3
10,1.495864252648527e-89,Random walk,EpiEstim,0.1,3
11,5.160211433035677e-102,Random walk,EpiEstim,0.1,3
12,6.534981509097785e-114,Random walk,EpiEstim,0.1,3
13,2.0309176038913873e-125,Random walk,EpiEstim,0.1,3
14,2.1957494383212867e-136,Random walk,EpiEstim,0.1,3
15,7.3327056189419e-146,Random walk,EpiEstim,0.1,3
16,7.92729639040699e-154,Random walk,EpiEstim,0.1,3
17,3.908427249830776e-161,Random walk,EpiEstim,0.1,3
18,4.0514102545620205e-168,Random walk,EpiEstim,0.1,3
19,1.47343786895201e-174,Random walk,EpiEstim,0.1,3
20,3.310490164637751e-181,Random walk,EpiEstim,0.1,3
21,6.855377710065979e-187,Random walk,EpiEstim,0.1,3
22,1.0694609631008562e-192,Random walk,EpiEstim,0.1,3
23,1.6262213775641874e-198,Random walk,EpiEstim,0.1,3
24,2.1011276745978972e-203,Random walk,EpiEstim,0.1,3
25,6.869405332550852e-208,Random walk,EpiEstim,0.1,3
26,2.2542313065399443e-212,Random walk,EpiEstim,0.1,3
27,7.580494812623203e-217,Random walk,EpiEstim,0.1,3
28,1.103032117679592e-220,Random walk,EpiEstim,0.1,3
29,3.4624886000128923e-224,Random walk,EpiEstim,0.1,3
30,3.19884589598773e-227,Random walk,EpiEstim,0.1,3
1,1.0,Random walk,EpiEstim,0.15,3
2,3.722813702665769e-112,Random walk,EpiEstim,0.15,3
3,2.0476440204959097e-280,Random walk,EpiEstim,0.15,3
4,0.0,Random walk,EpiEstim,0.15,3
5,0.0,Random walk,EpiEstim,0.15,3
6,0.0,Random walk,EpiEstim,0.15,3
7,0.0,Random walk,EpiEstim,0.15,3
8,0.0,Random walk,EpiEstim,0.15,3
9,0.0,Random walk,EpiEstim,0.15,3
10,0.0,Random walk,EpiEstim,0.15,3
11,0.0,Random walk,EpiEstim,0.15,3
12,0.0,Random walk,EpiEstim,0.15,3
13,0.0,Random walk,EpiEstim,0.15,3
14,0.0,Random walk,EpiEstim,0.15,3
15,0.0,Random walk,EpiEstim,0.15,3
16,0.0,Random walk,EpiEstim,0.15,3
17,0.0,Random walk,EpiEstim,0.15,3
18,0.0,Random walk,EpiEstim,0.15,3
19,0.0,Random walk,EpiEstim,0.15,3
20,0.0,Random walk,EpiEstim,0.15,3
21,0.0,Random walk,EpiEstim,0.15,3
22,0.0,Random walk,EpiEstim,0.15,3
23,0.0,Random walk,EpiEstim,0.15,3
24,0.0,Random walk,EpiEstim,0.15,3
25,0.0,Random walk,EpiEstim,0.15,3
26,0.0,Random walk,EpiEstim,0.15,3
27,0.0,Random walk,EpiEstim,0.15,3
28,0.0,Random walk,EpiEstim,0.15,3
29,0.0,Random walk,EpiEstim,0.15,3
30,0.0,Random walk,EpiEstim,0.15,3
1,1.2799681810517175e-59,Random walk,EpiEstim,0.2,3
2,0.9999932913080178,Random walk,EpiEstim,0.2,3
3,6.708691981868529e-6,Random walk,EpiEstim,0.2,3
4,1.4043183712450192e-16,Random walk,EpiEstim,0.2,3
5,3.034706475625946e-25,Random walk,EpiEstim,0.2,3
6,9.356760923518919e-32,Random walk,EpiEstim,0.2,3
7,5.2665645464664716e-39,Random walk,EpiEstim,0.2,3
8,2.6958313311277108e-45,Random walk,EpiEstim,0.2,3
9,9.522378412231309e-52,Random walk,EpiEstim,0.2,3
10,6.94734615139424e-58,Random walk,EpiEstim,0.2,3
11,3.5765315669454085e-63,Random walk,EpiEstim,0.2,3
12,8.03730887641344e-68,Random walk,EpiEstim,0.2,3
13,2.0273324127928104e-71,Random walk,EpiEstim,0.2,3
14,8.57032273884976e-74,Random walk,EpiEstim,0.2,3
15,3.409210561039418e-75,Random walk,EpiEstim,0.2,3
16,1.2999598802134976e-77,Random walk,EpiEstim,0.2,3
17,1.9587183273102823e-80,Random walk,EpiEstim,0.2,3
18,1.1041854225260952e-84,Random walk,EpiEstim,0.2,3
19,3.950148592483463e-88,Random walk,EpiEstim,0.2,3
20,2.2101456033310556e-91,Random walk,EpiEstim,0.2,3
21,1.2908534833993662e-93,Random walk,EpiEstim,0.2,3
22,2.2469546245755743e-95,Random walk,EpiEstim,0.2,3
23,7.041569317521029e-97,Random walk,EpiEstim,0.2,3
24,3.3994931726988336e-97,Random walk,EpiEstim,0.2,3
25,7.3673738014288055e-96,Random walk,EpiEstim,0.2,3
26,1.0782055831652495e-92,Random walk,EpiEstim,0.2,3
27,1.9471060320611538e-88,Random walk,EpiEstim,0.2,3
28,5.019121602606785e-84,Random walk,EpiEstim,0.2,3
29,3.72068057437e-80,Random walk,EpiEstim,0.2,3
30,3.9530684749207895e-77,Random walk,EpiEstim,0.2,3
1,1.0,Random walk,EpiEstim,0.25,3
2,6.483240193177174e-84,Random walk,EpiEstim,0.25,3
3,1.1593200262662296e-189,Random walk,EpiEstim,0.25,3
4,1.6896144655581346e-302,Random walk,EpiEstim,0.25,3
5,0.0,Random walk,EpiEstim,0.25,3
6,0.0,Random walk,EpiEstim,0.25,3
7,0.0,Random walk,EpiEstim,0.25,3
8,0.0,Random walk,EpiEstim,0.25,3
9,0.0,Random walk,EpiEstim,0.25,3
10,0.0,Random walk,EpiEstim,0.25,3
11,0.0,Random walk,EpiEstim,0.25,3
12,0.0,Random walk,EpiEstim,0.25,3
13,0.0,Random walk,EpiEstim,0.25,3
14,0.0,Random walk,EpiEstim,0.25,3
15,0.0,Random walk,EpiEstim,0.25,3
16,0.0,Random walk,EpiEstim,0.25,3
17,0.0,Random walk,EpiEstim,0.25,3
18,0.0,Random walk,EpiEstim,0.25,3
19,0.0,Random walk,EpiEstim,0.25,3
20,0.0,Random walk,EpiEstim,0.25,3
21,0.0,Random walk,EpiEstim,0.25,3
22,0.0,Random walk,EpiEstim,0.25,3
23,0.0,Random walk,EpiEstim,0.25,3
24,0.0,Random walk,EpiEstim,0.25,3
25,0.0,Random walk,EpiEstim,0.25,3
26,0.0,Random walk,EpiEstim,0.25,3
27,0.0,Random walk,EpiEstim,0.25,3
28,0.0,Random walk,EpiEstim,0.25,3
29,0.0,Random walk,EpiEstim,0.25,3
30,0.0,Random walk,EpiEstim,0.25,3
1,1.0,Random walk,EpiEstim,0.3,3
2,0.0,Random walk,EpiEstim,0.3,3
3,0.0,Random walk,EpiEstim,0.3,3
4,0.0,Random walk,EpiEstim,0.3,3
5,0.0,Random walk,EpiEstim,0.3,3
6,0.0,Random walk,EpiEstim,0.3,3
7,0.0,Random walk,EpiEstim,0.3,3
8,0.0,Random walk,EpiEstim,0.3,3
9,0.0,Random walk,EpiEstim,0.3,3
10,0.0,Random walk,EpiEstim,0.3,3
11,0.0,Random walk,EpiEstim,0.3,3
12,0.0,Random walk,EpiEstim,0.3,3
13,0.0,Random walk,EpiEstim,0.3,3
14,0.0,Random walk,EpiEstim,0.3,3
15,0.0,Random walk,EpiEstim,0.3,3
16,0.0,Random walk,EpiEstim,0.3,3
17,0.0,Random walk,EpiEstim,0.3,3
18,0.0,Random walk,EpiEstim,0.3,3
19,0.0,Random walk,EpiEstim,0.3,3
20,0.0,Random walk,EpiEstim,0.3,3
21,0.0,Random walk,EpiEstim,0.3,3
22,0.0,Random walk,EpiEstim,0.3,3
23,0.0,Random walk,EpiEstim,0.3,3
24,0.0,Random walk,EpiEstim,0.3,3
25,0.0,Random walk,EpiEstim,0.3,3
26,0.0,Random walk,EpiEstim,0.3,3
27,0.0,Random walk,EpiEstim,0.3,3
28,0.0,Random walk,EpiEstim,0.3,3
29,0.0,Random walk,EpiEstim,0.3,3
30,0.0,Random walk,EpiEstim,0.3,3
1,1.0,Random walk,EpiEstim,0.35,3
2,0.0,Random walk,EpiEstim,0.35,3
3,0.0,Random walk,EpiEstim,0.35,3
4,0.0,Random walk,EpiEstim,0.35,3
5,0.0,Random walk,EpiEstim,0.35,3
6,0.0,Random walk,EpiEstim,0.35,3
7,0.0,Random walk,EpiEstim,0.35,3
8,0.0,Random walk,EpiEstim,0.35,3
9,0.0,Random walk,EpiEstim,0.35,3
10,0.0,Random walk,EpiEstim,0.35,3
11,0.0,Random walk,EpiEstim,0.35,3
12,0.0,Random walk,EpiEstim,0.35,3
13,0.0,Random walk,EpiEstim,0.35,3
14,0.0,Random walk,EpiEstim,0.35,3
15,0.0,Random walk,EpiEstim,0.35,3
16,0.0,Random walk,EpiEstim,0.35,3
17,0.0,Random walk,EpiEstim,0.35,3
18,0.0,Random walk,EpiEstim,0.35,3
19,0.0,Random walk,EpiEstim,0.35,3
20,0.0,Random walk,EpiEstim,0.35,3
21,0.0,Random walk,EpiEstim,0.35,3
22,0.0,Random walk,EpiEstim,0.35,3
23,0.0,Random walk,EpiEstim,0.35,3
24,0.0,Random walk,EpiEstim,0.35,3
25,0.0,Random walk,EpiEstim,0.35,3
26,0.0,Random walk,EpiEstim,0.35,3
27,0.0,Random walk,EpiEstim,0.35,3
28,0.0,Random walk,EpiEstim,0.35,3
29,0.0,Random walk,EpiEstim,0.35,3
30,0.0,Random walk,EpiEstim,0.35,3
1,1.0,Random walk,EpiEstim,0.4,3
2,1.8663060256940852e-209,Random walk,EpiEstim,0.4,3
3,0.0,Random walk,EpiEstim,0.4,3
4,0.0,Random walk,EpiEstim,0.4,3
5,0.0,Random walk,EpiEstim,0.4,3
6,0.0,Random walk,EpiEstim,0.4,3
7,0.0,Random walk,EpiEstim,0.4,3
8,0.0,Random walk,EpiEstim,0.4,3
9,0.0,Random walk,EpiEstim,0.4,3
10,0.0,Random walk,EpiEstim,0.4,3
11,0.0,Random walk,EpiEstim,0.4,3
12,0.0,Random walk,EpiEstim,0.4,3
13,0.0,Random walk,EpiEstim,0.4,3
14,0.0,Random walk,EpiEstim,0.4,3
15,0.0,Random walk,EpiEstim,0.4,3
16,0.0,Random walk,EpiEstim,0.4,3
17,0.0,Random walk,EpiEstim,0.4,3
18,0.0,Random walk,EpiEstim,0.4,3
19,0.0,Random walk,EpiEstim,0.4,3
20,0.0,Random walk,EpiEstim,0.4,3
21,0.0,Random walk,EpiEstim,0.4,3
22,0.0,Random walk,EpiEstim,0.4,3
23,0.0,Random walk,EpiEstim,0.4,3
24,0.0,Random walk,EpiEstim,0.4,3
25,0.0,Random walk,EpiEstim,0.4,3
26,0.0,Random walk,EpiEstim,0.4,3
27,0.0,Random walk,EpiEstim,0.4,3
28,0.0,Random walk,EpiEstim,0.4,3
29,0.0,Random walk,EpiEstim,0.4,3
30,0.0,Random walk,EpiEstim,0.4,3
1,1.0,Random walk,EpiEstim,0.45,3
2,0.0,Random walk,EpiEstim,0.45,3
3,0.0,Random walk,EpiEstim,0.45,3
4,0.0,Random walk,EpiEstim,0.45,3
5,0.0,Random walk,EpiEstim,0.45,3
6,0.0,Random walk,EpiEstim,0.45,3
7,0.0,Random walk,EpiEstim,0.45,3
8,0.0,Random walk,EpiEstim,0.45,3
9,0.0,Random walk,EpiEstim,0.45,3
10,0.0,Random walk,EpiEstim,0.45,3
11,0.0,Random walk,EpiEstim,0.45,3
12,0.0,Random walk,EpiEstim,0.45,3
13,0.0,Random walk,EpiEstim,0.45,3
14,0.0,Random walk,EpiEstim,0.45,3
15,0.0,Random walk,EpiEstim,0.45,3
16,0.0,Random walk,EpiEstim,0.45,3
17,0.0,Random walk,EpiEstim,0.45,3
18,0.0,Random walk,EpiEstim,0.45,3
19,0.0,Random walk,EpiEstim,0.45,3
20,0.0,Random walk,EpiEstim,0.45,3
21,0.0,Random walk,EpiEstim,0.45,3
22,0.0,Random walk,EpiEstim,0.45,3
23,0.0,Random walk,EpiEstim,0.45,3
24,0.0,Random walk,EpiEstim,0.45,3
25,0.0,Random walk,EpiEstim,0.45,3
26,0.0,Random walk,EpiEstim,0.45,3
27,0.0,Random walk,EpiEstim,0.45,3
28,0.0,Random walk,EpiEstim,0.45,3
29,0.0,Random walk,EpiEstim,0.45,3
30,0.0,Random walk,EpiEstim,0.45,3
1,1.0,Random walk,EpiEstim,0.5,3
2,0.0,Random walk,EpiEstim,0.5,3
3,0.0,Random walk,EpiEstim,0.5,3
4,0.0,Random walk,EpiEstim,0.5,3
5,0.0,Random walk,EpiEstim,0.5,3
6,0.0,Random walk,EpiEstim,0.5,3
7,0.0,Random walk,EpiEstim,0.5,3
8,0.0,Random walk,EpiEstim,0.5,3
9,0.0,Random walk,EpiEstim,0.5,3
10,0.0,Random walk,EpiEstim,0.5,3
11,0.0,Random walk,EpiEstim,0.5,3
12,0.0,Random walk,EpiEstim,0.5,3
13,0.0,Random walk,EpiEstim,0.5,3
14,0.0,Random walk,EpiEstim,0.5,3
15,0.0,Random walk,EpiEstim,0.5,3
16,0.0,Random walk,EpiEstim,0.5,3
17,0.0,Random walk,EpiEstim,0.5,3
18,0.0,Random walk,EpiEstim,0.5,3
19,0.0,Random walk,EpiEstim,0.5,3
20,0.0,Random walk,EpiEstim,0.5,3
21,0.0,Random walk,EpiEstim,0.5,3
22,0.0,Random walk,EpiEstim,0.5,3
23,0.0,Random walk,EpiEstim,0.5,3
24,0.0,Random walk,EpiEstim,0.5,3
25,0.0,Random walk,EpiEstim,0.5,3
26,0.0,Random walk,EpiEstim,0.5,3
27,0.0,Random walk,EpiEstim,0.5,3
28,0.0,Random walk,EpiEstim,0.5,3
29,0.0,Random walk,EpiEstim,0.5,3
30,0.0,Random walk,EpiEstim,0.5,3
1,5.755999225530914e-107,Random walk,EpiEstim,0.01,4
2,1.464470604866466e-12,Random walk,EpiEstim,0.01,4
3,2.3813310204497873e-7,Random walk,EpiEstim,0.01,4
4,0.0006116772504986193,Random walk,EpiEstim,0.01,4
5,0.0029936886760341913,Random walk,EpiEstim,0.01,4
6,0.00838483247120008,Random walk,EpiEstim,0.01,4
7,0.03148090303422203,Random walk,EpiEstim,0.01,4
8,0.007744733474586181,Random walk,EpiEstim,0.01,4
9,0.006492227190877786,Random walk,EpiEstim,0.01,4
10,0.006033363791100412,Random walk,EpiEstim,0.01,4
11,0.012706802423279597,Random walk,EpiEstim,0.01,4
12,0.07617136732124945,Random walk,EpiEstim,0.01,4
13,0.026880302835892413,Random walk,EpiEstim,0.01,4
14,0.007416519895097333,Random walk,EpiEstim,0.01,4
15,0.004770374521018691,Random walk,EpiEstim,0.01,4
16,0.02339107825682234,Random walk,EpiEstim,0.01,4
17,0.011786822031984398,Random walk,EpiEstim,0.01,4
18,0.08827603082062115,Random walk,EpiEstim,0.01,4
19,0.044985188501571405,Random walk,EpiEstim,0.01,4
20,0.023364520498237083,Random walk,EpiEstim,0.01,4
21,0.11725796913993633,Random walk,EpiEstim,0.01,4
22,0.22701602117903755,Random walk,EpiEstim,0.01,4
23,0.1356751536375789,Random walk,EpiEstim,0.01,4
24,0.06224604707892323,Random walk,EpiEstim,0.01,4
25,0.03215426040952094,Random walk,EpiEstim,0.01,4
26,0.014902616305028558,Random walk,EpiEstim,0.01,4
27,0.012980696255787674,Random walk,EpiEstim,0.01,4
28,0.005035836710103549,Random walk,EpiEstim,0.01,4
29,0.004615405245186013,Random walk,EpiEstim,0.01,4
30,0.004625322910037744,Random walk,EpiEstim,0.01,4
1,4.653659980976325e-100,Random walk,EpiEstim,0.05,4
2,0.9999999995799191,Random walk,EpiEstim,0.05,4
3,4.200808385880726e-10,Random walk,EpiEstim,0.05,4
4,2.7069593463224462e-20,Random walk,EpiEstim,0.05,4
5,3.612089352630258e-29,Random walk,EpiEstim,0.05,4
6,4.6673813698910365e-34,Random walk,EpiEstim,0.05,4
7,1.1405845785146854e-39,Random walk,EpiEstim,0.05,4
8,1.089847280550428e-44,Random walk,EpiEstim,0.05,4
9,6.4998315235914925e-50,Random walk,EpiEstim,0.05,4
10,1.3823447200610235e-56,Random walk,EpiEstim,0.05,4
11,1.3403256500974932e-64,Random walk,EpiEstim,0.05,4
12,1.5536274311862686e-71,Random walk,EpiEstim,0.05,4
13,3.9802838528038443e-78,Random walk,EpiEstim,0.05,4
14,5.915633552493387e-83,Random walk,EpiEstim,0.05,4
15,3.4907417958352334e-87,Random walk,EpiEstim,0.05,4
16,1.062616952915352e-90,Random walk,EpiEstim,0.05,4
17,1.0082214004302415e-93,Random walk,EpiEstim,0.05,4
18,8.796967214941893e-97,Random walk,EpiEstim,0.05,4
19,7.615391008882947e-100,Random walk,EpiEstim,0.05,4
20,1.0037052639420693e-102,Random walk,EpiEstim,0.05,4
21,4.700084965513582e-105,Random walk,EpiEstim,0.05,4
22,1.5613740275430228e-105,Random walk,EpiEstim,0.05,4
23,9.553141435332878e-106,Random walk,EpiEstim,0.05,4
24,8.962610963472489e-105,Random walk,EpiEstim,0.05,4
25,3.787179282500648e-104,Random walk,EpiEstim,0.05,4
26,2.046000488643747e-103,Random walk,EpiEstim,0.05,4
27,4.922779824797322e-103,Random walk,EpiEstim,0.05,4
28,2.861064945630586e-103,Random walk,EpiEstim,0.05,4
29,3.289988496224339e-103,Random walk,EpiEstim,0.05,4
30,1.1197627939860548e-103,Random walk,EpiEstim,0.05,4
1,7.191490494164021e-85,Random walk,EpiEstim,0.1,4
2,0.9999999832930958,Random walk,EpiEstim,0.1,4
