t,Mean,Lower,Upper,variable,CRPS,simulation,TrueValue,posterior
1,5.005000000000075,0.25,9.75,R,NaN,Random walk,1.05075579797784,Filtering
2,1.137195317545134,0.95,1.3499999999999999,R,NaN,Random walk,1.15900937123493,Filtering
3,1.1623083515457986,0.9800000000000001,1.3599999999999999,R,NaN,Random walk,1.27904687521183,Filtering
4,1.1076944814947773,0.9300000000000002,1.29,R,NaN,Random walk,1.25432592311175,Filtering
5,1.0929601044174415,0.92,1.27,R,NaN,Random walk,1.21901276609247,Filtering
6,1.1157037541031147,0.95,1.3,R,NaN,Random walk,1.31982461556305,Filtering
7,1.1407172523788598,0.97,1.33,R,NaN,Random walk,1.33426741549276,Filtering
8,1.1908921683444398,1.02,1.38,R,NaN,Random walk,1.33722605619131,Filtering
9,1.2492492980970218,1.08,1.44,R,NaN,Random walk,1.38122648595819,Filtering
10,1.3045318632289238,1.1300000000000001,1.5,R,NaN,Random walk,1.46980665176169,Filtering
11,1.1173165782919483,0.95,1.28,R,NaN,Random walk,1.25954778340346,Filtering
12,1.3490510665634599,1.17,1.5499999999999998,R,NaN,Random walk,1.3479105093351,Filtering
13,1.230052726693805,1.08,1.39,R,NaN,Random walk,1.35394452271656,Filtering
14,1.3943970747696324,1.23,1.5899999999999999,R,NaN,Random walk,1.43794293409087,Filtering
15,1.2264853225306966,1.07,1.37,R,NaN,Random walk,1.32395180390399,Filtering
16,1.2105860019317378,1.07,1.34,R,NaN,Random walk,1.29365707384879,Filtering
17,1.2036031829524554,1.08,1.32,R,NaN,Random walk,1.19042944124553,Filtering
18,1.1846217619072583,1.06,1.29,R,NaN,Random walk,1.02019672710724,Filtering
19,1.1109021294386188,0.97,1.23,R,NaN,Random walk,1.13748865883978,Filtering
20,1.1657867734019587,1.06,1.27,R,NaN,Random walk,1.2926471263587,Filtering
21,1.201062742964086,1.1,1.32,R,NaN,Random walk,1.24790806219295,Filtering
22,1.1593246284189742,1.05,1.25,R,NaN,Random walk,1.26992577182373,Filtering
23,1.23741750303741,1.1400000000000001,1.37,R,NaN,Random walk,1.37300234856143,Filtering
24,1.2824196004971378,1.18,1.4200000000000002,R,NaN,Random walk,1.26157750118038,Filtering
25,1.3047514397193165,1.2,1.43,R,NaN,Random walk,1.24239833405177,Filtering
26,1.253567078198785,1.1600000000000001,1.3599999999999999,R,NaN,Random walk,1.15133041435367,Filtering
27,0.9093420220526192,0.79,1.0399999999999998,R,NaN,Random walk,0.937442694472502,Filtering
28,0.8882582714196452,0.7799999999999999,1.0,R,NaN,Random walk,0.80466476571653,Filtering
29,0.8469250603830851,0.75,0.95,R,NaN,Random walk,0.83997253619983,Filtering
30,0.7564748994400592,0.66,0.8599999999999999,R,NaN,Random walk,0.770540542072998,Filtering
31,0.8954419659418346,0.79,1.01,R,NaN,Random walk,0.876339512072316,Filtering
32,0.9693999918679579,0.8599999999999999,1.09,R,NaN,Random walk,0.935836791908507,Filtering
33,0.9263816584726912,0.8200000000000001,1.0399999999999998,R,NaN,Random walk,0.946752658260147,Filtering
34,0.8619376731314643,0.76,0.97,R,NaN,Random walk,0.938354461845845,Filtering
35,0.8586376942413694,0.76,0.97,R,NaN,Random walk,0.922556578053314,Filtering
36,0.9678620095913448,0.8599999999999999,1.08,R,NaN,Random walk,0.972493464862293,Filtering
37,0.8987506128315761,0.79,1.01,R,NaN,Random walk,0.875822968174508,Filtering
38,0.8779575511525626,0.77,0.99,R,NaN,Random walk,0.848120494406299,Filtering
39,0.6871236998835044,0.5800000000000001,0.7999999999999999,R,NaN,Random walk,0.649925608997018,Filtering
40,0.6898012480798084,0.59,0.79,R,NaN,Random walk,0.658019222189197,Filtering
41,0.6877971650548692,0.59,0.79,R,NaN,Random walk,0.736653639942764,Filtering
42,0.532592243869345,0.44,0.63,R,NaN,Random walk,0.534615273272704,Filtering
43,0.477908767628476,0.39,0.5700000000000001,R,NaN,Random walk,0.528510247902397,Filtering
44,0.529069301476178,0.44,0.63,R,NaN,Random walk,0.508145468302673,Filtering
45,0.4859028652570341,0.39,0.5800000000000001,R,NaN,Random walk,0.44697277599999,Filtering
46,0.5982221946274295,0.5,0.71,R,NaN,Random walk,0.514484786149741,Filtering
47,0.534212525341212,0.43,0.64,R,NaN,Random walk,0.687666652758221,Filtering
48,0.6300839453853606,0.52,0.75,R,NaN,Random walk,0.68915182037088,Filtering
49,0.5552352707093255,0.44,0.67,R,NaN,Random walk,0.724661142715747,Filtering
50,0.653324838468673,0.54,0.7799999999999999,R,NaN,Random walk,0.840263024138111,Filtering
51,0.9588482777739714,0.7999999999999999,1.1300000000000001,R,NaN,Random walk,0.976407115736378,Filtering
52,0.8196740607129361,0.67,0.9800000000000001,R,NaN,Random walk,0.809572465850976,Filtering
53,0.7473842158109945,0.6,0.9,R,NaN,Random walk,0.735767795852321,Filtering
54,0.859900121311057,0.71,1.02,R,NaN,Random walk,0.682530545189007,Filtering
55,0.6866046750856358,0.54,0.8400000000000001,R,NaN,Random walk,0.645923232664183,Filtering
56,0.6546800463394726,0.52,0.7999999999999999,R,NaN,Random walk,0.653307826746064,Filtering
57,0.7276344735858251,0.59,0.8799999999999999,R,NaN,Random walk,0.654546787631544,Filtering
58,0.8353930759438908,0.6799999999999999,1.01,R,NaN,Random walk,0.740303004888021,Filtering
59,0.7413015568666208,0.59,0.9099999999999999,R,NaN,Random walk,0.629911413056697,Filtering
60,0.6572580507718812,0.51,0.8200000000000001,R,NaN,Random walk,0.66478464188997,Filtering
61,0.699233776054044,0.55,0.8599999999999999,R,NaN,Random walk,0.599627547992097,Filtering
62,0.5350440773085388,0.39,0.6900000000000001,R,NaN,Random walk,0.623908199446909,Filtering
63,0.5334558198472823,0.39,0.6900000000000001,R,NaN,Random walk,0.6598634125902,Filtering
64,0.6254156330526832,0.48,0.79,R,NaN,Random walk,0.717115543950159,Filtering
65,0.8325423487188086,0.66,1.03,R,NaN,Random walk,0.925592364770454,Filtering
66,1.009825138282156,0.8099999999999999,1.24,R,NaN,Random walk,0.987107738116638,Filtering
67,0.9316937318934571,0.73,1.1500000000000001,R,NaN,Random walk,1.02435827657331,Filtering
68,0.9429749705759347,0.7400000000000001,1.1600000000000001,R,NaN,Random walk,0.873799137534769,Filtering
69,0.8400363652268674,0.64,1.05,R,NaN,Random walk,0.909444023549459,Filtering
70,0.9407280601358838,0.7400000000000001,1.1600000000000001,R,NaN,Random walk,0.976222168201091,Filtering
71,1.0427018789123261,0.83,1.28,R,NaN,Random walk,0.996468476611257,Filtering
72,1.0422355811722808,0.83,1.28,R,NaN,Random walk,1.09900209489661,Filtering
73,0.9646147572940346,0.76,1.19,R,NaN,Random walk,0.943010942561359,Filtering
74,1.0424885612849688,0.83,1.27,R,NaN,Random walk,0.976883460044748,Filtering
75,1.0280455354882134,0.8200000000000001,1.26,R,NaN,Random walk,0.961959830272741,Filtering
76,0.9318499664279133,0.73,1.1500000000000001,R,NaN,Random walk,1.0091507222337,Filtering
77,0.940793863474097,0.7400000000000001,1.1600000000000001,R,NaN,Random walk,0.935757419047802,Filtering
78,0.8868305636783097,0.6900000000000001,1.1,R,NaN,Random walk,0.913152537129962,Filtering
79,1.001422725924893,0.7999999999999999,1.23,R,NaN,Random walk,1.04529031057593,Filtering
80,0.9506489899129913,0.75,1.17,R,NaN,Random walk,1.01211333437453,Filtering
81,0.9788809768865523,0.77,1.2,R,NaN,Random walk,1.19935431101699,Filtering
82,1.448718840613651,1.2,1.73,R,NaN,Random walk,1.38549521020649,Filtering
83,1.1500488222419682,0.9099999999999999,1.41,R,NaN,Random walk,1.09715233869553,Filtering
84,1.2094439636962315,0.9800000000000001,1.46,R,NaN,Random walk,1.0743656787913,Filtering
85,1.249879476410837,1.02,1.5,R,NaN,Random walk,1.02816103456437,Filtering
86,1.2209833068784517,1.0,1.46,R,NaN,Random walk,1.16846520553051,Filtering
87,1.2212316084965333,1.0,1.46,R,NaN,Random walk,1.11991873158349,Filtering
88,1.2332655420038248,1.01,1.4700000000000002,R,NaN,Random walk,1.23624808384336,Filtering
89,1.150925170891592,0.94,1.38,R,NaN,Random walk,1.20476686479896,Filtering
90,1.3692217934158208,1.1500000000000001,1.6099999999999999,R,NaN,Random walk,1.32892576555317,Filtering
91,1.172650660247201,0.9599999999999999,1.4,R,NaN,Random walk,1.16025228126673,Filtering
92,1.362095463051321,1.1500000000000001,1.5999999999999999,R,NaN,Random walk,1.16722749201144,Filtering
93,1.2116668481805455,1.0,1.44,R,NaN,Random walk,1.10382527773161,Filtering
94,1.117304158334515,0.92,1.33,R,NaN,Random walk,1.06947027708051,Filtering
95,1.130682066753534,0.94,1.34,R,NaN,Random walk,1.23422323504758,Filtering
96,1.1309858881722645,0.94,1.34,R,NaN,Random walk,1.13784316826739,Filtering
97,1.018074085551497,0.83,1.21,R,NaN,Random walk,1.038436717091,Filtering
98,0.9956480141638647,0.8200000000000001,1.19,R,NaN,Random walk,1.14171462316315,Filtering
99,1.0878113731133219,0.9099999999999999,1.28,R,NaN,Random walk,1.07461161679909,Filtering
100,1.205137748318158,1.02,1.41,R,NaN,Random walk,1.08570007889435,Filtering
1,1.1348131192870734,0.8500000000000001,1.43,R,NaN,Random walk,1.05075579797784,Smoothing
2,1.13481311921124,0.9800000000000001,1.3,R,NaN,Random walk,1.15900937123493,Smoothing
3,1.1373139694904015,1.0,1.28,R,NaN,Random walk,1.27904687521183,Smoothing
4,1.1096807229799415,0.9800000000000001,1.25,R,NaN,Random walk,1.25432592311175,Smoothing
5,1.1016637749787943,0.97,1.24,R,NaN,Random walk,1.21901276609247,Smoothing
6,1.1192417262770011,0.99,1.26,R,NaN,Random walk,1.31982461556305,Smoothing
7,1.1479131197052257,1.01,1.29,R,NaN,Random walk,1.33426741549276,Smoothing
8,1.1920956843863633,1.06,1.33,R,NaN,Random walk,1.33722605619131,Smoothing
9,1.2370864685223717,1.1,1.38,R,NaN,Random walk,1.38122648595819,Smoothing
10,1.256202341107148,1.12,1.4,R,NaN,Random walk,1.46980665176169,Smoothing
11,1.185709681561473,1.05,1.33,R,NaN,Random walk,1.25954778340346,Smoothing
12,1.3021604730544698,1.17,1.44,R,NaN,Random walk,1.3479105093351,Smoothing
13,1.2671781367091497,1.1300000000000001,1.41,R,NaN,Random walk,1.35394452271656,Smoothing
14,1.3410199465275094,1.21,1.48,R,NaN,Random walk,1.43794293409087,Smoothing
15,1.2186269526213802,1.09,1.3499999999999999,R,NaN,Random walk,1.32395180390399,Smoothing
16,1.193131639494799,1.07,1.32,R,NaN,Random walk,1.29365707384879,Smoothing
17,1.1792310014858314,1.06,1.3,R,NaN,Random walk,1.19042944124553,Smoothing
18,1.1483911766884658,1.03,1.27,R,NaN,Random walk,1.02019672710724,Smoothing
19,1.0993278654258836,0.9800000000000001,1.22,R,NaN,Random walk,1.13748865883978,Smoothing
20,1.1776490292817574,1.06,1.3,R,NaN,Random walk,1.2926471263587,Smoothing
21,1.2118368042740746,1.1,1.33,R,NaN,Random walk,1.24790806219295,Smoothing
22,1.169808154880928,1.05,1.29,R,NaN,Random walk,1.26992577182373,Smoothing
23,1.293927975784925,1.18,1.4200000000000002,R,NaN,Random walk,1.37300234856143,Smoothing
24,1.316904504942779,1.2,1.44,R,NaN,Random walk,1.26157750118038,Smoothing
25,1.289807777806812,1.17,1.41,R,NaN,Random walk,1.24239833405177,Smoothing
26,1.1534399564755935,1.05,1.27,R,NaN,Random walk,1.15133041435367,Smoothing
27,0.9011775408190571,0.7999999999999999,1.0,R,NaN,Random walk,0.937442694472502,Smoothing
28,0.8741566764424568,0.7799999999999999,0.97,R,NaN,Random walk,0.80466476571653,Smoothing
29,0.8319452334501436,0.7400000000000001,0.9300000000000002,R,NaN,Random walk,0.83997253619983,Smoothing
30,0.7846842875013225,0.6900000000000001,0.8799999999999999,R,NaN,Random walk,0.770540542072998,Smoothing
31,0.9061947575810239,0.8099999999999999,1.01,R,NaN,Random walk,0.876339512072316,Smoothing
32,0.956078722365396,0.8599999999999999,1.06,R,NaN,Random walk,0.935836791908507,Smoothing
33,0.9112657575645975,0.8099999999999999,1.01,R,NaN,Random walk,0.946752658260147,Smoothing
34,0.8631747715258772,0.77,0.9599999999999999,R,NaN,Random walk,0.938354461845845,Smoothing
35,0.8761707755427619,0.7799999999999999,0.9800000000000001,R,NaN,Random walk,0.922556578053314,Smoothing
36,0.949069742539164,0.8500000000000001,1.05,R,NaN,Random walk,0.972493464862293,Smoothing
37,0.8784387415705571,0.7799999999999999,0.9800000000000001,R,NaN,Random walk,0.875822968174508,Smoothing
38,0.8250146566081427,0.73,0.92,R,NaN,Random walk,0.848120494406299,Smoothing
39,0.6800795836111878,0.59,0.77,R,NaN,Random walk,0.649925608997018,Smoothing
40,0.6750925874728996,0.59,0.77,R,NaN,Random walk,0.658019222189197,Smoothing
41,0.6402276656114811,0.56,0.73,R,NaN,Random walk,0.736653639942764,Smoothing
42,0.5173679950050314,0.44,0.6,R,NaN,Random walk,0.534615273272704,Smoothing
43,0.48745878526796965,0.41,0.5700000000000001,R,NaN,Random walk,0.528510247902397,Smoothing
44,0.5235612236193619,0.44,0.61,R,NaN,Random walk,0.508145468302673,Smoothing
45,0.510856585371937,0.42,0.6,R,NaN,Random walk,0.44697277599999,Smoothing
46,0.5876391530676679,0.5,0.6799999999999999,R,NaN,Random walk,0.514484786149741,Smoothing
47,0.558854423937563,0.45999999999999996,0.66,R,NaN,Random walk,0.687666652758221,Smoothing
48,0.6236526265959329,0.53,0.73,R,NaN,Random walk,0.68915182037088,Smoothing
49,0.605770196304036,0.5,0.72,R,NaN,Random walk,0.724661142715747,Smoothing
50,0.7247178204121424,0.61,0.8500000000000001,R,NaN,Random walk,0.840263024138111,Smoothing
51,0.8921304052628208,0.77,1.03,R,NaN,Random walk,0.976407115736378,Smoothing
52,0.7966499153359456,0.67,0.9300000000000002,R,NaN,Random walk,0.809572465850976,Smoothing
53,0.7623722919275262,0.64,0.89,R,NaN,Random walk,0.735767795852321,Smoothing
54,0.7908935046792094,0.67,0.92,R,NaN,Random walk,0.682530545189007,Smoothing
55,0.6874932056614117,0.56,0.8200000000000001,R,NaN,Random walk,0.645923232664183,Smoothing
56,0.687331591922095,0.56,0.8200000000000001,R,NaN,Random walk,0.653307826746064,Smoothing
57,0.7432218362677945,0.62,0.8799999999999999,R,NaN,Random walk,0.654546787631544,Smoothing
58,0.7767355750457954,0.65,0.9099999999999999,R,NaN,Random walk,0.740303004888021,Smoothing
59,0.699647946855768,0.5700000000000001,0.83,R,NaN,Random walk,0.629911413056697,Smoothing
60,0.648764616462385,0.52,0.7799999999999999,R,NaN,Random walk,0.66478464188997,Smoothing
61,0.6411606258777394,0.52,0.77,R,NaN,Random walk,0.599627547992097,Smoothing
62,0.5698746971617366,0.44,0.71,R,NaN,Random walk,0.623908199446909,Smoothing
63,0.6119104258072043,0.48,0.75,R,NaN,Random walk,0.6598634125902,Smoothing
64,0.7240658612391963,0.5800000000000001,0.87,R,NaN,Random walk,0.717115543950159,Smoothing
65,0.8754909559533619,0.73,1.0399999999999998,R,NaN,Random walk,0.925592364770454,Smoothing
66,0.9549585684229074,0.7999999999999999,1.1300000000000001,R,NaN,Random walk,0.987107738116638,Smoothing
67,0.9215477631785143,0.76,1.09,R,NaN,Random walk,1.02435827657331,Smoothing
68,0.9203190954725702,0.76,1.09,R,NaN,Random walk,0.873799137534769,Smoothing
69,0.9035917242879438,0.7400000000000001,1.08,R,NaN,Random walk,0.909444023549459,Smoothing
70,0.9737565411869857,0.8099999999999999,1.1500000000000001,R,NaN,Random walk,0.976222168201091,Smoothing
71,1.0205553212769702,0.8500000000000001,1.2,R,NaN,Random walk,0.996468476611257,Smoothing
72,1.0094132478508393,0.8400000000000001,1.19,R,NaN,Random walk,1.09900209489661,Smoothing
73,0.9837149444749846,0.8099999999999999,1.17,R,NaN,Random walk,0.943010942561359,Smoothing
74,1.0079684534051054,0.8400000000000001,1.19,R,NaN,Random walk,0.976883460044748,Smoothing
75,0.9794112223837828,0.8099999999999999,1.1600000000000001,R,NaN,Random walk,0.961959830272741,Smoothing
76,0.935357364010285,0.77,1.11,R,NaN,Random walk,1.0091507222337,Smoothing
77,0.9417593269342628,0.77,1.12,R,NaN,Random walk,0.935757419047802,Smoothing
78,0.9465189328567309,0.77,1.1300000000000001,R,NaN,Random walk,0.913152537129962,Smoothing
79,1.0141802752225324,0.8400000000000001,1.2,R,NaN,Random walk,1.04529031057593,Smoothing
80,1.0326728729969212,0.8500000000000001,1.22,R,NaN,Random walk,1.01211333437453,Smoothing
81,1.125682874534501,0.94,1.32,R,NaN,Random walk,1.19935431101699,Smoothing
82,1.3039208165779383,1.11,1.52,R,NaN,Random walk,1.38549521020649,Smoothing
83,1.1833679804336072,0.99,1.38,R,NaN,Random walk,1.09715233869553,Smoothing
84,1.2165244021899717,1.03,1.41,R,NaN,Random walk,1.0743656787913,Smoothing
85,1.230708729715722,1.05,1.43,R,NaN,Random walk,1.02816103456437,Smoothing
86,1.21746519427206,1.03,1.41,R,NaN,Random walk,1.16846520553051,Smoothing
87,1.2189788057322672,1.0399999999999998,1.41,R,NaN,Random walk,1.11991873158349,Smoothing
88,1.2218726078991011,1.0399999999999998,1.41,R,NaN,Random walk,1.23624808384336,Smoothing
89,1.2139168140989691,1.03,1.4,R,NaN,Random walk,1.20476686479896,Smoothing
90,1.2956106293034868,1.12,1.49,R,NaN,Random walk,1.32892576555317,Smoothing
91,1.215080873667469,1.03,1.4,R,NaN,Random walk,1.16025228126673,Smoothing
92,1.2709008060073543,1.1,1.46,R,NaN,Random walk,1.16722749201144,Smoothing
93,1.1650606111610413,1.0,1.34,R,NaN,Random walk,1.10382527773161,Smoothing
94,1.1122022781414935,0.95,1.28,R,NaN,Random walk,1.06947027708051,Smoothing
95,1.1092556006154988,0.95,1.28,R,NaN,Random walk,1.23422323504758,Smoothing
96,1.0857116179150972,0.9300000000000002,1.25,R,NaN,Random walk,1.13784316826739,Smoothing
97,1.0294134152072094,0.87,1.19,R,NaN,Random walk,1.038436717091,Smoothing
98,1.048822089138411,0.89,1.21,R,NaN,Random walk,1.14171462316315,Smoothing
99,1.132379089126374,0.97,1.31,R,NaN,Random walk,1.07461161679909,Smoothing
100,1.205137748318158,1.02,1.41,R,NaN,Random walk,1.08570007889435,Smoothing
1,2959.999999999988,148.0,5772.0,I,1866.191690592899,Random walk,109.0,Filtering
2,527.8832570383948,23.0,1057.0,I,240.2757673457138,Random walk,123.0,Filtering
3,137.5707966722595,23.0,292.0,I,12.254586611242567,Random walk,132.0,Filtering
4,146.08740807313993,25.0,309.0,I,13.508605142298137,Random walk,130.0,Filtering
5,143.58972861503915,23.0,306.0,I,12.909210790546767,Random walk,132.0,Filtering
6,144.61426619401823,23.0,309.0,I,12.777492189736376,Random walk,138.0,Filtering
7,150.1081062631656,25.0,320.0,I,13.18541502162979,Random walk,144.0,Filtering
8,156.33389394327793,26.0,332.0,I,13.860531008412668,Random walk,154.0,Filtering
9,166.71194509848004,29.0,352.0,I,14.818476951315665,Random walk,166.0,Filtering
10,179.73697474350598,32.0,376.0,I,15.76548333296954,Random walk,179.0,Filtering
11,188.67262611049694,50.0,366.0,I,18.707926660578263,Random walk,154.0,Filtering
12,167.8995890987305,44.0,314.0,I,23.244230226889496,Random walk,203.0,Filtering
13,201.29386166500413,104.0,328.0,I,9.86251817735744,Random walk,184.0,Filtering
14,195.50261154430464,100.0,296.0,I,20.57668133822899,Random walk,228.0,Filtering
15,227.8696105576031,149.0,328.0,I,18.74857113708283,Random walk,194.0,Filtering
16,212.37154313170052,144.0,276.0,I,7.364419055837264,Random walk,204.0,Filtering
17,216.20866073615232,161.0,270.0,I,5.966758002019832,Random walk,211.0,Filtering
18,221.207570011451,172.0,270.0,I,6.689092092349367,Random walk,212.0,Filtering
19,222.6112297543772,171.0,273.0,I,15.79268029299239,Random walk,197.0,Filtering
20,215.84587599760079,166.0,260.0,I,8.334083797651648,Random walk,230.0,Filtering
21,229.1110930645475,185.0,274.0,I,9.08813711297784,Random walk,244.0,Filtering
22,241.90405968151967,200.0,288.0,I,10.937223000129626,Random walk,223.0,Filtering
23,239.19326757798646,193.0,284.0,I,25.251578498754668,Random walk,276.0,Filtering
24,265.0926969331638,219.0,320.0,I,12.673519033159934,Random walk,285.0,Filtering
25,285.037736340021,237.0,342.0,I,8.332382131100562,Random walk,296.0,Filtering
26,300.48283470622465,253.0,357.0,I,10.993655938147711,Random walk,281.0,Filtering
27,298.53372227845944,217.0,382.0,I,73.79364980624226,Random walk,202.0,Filtering
28,223.03624973947024,151.0,293.0,I,8.961019113084031,Random walk,215.0,Filtering
29,217.7393929029763,152.0,286.0,I,9.842917151558277,Random walk,204.0,Filtering
30,205.0639565335756,142.0,271.0,I,16.517430964765644,Random walk,177.0,Filtering
31,178.77954395552734,120.0,240.0,I,27.715780758013576,Random walk,221.0,Filtering
32,207.06955425747893,146.0,274.0,I,13.703260093412759,Random walk,229.0,Filtering
33,220.61477829649385,159.0,287.0,I,9.073244396206467,Random walk,208.0,Filtering
34,208.43462896623325,149.0,271.0,I,11.630573940213694,Random walk,189.0,Filtering
35,190.82155405504975,135.0,249.0,I,6.592229568662879,Random walk,189.0,Filtering
36,186.19696526596744,132.0,244.0,I,19.952817080001054,Random walk,218.0,Filtering
37,206.8344192128365,152.0,267.0,I,11.576268056365965,Random walk,187.0,Filtering
38,189.6793794648143,137.0,245.0,I,6.81800289033497,Random walk,183.0,Filtering
39,181.89726396239354,128.0,239.0,I,35.818712779022576,Random walk,131.0,Filtering
40,138.47626361975924,92.0,187.0,I,5.567191898083916,Random walk,138.0,Filtering
41,133.20468895961875,90.0,180.0,I,5.23712768191704,Random walk,132.0,Filtering
42,126.64058937130208,84.0,173.0,I,25.697407284212655,Random walk,89.0,Filtering
43,92.24402470478049,56.0,131.0,I,7.786164071821549,Random walk,79.0,Filtering
44,76.96726356553087,45.0,111.0,I,6.924757895929837,Random walk,88.0,Filtering
45,78.5256472751326,48.0,112.0,I,5.708718047314921,Random walk,69.0,Filtering
46,66.16655578772844,39.0,97.0,I,15.531875159390273,Random walk,89.0,Filtering
47,75.0781049253707,47.0,107.0,I,6.885010200990311,Random walk,63.0,Filtering
48,61.85681317880477,37.0,90.0,I,11.087781626949642,Random walk,79.0,Filtering
49,67.6302771934164,42.0,96.0,I,7.257305415168787,Random walk,55.0,Filtering
50,55.24026649568334,32.0,81.0,I,10.231217863006975,Random walk,71.0,Filtering
51,61.33952825754588,36.0,90.0,I,36.97365001881842,Random walk,106.0,Filtering
52,85.20253160579071,56.0,119.0,I,10.873329299672694,Random walk,67.0,Filtering
53,70.91206315820989,44.0,101.0,I,5.743760718603615,Random walk,61.0,Filtering
54,62.32053853599581,38.0,90.0,I,9.244071755875218,Random walk,77.0,Filtering
55,69.62869322947526,44.0,99.0,I,14.310825198399662,Random walk,48.0,Filtering
56,53.41197526419904,31.0,79.0,I,3.3489603939354864,Random walk,49.0,Filtering
57,48.46642285156849,28.0,72.0,I,5.315700920893568,Random walk,57.0,Filtering
58,51.3217351126198,30.0,75.0,I,8.030654914351151,Random walk,64.0,Filtering
59,56.70360033598075,35.0,82.0,I,6.115317480288133,Random walk,46.0,Filtering
60,48.401660579650226,28.0,71.0,I,5.366827865600146,Random walk,39.0,Filtering
61,40.88190746135404,23.0,62.0,I,3.128435271090177,Random walk,45.0,Filtering
62,41.295572802860946,23.0,62.0,I,10.978096981328338,Random walk,25.0,Filtering
63,29.63051955018104,14.0,47.0,I,1.9542539824688037,Random walk,29.0,Filtering
64,27.367526316426044,13.0,44.0,I,5.503768927742225,Random walk,36.0,Filtering
65,29.995453391869283,15.0,47.0,I,14.548211376648942,Random walk,49.0,Filtering
66,38.37343492120249,22.0,58.0,I,10.048527865400784,Random walk,53.0,Filtering
67,45.181125986230924,27.0,67.0,I,3.5943357312546267,Random walk,39.0,Filtering
68,41.28997170017776,24.0,62.0,I,2.2936426973246977,Random walk,42.0,Filtering
69,41.347268379634414,24.0,61.0,I,4.743036545412229,Random walk,33.0,Filtering
70,36.136230710447286,20.0,55.0,I,4.896504675919323,Random walk,44.0,Filtering
71,39.90492569381941,23.0,59.0,I,5.045249353950838,Random walk,48.0,Filtering
72,44.155722546666695,26.0,65.0,I,2.265699745741255,Random walk,44.0,Filtering
73,44.321538263607366,27.0,65.0,I,3.6588432863860407,Random walk,38.0,Filtering
74,40.947784376855935,24.0,61.0,I,3.882988856640804,Random walk,47.0,Filtering
75,44.356157347427555,27.0,65.0,I,2.283372081725859,Random walk,43.0,Filtering
76,43.91171955301935,26.0,64.0,I,4.493809569549922,Random walk,36.0,Filtering
77,39.5927562881345,23.0,59.0,I,2.161275672392038,Random walk,40.0,Filtering
78,39.60729074035743,23.0,59.0,I,2.876749316632659,Random walk,35.0,Filtering
79,36.78024811369265,21.0,55.0,I,5.808368975556412,Random walk,46.0,Filtering
80,41.27337341824129,25.0,60.0,I,2.765775407797439,Random walk,37.0,Filtering
81,38.924375444258324,23.0,58.0,I,2.346089503169841,Random walk,41.0,Filtering
82,39.96723913158621,23.0,60.0,I,32.770020548877554,Random walk,78.0,Filtering
83,61.388498981360826,40.0,86.0,I,15.943706196165826,Random walk,39.0,Filtering
84,50.60313949859999,31.0,73.0,I,3.344938313673187,Random walk,55.0,Filtering
85,54.85830561685829,35.0,78.0,I,3.0358273935949516,Random walk,58.0,Filtering
86,58.674034892661304,38.0,83.0,I,2.8310943322759945,Random walk,56.0,Filtering
87,59.23809870753575,38.0,83.0,I,2.6898846478252816,Random walk,59.0,Filtering
88,61.16397086557197,39.0,86.0,I,2.794237794562097,Random walk,62.0,Filtering
89,63.81195395928438,42.0,89.0,I,4.563782056366734,Random walk,56.0,Filtering
90,61.07003028279833,39.0,86.0,I,14.738152042233505,Random walk,82.0,Filtering
91,75.84010634865177,51.0,104.0,I,12.066367807745403,Random walk,57.0,Filtering
92,67.10513047622918,43.0,93.0,I,12.6803112448893,Random walk,86.0,Filtering
93,81.43060737814756,56.0,110.0,I,9.19929939706524,Random walk,66.0,Filtering
94,75.11468217741658,50.0,103.0,I,5.835106614125415,Random walk,65.0,Filtering
95,70.99915891582141,46.0,98.0,I,3.1460737870230244,Random walk,72.0,Filtering
96,73.30580320800428,48.0,101.0,I,3.111442214731155,Random walk,73.0,Filtering
97,74.7488501063707,50.0,103.0,I,7.390974554276136,Random walk,62.0,Filtering
98,67.94320304501431,44.0,95.0,I,3.2071694472009784,Random walk,65.0,Filtering
99,66.61992756265019,43.0,93.0,I,6.399895018239196,Random walk,77.0,Filtering
100,73.41255418102396,49.0,101.0,I,8.464407517347832,Random walk,87.0,Filtering
1,2959.999999999988,148.0,5772.0,I,1866.191690592899,Random walk,109.0,Smoothing
2,123.69462999402539,97.0,153.0,I,3.3478546600939945,Random walk,123.0,Smoothing
3,129.6700707246061,103.0,158.0,I,3.4782655254146486,Random walk,132.0,Smoothing
4,131.7154538422364,105.0,160.0,I,3.359613505511284,Random walk,130.0,Smoothing
5,134.26225080897024,107.0,163.0,I,3.448178901029597,Random walk,132.0,Smoothing
6,139.06432531960212,111.0,169.0,I,3.416950630040563,Random walk,138.0,Smoothing
7,145.31812950535374,117.0,175.0,I,3.5077598476265317,Random walk,144.0,Smoothing
8,154.037634060223,125.0,185.0,I,3.586817102457192,Random walk,154.0,Smoothing
9,163.90718935179189,134.0,196.0,I,3.8471429388843825,Random walk,166.0,Smoothing
10,171.74968672825264,141.0,205.0,I,5.171041660546248,Random walk,179.0,Smoothing
11,168.43154418830215,137.0,201.0,I,8.446465933204589,Random walk,154.0,Smoothing
12,190.41836378974062,158.0,225.0,I,7.689637072550061,Random walk,203.0,Smoothing
