"t","Mean","Lower","Upper","variable","CRPS","simulation","TrueValue"
38,69.0103035785838,51,89,"I",8.40909071999999,"Sinusoidal",56
39,69.6572483671282,52,90.0249999999996,"I",3.08928119999999,"Sinusoidal",74
40,74.1437046629836,55.975,95,"I",3.45991664,"Sinusoidal",79
41,79.4876746608715,60,101,"I",2.78346467999999,"Sinusoidal",82
42,84.7208958361976,64,107,"I",3.55169512,"Sinusoidal",79
43,90.7716015900797,69,114,"I",6.27455344,"Sinusoidal",101
44,97.1678776337575,75,121,"I",3.24386396,"Sinusoidal",93
45,107.039949441155,83,132,"I",9.28346108000001,"Sinusoidal",92
46,119.913565053321,95,146.025,"I",14.37363748,"Sinusoidal",141
47,130.667585396202,105,159,"I",6.28815740000001,"Sinusoidal",120
48,139.976094501265,113,169,"I",5.32550572000002,"Sinusoidal",148
49,149.55382594564,122,179,"I",10.9275598,"Sinusoidal",132
50,158.083789228013,130,189.025,"I",9.17417244000005,"Sinusoidal",173
51,157.523440880855,128,189,"I",3.63283828,"Sinusoidal",156
52,149.529739760846,122,179,"I",3.51372248000001,"Sinusoidal",151
53,138.32377764695,111,168,"I",3.9973192,"Sinusoidal",133
54,126.662350387615,101,155,"I",4.26054544000001,"Sinusoidal",120
55,113.435441389275,89.975,139,"I",9.0425456,"Sinusoidal",128
56,96.4870025333875,74.975,120,"I",2.79192572,"Sinusoidal",98
57,80.1326421574473,60,102,"I",2.78171627999999,"Sinusoidal",77
58,68.7268152337228,50,89,"I",3.4712548,"Sinusoidal",63
59,63.3571387864404,46,82,"I",2.61293996000001,"Sinusoidal",60
60,61.8261231868196,45,80,"I",2.6970012,"Sinusoidal",65
61,62.6465932247409,46,81,"I",2.22509328,"Sinusoidal",62
62,65.4172971846946,48,85,"I",2.30531672,"Sinusoidal",67
63,70.3156746035037,52,91,"I",2.34423584,"Sinusoidal",68
64,77.0507853231788,58,99,"I",2.37974456,"Sinusoidal",77
65,86.3785202558831,66,108,"I",2.74846043999999,"Sinusoidal",88
66,99.5434049479554,77,124,"I",5.5098194,"Sinusoidal",90
67,116.227841259972,91,142.025,"I",3.72224963999999,"Sinusoidal",121
68,131.416780991429,105,158,"I",7.73827532,"Sinusoidal",144
69,141.050548404311,114,170,"I",5.00979868,"Sinusoidal",133
70,147.664977342763,120,177.025,"I",3.50476792,"Sinusoidal",147
71,153.611302126845,125,184,"I",5.15593964,"Sinusoidal",145
72,157.584953578862,127,189,"I",6.06673836000002,"Sinusoidal",167
73,154.676159300914,125,185,"I",3.6975548,"Sinusoidal",152
74,143.334602913198,115,172,"I",5.99078428,"Sinusoidal",153
75,128.026178992642,102,156,"I",3.82189704,"Sinusoidal",123
76,114.118121541223,90,140,"I",4.42225399999998,"Sinusoidal",107
77,102.45539631093,80,126,"I",3.32268964,"Sinusoidal",106
78,91.0918427502583,70,114,"I",2.77709476,"Sinusoidal",93
79,80.6355481402833,61,102,"I",2.41960908,"Sinusoidal",80
80,72.1574524048424,54,92,"I",2.40240448,"Sinusoidal",73
81,66.9908790728137,49,87,"I",2.55136703999999,"Sinusoidal",64
82,66.6924743089596,49,86,"I",3.00810816000001,"Sinusoidal",62
83,71.4692993912277,53,91,"I",3.0676772,"Sinusoidal",67
84,80.2893658079323,60,102,"I",6.01041536,"Sinusoidal",90
85,90.6355251701531,69,114,"I",2.86972108,"Sinusoidal",88
86,102.326127983567,80,128,"I",2.8617608,"Sinusoidal",102
87,115.367549154951,91,142,"I",6.05682252000001,"Sinusoidal",105
88,126.118766310129,101,155,"I",12.40268628,"Sinusoidal",145
89,131.097285276757,105,159,"I",5.00003260000001,"Sinusoidal",123
90,132.69745317167,107,161,"I",3.43758403999999,"Sinusoidal",135
91,135.33826007023,108,165,"I",4.87849112,"Sinusoidal",128
92,140.02775951399,114,169,"I",3.50575015999999,"Sinusoidal",137
93,144.485512510902,116,174,"I",4.71229412,"Sinusoidal",151
94,141.526931553764,114,171,"I",3.39942712,"Sinusoidal",142
95,129.887183767853,104,158,"I",3.77942036,"Sinusoidal",134
96,113.084095812665,90,139,"I",3.18308536,"Sinusoidal",110
97,95.7119426307954,73,120,"I",2.96105168000001,"Sinusoidal",98
98,80.2757147117314,60,102,"I",3.34318983999999,"Sinusoidal",75
99,67.2466862623795,49,87,"I",2.66161812,"Sinusoidal",70
100,55.80821504008,37,76,"I",2.29887212,"Sinusoidal",55
1,67.766217357573,55.1535519606725,82.6952194802947,"R",NA,"Step change",0.666666666666667
2,17.7423074953857,15.1801903719765,20.350539092667,"R",NA,"Step change",0.666666666666667
3,6.1641352112126,5.07808570405385,7.19731133635698,"R",NA,"Step change",0.666666666666667
4,3.42889075962586,2.81453953740586,3.9993816044084,"R",NA,"Step change",0.666666666666667
5,2.34914496456783,1.95840307008478,2.76048337167047,"R",NA,"Step change",0.666666666666667
6,1.78964591072497,1.50823747763454,2.118139338126,"R",NA,"Step change",0.666666666666667
7,1.4390070929396,1.22284154707237,1.67168285041048,"R",NA,"Step change",0.666666666666667
8,1.21763928908241,1.02551777839278,1.41281084631633,"R",NA,"Step change",0.666666666666667
9,1.08009208965079,0.906926088663453,1.27224479866722,"R",NA,"Step change",0.666666666666667
10,0.98289046000035,0.831690281700135,1.15254837922877,"R",NA,"Step change",0.666666666666667
11,0.90209805996058,0.750306854709532,1.06795361904075,"R",NA,"Step change",0.666666666666667
12,0.837599429088134,0.70070104847704,1.00636018948279,"R",NA,"Step change",0.666666666666667
13,0.792867910544046,0.661979379336984,0.940926918067625,"R",NA,"Step change",0.666666666666667
14,0.77332748172754,0.643957791319084,0.914312494576716,"R",NA,"Step change",0.666666666666667
15,0.767039435475079,0.643143923530608,0.917778429291188,"R",NA,"Step change",0.666666666666667
16,0.748215327999899,0.615267029251901,0.893159016895645,"R",NA,"Step change",0.666666666666667
17,0.713211932821641,0.576862200335437,0.842474827108309,"R",NA,"Step change",0.666666666666667
18,0.684750905358289,0.550805944207012,0.820520364246064,"R",NA,"Step change",0.666666666666667
19,0.673111716447116,0.546483969324733,0.80255349936649,"R",NA,"Step change",0.666666666666667
20,0.670831502879901,0.547424402311299,0.828558326023593,"R",NA,"Step change",0.666666666666667
21,0.6676272635728,0.535048167302248,0.83862897395275,"R",NA,"Step change",0.666666666666667
22,0.650628367014472,0.516976559788755,0.802460587204482,"R",NA,"Step change",0.666666666666667
23,0.632445874043299,0.506815595380183,0.772236864890162,"R",NA,"Step change",0.666666666666667
24,0.635125421740727,0.499156040601453,0.778019646616237,"R",NA,"Step change",0.666666666666667
25,0.66864789151182,0.511786115510523,0.821992889393238,"R",NA,"Step change",0.666666666666667
26,0.754091738956283,0.585424199151385,0.923351367296034,"R",NA,"Step change",0.666666666666667
27,0.915374363795246,0.732570379135769,1.11398317234309,"R",NA,"Step change",0.666666666666667
28,1.14694781820212,0.936791666499297,1.42631053402562,"R",NA,"Step change",1.5
29,1.37909470506901,1.13470069059218,1.72614045486624,"R",NA,"Step change",1.5
30,1.51841919607215,1.27022222784528,1.842449402763,"R",NA,"Step change",1.5
31,1.54768692434354,1.30364687050775,1.86833578144469,"R",NA,"Step change",1.5
32,1.51634659677646,1.27752257200707,1.81869987095715,"R",NA,"Step change",1.5
33,1.49611624318041,1.24287961698108,1.75989432736417,"R",NA,"Step change",1.5
34,1.50574164553158,1.25695594834762,1.794922823857,"R",NA,"Step change",1.5
35,1.53286893443899,1.29249430114225,1.78755188426342,"R",NA,"Step change",1.5
36,1.5574679096382,1.33039120350885,1.80019055476535,"R",NA,"Step change",1.5
37,1.56668600891993,1.34567256699776,1.82376348365508,"R",NA,"Step change",1.5
38,1.57114168074666,1.34696341238453,1.83494120861076,"R",NA,"Step change",1.5
39,1.56385379865111,1.33470966962996,1.82252290863058,"R",NA,"Step change",1.5
40,1.53963486884522,1.33223420264472,1.77671783767189,"R",NA,"Step change",1.5
41,1.50917963864107,1.31220341112424,1.72500199097068,"R",NA,"Step change",1.5
42,1.48585462558424,1.30110512586121,1.71319745787963,"R",NA,"Step change",1.5
43,1.48100711485941,1.28817769401354,1.70186395504358,"R",NA,"Step change",1.5
44,1.4877967287487,1.28724472688119,1.69617868343553,"R",NA,"Step change",1.5
45,1.4722157471865,1.29187705750958,1.67644209738608,"R",NA,"Step change",1.5
46,1.43723017326372,1.25538624087009,1.63299058547073,"R",NA,"Step change",1.5
47,1.42513722679007,1.26058751431798,1.60694084415448,"R",NA,"Step change",1.5
48,1.43669711542942,1.25573206354838,1.6183545595995,"R",NA,"Step change",1.5
49,1.47562947842987,1.29942902940772,1.66072573432887,"R",NA,"Step change",1.5
50,1.53543109448377,1.36010779399576,1.73860494098706,"R",NA,"Step change",1.5
51,1.5801848224377,1.41506832598633,1.77578868443075,"R",NA,"Step change",1.5
52,1.56955354987134,1.41931301792563,1.76504227100162,"R",NA,"Step change",1.5
53,1.51072797820236,1.3541973008781,1.7133561855971,"R",NA,"Step change",1.5
54,1.36232198905247,1.2120655983741,1.56802256368965,"R",NA,"Step change",1.5
55,1.11277158561842,0.983908586975235,1.25427567927402,"R",NA,"Step change",1.5
56,0.883008252282223,0.762001586750165,1.00108575076934,"R",NA,"Step change",0.666666666666667
57,0.754669636699345,0.647098076769231,0.857695334670366,"R",NA,"Step change",0.666666666666667
58,0.684904866866143,0.595269203314891,0.768588392452343,"R",NA,"Step change",0.666666666666667
59,0.649535428770804,0.566291550365354,0.740462217968442,"R",NA,"Step change",0.666666666666667
60,0.635178002191032,0.554138510912253,0.72399218470068,"R",NA,"Step change",0.666666666666667
61,0.629523154544476,0.540126746533663,0.720341771094131,"R",NA,"Step change",0.666666666666667
62,0.629831263821018,0.535786763418369,0.721255219883834,"R",NA,"Step change",0.666666666666667
63,0.633923711077303,0.549169074163852,0.735352399860064,"R",NA,"Step change",0.666666666666667
64,0.643518943291459,0.556176124448931,0.743840820064369,"R",NA,"Step change",0.666666666666667
65,0.659873505336869,0.570901907752184,0.756950643988954,"R",NA,"Step change",0.666666666666667
66,0.672720936743585,0.573298677885848,0.776787825241619,"R",NA,"Step change",0.666666666666667
67,0.678908031912402,0.580175703139275,0.787833618281422,"R",NA,"Step change",0.666666666666667
68,0.692761408604967,0.594244506941606,0.800856801447814,"R",NA,"Step change",0.666666666666667
69,0.712617145256652,0.613147804055859,0.828152173926189,"R",NA,"Step change",0.666666666666667
70,0.722591528245445,0.619590966932068,0.842368883425675,"R",NA,"Step change",0.666666666666667
71,0.719451593624925,0.612992953948029,0.835747850556681,"R",NA,"Step change",0.666666666666667
72,0.705804061947043,0.596007472263259,0.827745026788197,"R",NA,"Step change",0.666666666666667
73,0.6901360348146,0.580311874976823,0.813607490708776,"R",NA,"Step change",0.666666666666667
74,0.676083735994847,0.572162451494183,0.795604449299808,"R",NA,"Step change",0.666666666666667
75,0.664347637200059,0.56315221441468,0.782775468529741,"R",NA,"Step change",0.666666666666667
76,0.654256557099989,0.546364921887964,0.777407184619613,"R",NA,"Step change",0.666666666666667
77,0.640980722010993,0.532682355314406,0.770559478106872,"R",NA,"Step change",0.666666666666667
78,0.631414659996249,0.520897412713138,0.760660948896042,"R",NA,"Step change",0.666666666666667
79,0.639470597425786,0.516676626276096,0.765948320680153,"R",NA,"Step change",0.666666666666667
80,0.661649844701297,0.542494552290834,0.792220799029543,"R",NA,"Step change",0.666666666666667
81,0.688179806563955,0.56586715132547,0.809285675378357,"R",NA,"Step change",0.666666666666667
82,0.739838498504167,0.588010133555167,0.878713117769255,"R",NA,"Step change",0.666666666666667
83,0.85272254208748,0.692154881754221,1.02220850604496,"R",NA,"Step change",0.666666666666667
84,1.03155922188306,0.872094791753052,1.21724655698488,"R",NA,"Step change",1.5
85,1.22623449097919,1.02751795648079,1.45375184977888,"R",NA,"Step change",1.5
86,1.3965445564798,1.17141988664036,1.65567493559764,"R",NA,"Step change",1.5
87,1.49759292422848,1.25416986047067,1.80732678630449,"R",NA,"Step change",1.5
88,1.49412036967877,1.28384964772854,1.7556238651188,"R",NA,"Step change",1.5
89,1.45262745132074,1.21725069082052,1.69191870902409,"R",NA,"Step change",1.5
90,1.44322354591736,1.21210867072656,1.67624817914772,"R",NA,"Step change",1.5
91,1.47845802918374,1.25968380074169,1.72675198226083,"R",NA,"Step change",1.5
92,1.50101188100049,1.29459214866177,1.76467956482605,"R",NA,"Step change",1.5
93,1.47921261481424,1.26627747522242,1.70591578515379,"R",NA,"Step change",1.5
94,1.43993561309432,1.235471647429,1.65426532239198,"R",NA,"Step change",1.5
95,1.41852977036426,1.20618586367568,1.63503411015253,"R",NA,"Step change",1.5
96,1.42448410550059,1.22046739184521,1.64132911934446,"R",NA,"Step change",1.5
97,1.45566185745188,1.27005756310264,1.69173918481135,"R",NA,"Step change",1.5
98,1.47182583913383,1.28649846407132,1.69569995359728,"R",NA,"Step change",1.5
99,1.47058452684161,1.28679889402538,1.68243592859351,"R",NA,"Step change",1.5
100,1.45433902986317,1.20786077152231,1.7690963693594,"R",NA,"Step change",1.5
1,68.4234865253244,48,94,"I",3.59228915999998,"Step change",73
2,62.9760539863401,45,83,"I",3.06110048,"Step change",58
3,59.1778887830023,42,78,"I",2.25812044,"Step change",57
4,56.8550085187824,40,76,"I",2.32138064,"Step change",59
5,55.0285201891606,39,74,"I",2.99890856,"Step change",50
6,52.9487794229342,36,71,"I",7.17209556,"Step change",64
7,50.2109106853369,35,67,"I",2.08137168,"Step change",48
8,47.4897853549171,32,65,"I",4.9498032,"Step change",39
9,45.1184973529902,30,62,"I",2.0829632,"Step change",47
10,42.8687532453911,29,59,"I",3.23259552,"Step change",48
11,40.3207977070657,26,55.0249999999996,"I",1.77629192,"Step change",40
12,37.8241577791302,25,53,"I",1.84855996,"Step change",36
13,35.7246257029371,23,50,"I",1.94777624,"Step change",33
14,34.108911122992,22,48,"I",1.64994236,"Step change",35
15,32.7409807180356,20,47,"I",1.51837116,"Step change",32
16,30.9162762195829,19,45,"I",3.24445972,"Step change",36
17,28.4337039493326,17,42,"I",1.61480735999999,"Step change",30
18,26.1360296200291,15,39,"I",4.33443996,"Step change",19
19,24.4620490485248,14,36.0249999999996,"I",1.63864472,"Step change",22
20,23.1374132801948,13,34,"I",4.34280767999999,"Step change",30
21,21.8026887765758,12,33,"I",1.75160852,"Step change",19
22,20.1965925033799,11,31,"I",2.39222928000001,"Step change",24
23,18.6634021048196,10,28,"I",1.13582116,"Step change",18
24,17.6935463962847,9,28,"I",1.1124762,"Step change",17
25,17.5348113413262,9,28,"I",1.27944324,"Step change",16
26,18.6345961564982,10,29,"I",1.63696568,"Step change",16
27,21.3886458162232,12,32,"I",3.89313384,"Step change",15
28,25.6991477031273,15,38,"I",1.5505688,"Step change",27
29,30.5014717804555,18,44,"I",5.51389211999999,"Step change",39
30,34.1281671127856,21,49,"I",1.66877584,"Step change",35
31,36.1151733812665,23,50,"I",2.97892596,"Step change",41
32,37.423982957939,24,53,"I",4.3114802,"Step change",30
33,39.3516893329696,26,55,"I",1.7735188,"Step change",40
34,42.2540172964556,28,58,"I",2.62555276,"Step change",38
35,45.9604388382463,32,62,"I",3.30231151999999,"Step change",51
36,50.0712699495435,34,67,"I",1.98232264000001,"Step change",51
37,54.3410201120967,38,73,"I",2.74184256,"Step change",50
38,58.7618422630515,41,78,"I",3.04391708000001,"Step change",63
39,62.9532354009858,45,84,"I",2.327743,"Step change",64
40,66.6398239617311,48,87,"I",2.55509672,"Step change",64
41,70.2201731220467,51,92.0249999999996,"I",2.48043959999999,"Step change",71
42,74.306145709665,55,95,"I",2.46608848,"Step change",73
43,79.462502826708,59,102,"I",2.64677576,"Step change",79
44,85.364961587178,64,110,"I",2.81007411999999,"Step change",83
45,90.2406173949635,68,115,"I",7.37133808,"Step change",102
46,93.8847606351576,71,119,"I",4.22602964,"Step change",87
47,99.0246260380397,75,125,"I",3.56820587999999,"Step change",94
48,106.2740735389,81,133,"I",3.59019059999998,"Step change",110
49,116.168394645345,90,146,"I",3.24327472000001,"Step change",115
50,128.450757490616,100,161,"I",5.81269028,"Step change",119
51,141.446667253707,112,175,"I",7.70767356,"Step change",154
52,151.243005756461,119.975,186,"I",7.68914484000001,"Step change",138
53,156.94215748837,123,192,"I",4.90207791999999,"Step change",163
54,151.989411803007,119,188,"I",6.99214499999998,"Step change",163
55,132.296962707803,103,163,"I",17.71805632,"Step change",158
56,109.470837445705,83,138,"I",31.893131,"Step change",70
57,95.0271798191191,70,121,"I",4.22398271999999,"Step change",101
58,85.9295258235423,64,110,"I",3.78528271999999,"Step change",91
59,79.7179457750888,59,103,"I",5.60618948,"Step change",70
60,75.2998067954062,55,98,"I",5.32265624,"Step change",84
61,71.0387355323298,51,93,"I",2.43552760000001,"Step change",72
62,66.9969672346495,48,88,"I",2.34604348000001,"Step change",66
63,63.6001670344543,46,84,"I",2.46314212,"Step change",61
64,60.8618403444041,43,80,"I",2.4602556,"Step change",58
65,58.7178058060012,42,78,"I",3.16978324,"Step change",63
66,56.330084836632,39,76,"I",2.16418788,"Step change",55
67,53.5382315700275,37,72,"I",3.46370788,"Step change",59
68,51.2450664076631,35,68,"I",6.09305495999998,"Step change",41
69,49.6105364586032,34,68,"I",2.00394776,"Step change",48
70,47.8119091212311,32,65,"I",6.50654883999999,"Step change",58
71,45.3188112505829,30,61,"I",1.87102731999999,"Step change",45
72,42.4413805936752,28,58,"I",4.42915116000001,"Step change",35
73,39.5680611215262,26,55,"I",3.47918084,"Step change",45
74,36.8389384736249,24,51,"I",2.01548872,"Step change",34
75,34.3901177104162,22,48,"I",1.63213496,"Step change",35
76,32.107850349564,20,46,"I",1.49928952,"Step change",32
77,29.7476580698319,18,43,"I",3.206234,"Step change",35
78,27.573271025882,17,40,"I",3.87821628,"Step change",21
79,26.2002270368321,15,39,"I",1.65461687999999,"Step change",24
80,25.4720587909267,15,38,"I",5.82570371999999,"Step change",34
81,24.9592521259159,14,36.0249999999996,"I",1.69075844,"Step change",27
82,25.356675713357,15,37,"I",4.61578608,"Step change",18
83,27.7170683477133,17,41,"I",7.29769264,"Step change",17
84,32.1267818067875,20,46,"I",5.11803524,"Step change",40
85,37.3982180134573,25,53,"I",2.46863436,"Step change",41
86,42.4848856205459,28,59,"I",2.30300552,"Step change",39
87,46.4287341854,31,64,"I",6.91348411999999,"Step change",57
88,48.4917469998755,33,65,"I",2.00597756,"Step change",47
89,50.0595224386357,34,68,"I",2.6188666,"Step change",46
90,53.0045046941515,37,71,"I",4.46985760000001,"Step change",45
91,57.7827728413424,41,77,"I",3.45501128,"Step change",63
92,62.3467237797956,44,82,"I",3.27300424000001,"Step change",67
93,65.5714490840317,47,87,"I",2.347431,"Step change",64
94,68.0650371402071,49,89,"I",3.5295386,"Step change",73
95,71.1994933304813,51,94,"I",5.32574380000001,"Step change",62
96,76.0072674739489,56,99,"I",2.5273348,"Step change",76
97,82.5292529115706,61,107,"I",3.263894,"Step change",86
98,88.786429942225,66,113,"I",2.96087587999999,"Step change",86
99,94.0913375430426,70,120,"I",4.09968499999999,"Step change",100
100,98.8847118444275,72,130,"I",3.62702196,"Step change",95
