"t","Mean","Lower","Upper","variable","CRPS","simulation","TrueValue"
19,212.857139806049,169,262,"I",8.93718072000003,"Random walk",197
20,222.373039098941,177.975,273,"I",6.81250763999996,"Random walk",230
21,235.262887560243,188,288.025,"I",7.27575035999997,"Random walk",244
22,250.211822387934,199,308,"I",15.99124352,"Random walk",223
23,268.240389026434,215,326,"I",7.47420680000002,"Random walk",276
24,281.570749699986,225,340,"I",6.98570872000001,"Random walk",285
25,279.637915721073,221,338,"I",10.47422352,"Random walk",296
26,260.000242518249,206,317,"I",12.82471936,"Random walk",281
27,233.043830071684,186,286,"I",18.8793139599999,"Random walk",202
28,212.820398992319,167,264,"I",5.78894255999996,"Random walk",215
29,202.615179832115,160,250,"I",5.26922248000004,"Random walk",204
30,202.0154981755,160.975,249,"I",14.84222784,"Random walk",177
31,208.087238504605,164,256,"I",8.24975223999999,"Random walk",221
32,211.608213055217,166,262,"I",10.9353801600001,"Random walk",229
33,208.448476824299,165,258,"I",5.40058643999999,"Random walk",208
34,203.230812799335,161,251,"I",8.36426600000002,"Random walk",189
35,201.20964891775,158,247,"I",7.50462507999995,"Random walk",189
36,199.320233874932,158,247,"I",11.61522188,"Random walk",218
37,189.584845736866,148,235,"I",5.11095432000002,"Random walk",187
38,171.721844800142,134,212,"I",7.34790340000004,"Random walk",183
39,151.729409019188,118,190,"I",12.52316004,"Random walk",131
40,133.541734941011,102,168,"I",4.43151876,"Random walk",138
41,116.150349384903,88,147.025,"I",9.83378224000001,"Random walk",132
42,100.157522187248,74,128,"I",6.21517591999999,"Random walk",89
43,88.4733848564148,65,115,"I",5.46307736,"Random walk",79
44,81.2549472037548,59,107,"I",4.41430703999999,"Random walk",88
45,77.253344113988,56,102,"I",4.85164104,"Random walk",69
46,74.5530198387187,53,97,"I",9.35282608,"Random walk",89
47,72.334263710357,52,96,"I",5.31750424,"Random walk",63
48,71.2638599985705,51,94,"I",4.77036404,"Random walk",79
49,72.1988323284146,52,96,"I",11.4298212,"Random walk",55
50,75.6482174854454,55,99,"I",3.28546688,"Random walk",71
51,77.4618073337412,56,102,"I",21.81230984,"Random walk",106
52,74.6219269916142,54,98.0249999999996,"I",4.37386483999999,"Random walk",67
53,69.3291068035059,49,92,"I",4.62133464,"Random walk",61
54,64.1332900677098,45,86.0249999999996,"I",8.30629004,"Random walk",77
55,59.411593800236,41,79,"I",6.97682744,"Random walk",48
56,56.1875854588317,39,76,"I",4.15099956,"Random walk",49
57,54.1584148535135,37,73,"I",2.61109535999999,"Random walk",57
58,51.206426049012,35,70.0249999999996,"I",8.50842907999999,"Random walk",64
59,46.6972895266,31,64,"I",1.91541904,"Random walk",46
60,41.8166624025611,27,58,"I",2.11639224,"Random walk",39
61,37.9100506401131,24,54,"I",4.43723948,"Random walk",45
62,35.6991116446215,23,51,"I",7.01053940000001,"Random walk",25
63,35.7933451956164,22,51,"I",3.81724747999999,"Random walk",29
64,38.1935540480957,25,54,"I",1.90314844,"Random walk",36
65,41.3109274482303,27,58,"I",4.82848564000001,"Random walk",49
66,43.1445146399662,28,60,"I",6.36601152,"Random walk",53
67,43.0646199043326,28,60,"I",2.52487712,"Random walk",39
68,42.1694206247887,28,60,"I",1.88551956,"Random walk",42
69,41.7152293324244,27,58,"I",5.21875492,"Random walk",33
70,42.2356976344004,28,59,"I",2.0789528,"Random walk",44
71,43.0045406254838,28,60,"I",3.16836296000001,"Random walk",48
72,43.1613978350451,29,60,"I",1.93749672000001,"Random walk",44
73,42.7408771171936,28,59,"I",2.84699388,"Random walk",38
74,42.1177629388611,27,58,"I",3.19129804,"Random walk",47
75,41.2075293100022,27,57,"I",2.02855695999999,"Random walk",43
76,40.0975197331393,26,57,"I",2.50423324,"Random walk",36
77,39.4460913316207,25,55,"I",1.78484176,"Random walk",40
78,39.8474675432757,26,56,"I",2.85162128,"Random walk",35
79,41.5733644377098,27,58,"I",2.87929288,"Random walk",46
80,44.5237729171843,29,61,"I",4.49285696,"Random walk",37
81,48.4254252244934,33,66,"I",4.13034872,"Random walk",41
82,51.8284703566809,35,70,"I",21.07515064,"Random walk",78
83,53.4998960010054,36,73,"I",9.69172192,"Random walk",39
84,54.6421447084902,38,74,"I",2.17598964000001,"Random walk",55
85,55.9702800382363,39,76,"I",2.4639254,"Random walk",58
86,57.3885470815057,39,77,"I",2.22318888,"Random walk",56
87,59.2579715223542,42,80,"I",2.21803548,"Random walk",59
88,61.7938900886836,43,84,"I",2.30819328,"Random walk",62
89,64.8345822789712,46,86,"I",5.00280419999999,"Random walk",56
90,67.9846919038141,49,90,"I",9.18139648000001,"Random walk",82
91,70.2119876838737,50.975,93,"I",8.24013807999998,"Random walk",57
92,71.3631759514847,51,94,"I",9.38098924,"Random walk",86
93,70.9395637467566,51,94,"I",3.3043812,"Random walk",66
94,69.8203762817264,50,92,"I",3.34470912,"Random walk",65
95,68.800739926701,49,92,"I",2.89037484,"Random walk",72
96,68.1205885293461,48,90,"I",3.46462748,"Random walk",73
97,68.3208836259308,49,91,"I",3.73639483999998,"Random walk",62
98,70.7143045717681,50,94,"I",3.61794388,"Random walk",65
99,76.0763473911529,54,100,"I",2.79786212000001,"Random walk",77
100,83.7319951061561,58,113,"I",3.60339132,"Random walk",87
1,88.259684373383,73.453407091691,103.738275101731,"R",NA,"Sinusoidal",1
2,23.4547993077828,20.4327110772211,26.7837170891619,"R",NA,"Sinusoidal",1.14737758720545
3,9.12979365179667,7.83790459743842,10.4781711800298,"R",NA,"Sinusoidal",1.28166002903181
4,5.37534698024535,4.67826545732692,6.14783352077078,"R",NA,"Sinusoidal",1.39091574123401
5,3.82290415192689,3.35098391335423,4.33990305340605,"R",NA,"Sinusoidal",1.4654368743221
6,2.93657631704789,2.62592023685336,3.27228460209748,"R",NA,"Sinusoidal",1.49860189859059
7,2.31508012698439,2.08463195605475,2.58524126501158,"R",NA,"Sinusoidal",1.48746395609091
8,1.92886452143818,1.73065203954442,2.14465874800042,"R",NA,"Sinusoidal",1.43301270189222
9,1.69477991462374,1.52438602831556,1.88221088517735,"R",NA,"Sinusoidal",1.34008636888546
10,1.47394312174447,1.33069616233563,1.63568019772978,"R",NA,"Sinusoidal",1.21694186955878
11,1.23558959851018,1.11730185578256,1.36427138067948,"R",NA,"Sinusoidal",1.07452113308809
12,1.02719021659747,0.924336961163163,1.13950106224247,"R",NA,"Sinusoidal",0.925478866911913
13,0.859441920523824,0.767151362445161,0.959245727151651,"R",NA,"Sinusoidal",0.783058130441221
14,0.726056796171025,0.640252582475094,0.810131555762204,"R",NA,"Sinusoidal",0.65991363111454
15,0.623076870289224,0.547631220413545,0.700034627477598,"R",NA,"Sinusoidal",0.566987298107781
16,0.551640719541919,0.479996469175099,0.624491330661626,"R",NA,"Sinusoidal",0.512536043909088
17,0.518718970519856,0.446027209048668,0.595400620604118,"R",NA,"Sinusoidal",0.50139810140941
18,0.538995211856773,0.464933945310496,0.614693613478269,"R",NA,"Sinusoidal",0.534563125677898
19,0.61727877468576,0.533847874438585,0.704387293647351,"R",NA,"Sinusoidal",0.609084258765985
20,0.747834243063359,0.651016789646497,0.849585762848727,"R",NA,"Sinusoidal",0.718339970968189
21,0.906863250301998,0.795506569457414,1.03117927861781,"R",NA,"Sinusoidal",0.852622412794548
22,1.0667352285429,0.944027841086339,1.19420654125148,"R",NA,"Sinusoidal",1
23,1.20460885101605,1.06912531904813,1.33336153909541,"R",NA,"Sinusoidal",1.14737758720545
24,1.31818431275357,1.18000598040034,1.46964207299737,"R",NA,"Sinusoidal",1.28166002903181
25,1.42101227776628,1.27672938050015,1.58340164020657,"R",NA,"Sinusoidal",1.39091574123401
26,1.50561336440691,1.346347019285,1.67452403685166,"R",NA,"Sinusoidal",1.4654368743221
27,1.52941681291457,1.37753056594924,1.69794297580829,"R",NA,"Sinusoidal",1.49860189859059
28,1.48016024253168,1.32913545513568,1.64665962036328,"R",NA,"Sinusoidal",1.48746395609091
29,1.41346789226395,1.26328414861786,1.55968822335758,"R",NA,"Sinusoidal",1.43301270189222
30,1.35630984255076,1.22595227623002,1.50106053767285,"R",NA,"Sinusoidal",1.34008636888546
31,1.251590820832,1.11968882575685,1.38571727325401,"R",NA,"Sinusoidal",1.21694186955878
32,1.0699895228967,0.95100454188335,1.17597950317638,"R",NA,"Sinusoidal",1.07452113308809
33,0.884527933860483,0.79728767576855,0.977333791850326,"R",NA,"Sinusoidal",0.925478866911913
34,0.746912179693989,0.670084530048368,0.833143498251169,"R",NA,"Sinusoidal",0.783058130441221
35,0.651902268555167,0.576824210321558,0.732666142203666,"R",NA,"Sinusoidal",0.65991363111454
36,0.580432088050688,0.505213834816846,0.656273351654924,"R",NA,"Sinusoidal",0.566987298107781
37,0.529312691000986,0.463187896843567,0.603766792227058,"R",NA,"Sinusoidal",0.512536043909088
38,0.52072921366953,0.450293356665241,0.59241380438571,"R",NA,"Sinusoidal",0.50139810140941
39,0.563476168946538,0.490747415850222,0.640153142060273,"R",NA,"Sinusoidal",0.534563125677898
40,0.648947498996188,0.569719672583613,0.743386331228823,"R",NA,"Sinusoidal",0.609084258765985
41,0.747422418818078,0.655153368572937,0.85007678185853,"R",NA,"Sinusoidal",0.718339970968189
42,0.84754633331926,0.748749202162713,0.952958739660846,"R",NA,"Sinusoidal",0.852622412794548
43,0.9510801075274,0.840093962059731,1.07338812326538,"R",NA,"Sinusoidal",1
44,1.0510084346879,0.922549781974611,1.18990991570092,"R",NA,"Sinusoidal",1.14737758720545
45,1.1787739719649,1.02712396866051,1.3300177874877,"R",NA,"Sinusoidal",1.28166002903181
46,1.32130116260593,1.1776767172358,1.48298905981392,"R",NA,"Sinusoidal",1.39091574123401
47,1.4062061601947,1.2576286206574,1.56478814421469,"R",NA,"Sinusoidal",1.4654368743221
48,1.45096688848843,1.30169502146301,1.60404942660837,"R",NA,"Sinusoidal",1.49860189859059
49,1.4758788304648,1.32662893790348,1.63873623606099,"R",NA,"Sinusoidal",1.48746395609091
50,1.47401345755821,1.32151342935429,1.64481453237485,"R",NA,"Sinusoidal",1.43301270189222
51,1.38299110327282,1.24740331851258,1.52424805225484,"R",NA,"Sinusoidal",1.34008636888546
52,1.23799090539009,1.11182643626413,1.37474892332383,"R",NA,"Sinusoidal",1.21694186955878
53,1.08983006262646,0.965397763875933,1.21293526632837,"R",NA,"Sinusoidal",1.07452113308809
54,0.962529074534603,0.855575187698631,1.08545995441363,"R",NA,"Sinusoidal",0.925478866911913
55,0.846470553006154,0.750399843028775,0.952773480556327,"R",NA,"Sinusoidal",0.783058130441221
56,0.718208488994741,0.633100443332211,0.808793166923953,"R",NA,"Sinusoidal",0.65991363111454
57,0.606090918583941,0.523076848300711,0.685229377549631,"R",NA,"Sinusoidal",0.56698729810778
58,0.539866734722242,0.462715702928158,0.611164882242021,"R",NA,"Sinusoidal",0.512536043909088
59,0.5268284471826,0.455724360791659,0.596731980210761,"R",NA,"Sinusoidal",0.50139810140941
60,0.547909458127177,0.471406417682233,0.625833787207513,"R",NA,"Sinusoidal",0.534563125677898
61,0.597882174127578,0.516629722700024,0.689548300221636,"R",NA,"Sinusoidal",0.609084258765985
62,0.674614134071246,0.583384920019727,0.771252245591759,"R",NA,"Sinusoidal",0.718339970968189
63,0.775952234313317,0.679134044816883,0.88446919982816,"R",NA,"Sinusoidal",0.852622412794549
64,0.898216269345538,0.795690692542736,1.01667072056526,"R",NA,"Sinusoidal",1
65,1.05020377633571,0.922842774873622,1.18642383764428,"R",NA,"Sinusoidal",1.14737758720545
66,1.23993730230495,1.10672547457011,1.38170535122541,"R",NA,"Sinusoidal",1.28166002903181
67,1.44924410784997,1.29609949753387,1.62074053791671,"R",NA,"Sinusoidal",1.39091574123401
68,1.59717492452384,1.42141736366508,1.79108543098261,"R",NA,"Sinusoidal",1.4654368743221
69,1.62883176072222,1.46288516115625,1.8189515817695,"R",NA,"Sinusoidal",1.49860189859059
70,1.59304615541403,1.43264209656948,1.77316159884843,"R",NA,"Sinusoidal",1.48746395609091
71,1.53393583719993,1.38358783147453,1.69896221158689,"R",NA,"Sinusoidal",1.43301270189222
72,1.4545729820888,1.31109853694308,1.62253700366696,"R",NA,"Sinusoidal",1.34008636888546
73,1.3275331585077,1.19858882798064,1.46909509840303,"R",NA,"Sinusoidal",1.21694186955878
74,1.16159308067857,1.04441458299777,1.27575154675518,"R",NA,"Sinusoidal",1.07452113308809
75,0.996457292630286,0.889869104624785,1.09934227928643,"R",NA,"Sinusoidal",0.925478866911912
76,0.863418733778745,0.766918140214394,0.965262294014053,"R",NA,"Sinusoidal",0.783058130441221
77,0.767493003378189,0.681722378305352,0.858586264313386,"R",NA,"Sinusoidal",0.65991363111454
78,0.69201089525149,0.618469825376383,0.78055401014345,"R",NA,"Sinusoidal",0.56698729810778
79,0.632368588159247,0.560380019886246,0.715904376445236,"R",NA,"Sinusoidal",0.512536043909088
80,0.589261116042224,0.515944776285303,0.669717624431514,"R",NA,"Sinusoidal",0.50139810140941
81,0.573665934501427,0.496390198158806,0.656355024445164,"R",NA,"Sinusoidal",0.534563125677898
82,0.606015411461401,0.523452299196,0.690480716534268,"R",NA,"Sinusoidal",0.609084258765985
83,0.694993652766022,0.611530613813047,0.790035694808068,"R",NA,"Sinusoidal",0.718339970968189
84,0.833218933882473,0.730435890685501,0.949863982529122,"R",NA,"Sinusoidal",0.852622412794549
85,0.98914156071987,0.868349344839437,1.12613188036652,"R",NA,"Sinusoidal",1
86,1.15474299923304,1.01710384807388,1.30605011142264,"R",NA,"Sinusoidal",1.14737758720545
87,1.31804902955958,1.16043549660458,1.46871298800514,"R",NA,"Sinusoidal",1.28166002903181
88,1.42179237109593,1.26342012880525,1.58870185050505,"R",NA,"Sinusoidal",1.39091574123401
89,1.42745668395367,1.26351440948146,1.60080994980765,"R",NA,"Sinusoidal",1.4654368743221
90,1.37153650915457,1.22296496390555,1.5338328754954,"R",NA,"Sinusoidal",1.49860189859059
91,1.32857066439558,1.17260290755238,1.47787695117514,"R",NA,"Sinusoidal",1.48746395609091
92,1.31120697110554,1.17026117295378,1.45332018387245,"R",NA,"Sinusoidal",1.43301270189222
93,1.29303256551248,1.15899358996126,1.43430578990318,"R",NA,"Sinusoidal",1.34008636888546
94,1.20985909745869,1.08061155077824,1.35757148724992,"R",NA,"Sinusoidal",1.21694186955878
95,1.06813503365036,0.95893459745547,1.19505591796365,"R",NA,"Sinusoidal",1.07452113308809
96,0.907313554174168,0.800740035778537,1.01734222944128,"R",NA,"Sinusoidal",0.925478866911912
97,0.758767716539226,0.662393547312992,0.860214680531577,"R",NA,"Sinusoidal",0.783058130441221
98,0.644085395007917,0.557677238428424,0.736683919165058,"R",NA,"Sinusoidal",0.65991363111454
99,0.555525303464678,0.474578889561385,0.641662911297356,"R",NA,"Sinusoidal",0.56698729810778
100,0.480279814180054,0.38000175833974,0.58586234316447,"R",NA,"Sinusoidal",0.512536043909088
1,88.7624847391271,65,115,"I",3.76958912,"Sinusoidal",83
2,107.933865451408,84,133,"I",5.05905116000001,"Sinusoidal",116
3,126.891921672887,101,154,"I",3.53263383999999,"Sinusoidal",130
4,144.218689123845,116,173,"I",7.83918511999998,"Sinusoidal",131
5,160.916283904683,132,193,"I",4.65074844000001,"Sinusoidal",167
6,172.253064138764,141,206,"I",5.30503667999999,"Sinusoidal",180
7,175.394873116781,144,209,"I",4.12688296000001,"Sinusoidal",178
8,178.229999574472,147.975,213,"I",12.35742516,"Sinusoidal",158
9,182.845640586524,151,216,"I",4.64987364,"Sinusoidal",188
10,179.633320005702,147,213,"I",9.44100364000001,"Sinusoidal",195
11,164.814404632561,134,197,"I",4.58526628,"Sinusoidal",158
12,145.956345099718,118,177,"I",3.45666400000002,"Sinusoidal",147
13,127.198419601098,101,155,"I",3.33843564,"Sinusoidal",125
14,109.095639279447,86,134,"I",3.80267515999999,"Sinusoidal",114
15,92.9740418137403,71,117,"I",2.92856804,"Sinusoidal",90
16,79.8889373792427,60,101,"I",3.93607088,"Sinusoidal",86
17,71.2687649911562,52,91,"I",5.47217499999999,"Sinusoidal",62
18,69.1943628485446,50.975,89,"I",2.67547455999999,"Sinusoidal",72
19,73.7267996660581,55,94,"I",8.64342584,"Sinusoidal",60
20,83.2492019951488,63,105,"I",10.49461132,"Sinusoidal",99
21,94.8020240959653,73,118,"I",2.83037664,"Sinusoidal",92
22,106.378052900135,83,132,"I",2.89820564,"Sinusoidal",105
23,117.355052880354,92,144,"I",4.4338016,"Sinusoidal",124
24,128.505473521394,103,157,"I",5.68683004000002,"Sinusoidal",119
25,141.047458550147,114,171,"I",4.09364096,"Sinusoidal",146
26,154.808138104549,126,186,"I",4.5736144,"Sinusoidal",148
27,166.098948873862,135,197,"I",7.90201807999999,"Sinusoidal",179
28,171.640172036372,140,204,"I",3.95982459999999,"Sinusoidal",168
29,174.765692261412,142,208,"I",5.82121084000001,"Sinusoidal",165
30,177.885220166212,146.975,211,"I",4.43582364,"Sinusoidal",173
31,173.358765627106,142,207,"I",19.23955956,"Sinusoidal",201
32,155.567804135242,127,187,"I",8.92613439999999,"Sinusoidal",140
33,133.390013563447,106,161,"I",3.21783004,"Sinusoidal",133
34,114.353351681851,89,140,"I",3.00891711999998,"Sinusoidal",114
35,98.9064394265481,77,123,"I",3.25986235999999,"Sinusoidal",95
36,85.4719607564998,65,109,"I",9.49569652000001,"Sinusoidal",100
37,74.4277254749246,55,94.0249999999996,"I",3.8184932,"Sinusoidal",68
